,Day-ahead demand forecast1
20191114T14-06,1044
20191114T13-06,1068
20191114T12-06,1103
20191114T11-06,1159
20191114T10-06,1228
20191114T09-06,1302
20191114T08-06,1411
20191114T07-06,1505
20191114T06-06,1383
20191114T05-06,1276
20191114T04-06,1223
20191114T03-06,1209
20191114T02-06,1205
20191114T01-06,1217
20191114T00-06,1273
20191113T23-06,1309
20191113T22-06,1388
20191113T21-06,1462
20191113T20-06,1439
20191113T19-06,1411
20191113T18-06,1286
20191113T17-06,1116
20191113T16-06,1011
20191113T15-06,990
20191113T14-06,1021
20191113T13-06,1074
20191113T12-06,1160
20191113T11-06,1297
20191113T10-06,1476
20191113T09-06,1657
20191113T08-06,1867
20191113T07-06,2026
20191113T06-06,1891
20191113T05-06,1727
20191113T04-06,1642
20191113T03-06,1598
20191113T02-06,1559
20191113T01-06,1538
20191113T00-06,1498
20191112T23-06,1518
20191112T22-06,1574
20191112T21-06,1611
20191112T20-06,1598
20191112T19-06,1527
20191112T18-06,1383
20191112T17-06,1203
20191112T16-06,1090
20191112T15-06,1043
20191112T14-06,1037
20191112T13-06,1057
20191112T12-06,1069
20191112T11-06,1066
20191112T10-06,1044
20191112T09-06,1019
20191112T08-06,1004
20191112T07-06,1005
20191112T06-06,845
20191112T05-06,729
20191112T04-06,667
20191112T03-06,643
20191112T02-06,630
20191112T01-06,631
20191112T00-06,686
20191111T23-06,755
20191111T22-06,846
20191111T21-06,920
20191111T20-06,967
20191111T19-06,975
20191111T18-06,926
20191111T17-06,848
20191111T16-06,810
20191111T15-06,799
20191111T14-06,805
20191111T13-06,811
20191111T12-06,826
20191111T11-06,850
20191111T10-06,890
20191111T09-06,941
20191111T08-06,1004
20191111T07-06,1036
20191111T06-06,923
20191111T05-06,816
20191111T04-06,761
20191111T03-06,740
20191111T02-06,733
20191111T01-06,736
20191111T00-06,773
20191110T23-06,829
20191110T22-06,895
20191110T21-06,946
20191110T20-06,980
20191110T19-06,955
20191110T18-06,930
20191110T17-06,839
20191110T16-06,795
20191110T15-06,786
20191110T14-06,797
20191110T13-06,816
20191110T12-06,846
20191110T11-06,915
20191110T10-06,1018
20191110T09-06,1092
20191110T08-06,1095
20191110T07-06,1023
20191110T06-06,954
20191110T05-06,901
20191110T04-06,867
20191110T03-06,848
20191110T02-06,836
20191110T01-06,841
20191110T00-06,863
20191109T23-06,897
20191109T22-06,928
20191109T21-06,951
20191109T20-06,961
20191109T19-06,948
20191109T18-06,891
20191109T17-06,799
20191109T16-06,760
20191109T15-06,768
20191109T14-06,790
20191109T13-06,829
20191109T12-06,885
20191109T11-06,951
20191109T10-06,1019
20191109T09-06,1069
20191109T08-06,1064
20191109T07-06,998
20191109T06-06,924
20191109T05-06,859
20191109T04-06,819
20191109T03-06,796
20191109T02-06,790
20191109T01-06,803
20191109T00-06,809
20191108T23-06,857
20191108T22-06,897
20191108T21-06,920
20191108T20-06,935
20191108T19-06,925
20191108T18-06,878
20191108T17-06,808
20191108T16-06,780
20191108T15-06,776
20191108T14-06,792
20191108T13-06,802
20191108T12-06,818
20191108T11-06,832
20191108T10-06,829
20191108T09-06,807
20191108T08-06,784
20191108T07-06,776
20191108T06-06,680
20191108T05-06,609
20191108T04-06,583
20191108T03-06,584
20191108T02-06,600
20191108T01-06,632
20191108T00-06,692
20191107T23-06,770
20191107T22-06,857
20191107T21-06,924
20191107T20-06,966
20191107T19-06,988
20191107T18-06,953
