,Day-ahead demand forecast1
20191104T04-05,21726
20191104T03-05,21301
20191104T02-05,21043
20191104T01-05,21000
20191103T23-05,19270
20191103T22-05,20024
20191103T21-05,20834
20191103T20-05,21445
20191103T19-05,21457
20191103T18-05,21246
20191103T17-05,19957
20191103T16-05,18252
20191103T15-05,17686
20191103T14-05,17659
20191103T13-05,17917
20191103T12-05,18449
20191103T11-05,19021
20191103T10-05,20079
20191103T09-05,21257
20191103T08-05,21850
20191103T07-05,21592
20191103T06-05,20530
20191103T05-05,19307
20191103T04-05,18492
20191103T03-05,17903
20191103T02-05,17738
20191103T01-05,17649
20191103T01-04,15477
20191103T00-04,20426
20191102T23-04,21248
20191102T22-04,21913
20191102T21-04,22345
20191102T20-04,22396
20191102T19-04,21894
20191102T18-04,21195
20191102T17-04,20510
20191102T16-04,20196
20191102T15-04,20268
20191102T14-04,20623
20191102T13-04,21190
20191102T12-04,22440
20191102T11-04,23692
20191102T10-04,24715
20191102T09-04,25430
20191102T08-04,24793
20191102T07-04,23545
20191102T06-04,22170
20191102T05-04,21088
20191102T04-04,20629
20191102T03-04,20327
20191102T02-04,20307
20191102T01-04,20390
20191102T00-04,21152
20191101T23-04,22131
20191101T22-04,23020
20191101T21-04,23658
20191101T20-04,23843
20191101T19-04,23596
20191101T18-04,22920
20191101T17-04,22367
20191101T16-04,22088
20191101T15-04,22032
20191101T14-04,22143
20191101T13-04,22387
20191101T12-04,22869
20191101T11-04,23347
20191101T10-04,23544
20191101T09-04,23487
20191101T08-04,23381
20191101T07-04,21834
20191101T06-04,19363
20191101T05-04,17807
20191101T04-04,17485
20191101T03-04,17606
20191101T02-04,17978
20191101T01-04,18873
20191101T00-04,20270
20191031T23-04,22017
20191031T22-04,23791
20191031T21-04,25142
20191031T20-04,25890
20191031T19-04,26152
20191031T18-04,26713
20191031T17-04,27409
20191031T16-04,27493
20191031T15-04,27466
20191031T14-04,27207
20191031T13-04,26616
20191031T12-04,26059
20191031T11-04,25209
20191031T10-04,24274
20191031T09-04,23688
20191031T08-04,23547
20191031T07-04,22287
20191031T06-04,19773
20191031T05-04,18435
20191031T04-04,18074
20191031T03-04,18113
20191031T02-04,18498
20191031T01-04,19274
20191031T00-04,20185
20191030T23-04,21751
20191030T22-04,23393
20191030T21-04,24662
20191030T20-04,25255
20191030T19-04,24546
20191030T18-04,23936
20191030T17-04,23611
20191030T16-04,23400
20191030T15-04,23314
20191030T14-04,23268
20191030T13-04,23058
20191030T12-04,22915
20191030T11-04,22650
20191030T10-04,22162
20191030T09-04,21878
20191030T08-04,21961
20191030T07-04,20921
20191030T06-04,18567
20191030T05-04,17430
20191030T04-04,17176
20191030T03-04,17399
20191030T02-04,17850
20191030T01-04,18761
20191030T00-04,20107
20191029T23-04,21750
20191029T22-04,23587
20191029T21-04,25165
20191029T20-04,25907
20191029T19-04,25532
20191029T18-04,25123
20191029T17-04,25146
20191029T16-04,24788
20191029T15-04,24359
20191029T14-04,23968
20191029T13-04,23407
20191029T12-04,22939
20191029T11-04,22503
20191029T10-04,22024
20191029T09-04,21730
20191029T08-04,21766
20191029T07-04,20732
20191029T06-04,18380
20191029T05-04,17197
20191029T04-04,16961
20191029T03-04,17163
20191029T02-04,17620
20191029T01-04,18610
20191029T00-04,20052
20191028T23-04,21829
20191028T22-04,23758
20191028T21-04,25474
20191028T20-04,26542
20191028T19-04,26317
20191028T18-04,26178
20191028T17-04,26230
20191028T16-04,25873
20191028T15-04,25423
20191028T14-04,24870
20191028T13-04,24191
20191028T12-04,23529
20191028T11-04,22952
20191028T10-04,22230
20191028T09-04,21772
20191028T08-04,21594
20191028T07-04,20431
20191028T06-04,18306
20191028T05-04,17124
20191028T04-04,16891
20191028T03-04,17198
20191028T02-04,17731
20191028T01-04,18701
20191028T00-04,19987
20191027T23-04,21655
20191027T22-04,23357
20191027T21-04,25039
20191027T20-04,25905
20191027T19-04,25582
20191027T18-04,25637
20191027T17-04,25769
20191027T16-04,25306
20191027T15-04,24999
20191027T14-04,24552
20191027T13-04,23963
20191027T12-04,23204
20191027T11-04,22409
20191027T10-04,21572
20191027T09-04,20267
20191027T08-04,19067
