,natural gas,other,solar,hydro,wind
20190310T21Z,354,125,14,205,0
20190310T20Z,358,125,12,337,0
20190310T19Z,358,124,10,472,0
20190310T18Z,357,121,8,653,0
20190310T17Z,359,125,5,670,0
20190310T16Z,365,124,3,493,0
20190310T15Z,364,127,0,428,0
20190310T14Z,366,123,0,392,0
20190310T13Z,458,121,0,310,0
20190310T12Z,362,124,0,136,0
20190310T11Z,360,123,0,139,0
20190310T10Z,347,133,0,182,0
20190310T09Z,358,122,0,212,0
20190310T08Z,358,123,0,317,0
20190310T07Z,356,121,0,317,0
20190310T06Z,356,125,0,329,0
20190310T05Z,358,124,0,362,0
20190310T04Z,357,123,0,395,0
20190310T03Z,356,120,0,389,3
20190310T02Z,355,123,1,299,1
20190310T01Z,351,122,12,256,0
20190310T00Z,349,127,19,254,0
20190309T23Z,326,125,19,217,0
20190309T22Z,328,125,18,172,0
20190309T21Z,321,127,19,168,0
20190309T20Z,332,130,19,192,2
20190309T19Z,347,131,19,224,4
20190309T18Z,348,126,19,236,5
20190309T17Z,347,123,19,257,9
20190309T16Z,344,125,13,267,15
20190309T15Z,339,121,1,204,11
20190309T14Z,274,120,0,161,5
20190309T13Z,274,106,0,161,9
20190309T12Z,274,92,0,161,3
20190309T11Z,272,87,0,160,1
20190309T10Z,307,112,0,162,1
20190309T09Z,341,122,0,163,1
20190309T08Z,338,121,0,187,0
20190309T07Z,338,123,0,232,0
20190309T06Z,340,121,0,343,0
20190309T05Z,339,123,0,453,0
20190309T04Z,339,124,0,472,7
20190309T03Z,340,124,0,506,9
20190309T02Z,336,124,0,319,16
20190309T01Z,336,124,2,184,17
20190309T00Z,318,124,3,102,15
20190308T23Z,317,124,3,102,10
20190308T22Z,316,124,5,105,7
20190308T21Z,317,125,7,104,8
20190308T20Z,339,122,8,100,21
20190308T19Z,338,127,7,127,10
20190308T18Z,338,125,8,185,3
20190308T17Z,338,124,4,464,4
20190308T16Z,339,128,2,550,4
20190308T15Z,336,123,0,601,0
20190308T14Z,339,126,0,379,1
20190308T13Z,338,122,0,268,1
20190308T12Z,309,123,0,206,0
20190308T11Z,270,123,0,147,4
20190308T10Z,269,122,0,196,8
20190308T09Z,269,126,0,189,18
20190308T08Z,270,120,0,182,28
20190308T07Z,269,123,0,321,22
20190308T06Z,270,125,0,351,30
20190308T05Z,272,125,0,365,43
20190308T04Z,273,126,0,461,60
20190308T03Z,274,125,0,363,87
20190308T02Z,274,126,0,261,77
20190308T01Z,273,125,12,194,57
20190308T00Z,272,129,19,108,83
20190307T23Z,273,122,19,107,86
20190307T22Z,273,129,18,106,90
20190307T21Z,273,130,19,107,85
20190307T20Z,270,128,19,119,86
20190307T19Z,269,133,19,189,73
20190307T18Z,269,128,17,244,54
20190307T17Z,263,126,19,315,74
20190307T16Z,282,126,12,596,74
20190307T15Z,290,125,0,514,73
20190307T14Z,292,129,0,229,73
20190307T13Z,287,126,0,106,57
20190307T12Z,264,128,0,108,32
20190307T11Z,265,124,0,114,25
20190307T10Z,264,128,0,110,16
20190307T09Z,279,123,0,111,6
20190307T08Z,309,126,0,115,6
20190307T07Z,365,127,0,172,3
20190307T06Z,365,126,0,552,8
20190307T05Z,366,125,0,761,18
20190307T04Z,365,131,0,741,57
20190307T03Z,369,127,0,756,58
20190307T02Z,368,130,1,709,13
20190307T01Z,369,133,1,566,34
20190307T00Z,371,130,1,443,82
20190306T23Z,370,132,4,411,73
20190306T22Z,369,127,8,434,52
20190306T21Z,367,130,22,486,61
20190306T20Z,370,127,3,493,39
20190306T19Z,372,129,2,526,48
20190306T18Z,372,129,2,671,50
20190306T17Z,374,129,0,703,45
20190306T16Z,374,132,0,680,68
20190306T15Z,374,129,0,637,68
20190306T14Z,374,131,0,213,67
20190306T13Z,370,130,0,117,57
20190306T12Z,368,132,0,117,52
20190306T11Z,371,132,0,119,49
20190306T10Z,370,132,0,117,53
20190306T09Z,374,132,0,117,49
20190306T08Z,374,129,0,153,2
20190306T07Z,371,131,0,268,1
20190306T06Z,373,128,0,578,4
20190306T05Z,371,131,0,686,0
20190306T04Z,374,131,0,727,5
20190306T03Z,372,128,0,726,6
20190306T02Z,372,129,0,688,12
20190306T01Z,374,134,5,573,3
20190306T00Z,373,123,0,446,4
20190305T23Z,374,128,7,371,11
20190305T22Z,376,126,9,376,6
20190305T21Z,376,123,11,439,14
20190305T20Z,379,129,18,463,30
20190305T19Z,381,127,14,487,34
20190305T18Z,384,132,10,503,64
20190305T17Z,384,129,15,579,74
20190305T16Z,386,133,8,704,81
20190305T15Z,385,132,0,665,76
20190305T14Z,383,130,0,417,81
20190305T13Z,383,130,0,143,61
20190305T12Z,383,130,0,121,58
20190305T11Z,383,134,0,119,43
20190305T10Z,380,129,0,167,34
20190305T09Z,372,121,0,165,4
20190305T08Z,357,120,0,187,1
20190305T07Z,360,121,0,224,0
20190305T06Z,362,118,0,527,2
20190305T05Z,361,120,0,630,2
20190305T04Z,360,120,0,701,2
20190305T03Z,359,121,1,584,6
20190305T02Z,361,120,2,458,9
20190305T01Z,381,124,0,271,20
20190305T00Z,382,123,6,160,30
20190304T23Z,382,124,11,173,22
20190304T22Z,383,127,12,196,15
20190304T21Z,386,127,18,193,15
20190304T20Z,387,127,16,185,18
20190304T19Z,389,126,19,274,29
20190304T18Z,391,127,19,378,52
20190304T17Z,394,131,19,472,72
20190304T16Z,391,128,12,622,82
20190304T15Z,394,131,0,648,90
20190304T14Z,396,131,0,317,89
20190304T13Z,394,124,0,157,88
20190304T12Z,379,123,0,107,87
20190304T11Z,371,124,0,108,86
20190304T10Z,369,127,0,108,84
20190304T09Z,370,125,0,122,84
20190304T08Z,370,128,0,197,82
20190304T07Z,369,128,0,228,77
20190304T06Z,369,125,0,292,69
20190304T05Z,354,117,0,458,64
20190304T04Z,344,120,0,787,82
20190304T03Z,342,118,0,832,98
20190304T02Z,278,119,0,591,96
20190304T01Z,265,115,10,391,86
20190304T00Z,266,116,19,395,69
20190303T23Z,274,119,20,392,43
20190303T22Z,324,129,19,376,40
20190303T21Z,366,127,19,358,45
20190303T20Z,370,127,19,365,56
20190303T19Z,372,125,19,426,74
20190303T18Z,372,129,19,425,89
20190303T17Z,391,130,18,321,96
20190303T16Z,469,127,9,300,98
20190303T15Z,467,127,0,303,97
20190303T14Z,469,124,0,299,99
20190303T13Z,470,126,0,257,98
20190303T12Z,464,122,0,184,100
20190303T11Z,467,131,0,157,101
20190303T10Z,466,125,0,204,102
20190303T09Z,467,125,0,203,103
20190303T08Z,463,126,0,208,102
20190303T07Z,465,182,0,220,103
20190303T06Z,465,67,0,409,102
20190303T05Z,461,124,0,445,102
20190303T04Z,463,126,0,475,103
20190303T03Z,459,122,1,444,102
20190303T02Z,461,127,2,219,103
20190303T01Z,460,126,0,240,102
20190303T00Z,458,125,5,202,103
20190302T23Z,458,129,9,204,102
20190302T22Z,460,127,12,194,103
20190302T21Z,460,130,13,204,98
20190302T20Z,460,129,13,209,100
20190302T19Z,462,129,13,331,101
20190302T18Z,461,130,8,339,98
20190302T17Z,466,128,8,341,98
20190302T16Z,465,131,0,252,98
20190302T15Z,460,129,0,260,93
20190302T14Z,457,127,0,244,78
20190302T13Z,458,126,0,161,25
20190302T12Z,457,129,0,119,7
20190302T11Z,452,132,0,136,0
20190302T10Z,446,129,0,173,0
20190302T09Z,449,129,0,175,0
20190302T08Z,450,130,0,174,0
20190302T07Z,449,129,0,176,0
20190302T06Z,445,127,0,204,0
20190302T05Z,446,123,0,209,0
20190302T04Z,448,130,0,274,0
20190302T03Z,450,128,0,264,1
20190302T02Z,445,132,0,176,4
20190302T01Z,445,127,9,179,7
20190302T00Z,444,129,17,175,5
20190301T23Z,443,126,4,179,1
20190301T22Z,439,120,2,203,0
20190301T21Z,441,120,0,206,0
20190301T20Z,443,119,0,211,2
20190301T19Z,443,120,0,317,1
20190301T18Z,444,119,0,278,5
20190301T17Z,440,120,0,353,4
20190301T16Z,445,126,0,581,8
20190301T15Z,444,122,0,414,11
20190301T14Z,445,118,0,324,11
20190301T13Z,443,120,0,210,16
20190301T12Z,443,118,0,178,18
20190301T11Z,443,117,0,181,18
20190301T10Z,446,118,0,213,18
20190301T09Z,441,116,0,235,20
20190301T08Z,443,120,0,209,13
20190301T07Z,444,116,0,221,13
20190301T06Z,442,120,0,448,9
20190301T05Z,442,118,0,498,10
20190301T04Z,443,118,0,508,6
20190301T03Z,441,117,0,507,4
20190301T02Z,443,119,0,451,2
20190301T01Z,408,118,0,232,1
20190301T00Z,361,122,10,158,0
20190228T23Z,362,118,19,125,0
20190228T22Z,360,121,19,119,0
20190228T21Z,362,118,18,142,0
20190228T20Z,358,122,18,183,0
20190228T19Z,359,124,18,192,0
20190228T18Z,361,120,9,314,0
20190228T17Z,360,124,1,637,0
20190228T16Z,357,120,0,794,0
20190228T15Z,292,126,0,769,0
20190228T14Z,294,121,0,530,0
20190228T13Z,292,124,0,241,2
20190228T12Z,291,125,0,121,15
20190228T11Z,288,122,0,126,35
20190228T10Z,293,128,0,125,34
20190228T09Z,296,125,0,147,38
20190228T08Z,296,123,0,204,31
20190228T07Z,298,122,0,292,64
20190228T06Z,296,124,0,467,81
20190228T05Z,298,124,0,682,43
20190228T04Z,297,129,0,746,98
20190228T03Z,298,126,0,747,78
20190228T02Z,295,125,4,695,43
20190228T01Z,294,130,0,618,25
20190228T00Z,292,126,7,412,6
20190227T23Z,293,128,10,355,2
20190227T22Z,291,130,8,339,0
20190227T21Z,293,126,13,360,0
20190227T20Z,292,124,9,451,3
20190227T19Z,295,127,7,468,29
20190227T18Z,296,127,0,535,79
20190227T17Z,299,128,2,666,88
20190227T16Z,296,127,0,703,98
20190227T15Z,296,129,0,602,102
20190227T14Z,300,124,0,485,102
20190227T13Z,301,117,0,166,103
20190227T12Z,302,120,0,119,102
20190227T11Z,302,117,0,127,103
20190227T10Z,303,121,0,125,102
20190227T09Z,303,122,0,127,102
20190227T08Z,305,130,0,137,103
20190227T07Z,303,130,0,242,102
20190227T06Z,305,132,0,315,103
20190227T05Z,303,129,0,471,102
20190227T04Z,304,131,0,551,103
20190227T03Z,304,130,0,675,102
20190227T02Z,304,129,3,587,103
20190227T01Z,304,130,0,483,100
20190227T00Z,303,127,11,239,95
20190226T23Z,304,131,16,207,77
20190226T22Z,302,135,17,203,67
20190226T21Z,305,128,16,206,76
20190226T20Z,304,128,18,214,74
20190226T19Z,306,129,20,412,80
20190226T18Z,306,123,19,635,85
20190226T17Z,308,128,18,651,93
20190226T16Z,307,125,5,764,92
20190226T15Z,307,122,0,641,94
20190226T14Z,307,120,0,590,78
20190226T13Z,306,119,0,339,63
20190226T12Z,307,118,0,229,50
20190226T11Z,304,121,0,239,34
20190226T10Z,305,118,0,254,30
20190226T09Z,305,117,0,240,27
20190226T08Z,373,123,0,248,30
20190226T07Z,370,128,0,393,34
20190226T06Z,369,126,0,614,54
20190226T05Z,366,125,0,708,70
20190226T04Z,366,123,0,753,79
20190226T03Z,366,123,0,749,94
20190226T02Z,365,124,0,759,101
20190226T01Z,366,126,5,674,102
20190226T00Z,370,128,0,288,103
20190225T23Z,368,124,5,239,102
20190225T22Z,369,119,5,227,103
20190225T21Z,370,123,8,176,102
20190225T20Z,369,121,8,251,103
20190225T19Z,371,124,6,355,103
20190225T18Z,374,127,5,638,102
20190225T17Z,376,132,4,723,103
20190225T16Z,374,129,0,720,102
20190225T15Z,376,129,0,675,101
20190225T14Z,309,125,0,464,97
20190225T13Z,302,128,0,234,92
20190225T12Z,302,128,0,217,79
20190225T11Z,299,128,0,229,54
20190225T10Z,303,124,0,231,34
20190225T09Z,301,121,0,231,21
20190225T08Z,302,118,0,242,27
20190225T07Z,302,118,0,348,32
20190225T06Z,304,115,0,458,31
20190225T05Z,305,118,0,649,46
20190225T04Z,301,120,0,679,61
20190225T03Z,300,118,0,736,55
20190225T02Z,301,121,1,597,55
20190225T01Z,289,119,0,471,59
20190225T00Z,276,114,7,402,78
20190224T23Z,276,116,0,402,95
20190224T22Z,277,117,5,396,102
20190224T21Z,275,115,6,398,101
20190224T20Z,276,113,5,397,99
20190224T19Z,278,117,5,414,101
20190224T18Z,278,116,8,502,90
20190224T17Z,279,116,0,507,91
20190224T16Z,280,120,0,340,95
20190224T15Z,280,116,0,226,79
20190224T14Z,278,118,0,233,78
20190224T13Z,279,117,0,202,75
20190224T12Z,278,118,0,171,60
20190224T11Z,276,118,0,228,47
20190224T10Z,274,118,0,233,24
20190224T09Z,261,120,0,240,19
20190224T08Z,249,122,0,311,12
20190224T07Z,195,117,0,413,12
20190224T06Z,184,119,0,407,7
20190224T05Z,184,118,0,436,4
20190224T04Z,185,121,0,436,4
20190224T03Z,185,121,0,431,1
20190224T02Z,186,120,5,425,0
20190224T01Z,187,121,0,363,0
20190224T00Z,243,119,17,222,0
20190223T23Z,220,119,17,198,0
20190223T22Z,185,123,18,285,3
20190223T21Z,185,120,17,317,11
20190223T20Z,218,119,17,332,10
20190223T19Z,249,123,17,340,9
20190223T18Z,244,117,13,327,7
20190223T17Z,246,122,13,305,8
20190223T16Z,246,123,4,283,11
20190223T15Z,247,124,0,201,10
20190223T14Z,246,128,0,199,6
20190223T13Z,213,123,0,178,9
20190223T12Z,187,125,0,178,23
20190223T11Z,187,122,0,181,36
20190223T10Z,184,124,0,179,58
20190223T09Z,187,122,0,187,66
20190223T08Z,186,121,0,214,87
20190223T07Z,186,120,0,252,98
20190223T06Z,185,115,0,277,101
20190223T05Z,187,118,0,344,100
20190223T04Z,186,121,0,427,96
20190223T03Z,186,122,0,455,97
20190223T02Z,186,117,2,381,93
20190223T01Z,187,116,0,234,98
20190223T00Z,186,121,11,188,78
20190222T23Z,187,121,9,181,52
20190222T22Z,187,124,5,186,57
20190222T21Z,195,119,10,286,52
20190222T20Z,254,118,13,302,50
20190222T19Z,253,120,8,430,61
20190222T18Z,254,121,10,582,66
20190222T17Z,339,118,13,772,47
20190222T16Z,355,115,0,935,23
20190222T15Z,300,119,0,867,10
20190222T14Z,270,121,0,554,6
20190222T13Z,254,120,0,199,4
20190222T12Z,254,120,0,186,2
20190222T11Z,202,122,0,189,2
20190222T10Z,183,118,0,191,3
20190222T09Z,184,122,0,192,4
20190222T08Z,245,124,0,216,4
20190222T07Z,254,124,0,242,2
20190222T06Z,255,126,0,543,0
20190222T05Z,255,120,0,665,0
20190222T04Z,256,118,0,796,1
20190222T03Z,255,116,0,814,0
20190222T02Z,252,117,0,708,4
20190222T01Z,249,119,7,471,3
20190222T00Z,251,116,18,326,0
20190221T23Z,251,116,19,362,1
20190221T22Z,251,116,18,378,2
20190221T21Z,252,117,17,493,3
20190221T20Z,253,115,18,529,17
20190221T19Z,253,118,18,531,37
20190221T18Z,262,112,7,571,57
20190221T17Z,281,114,4,674,65
20190221T16Z,302,116,2,837,71
20190221T15Z,299,118,0,769,68
20190221T14Z,264,118,0,444,72
20190221T13Z,255,104,0,194,77
20190221T12Z,255,107,0,187,77
20190221T11Z,254,108,0,192,79
20190221T10Z,253,109,0,192,79
20190221T09Z,254,105,0,187,63
20190221T08Z,252,108,0,211,52
20190221T07Z,253,109,0,425,44
20190221T06Z,252,109,0,418,22
20190221T05Z,252,107,0,690,12
20190221T04Z,250,109,0,710,13
20190221T03Z,251,110,0,834,14
20190221T02Z,252,109,3,685,10
20190221T01Z,250,115,0,413,2
20190221T00Z,249,114,9,341,0
20190220T23Z,250,113,8,259,0
20190220T22Z,251,114,16,249,0
20190220T21Z,251,110,11,193,0
20190220T20Z,252,112,14,187,1
20190220T19Z,253,111,9,210,0
20190220T18Z,256,112,1,316,0
20190220T17Z,274,111,0,439,6
20190220T16Z,272,109,0,652,7
20190220T15Z,267,112,0,687,1
20190220T14Z,245,111,0,612,4
20190220T13Z,245,114,0,213,7
20190220T12Z,246,112,0,188,7
20190220T11Z,245,111,0,191,6
20190220T10Z,245,111,0,186,8
20190220T09Z,245,114,0,191,12
20190220T08Z,244,113,0,189,11
20190220T07Z,244,113,0,219,12
20190220T06Z,244,112,0,272,9
20190220T05Z,245,114,0,389,3
20190220T04Z,244,113,0,436,3
20190220T03Z,245,115,0,415,7
20190220T02Z,245,113,0,368,9
20190220T01Z,245,113,5,201,9
20190220T00Z,247,112,0,195,22
20190219T23Z,250,113,5,189,27
20190219T22Z,248,116,9,208,38
20190219T21Z,259,108,14,220,22
20190219T20Z,274,108,11,256,19
20190219T19Z,275,113,11,372,3
20190219T18Z,273,111,7,508,0
20190219T17Z,283,115,4,640,3
20190219T16Z,299,115,0,687,10
20190219T15Z,299,111,0,696,24
20190219T14Z,277,111,0,593,23
20190219T13Z,274,112,0,429,25
20190219T12Z,275,111,0,262,21
20190219T11Z,258,113,0,211,21
20190219T10Z,256,115,0,210,27
20190219T09Z,254,112,0,223,10
20190219T08Z,271,114,0,241,0
20190219T07Z,278,111,0,302,0
20190219T06Z,279,112,0,651,1
20190219T05Z,279,109,0,795,0
20190219T04Z,278,111,0,782,0
20190219T03Z,279,111,0,689,0
20190219T02Z,281,113,3,592,0
20190219T01Z,281,114,0,546,0
20190219T00Z,260,113,5,458,0
20190218T23Z,261,112,8,453,0
20190218T22Z,260,109,7,497,0
20190218T21Z,273,110,11,525,0
20190218T20Z,283,110,16,595,0
20190218T19Z,284,107,18,665,1
20190218T18Z,284,110,16,661,5
20190218T17Z,282,109,6,653,24
20190218T16Z,267,107,2,565,55
20190218T15Z,267,108,0,459,72
20190218T14Z,267,105,0,320,75
20190218T13Z,264,107,0,325,73
20190218T12Z,262,107,0,245,79
20190218T11Z,263,111,0,248,87
20190218T10Z,261,109,0,244,100
20190218T09Z,262,106,0,247,101
20190218T08Z,261,111,0,314,102
20190218T07Z,261,109,0,323,102
20190218T06Z,259,113,0,358,103
20190218T05Z,260,112,0,466,100
20190218T04Z,260,110,0,599,99
20190218T03Z,259,108,0,598,99
20190218T02Z,258,106,1,588,85
20190218T01Z,256,109,3,524,81
20190218T00Z,257,112,0,445,54
20190217T23Z,256,111,6,386,10
20190217T22Z,256,107,6,384,4
20190217T21Z,256,105,9,389,0
20190217T20Z,255,110,6,420,1
20190217T19Z,253,111,6,421,0
20190217T18Z,251,110,5,445,0
20190217T17Z,249,108,3,346,0
20190217T16Z,246,109,0,344,0
20190217T15Z,242,108,0,346,0
20190217T14Z,240,111,0,333,0
20190217T13Z,240,111,0,205,0
20190217T12Z,187,107,0,212,0
20190217T11Z,185,111,0,213,0
20190217T10Z,186,110,0,214,0
20190217T09Z,186,112,0,216,0
20190217T08Z,184,110,0,251,0
20190217T07Z,182,107,0,315,0
20190217T06Z,237,111,0,321,0
20190217T05Z,241,110,0,391,2
20190217T04Z,241,110,0,465,3
20190217T03Z,240,109,0,485,2
20190217T02Z,240,113,2,420,1
20190217T01Z,240,109,0,320,0
20190217T00Z,240,108,10,306,1
20190216T23Z,242,111,6,264,3
20190216T22Z,240,109,8,216,5
20190216T21Z,239,59,9,208,7
20190216T20Z,240,110,9,218,7
20190216T19Z,241,108,8,212,6
20190216T18Z,241,109,6,215,12
20190216T17Z,242,112,0,208,15
20190216T16Z,242,109,0,214,17
20190216T15Z,242,110,0,214,18
20190216T14Z,243,109,0,248,15
20190216T13Z,241,109,0,211,16
20190216T12Z,239,110,0,212,16
20190216T11Z,240,108,0,218,2
20190216T10Z,239,115,0,217,0
20190216T09Z,239,110,0,220,4
20190216T08Z,188,110,0,224,8
20190216T07Z,187,108,0,238,6
20190216T06Z,232,109,0,377,4
20190216T05Z,239,113,0,426,15
20190216T04Z,240,112,0,483,10
20190216T03Z,239,113,0,485,4
20190216T02Z,240,106,0,470,2
20190216T01Z,238,104,6,404,0
20190216T00Z,239,107,0,256,3
20190215T23Z,239,108,7,267,1
20190215T22Z,238,109,7,396,10
20190215T21Z,238,107,5,420,20
20190215T20Z,237,109,0,532,35
20190215T19Z,238,108,0,610,40
20190215T18Z,238,109,1,614,8
20190215T17Z,238,109,0,531,9
20190215T16Z,238,109,0,500,17
20190215T15Z,237,107,0,394,35
20190215T14Z,230,107,0,238,26
20190215T13Z,185,107,0,224,14
20190215T12Z,186,106,0,282,4
20190215T11Z,185,111,0,171,0
20190215T10Z,186,108,0,222,0
20190215T09Z,184,112,0,228,0
20190215T08Z,185,112,0,224,1
20190215T07Z,218,108,0,250,3
20190215T06Z,255,108,0,492,5
20190215T05Z,263,109,0,658,25
20190215T04Z,262,115,0,685,75
20190215T03Z,262,109,0,752,62
20190215T02Z,265,111,0,610,76
20190215T01Z,267,108,2,543,93
20190215T00Z,270,107,2,519,97
20190214T23Z,271,107,0,439,97
20190214T22Z,263,110,5,500,99
20190214T21Z,247,111,6,567,100
20190214T20Z,249,106,8,584,101
20190214T19Z,249,115,7,639,100
20190214T18Z,249,110,6,660,100
20190214T17Z,270,114,0,643,99
20190214T16Z,274,108,1,630,100
20190214T15Z,264,111,0,584,101
20190214T14Z,193,104,0,269,89
20190214T13Z,185,105,0,186,88
20190214T12Z,187,108,0,190,87
20190214T11Z,184,104,0,187,84
20190214T10Z,187,109,0,194,82
20190214T09Z,186,105,0,194,44
20190214T08Z,237,107,0,253,40
20190214T07Z,246,103,0,256,26
20190214T06Z,270,104,0,378,11
20190214T05Z,271,108,0,569,0
20190214T04Z,267,111,0,606,0
20190214T03Z,266,117,0,604,0
20190214T02Z,269,113,0,620,0
20190214T01Z,266,115,5,574,0
20190214T00Z,267,110,0,535,0
20190213T23Z,267,112,8,470,0
20190213T22Z,267,116,8,448,0
20190213T21Z,266,113,12,409,0
20190213T20Z,265,117,16,420,0
20190213T19Z,265,115,6,600,0
20190213T18Z,284,116,0,663,3
20190213T17Z,285,119,0,678,3
20190213T16Z,285,121,0,682,2
20190213T15Z,281,115,0,611,2
20190213T14Z,271,111,0,347,4
20190213T13Z,261,112,0,285,8
20190213T12Z,251,111,0,239,17
20190213T11Z,238,113,0,246,25
20190213T10Z,239,115,0,241,46
20190213T09Z,241,113,0,246,75
20190213T08Z,262,113,0,263,90
20190213T07Z,262,113,0,308,100
20190213T06Z,263,108,0,348,99
20190213T05Z,265,111,0,485,99
20190213T04Z,265,111,0,742,98
20190213T03Z,263,112,0,771,97
20190213T02Z,262,112,0,716,99
20190213T01Z,263,112,6,658,100
20190213T00Z,263,108,0,430,99
20190212T23Z,263,106,7,451,99
20190212T22Z,266,109,11,494,99
20190212T21Z,263,105,10,466,100
20190212T20Z,266,107,5,403,98
20190212T19Z,267,104,2,460,98
20190212T18Z,266,105,0,418,97
20190212T17Z,267,102,0,513,96
20190212T16Z,267,103,0,515,99
20190212T15Z,268,103,0,444,100
20190212T14Z,267,103,0,349,99
20190212T13Z,266,99,0,295,64
20190212T12Z,247,97,0,201,88
20190212T11Z,243,102,0,198,96
20190212T10Z,244,96,0,196,93
20190212T09Z,245,101,0,196,88
20190212T08Z,244,101,0,202,77
20190212T07Z,244,94,0,351,75
20190212T06Z,245,97,0,531,87
20190212T05Z,277,97,0,637,70
20190212T04Z,327,105,0,611,56
20190212T03Z,326,103,0,693,60
20190212T02Z,327,99,0,655,36
20190212T01Z,329,108,1,589,18
20190212T00Z,269,109,0,453,11
20190211T23Z,252,111,0,389,2
20190211T22Z,253,109,1,389,0
20190211T21Z,251,105,1,387,0
20190211T20Z,253,109,0,405,2
20190211T19Z,251,110,1,560,1
20190211T18Z,252,109,0,555,0
20190211T17Z,251,107,0,623,1
20190211T16Z,251,111,0,668,5
20190211T15Z,251,110,0,590,15
20190211T14Z,250,113,0,289,33
20190211T13Z,248,105,0,195,75
20190211T12Z,246,108,0,192,76
20190211T11Z,245,111,0,196,96
20190211T10Z,247,112,0,197,99
20190211T09Z,248,112,0,192,100
20190211T08Z,250,111,0,195,95
20190211T07Z,250,112,0,222,82
20190211T06Z,249,112,0,315,83
20190211T05Z,256,111,0,448,79
20190211T04Z,350,114,0,635,49
20190211T03Z,317,107,0,680,22
20190211T02Z,289,105,0,678,15
20190211T01Z,290,109,7,471,23
20190211T00Z,289,120,0,303,17
20190210T23Z,288,119,6,272,34
20190210T22Z,289,120,4,266,73
20190210T21Z,288,120,6,267,94
20190210T20Z,290,123,5,267,87
20190210T19Z,286,121,4,265,81
20190210T18Z,288,122,2,263,80
20190210T17Z,288,120,0,271,60
20190210T16Z,289,124,0,208,6
20190210T15Z,288,121,0,198,26
20190210T14Z,272,121,0,202,51
20190210T13Z,188,120,0,209,76
20190210T12Z,184,122,0,204,86
20190210T11Z,186,122,0,207,92
20190210T10Z,185,123,0,206,96
20190210T09Z,185,121,0,209,96
20190210T08Z,185,118,0,238,96
20190210T07Z,186,116,0,285,89
20190210T06Z,186,108,0,304,83
20190210T05Z,185,106,0,401,82
20190210T04Z,186,104,0,434,91
20190210T03Z,185,93,0,432,87
20190210T02Z,186,104,0,418,87
20190210T01Z,186,96,0,288,84
20190210T00Z,185,100,5,233,88
20190209T23Z,186,98,0,234,95
20190209T22Z,185,96,5,236,86
20190209T21Z,185,97,7,289,70
20190209T20Z,185,96,8,309,61
20190209T19Z,186,94,5,297,72
20190209T18Z,185,93,3,241,78
20190209T17Z,185,94,3,240,86
20190209T16Z,185,98,0,235,92
20190209T15Z,184,98,0,245,93
20190209T14Z,213,99,0,273,97
20190209T13Z,187,96,0,220,101
20190209T12Z,183,99,0,222,97
20190209T11Z,183,96,0,225,81
20190209T10Z,183,97,0,223,79
20190209T09Z,184,100,0,227,83
20190209T08Z,238,96,0,226,85
20190209T07Z,245,92,0,264,83
20190209T06Z,245,97,0,426,85
20190209T05Z,244,94,0,477,72
20190209T04Z,243,95,0,524,68
20190209T03Z,244,98,0,604,42
20190209T02Z,246,100,0,617,12
20190209T01Z,244,96,3,500,10
20190209T00Z,245,96,0,450,8
20190208T23Z,244,98,6,410,2
20190208T22Z,243,97,12,404,6
20190208T21Z,246,95,13,464,6
20190208T20Z,246,99,10,489,17
20190208T19Z,247,99,10,517,23
20190208T18Z,247,100,5,500,21
20190208T17Z,248,99,0,523,17
20190208T16Z,248,102,0,696,8
20190208T15Z,247,99,0,598,12
20190208T14Z,205,101,0,260,21
20190208T13Z,185,99,0,237,29
20190208T12Z,184,100,0,217,32
20190208T11Z,184,101,0,195,31
20190208T10Z,185,100,0,198,32
20190208T09Z,184,99,0,209,38
20190208T08Z,204,99,0,226,33
20190208T07Z,254,103,0,278,48
20190208T06Z,255,95,0,453,57
20190208T05Z,256,103,0,467,63
20190208T04Z,256,97,0,531,58
20190208T03Z,259,99,0,633,45
20190208T02Z,258,95,1,582,30
20190208T01Z,258,93,0,383,12
20190208T00Z,257,93,11,229,9
20190207T23Z,258,90,12,247,11
20190207T22Z,259,93,15,251,11
20190207T21Z,259,96,15,257,16
20190207T20Z,260,96,15,272,23
20190207T19Z,259,93,18,407,45
20190207T18Z,271,96,18,641,53
20190207T17Z,311,102,12,824,52
20190207T16Z,394,103,2,894,41
