,coal,natural gas,petroleum,other,hydro,wind
20190606T18-07,352,110.0,0,26,664,352.0
20190606T17-07,348,155.0,0,29,655,350.0
20190606T16-07,352,154.0,0,28,554,351.0
20190606T15-07,348,108.0,0,27,531,348.0
20190606T14-07,354,106.0,0,27,550,339.0
20190606T13-07,364,106.0,0,28,558,303.0
20190606T12-07,349,107.0,0,27,510,295.0
20190606T11-07,351,111.0,0,28,523,273.0
20190606T10-07,350,107.0,0,28,509,267.0
20190606T09-07,351,106.0,0,28,512,293.0
20190606T08-07,353,106.0,0,28,591,309.0
20190606T07-07,350,105.0,0,27,551,289.0
20190606T06-07,355,150.0,0,28,605,267.0
20190606T05-07,351,257.0,0,27,500,313.0
20190606T04-07,354,383.0,0,27,503,305.0
20190606T03-07,349,389.0,0,29,457,310.0
20190606T02-07,353,388.0,0,27,475,272.0
20190606T01-07,348,409.0,0,27,532,295.0
20190606T00-07,346,649.0,0,28,543,281.0
20190605T23-07,347,726.0,0,27,667,226.0
20190605T22-07,343,728.0,0,28,627,259.0
20190605T21-07,354,730.0,0,29,694,294.0
20190605T20-07,360,729.0,0,28,646,345.0
20190605T19-07,370,721.0,0,28,654,345.0
20190605T18-07,361,715.0,0,27,589,337.0
20190605T17-07,354,713.0,0,28,546,287.0
20190605T16-07,353,713.0,0,27,452,293.0
20190605T15-07,336,713.0,0,29,460,61.0
20190605T14-07,339,713.0,0,28,478,24.0
20190605T13-07,256,707.0,0,29,627,41.0
20190605T12-07,257,687.0,0,27,595,21.0
20190605T11-07,253,688.0,0,28,568,14.0
20190605T10-07,257,665.0,0,28,484,24.0
20190605T09-07,256,657.0,0,29,481,13.0
20190605T08-07,336,513.0,0,28,435,19.0
20190605T07-07,354,416.0,0,27,401,44.0
20190605T06-07,350,339.0,0,28,536,108.0
20190605T05-07,352,182.0,0,27,431,226.0
20190605T04-07,351,101.0,0,28,307,217.0
20190605T03-07,344,106.0,0,28,355,261.0
20190605T02-07,348,103.0,0,29,349,220.0
20190605T01-07,352,148.0,0,28,472,189.0
20190605T00-07,360,598.0,0,27,525,164.0
20190604T23-07,348,662.0,0,28,636,150.0
20190604T22-07,351,656.0,0,29,631,135.0
20190604T21-07,356,718.0,0,27,665,127.0
20190604T20-07,354,719.0,0,28,666,115.0
20190604T19-07,347,717.0,0,27,650,146.0
20190604T18-07,353,714.0,0,27,633,99.0
20190604T17-07,352,715.0,0,27,635,130.0
20190604T16-07,348,702.0,0,27,637,146.0
20190604T15-07,349,639.0,0,25,649,133.0
20190604T14-07,360,646.0,0,25,650,167.0
20190604T13-07,364,650.0,0,27,575,244.0
20190604T12-07,350,652.0,0,26,584,268.0
20190604T11-07,349,656.0,0,25,457,231.0
20190604T10-07,351,661.0,0,26,536,234.0
20190604T09-07,349,663.0,0,27,505,265.0
20190604T08-07,354,648.0,0,28,489,291.0
20190604T07-07,351,558.0,0,28,341,299.0
20190604T06-07,335,494.0,0,26,413,318.0
20190604T05-07,123,393.0,0,27,374,332.0
20190604T04-07,115,370.0,0,27,409,330.0
20190604T03-07,114,366.0,0,29,446,328.0
20190604T02-07,116,348.0,0,28,422,328.0
20190604T01-07,118,385.0,0,27,432,322.0
20190604T00-07,205,359.0,0,27,471,325.0
20190603T23-07,363,380.0,0,29,660,328.0
20190603T22-07,360,378.0,0,28,671,329.0
20190603T21-07,365,378.0,0,24,630,322.0
20190603T20-07,359,377.0,0,7,638,330.0
20190603T19-07,364,376.0,0,4,646,326.0
20190603T18-07,360,373.0,0,23,612,327.0
20190603T17-07,363,373.0,0,28,592,329.0
20190603T16-07,363,373.0,0,28,577,330.0
20190603T15-07,359,273.0,0,26,604,332.0
20190603T14-07,367,179.0,0,28,621,332.0
20190603T13-07,362,135.0,0,27,598,289.0
20190603T12-07,365,108.0,0,26,549,287.0
20190603T11-07,352,131.0,0,27,465,329.0
20190603T10-07,361,134.0,0,27,481,328.0
20190603T09-07,358,124.0,0,27,513,328.0
20190603T08-07,294,100.0,0,27,491,333.0
20190603T07-07,112,107.0,0,29,419,330.0
20190603T06-07,113,106.0,0,26,435,330.0
20190603T05-07,114,107.0,0,25,492,332.0
20190603T04-07,113,105.0,0,25,510,326.0
20190603T03-07,114,106.0,0,25,543,322.0
20190603T02-07,113,107.0,0,26,555,313.0
20190603T01-07,124,105.0,0,25,552,309.0
20190603T00-07,351,106.0,0,25,527,316.0
20190602T23-07,361,105.0,0,26,591,315.0
20190602T22-07,364,106.0,0,26,542,310.0
20190602T21-07,361,105.0,0,25,589,316.0
20190602T20-07,357,106.0,0,25,648,302.0
20190602T19-07,363,105.0,0,25,671,238.0
20190602T18-07,360,108.0,0,26,661,208.0
20190602T17-07,364,106.0,0,26,640,151.0
20190602T16-07,359,107.0,0,26,604,77.0
20190602T15-07,364,106.0,0,26,602,36.0
20190602T14-07,353,106.0,0,26,613,33.0
20190602T13-07,355,106.0,0,25,656,25.0
20190602T12-07,282,105.0,0,26,651,13.0
20190602T11-07,280,107.0,0,26,643,23.0
20190602T10-07,362,107.0,0,26,442,66.0
20190602T09-07,346,107.0,0,24,431,74.0
20190602T08-07,116,105.0,0,24,257,78.0
20190602T07-07,156,106.0,0,25,413,70.0
20190602T06-07,356,105.0,0,24,593,97.0
20190602T05-07,364,105.0,0,23,610,110.0
20190602T04-07,360,105.0,0,24,610,130.0
20190602T03-07,364,105.0,0,24,603,137.0
20190602T02-07,361,105.0,0,25,649,158.0
20190602T01-07,365,106.0,0,25,662,179.0
20190602T00-07,362,104.0,0,23,665,168.0
20190601T23-07,358,104.0,0,24,688,128.0
20190601T22-07,359,105.0,0,24,681,156.0
20190601T21-07,253,105.0,0,24,680,148.0
20190601T20-07,252,106.0,0,24,680,148.0
20190601T19-07,252,105.0,0,25,689,142.0
20190601T18-07,248,107.0,0,27,643,100.0
20190601T17-07,250,105.0,0,26,443,41.0
20190601T16-07,249,106.0,0,25,368,43.0
20190601T15-07,252,106.0,0,27,372,57.0
20190601T14-07,252,105.0,0,26,494,51.0
20190601T13-07,250,106.0,0,26,596,19.0
20190601T12-07,252,106.0,0,26,575,11.0
20190601T11-07,251,108.0,0,27,583,15.0
20190601T10-07,253,106.0,0,26,525,10.0
20190601T09-07,250,107.0,0,25,526,23.0
20190601T08-07,251,105.0,0,24,453,36.0
20190601T07-07,254,106.0,0,25,473,49.0
20190601T06-07,249,106.0,0,24,474,57.0
20190601T05-07,252,104.0,0,23,495,53.0
20190601T04-07,250,119.0,0,24,588,50.0
20190601T03-07,251,357.0,0,26,540,55.0
20190601T02-07,249,361.0,0,25,585,59.0
20190601T01-07,254,342.0,0,25,601,64.0
20190601T00-07,252,345.0,0,27,745,67.0
20190531T23-07,252,344.0,0,26,766,61.0
20190531T22-07,247,342.0,0,26,765,63.0
20190531T21-07,252,341.0,0,27,764,103.0
20190531T20-07,252,340.0,0,26,762,130.0
20190531T19-07,249,340.0,0,26,759,30.0
20190531T18-07,251,337.0,0,25,767,32.0
20190531T17-07,250,337.0,0,28,762,15.0
20190531T16-07,252,338.0,0,28,761,3.0
20190531T15-07,256,338.0,0,27,760,3.0
20190531T14-07,256,338.0,0,28,758,3.0
20190531T13-07,252,339.0,0,27,763,3.0
20190531T12-07,252,340.0,0,24,760,3.0
20190531T11-07,253,342.0,0,27,738,3.0
20190531T10-07,249,342.0,0,28,676,3.0
20190531T09-07,262,343.0,0,25,678,2.0
20190531T08-07,251,342.0,0,25,687,3.0
20190531T07-07,248,326.0,0,27,653,3.0
20190531T06-07,245,348.0,0,25,685,3.0
20190531T05-07,251,337.0,0,27,649,7.0
20190531T04-07,253,276.0,0,27,647,20.0
20190531T03-07,251,264.0,0,28,644,11.0
20190531T02-07,254,335.0,0,27,645,3.0
20190531T01-07,249,345.0,0,28,650,41.0
20190531T00-07,252,345.0,0,27,745,41.0
20190530T23-07,247,374.0,0,27,680,9.0
20190530T22-07,250,371.0,0,29,646,6.0
20190530T21-07,251,294.0,0,26,651,4.0
20190530T20-07,249,238.0,0,28,652,3.0
20190530T19-07,251,362.0,0,26,649,3.0
20190530T18-07,251,368.0,0,26,679,5.0
20190530T17-07,249,368.0,0,28,680,4.0
20190530T16-07,254,296.0,0,28,670,6.0
20190530T15-07,250,204.0,0,26,669,6.0
20190530T14-07,250,160.0,0,26,669,3.0
20190530T13-07,244,129.0,0,25,710,3.0
20190530T12-07,253,125.0,0,27,698,3.0
20190530T11-07,253,120.0,0,25,693,3.0
20190530T10-07,251,121.0,0,26,688,3.0
20190530T09-07,243,108.0,0,28,686,3.0
20190530T08-07,244,107.0,0,28,637,2.0
20190530T07-07,251,117.0,0,27,629,4.0
20190530T06-07,249,109.0,0,26,650,8.0
20190530T05-07,246,105.0,0,29,650,18.0
20190530T04-07,202,106.0,0,28,647,23.0
20190530T03-07,200,106.0,0,28,653,26.0
20190530T02-07,205,105.0,0,28,654,30.0
20190530T01-07,252,107.0,0,29,647,37.0
20190530T00-07,257,107.0,0,28,713,45.0
20190529T23-07,253,105.0,0,28,708,47.0
20190529T22-07,255,106.0,0,27,694,54.0
20190529T21-07,255,106.0,0,29,695,53.0
20190529T20-07,254,106.0,0,27,699,32.0
20190529T19-07,255,105.0,0,29,688,36.0
20190529T18-07,263,106.0,0,26,675,34.0
20190529T17-07,257,106.0,0,28,708,11.0
20190529T16-07,256,105.0,0,28,669,9.0
20190529T15-07,254,107.0,0,27,664,4.0
20190529T14-07,249,108.0,0,28,645,3.0
20190529T13-07,253,109.0,0,28,653,4.0
20190529T12-07,257,105.0,0,28,651,11.0
20190529T11-07,256,106.0,0,27,641,19.0
20190529T10-07,257,107.0,0,29,546,38.0
20190529T09-07,230,105.0,0,28,454,56.0
20190529T08-07,151,105.0,0,29,521,67.0
20190529T07-07,112,106.0,0,27,589,63.0
20190529T06-07,113,107.0,0,27,599,66.0
20190529T05-07,115,107.0,0,27,586,66.0
20190529T04-07,116,106.0,0,29,582,61.0
20190529T03-07,117,106.0,0,28,607,58.0
20190529T02-07,123,105.0,0,28,605,68.0
20190529T01-07,249,106.0,0,28,603,65.0
20190529T00-07,251,106.0,0,28,655,88.0
20190528T23-07,253,106.0,0,27,697,133.0
20190528T22-07,250,106.0,0,28,699,153.0
20190528T21-07,252,107.0,0,28,690,188.0
20190528T20-07,250,107.0,0,29,695,231.0
20190528T19-07,249,107.0,0,27,619,248.0
20190528T18-07,204,106.0,0,27,530,105.0
20190528T17-07,258,106.0,0,27,601,79.0
20190528T16-07,355,105.0,0,29,614,5.0
20190528T15-07,307,106.0,0,28,620,3.0
20190528T14-07,300,105.0,0,29,635,2.0
20190528T13-07,321,106.0,0,28,653,3.0
20190528T12-07,304,106.0,0,27,652,3.0
20190528T11-07,296,106.0,0,27,578,10.0
20190528T10-07,230,108.0,0,27,572,24.0
20190528T09-07,223,107.0,0,29,557,40.0
20190528T08-07,183,106.0,0,29,558,49.0
20190528T07-07,182,106.0,0,27,535,54.0
20190528T06-07,175,108.0,0,28,646,52.0
20190528T05-07,87,107.0,0,25,546,58.0
20190528T04-07,52,107.0,0,27,543,87.0
20190528T03-07,50,106.0,0,26,563,76.0
20190528T02-07,59,107.0,0,26,559,28.0
20190528T01-07,173,106.0,0,26,670,16.0
20190528T00-07,184,107.0,0,26,627,43.0
20190527T23-07,183,107.0,0,26,634,77.0
20190527T22-07,183,106.0,0,26,649,74.0
20190527T21-07,181,108.0,0,27,694,113.0
20190527T20-07,184,109.0,0,25,686,182.0
20190527T19-07,181,108.0,0,27,693,117.0
20190527T18-07,61,106.0,0,25,721,29.0
20190527T17-07,51,108.0,0,27,692,33.0
20190527T16-07,50,109.0,0,25,618,59.0
20190527T15-07,51,107.0,0,27,682,30.0
20190527T14-07,50,106.0,0,24,693,29.0
20190527T13-07,53,107.0,0,27,644,29.0
20190527T12-07,103,107.0,0,25,585,25.0
20190527T11-07,178,107.0,0,26,595,36.0
20190527T10-07,184,107.0,0,26,591,36.0
20190527T09-07,177,107.0,0,26,592,33.0
20190527T08-07,56,106.0,0,25,590,34.0
20190527T07-07,56,107.0,0,26,593,33.0
20190527T06-07,179,108.0,0,27,652,35.0
20190527T05-07,185,108.0,0,25,612,45.0
20190527T04-07,183,107.0,0,26,608,55.0
20190527T03-07,184,108.0,0,26,611,76.0
20190527T02-07,181,108.0,0,26,612,94.0
20190527T01-07,181,107.0,0,25,608,105.0
20190527T00-07,186,108.0,0,27,659,168.0
20190526T23-07,182,107.0,0,25,701,200.0
20190526T22-07,176,107.0,0,27,711,229.0
20190526T21-07,98,106.0,0,25,706,219.0
20190526T20-07,52,108.0,0,27,713,213.0
20190526T19-07,50,108.0,0,25,709,227.0
20190526T18-07,50,108.0,0,27,649,266.0
20190526T17-07,51,106.0,0,25,652,259.0
20190526T16-07,50,107.0,0,26,622,270.0
20190526T15-07,51,108.0,0,26,589,207.0
20190526T14-07,52,108.0,0,26,639,262.0
20190526T13-07,105,107.0,0,26,636,257.0
20190526T12-07,180,108.0,0,25,603,297.0
20190526T11-07,184,108.0,0,26,603,317.0
20190526T10-07,185,107.0,0,26,594,298.0
20190526T09-07,183,106.0,0,26,485,238.0
20190526T08-07,186,107.0,0,25,507,246.0
20190526T07-07,182,107.0,0,25,577,263.0
20190526T06-07,184,106.0,0,25,607,282.0
20190526T05-07,184,108.0,0,24,608,261.0
20190526T04-07,185,108.0,0,25,648,257.0
20190526T03-07,185,108.0,0,23,489,270.0
20190526T02-07,183,108.0,0,24,581,220.0
20190526T01-07,182,108.0,0,24,660,206.0
20190526T00-07,186,107.0,0,24,645,194.0
20190525T23-07,176,107.0,0,26,657,224.0
20190525T22-07,181,108.0,0,24,679,216.0
20190525T21-07,180,108.0,0,27,691,209.0
20190525T20-07,180,107.0,0,25,700,100.0
20190525T19-07,182,107.0,0,25,701,87.0
20190525T18-07,184,108.0,0,25,708,75.0
20190525T17-07,184,107.0,0,24,664,35.0
20190525T16-07,188,108.0,0,25,571,25.0
20190525T15-07,186,108.0,0,24,578,3.0
20190525T14-07,183,107.0,0,25,667,3.0
20190525T13-07,177,106.0,0,24,687,10.0
20190525T12-07,81,107.0,0,25,698,31.0
20190525T11-07,52,108.0,0,26,653,29.0
20190525T10-07,50,108.0,0,25,578,115.0
20190525T09-07,49,107.0,0,27,380,140.0
20190525T08-07,51,107.0,0,27,362,121.0
20190525T07-07,54,107.0,0,26,545,102.0
20190525T06-07,50,107.0,0,27,609,82.0
20190525T05-07,50,108.0,0,27,612,61.0
20190525T04-07,48,108.0,0,28,596,64.0
20190525T03-07,49,106.0,0,28,614,41.0
20190525T02-07,43,107.0,0,28,579,46.0
20190525T01-07,43,108.0,0,27,598,58.0
20190525T00-07,76,106.0,0,28,641,77.0
20190524T23-07,183,108.0,0,28,661,87.0
20190524T22-07,184,107.0,0,28,661,83.0
20190524T21-07,186,107.0,0,28,660,166.0
20190524T20-07,174,106.0,0,26,663,257.0
20190524T19-07,50,108.0,0,26,658,281.0
20190524T18-07,51,108.0,0,26,627,245.0
20190524T17-07,49,106.0,0,29,531,252.0
20190524T16-07,50,108.0,0,28,463,236.0
20190524T15-07,49,107.0,0,30,435,257.0
20190524T14-07,50,109.0,0,29,477,304.0
20190524T13-07,49,106.0,0,27,388,322.0
20190524T12-07,51,107.0,0,28,393,330.0
20190524T11-07,51,107.0,0,24,426,285.0
20190524T10-07,50,107.0,0,23,491,321.0
20190524T09-07,56,107.0,0,24,557,219.0
20190524T08-07,171,107.0,0,28,574,282.0
20190524T07-07,54,107.0,0,28,516,249.0
20190524T06-07,47,106.0,0,27,581,334.0
20190524T05-07,49,109.0,0,29,527,300.0
20190524T04-07,50,108.0,0,28,522,263.0
20190524T03-07,109,106.0,0,28,577,184.0
20190524T02-07,176,107.0,0,27,589,158.0
20190524T01-07,180,108.0,0,29,589,191.0
20190524T00-07,184,289.0,0,29,616,196.0
20190523T23-07,181,283.0,0,26,710,154.0
20190523T22-07,184,309.0,0,28,666,61.0
20190523T21-07,181,342.0,0,27,729,120.0
20190523T20-07,183,339.0,0,28,717,242.0
20190523T19-07,183,311.0,0,27,707,213.0
20190523T18-07,172,313.0,0,27,700,9.0
20190523T17-07,175,314.0,0,28,703,14.0
20190523T16-07,172,312.0,0,28,691,25.0
20190523T15-07,173,309.0,0,30,697,44.0
20190523T14-07,172,313.0,0,27,698,58.0
20190523T13-07,173,217.0,0,30,690,82.0
20190523T12-07,171,288.0,0,27,646,64.0
20190523T11-07,173,344.0,0,29,658,45.0
20190523T10-07,173,316.0,0,28,653,53.0
20190523T09-07,171,315.0,0,30,657,43.0
20190523T08-07,174,311.0,0,28,609,39.0
20190523T07-07,180,354.0,0,29,607,43.0
20190523T06-07,186,285.0,0,28,681,86.0
20190523T05-07,184,222.0,0,28,589,100.0
20190523T04-07,184,212.0,0,28,546,119.0
20190523T03-07,183,162.0,0,28,582,105.0
20190523T02-07,181,114.0,0,28,603,97.0
20190523T01-07,183,114.0,0,28,573,90.0
20190523T00-07,182,114.0,0,29,541,83.0
20190522T23-07,184,114.0,0,28,676,109.0
20190522T22-07,182,112.0,0,27,572,93.0
20190522T21-07,184,112.0,0,28,570,56.0
20190522T20-07,184,110.0,0,28,573,45.0
20190522T19-07,182,110.0,0,28,573,72.0
20190522T18-07,184,110.0,0,26,526,75.0
20190522T17-07,183,110.0,0,29,430,73.0
20190522T16-07,184,109.0,0,27,432,61.0
20190522T15-07,184,110.0,0,24,446,68.0
20190522T14-07,183,110.0,0,23,559,44.0
20190522T13-07,186,111.0,0,24,557,55.0
20190522T12-07,183,116.0,0,24,556,38.0
20190522T11-07,184,89.0,0,29,560,64.0
20190522T10-07,184,77.0,0,27,560,44.0
20190522T09-07,183,79.0,0,28,578,56.0
20190522T08-07,188,80.0,0,26,570,38.0
20190522T07-07,181,81.0,0,28,581,53.0
20190522T06-07,185,81.0,0,27,680,69.0
20190522T05-07,174,81.0,0,28,638,82.0
20190522T04-07,66,81.0,0,29,631,96.0
20190522T03-07,64,80.0,0,28,636,112.0
20190522T02-07,63,80.0,0,29,631,103.0
20190522T01-07,88,80.0,0,27,644,73.0
20190522T00-07,183,80.0,0,28,635,85.0
20190521T23-07,186,80.0,0,29,643,124.0
20190521T22-07,182,80.0,0,27,631,107.0
20190521T21-07,190,76.0,0,29,635,75.0
20190521T20-07,180,76.0,0,28,637,49.0
20190521T19-07,180,76.0,0,29,665,18.0
20190521T18-07,178,76.0,0,26,606,25.0
20190521T17-07,140,76.0,0,29,595,82.0
20190521T16-07,120,76.0,0,27,617,107.0
20190521T15-07,106,77.0,0,29,556,103.0
20190521T14-07,129,77.0,0,29,603,103.0
20190521T13-07,125,79.0,0,27,628,78.0
20190521T12-07,175,78.0,0,28,585,78.0
20190521T11-07,187,80.0,0,27,614,97.0
20190521T10-07,181,79.0,0,28,589,98.0
20190521T09-07,188,79.0,0,27,603,59.0
20190521T08-07,182,80.0,0,29,605,56.0
20190521T07-07,185,80.0,0,27,612,133.0
20190521T06-07,187,80.0,0,28,622,171.0
20190521T05-07,67,80.0,0,28,619,206.0
20190521T04-07,50,80.0,0,28,619,217.0
20190521T03-07,50,80.0,0,28,629,188.0
20190521T02-07,50,80.0,0,28,629,151.0
20190521T01-07,55,84.0,0,28,539,129.0
20190521T00-07,80,179.0,0,27,662,96.0
20190520T23-07,164,202.0,0,28,691,79.0
20190520T22-07,117,217.0,0,28,678,38.0
20190520T21-07,119,204.0,0,28,683,31.0
20190520T20-07,113,214.0,0,28,677,7.0
20190520T19-07,69,181.0,0,27,637,3.0
20190520T18-07,64,180.0,0,28,554,3.0
20190520T17-07,62,179.0,0,27,550,3.0
20190520T16-07,63,178.0,0,28,501,3.0
20190520T15-07,62,181.0,0,28,499,4.0
20190520T14-07,64,221.0,0,28,578,4.0
20190520T13-07,62,153.0,0,28,564,3.0
20190520T12-07,63,116.0,0,25,584,3.0
20190520T11-07,63,86.0,0,26,590,5.0
20190520T10-07,63,83.0,0,28,619,14.0
20190520T09-07,63,135.0,0,28,594,24.0
20190520T08-07,62,135.0,0,28,651,48.0
20190520T07-07,63,82.0,0,28,575,54.0
20190520T06-07,63,81.0,0,26,626,56.0
20190520T05-07,63,80.0,0,26,589,105.0
20190520T04-07,63,80.0,0,27,586,164.0
20190520T03-07,62,80.0,0,25,589,231.0
20190520T02-07,63,81.0,0,26,588,206.0
20190520T01-07,63,80.0,0,26,591,161.0
20190520T00-07,63,79.0,0,26,573,172.0
20190519T23-07,63,79.0,0,26,603,104.0
20190519T22-07,63,78.0,0,26,623,148.0
20190519T21-07,63,78.0,0,27,614,58.0
20190519T20-07,62,78.0,0,25,640,45.0
20190519T19-07,63,77.0,0,26,639,61.0
20190519T18-07,63,76.0,0,26,628,80.0
20190519T17-07,63,76.0,0,26,596,98.0
20190519T16-07,65,97.0,0,26,597,106.0
20190519T15-07,109,110.0,0,26,627,114.0
20190519T14-07,112,110.0,0,26,607,139.0
20190519T13-07,111,109.0,0,26,528,156.0
20190519T12-07,112,109.0,0,26,563,185.0
20190519T11-07,109,110.0,0,25,579,208.0
20190519T10-07,65,111.0,0,27,595,221.0
20190519T09-07,63,111.0,0,25,589,231.0
20190519T08-07,63,110.0,0,27,592,267.0
20190519T07-07,63,111.0,0,25,591,283.0
20190519T06-07,62,111.0,0,26,593,297.0
20190519T05-07,65,110.0,0,26,593,320.0
20190519T04-07,62,110.0,0,25,592,332.0
20190519T03-07,64,110.0,0,27,595,303.0
20190519T02-07,62,109.0,0,25,599,319.0
20190519T01-07,62,110.0,0,26,599,318.0
20190519T00-07,66,110.0,0,24,592,280.0
20190518T23-07,110,110.0,0,26,679,272.0
20190518T22-07,110,109.0,0,25,527,291.0
20190518T21-07,65,109.0,0,26,576,156.0
20190518T20-07,62,109.0,0,27,570,101.0
20190518T19-07,63,109.0,0,26,565,98.0
20190518T18-07,65,109.0,0,26,582,32.0
20190518T17-07,112,108.0,0,26,529,16.0
20190518T16-07,113,108.0,0,26,615,14.0
20190518T15-07,112,108.0,0,25,632,13.0
20190518T14-07,112,109.0,0,27,660,16.0
20190518T13-07,111,109.0,0,25,630,16.0
20190518T12-07,113,110.0,0,27,622,6.0
20190518T11-07,110,109.0,0,27,639,8.0
20190518T10-07,66,110.0,0,25,569,8.0
20190518T09-07,63,111.0,0,25,440,29.0
20190518T08-07,62,111.0,0,26,465,73.0
20190518T07-07,63,109.0,0,26,579,58.0
20190518T06-07,62,111.0,0,27,608,60.0
20190518T05-07,63,111.0,0,26,606,135.0
20190518T04-07,62,111.0,0,28,611,179.0
20190518T03-07,63,111.0,0,28,605,234.0
20190518T02-07,62,110.0,0,27,610,299.0
20190518T01-07,63,111.0,0,29,610,308.0
20190518T00-07,62,110.0,0,27,668,308.0
20190517T23-07,64,110.0,0,29,665,337.0
20190517T22-07,62,110.0,0,27,657,342.0
20190517T21-07,62,110.0,0,28,659,343.0
20190517T20-07,63,110.0,0,28,663,342.0
20190517T19-07,63,110.0,0,26,572,340.0
20190517T18-07,61,110.0,0,28,467,218.0
20190517T17-07,70,110.0,0,28,473,248.0
20190517T16-07,65,109.0,0,29,480,154.0
20190517T15-07,62,110.0,0,27,491,131.0
20190517T14-07,63,109.0,0,29,486,216.0
20190517T13-07,62,110.0,0,28,541,337.0
20190517T12-07,63,110.0,0,29,502,335.0
20190517T11-07,62,110.0,0,29,575,338.0
20190517T10-07,63,110.0,0,28,578,342.0
20190517T09-07,63,111.0,0,28,458,331.0
20190517T08-07,62,109.0,0,29,494,338.0
20190517T07-07,62,116.0,0,28,594,349.0
20190517T06-07,67,119.0,0,27,627,352.0
20190517T05-07,64,119.0,0,27,622,349.0
20190517T04-07,62,118.0,0,28,618,352.0
20190517T03-07,63,119.0,0,28,601,351.0
20190517T02-07,62,118.0,0,27,600,350.0
20190517T01-07,62,117.0,0,28,604,322.0
20190517T00-07,63,116.0,0,27,595,158.0
20190516T23-07,62,117.0,0,28,632,168.0
20190516T22-07,62,117.0,0,28,655,87.0
20190516T21-07,62,118.0,0,26,683,17.0
20190516T20-07,63,116.0,0,27,683,56.0
20190516T19-07,62,213.0,0,26,657,71.0
20190516T18-07,63,208.0,0,27,609,23.0
20190516T17-07,63,138.0,0,29,556,11.0
20190516T16-07,62,99.0,0,26,563,58.0
20190516T15-07,62,76.0,0,24,513,8.0
20190516T14-07,62,76.0,0,24,506,16.0
20190516T13-07,63,76.0,0,25,529,33.0
20190516T12-07,62,76.0,0,23,526,50.0
20190516T11-07,64,77.0,0,24,617,45.0
20190516T10-07,98,76.0,0,24,663,20.0
20190516T09-07,161,76.0,0,28,648,30.0
20190516T08-07,251,78.0,0,28,659,47.0
20190516T07-07,305,78.0,0,28,571,35.0
20190516T06-07,347,77.0,0,27,583,38.0
20190516T05-07,246,78.0,0,26,582,20.0
20190516T04-07,236,78.0,0,27,579,19.0
20190516T03-07,238,77.0,0,26,578,15.0
20190516T02-07,266,78.0,0,29,573,8.0
20190516T01-07,355,78.0,0,28,575,12.0
20190516T00-07,363,77.0,0,28,573,9.0
20190515T23-07,362,78.0,0,28,663,9.0
20190515T22-07,363,78.0,0,28,671,12.0
20190515T21-07,360,77.0,0,28,669,4.0
20190515T20-07,363,79.0,0,28,670,3.0
20190515T19-07,360,77.0,0,28,669,8.0
20190515T18-07,365,75.0,0,28,670,24.0
20190515T17-07,361,76.0,0,27,572,47.0
20190515T16-07,365,73.0,0,29,546,94.0
20190515T15-07,367,75.0,0,26,562,98.0
20190515T14-07,364,76.0,0,27,558,141.0
20190515T13-07,367,76.0,0,29,574,127.0
20190515T12-07,364,77.0,0,28,571,108.0
20190515T11-07,367,77.0,0,27,663,74.0
20190515T10-07,368,78.0,0,29,681,25.0
20190515T09-07,365,79.0,0,28,677,16.0
20190515T08-07,366,79.0,0,28,673,13.0
20190515T07-07,358,80.0,0,27,578,6.0
20190515T06-07,355,80.0,0,28,584,5.0
20190515T05-07,247,79.0,0,28,581,12.0
20190515T04-07,241,80.0,0,29,581,11.0
20190515T03-07,244,79.0,0,28,583,21.0
20190515T02-07,235,80.0,0,29,585,101.0
20190515T01-07,298,80.0,0,28,569,176.0
20190515T00-07,362,79.0,0,29,571,227.0
20190514T23-07,354,79.0,0,27,671,232.0
20190514T22-07,362,79.0,0,29,680,292.0
20190514T21-07,360,77.0,0,28,677,277.0
20190514T20-07,365,78.0,0,26,682,234.0
20190514T19-07,367,78.0,0,26,690,269.0
20190514T18-07,366,77.0,0,26,681,325.0
20190514T17-07,359,78.0,0,26,581,321.0
20190514T16-07,358,78.0,0,27,578,241.0
20190514T15-07,361,78.0,0,26,575,196.0
20190514T14-07,364,79.0,0,27,578,226.0
20190514T13-07,360,83.0,0,27,556,242.0
20190514T12-07,367,131.0,0,27,520,222.0
20190514T11-07,363,134.0,0,27,593,194.0
20190514T10-07,361,134.0,0,27,638,142.0
20190514T09-07,363,157.0,0,26,628,130.0
20190514T08-07,356,83.0,0,28,606,28.0
20190514T07-07,360,80.0,0,26,606,32.0
20190514T06-07,333,79.0,0,26,623,97.0
20190514T05-07,118,80.0,0,27,603,72.0
20190514T04-07,113,79.0,0,27,602,31.0
20190514T03-07,113,79.0,0,27,586,30.0
20190514T02-07,113,78.0,0,27,585,30.0
20190514T01-07,126,199.0,0,27,582,42.0
20190514T00-07,336,333.0,0,26,634,48.0
20190513T23-07,371,327.0,0,27,630,43.0
20190513T22-07,355,358.0,0,27,678,50.0
20190513T21-07,362,355.0,0,27,697,37.0
20190513T20-07,360,352.0,0,27,704,72.0
20190513T19-07,362,317.0,0,26,734,117.0
20190513T18-07,359,313.0,0,25,736,89.0
20190513T17-07,362,347.0,0,27,701,81.0
20190513T16-07,359,339.0,0,27,718,79.0
