,natural gas,nuclear,other,solar,hydro,wind
20190221T10-08,1066,1156,206,0,9719,73
20190221T09-08,1183,1157,215,0,10357,59
20190221T08-08,1213,1157,215,0,10929,79
20190221T07-08,1129,1160,212,0,10728,126
20190221T06-08,1086,1161,208,0,9652,116
20190221T05-08,1058,1161,196,0,7407,126
20190221T04-08,1068,1162,204,0,6826,95
20190221T03-08,1128,1161,203,0,6540,54
20190221T02-08,1143,1159,211,0,6564,37
20190221T01-08,1117,1159,208,0,7074,29
20190221T00-08,1139,1158,207,0,7873,14
20190220T23-08,1145,1163,216,0,8663,15
20190220T22-08,1081,1168,229,0,9211,14
20190220T21-08,1103,1167,227,0,10047,36
20190220T20-08,1094,1175,222,0,10584,51
20190220T19-08,1075,1166,228,0,10610,63
20190220T18-08,1038,1155,216,0,10291,69
20190220T17-08,1066,1165,219,0,9282,56
20190220T16-08,970,1167,219,0,8455,67
20190220T15-08,975,1161,222,2,8287,77
20190220T14-08,1023,1160,218,2,7814,91
20190220T13-08,998,1153,222,3,7667,120
20190220T12-08,1026,1153,219,3,7687,135
20190220T11-08,1029,1152,218,4,8072,169
20190220T10-08,1038,1152,221,4,8563,212
20190220T09-08,1007,1152,224,3,10000,373
20190220T08-08,1131,1152,223,0,9934,573
20190220T07-08,1134,1155,222,0,9590,623
20190220T06-08,1010,1153,218,0,8260,660
20190220T05-08,760,1155,215,0,6286,874
20190220T04-08,637,1156,213,0,5568,1118
20190220T03-08,545,1155,216,0,5363,1232
20190220T02-08,533,1155,213,0,5476,1149
20190220T01-08,502,1157,209,0,5488,1173
20190220T00-08,477,1158,214,0,5735,1028
20190219T23-08,461,1158,216,0,6651,978
20190219T22-08,509,1159,225,0,8169,954
20190219T21-08,403,1161,228,0,9329,984
20190219T20-08,528,1162,230,0,9868,1074
20190219T19-08,552,1169,225,0,9736,1224
20190219T18-08,541,1165,229,0,9341,1356
20190219T17-08,430,1161,225,0,8230,1357
20190219T16-08,396,1167,226,0,7291,1241
20190219T15-08,539,1165,228,1,6717,1309
20190219T14-08,511,1166,227,3,6866,1245
20190219T13-08,454,1166,222,3,6707,1107
20190219T12-08,533,1165,228,3,7292,867
20190219T11-08,449,1166,223,1,7950,735
20190219T10-08,423,1166,222,2,9055,821
20190219T09-08,541,1166,212,3,9029,949
20190219T08-08,549,1167,184,1,9146,938
20190219T07-08,526,1168,181,0,8466,1050
20190219T06-08,550,1168,176,0,7167,995
20190219T05-08,530,1168,173,0,5881,960
20190219T04-08,373,1168,170,0,5646,795
20190219T03-08,359,1168,168,0,5591,726
20190219T02-08,332,1168,172,0,5646,567
20190219T01-08,397,1169,182,0,6005,379
20190219T00-08,510,1169,196,0,6216,418
20190218T23-08,460,1168,200,0,6677,356
20190218T22-08,342,1166,210,0,7458,337
20190218T21-08,325,1166,211,0,8515,356
20190218T20-08,387,1165,218,0,9003,307
20190218T19-08,542,1165,217,0,9185,306
20190218T18-08,546,1165,209,0,8850,244
20190218T17-08,544,1166,202,2,7719,217
20190218T16-08,539,1166,176,4,6323,138
20190218T15-08,528,1164,200,4,6338,119
20190218T14-08,543,1164,213,3,6513,83
20190218T13-08,530,1164,210,3,6767,50
20190218T12-08,552,1160,215,1,7169,29
20190218T11-08,616,1162,199,2,7710,23
20190218T10-08,639,1166,213,2,8290,15
20190218T09-08,611,1167,216,1,8557,13
20190218T08-08,639,1165,213,0,8497,8
20190218T07-08,639,1167,214,0,8232,7
20190218T06-08,618,1168,205,0,7418,5
20190218T05-08,571,1166,200,0,6671,7
20190218T04-08,553,1165,206,0,6118,8
20190218T03-08,552,1165,195,0,6022,13
20190218T02-08,538,1165,197,0,5973,20
20190218T01-08,509,1163,198,0,6153,19
20190218T00-08,355,1161,195,0,5952,41
20190217T23-08,244,1160,195,0,6458,61
20190217T22-08,243,1161,191,0,7690,32
20190217T21-08,232,1161,191,0,8323,50
20190217T20-08,265,1161,192,0,8579,47
20190217T19-08,267,1165,191,0,8615,54
20190217T18-08,266,1167,192,0,8153,69
20190217T17-08,229,1167,193,1,7005,24
20190217T16-08,256,1167,194,1,6250,8
20190217T15-08,257,1168,193,1,6346,22
20190217T14-08,259,1167,196,2,6560,54
20190217T13-08,262,1168,197,2,6666,80
20190217T12-08,271,1169,199,2,6767,55
20190217T11-08,272,1169,195,2,6885,66
20190217T10-08,265,1168,201,2,7159,70
20190217T09-08,256,1167,201,1,7434,63
20190217T08-08,261,1167,195,0,7082,54
20190217T07-08,266,1167,202,0,6879,39
20190217T06-08,255,1164,203,0,5987,30
20190217T05-08,257,1162,186,0,5661,51
20190217T04-08,256,1162,201,0,5218,85
20190217T03-08,256,1162,201,0,5203,103
20190217T02-08,256,1163,203,0,5092,141
20190217T01-08,256,1163,204,0,5553,178
20190217T00-08,257,1161,202,0,6317,282
20190216T23-08,237,1162,206,0,6924,317
20190216T22-08,179,1162,212,0,8306,281
20190216T21-08,203,1161,226,0,8914,275
20190216T20-08,204,1162,213,0,8688,273
20190216T19-08,226,1164,210,0,9473,274
20190216T18-08,259,1165,212,0,9287,151
20190216T17-08,266,1164,213,1,7973,88
20190216T16-08,264,1159,208,1,7732,56
20190216T15-08,265,1146,208,2,7587,48
20190216T14-08,258,1132,212,2,7491,34
20190216T13-08,255,1115,208,3,7799,20
20190216T12-08,264,1103,214,3,8108,11
20190216T11-08,266,1076,217,3,8406,15
20190216T10-08,266,1051,212,2,8649,14
20190216T09-08,268,1014,208,1,8685,39
20190216T08-08,261,1156,218,0,8558,31
20190216T07-08,228,1157,208,0,8083,36
20190216T06-08,255,1159,211,0,6728,54
20190216T05-08,256,1158,197,0,5807,56
20190216T04-08,256,1158,206,0,5388,37
20190216T03-08,256,1158,202,0,5404,34
20190216T02-08,256,1159,201,0,5501,35
20190216T01-08,255,1156,200,0,5984,21
20190216T00-08,231,1155,193,0,6374,21
20190215T23-08,255,1158,200,0,6936,32
20190215T22-08,530,1158,205,0,8057,95
20190215T21-08,536,1161,211,0,8876,56
20190215T20-08,536,1164,212,0,9179,51
20190215T19-08,533,1164,213,0,9630,44
20190215T18-08,529,1164,218,0,9107,30
20190215T17-08,529,1164,217,1,8082,72
20190215T16-08,530,1165,224,1,7486,69
20190215T15-08,532,1163,189,3,7632,48
20190215T14-08,534,1161,176,4,7515,56
20190215T13-08,521,1159,211,3,7661,90
20190215T12-08,417,1157,206,2,8129,131
20190215T11-08,449,1153,200,1,8515,132
20190215T10-08,431,1154,192,0,8834,154
20190215T09-08,432,1156,176,0,9052,250
20190215T08-08,435,1155,183,0,9710,109
20190215T07-08,431,1156,176,0,9313,15
20190215T06-08,432,1156,176,0,7945,8
20190215T05-08,367,1157,168,0,6799,10
20190215T04-08,261,1158,162,0,6371,36
20190215T03-08,260,1156,165,0,6249,54
20190215T02-08,251,1154,166,0,6432,13
20190215T01-08,243,1153,169,0,6701,9
20190215T00-08,258,1159,165,0,6702,4
20190214T23-08,265,1158,170,0,7475,12
20190214T22-08,517,1158,214,0,8104,139
20190214T21-08,527,1158,223,0,9260,62
20190214T20-08,521,1157,219,0,9923,179
20190214T19-08,521,1158,217,0,10493,477
20190214T18-08,524,1155,221,0,9883,446
20190214T17-08,515,1153,219,1,8723,339
20190214T16-08,514,1152,215,2,8342,77
20190214T15-08,515,1151,206,3,8215,25
20190214T14-08,516,1152,214,3,8148,82
20190214T13-08,514,1154,199,3,8597,99
20190214T12-08,511,1153,202,1,9056,136
20190214T11-08,514,1154,208,3,9085,209
20190214T10-08,519,1152,205,3,8972,368
20190214T09-08,512,1144,203,1,9077,348
20190214T08-08,473,1145,203,0,9722,366
20190214T07-08,494,1147,211,0,9152,524
20190214T06-08,428,1149,200,0,7404,586
20190214T05-08,332,1151,198,0,6529,475
20190214T04-08,331,1151,200,0,6027,435
20190214T03-08,340,1151,205,0,5764,508
20190214T02-08,331,1153,201,0,5797,498
20190214T01-08,323,1153,201,0,5856,509
20190214T00-08,318,1154,197,0,5763,460
20190213T23-08,330,1155,200,0,6084,413
20190213T22-08,503,1158,211,0,7229,301
20190213T21-08,513,1161,204,0,8046,185
20190213T20-08,576,1160,203,0,9091,126
20190213T19-08,576,1164,197,0,9460,110
20190213T18-08,577,1164,200,0,8847,98
20190213T17-08,569,1157,203,0,7875,91
20190213T16-08,511,1154,206,0,7427,63
20190213T15-08,510,1153,207,1,7406,69
20190213T14-08,510,1153,198,1,7244,73
20190213T13-08,513,1154,202,1,7317,63
20190213T12-08,543,1153,205,1,7822,83
20190213T11-08,554,1153,206,1,8133,58
20190213T10-08,609,1155,214,1,8942,21
20190213T09-08,621,1158,214,0,8977,10
20190213T08-08,604,1156,211,0,9324,31
20190213T07-08,613,1156,206,0,9043,39
20190213T06-08,532,1153,196,0,7053,24
20190213T05-08,516,1154,191,0,6124,42
20190213T04-08,517,1155,195,0,5463,44
20190213T03-08,515,1158,193,0,5344,45
20190213T02-08,515,1159,197,0,5517,39
20190213T01-08,502,1158,196,0,5581,47
20190213T00-08,532,1159,184,0,6186,99
20190212T23-08,525,1159,194,0,6897,160
20190212T22-08,533,1160,203,0,7911,368
20190212T21-08,536,1159,202,0,8559,540
20190212T20-08,534,1157,200,0,9569,641
20190212T19-08,538,1158,202,0,10255,798
20190212T18-08,515,1157,200,0,10138,870
20190212T17-08,364,1159,209,0,8763,973
20190212T16-08,427,1160,187,1,7908,906
20190212T15-08,465,1160,183,1,7429,774
20190212T14-08,515,1161,188,1,7611,783
20190212T13-08,536,1159,186,2,7920,799
20190212T12-08,534,1162,192,2,8103,861
20190212T11-08,495,1162,182,1,7753,982
20190212T10-08,471,1162,186,1,8348,1034
20190212T09-08,499,1162,182,1,8760,925
20190212T08-08,476,1163,205,0,9174,765
20190212T07-08,481,1161,177,0,8969,694
20190212T06-08,489,1163,179,0,7103,588
20190212T05-08,427,1162,174,0,6198,470
20190212T04-08,453,1161,176,0,5905,429
20190212T03-08,462,1161,176,0,5667,441
20190212T02-08,513,1163,177,0,6097,186
20190212T01-08,536,1159,157,0,6293,131
20190212T00-08,541,1157,155,0,6044,61
20190211T23-08,548,1156,155,0,7225,76
20190211T22-08,584,1156,159,0,8866,91
20190211T21-08,569,1155,162,0,9787,92
20190211T20-08,580,1156,164,0,9708,128
20190211T19-08,590,1155,163,0,9916,148
20190211T18-08,547,1156,164,0,9813,205
20190211T17-08,505,1154,166,1,8534,339
20190211T16-08,482,1157,162,1,7454,339
20190211T15-08,534,1156,164,1,7403,296
20190211T14-08,537,1158,162,2,7765,288
20190211T13-08,538,1160,169,2,8383,275
20190211T12-08,736,1161,197,4,8411,352
20190211T11-08,788,1163,187,2,8548,353
20190211T10-08,766,1163,163,1,8840,335
20190211T09-08,796,1164,163,1,9412,321
20190211T08-08,798,1163,167,0,9541,370
20190211T07-08,795,1163,166,0,8637,448
20190211T06-08,741,1160,167,0,6849,698
20190211T05-08,718,1155,165,0,5529,972
20190211T04-08,778,1154,165,0,4384,1286
20190211T03-08,799,1153,166,0,4525,1421
20190211T02-08,796,1155,168,0,4252,1587
20190211T01-08,799,1155,156,0,4741,1454
20190211T00-08,839,1156,166,0,5210,1282
20190210T23-08,783,1158,171,0,5846,1268
20190210T22-08,709,1158,169,0,6962,1147
20190210T21-08,640,1158,187,0,7942,830
20190210T20-08,638,1158,194,0,8448,724
20190210T19-08,722,1157,194,0,8897,645
20190210T18-08,664,1160,193,0,9029,415
20190210T17-08,799,1164,193,0,7815,546
20190210T16-08,800,1159,188,0,6811,526
20190210T15-08,774,1154,187,0,6324,507
20190210T14-08,792,1158,192,0,6451,387
20190210T13-08,795,1159,191,0,7391,493
20190210T12-08,739,1159,191,0,7701,587
20190210T11-08,746,1162,193,0,7941,606
20190210T10-08,748,1161,188,0,8355,593
20190210T09-08,715,1156,190,0,8304,620
20190210T08-08,770,1157,189,0,7841,568
20190210T07-08,790,1155,178,0,6756,547
20190210T06-08,800,1157,180,0,5821,427
20190210T05-08,787,1156,186,0,5238,318
20190210T04-08,780,1155,189,0,4923,262
20190210T03-08,717,1153,193,0,4812,366
20190210T02-08,618,1155,194,0,5057,577
20190210T01-08,600,1152,184,0,5264,770
20190210T00-08,647,1151,189,0,6728,812
20190209T23-08,624,1152,188,0,7780,797
20190209T22-08,751,1151,192,0,8806,1027
20190209T21-08,767,1150,190,0,9408,1049
20190209T20-08,786,1149,192,0,9574,1181
20190209T19-08,786,1147,196,0,9403,1245
20190209T18-08,789,1147,190,0,9074,1155
20190209T17-08,717,1149,190,0,7791,1153
20190209T16-08,652,1148,185,0,6728,1621
20190209T15-08,748,1146,191,0,6439,1819
20190209T14-08,764,1147,191,0,6487,1808
20190209T13-08,775,1148,190,2,6892,1716
20190209T12-08,789,1149,175,2,7535,1618
20190209T11-08,789,1150,178,2,7572,1552
20190209T10-08,787,1149,178,2,7649,1454
20190209T09-08,787,1149,176,1,7561,1199
20190209T08-08,789,1150,171,0,7093,1029
20190209T07-08,656,1150,164,0,6303,986
20190209T06-08,733,1150,166,0,6131,814
20190209T05-08,780,1150,160,0,5721,679
20190209T04-08,779,1151,159,0,5710,597
20190209T03-08,784,1153,161,0,5670,477
20190209T02-08,779,1154,158,0,5708,410
20190209T01-08,754,1153,158,0,5717,431
20190209T00-08,784,1155,156,0,6758,342
20190208T23-08,727,1156,159,0,7949,254
20190208T22-08,786,1157,170,0,9468,152
20190208T21-08,786,1158,166,0,10005,98
20190208T20-08,809,1159,168,0,10164,61
20190208T19-08,878,1161,167,0,10276,59
20190208T18-08,858,1161,168,0,10152,34
20190208T17-08,796,1162,172,0,8784,30
20190208T16-08,799,1160,169,1,8105,29
20190208T15-08,801,1161,170,1,7835,23
20190208T14-08,804,1162,171,1,7637,23
20190208T13-08,808,1163,170,2,7865,25
20190208T12-08,809,1162,166,2,8224,17
20190208T11-08,799,1163,171,2,8920,8
20190208T10-08,814,1163,164,1,9508,5
20190208T09-08,811,1162,157,0,10235,9
20190208T08-08,814,1163,169,0,10512,9
20190208T07-08,811,1162,173,0,10404,16
20190208T06-08,811,1162,173,0,8806,11
20190208T05-08,811,1161,167,0,6780,10
20190208T04-08,794,1159,173,0,6184,9
20190208T03-08,802,1161,172,0,5959,4
20190208T02-08,792,1160,165,0,5930,2
20190208T01-08,792,1165,169,0,6338,1
20190208T00-08,764,1168,170,0,6142,3
20190207T23-08,766,1168,175,0,7346,5
20190207T22-08,806,1167,172,0,8673,0
20190207T21-08,723,1165,167,0,9276,0
20190207T20-08,701,1166,169,0,9601,0
20190207T19-08,724,1166,168,0,9538,3
20190207T18-08,674,1166,169,0,9150,4
20190207T17-08,633,1166,173,0,8528,23
20190207T16-08,699,1167,176,2,8066,29
20190207T15-08,721,1167,176,3,7851,26
20190207T14-08,764,1168,181,3,7919,24
20190207T13-08,751,1167,184,3,8097,15
20190207T12-08,730,1170,184,3,8573,8
20190207T11-08,792,1170,176,3,9042,7
20190207T10-08,799,1170,176,4,9729,7
20190207T09-08,814,1166,179,3,10371,3
20190207T08-08,899,1166,183,0,10661,3
20190207T07-08,863,1166,181,0,10384,1
20190207T06-08,765,1168,172,0,8951,1
20190207T05-08,758,1168,167,0,7679,1
20190207T04-08,813,1169,162,0,6873,3
20190207T03-08,811,1168,170,0,6416,2
20190207T02-08,771,1168,173,0,6127,1
20190207T01-08,805,1168,175,0,6108,1
20190207T00-08,907,1165,173,0,6160,1
20190206T23-08,908,1172,164,0,7328,2
20190206T22-08,906,1171,184,0,8210,1
20190206T21-08,906,1165,186,0,8699,2
20190206T20-08,905,1159,181,0,8813,1
20190206T19-08,905,1158,186,0,8976,3
20190206T18-08,902,1157,182,0,8629,8
20190206T17-08,892,1156,185,1,7587,34
20190206T16-08,810,1156,177,3,6907,72
20190206T15-08,704,1155,185,4,6895,149
20190206T14-08,736,1157,184,3,7207,182
20190206T13-08,874,1159,184,3,7522,178
20190206T12-08,878,1160,182,3,8125,174
20190206T11-08,878,1161,180,2,8598,194
20190206T10-08,879,1162,182,1,9169,239
20190206T09-08,881,1159,187,0,9430,280
20190206T08-08,885,1160,187,0,9871,292
20190206T07-08,882,1161,187,0,9523,259
20190206T06-08,883,1161,179,0,7790,251
20190206T05-08,876,1161,174,0,6340,158
20190206T04-08,846,1162,170,0,5563,91
20190206T03-08,857,1161,171,0,5356,63
20190206T02-08,849,1161,169,0,5367,37
20190206T01-08,877,1162,163,0,5497,15
20190206T00-08,877,1161,161,0,6104,5
20190205T23-08,879,1161,170,0,6518,3
20190205T22-08,878,1164,177,0,8157,6
20190205T21-08,878,1165,179,0,8672,2
20190205T20-08,878,1167,185,0,9036,1
20190205T19-08,878,1168,182,0,9139,0
20190205T18-08,877,1168,182,0,9029,2
20190205T17-08,866,1167,179,0,8003,1
20190205T16-08,853,1167,181,0,7566,0
20190205T15-08,855,1167,169,0,7625,3
20190205T14-08,861,1167,170,0,7672,4
20190205T13-08,838,1167,173,0,7871,14
20190205T12-08,837,1168,170,0,8168,22
20190205T11-08,850,1167,172,0,8444,22
20190205T10-08,842,1168,175,0,8537,36
20190205T09-08,841,1168,181,0,9409,54
20190205T08-08,845,1167,179,0,9566,51
20190205T07-08,837,1168,174,0,9133,50
20190205T06-08,816,1168,178,0,7824,78
20190205T05-08,815,1169,169,0,6580,101
20190205T04-08,817,1168,162,0,6031,125
20190205T03-08,821,1168,162,0,5660,187
20190205T02-08,809,1166,162,0,5518,346
20190205T01-08,850,1165,169,0,5700,428
20190205T00-08,913,1165,168,0,7440,465
20190204T23-08,955,1164,171,0,8008,482
20190204T22-08,1496,1164,182,0,8801,497
20190204T21-08,1509,1163,183,0,9641,513
20190204T20-08,1456,1164,181,0,9965,535
20190204T19-08,1451,1162,182,0,9829,545
20190204T18-08,1449,1160,185,0,9536,453
20190204T17-08,1441,1156,176,0,8986,254
20190204T16-08,1440,1152,180,1,7721,306
20190204T15-08,1442,1154,166,2,6957,484
20190204T14-08,1445,1160,168,1,7177,593
20190204T13-08,1433,1163,167,0,7583,650
20190204T12-08,1328,1166,167,0,8147,1023
20190204T11-08,1303,1167,154,0,8313,1093
20190204T10-08,1439,1167,152,0,8842,845
20190204T09-08,1376,1168,165,0,9453,675
20190204T08-08,1499,1169,159,0,9555,514
20190204T07-08,1515,1170,152,0,9179,288
20190204T06-08,1510,1169,157,0,8351,229
20190204T05-08,1484,1170,152,0,7359,298
20190204T04-08,1443,1169,154,0,7039,210
20190204T03-08,1440,1170,156,0,6874,137
20190204T02-08,1439,1170,164,0,6811,109
20190204T01-08,1434,1168,151,0,6897,112
20190204T00-08,1438,1167,155,0,7114,101
20190203T23-08,1440,1168,151,0,7704,62
20190203T22-08,1438,1167,153,0,8431,88
20190203T21-08,1434,1168,153,0,8963,165
20190203T20-08,1437,1167,153,0,9299,219
20190203T19-08,1433,1166,152,0,9239,468
20190203T18-08,1420,1166,154,0,8817,830
20190203T17-08,1376,1165,156,0,8051,1189
20190203T16-08,1267,1167,155,1,7752,1432
20190203T15-08,1185,1166,159,0,7612,1654
20190203T14-08,1269,1167,153,1,7340,1995
20190203T13-08,1154,1168,154,2,6967,2305
20190203T12-08,1180,1169,153,3,6703,2262
20190203T11-08,1331,1168,154,3,7336,1976
20190203T10-08,1285,1168,153,3,7657,1425
20190203T09-08,1425,1168,157,2,7548,1142
20190203T08-08,1427,1168,153,0,7342,970
20190203T07-08,1249,1169,153,0,6662,995
20190203T06-08,1244,1168,157,0,6086,976
20190203T05-08,1343,1168,147,0,5882,650
20190203T04-08,1419,1168,153,0,5753,494
20190203T03-08,1407,1167,146,0,5890,280
20190203T02-08,1411,1167,149,0,6057,100
20190203T01-08,1416,1167,150,0,6018,74
20190203T00-08,1434,1168,147,0,6210,48
20190202T23-08,1428,1167,147,0,6597,14
20190202T22-08,1429,1166,164,0,7034,26
20190202T21-08,1427,1167,162,0,7280,23
20190202T20-08,1425,1166,162,0,7753,31
20190202T19-08,1419,1166,162,0,7578,34
20190202T18-08,1414,1167,169,0,7488,24
20190202T17-08,1407,1165,172,0,7215,13
20190202T16-08,1408,1167,170,0,6981,9
20190202T15-08,1407,1166,164,0,6963,4
20190202T14-08,1409,1167,165,2,6851,0
20190202T13-08,1412,1168,166,1,7139,6
20190202T12-08,1418,1169,166,1,7422,38
20190202T11-08,1422,1169,166,1,7201,142
20190202T10-08,1425,1167,168,0,7507,89
20190202T09-08,1427,1168,166,0,7655,123
20190202T08-08,1431,1168,166,0,7317,352
20190202T07-08,1424,1168,164,0,6400,537
20190202T06-08,1430,1168,159,0,5906,409
20190202T05-08,1430,1168,153,0,5643,355
20190202T04-08,1424,1168,158,0,5447,320
20190202T03-08,1351,1166,153,0,5380,328
20190202T02-08,1384,1167,153,0,5553,216
20190202T01-08,1419,1167,153,0,5803,138
20190202T00-08,1389,1166,153,0,6035,84
20190201T23-08,1415,1164,155,0,6379,65
20190201T22-08,1416,1164,164,0,6898,42
20190201T21-08,1422,1165,167,0,7611,41
20190201T20-08,1562,1166,165,0,8034,41
20190201T19-08,1547,1166,166,0,8402,27
20190201T18-08,1526,1167,166,0,8368,26
20190201T17-08,1522,1167,165,0,7802,62
20190201T16-08,1518,1168,165,0,7451,48
20190201T15-08,1416,1167,166,0,7417,25
20190201T14-08,1409,1167,163,0,7457,24
20190201T13-08,1410,1168,161,0,7639,47
20190201T12-08,1447,1167,159,0,7868,31
20190201T11-08,1419,1168,169,0,8071,32
20190201T10-08,1418,1168,166,0,8301,26
20190201T09-08,1423,1168,168,0,8356,15
20190201T08-08,1522,1167,169,0,8602,16
20190201T07-08,1427,1168,164,0,8402,12
20190201T06-08,1420,1168,163,0,7124,8
20190201T05-08,1421,1170,156,0,6298,10
20190201T04-08,1423,1170,156,0,5690,9
20190201T03-08,1429,1170,152,0,5787,12
20190201T02-08,1428,1170,153,0,5718,6
20190201T01-08,1426,1169,155,0,5916,5
20190201T00-08,1424,1170,157,0,6053,4
20190131T23-08,1425,1170,156,0,6816,2
20190131T22-08,1425,1170,163,0,8300,2
20190131T21-08,1416,1169,168,0,9356,7
20190131T20-08,1382,1168,162,0,9652,7
20190131T19-08,1502,1169,162,0,9773,3
20190131T18-08,1516,1169,162,0,9670,2
20190131T17-08,1429,1169,161,1,9088,2
20190131T16-08,1400,1168,165,3,8380,4
20190131T15-08,1402,1169,164,3,8065,1
20190131T14-08,1407,1168,164,3,8243,0
20190131T13-08,1410,1169,167,3,8508,2
20190131T12-08,1421,1169,163,3,8946,0
20190131T11-08,1428,1170,169,3,9396,0
20190131T10-08,1443,1170,166,3,9948,1
20190131T09-08,1538,1170,173,2,10385,1
20190131T08-08,1558,1171,174,0,10624,2
20190131T07-08,1553,1171,180,0,10291,0
20190131T06-08,1459,1170,179,0,8622,0
20190131T05-08,1446,1170,167,0,6907,0
20190131T04-08,1445,1170,176,0,6423,0
20190131T03-08,1453,1170,170,0,6197,0
20190131T02-08,1451,1170,172,0,6129,0
20190131T01-08,1448,1171,169,0,6351,1
20190131T00-08,1444,1170,167,0,6672,2
20190130T23-08,1438,1170,173,0,7875,2
20190130T22-08,1426,1170,182,0,8969,2
20190130T21-08,1418,1170,180,0,9430,5
20190130T20-08,1418,1169,183,0,9897,5
20190130T19-08,1419,1170,182,0,9963,2
20190130T18-08,1407,1170,184,0,9752,2
20190130T17-08,1391,1169,180,1,8884,0
20190130T16-08,1393,1169,186,3,7730,0
20190130T15-08,1408,1169,180,3,7561,0
20190130T14-08,1412,1169,184,3,8110,1
20190130T13-08,1423,1169,183,3,8376,0
20190130T12-08,1432,1169,173,3,8797,0
20190130T11-08,1437,1166,178,3,9356,0
20190130T10-08,1420,1170,177,3,10165,0
20190130T09-08,1452,1169,181,2,10295,0
20190130T08-08,1577,1170,176,0,10452,0
20190130T07-08,1465,1169,180,0,10298,0
20190130T06-08,1457,1169,173,0,8991,0
20190130T05-08,1452,1169,169,0,7352,0
20190130T04-08,1446,1170,174,0,6365,0
20190130T03-08,1445,1170,169,0,6251,0
20190130T02-08,1446,1170,170,0,6135,1
20190130T01-08,1451,1169,170,0,6313,2
20190130T00-08,1443,1169,168,0,7218,2
20190129T23-08,1441,1170,169,0,8247,3
20190129T22-08,1428,1169,178,0,9251,3
