,coal,natural gas,petroleum,other,solar,hydro,wind
20181107T07Z,312,272,0,0,0,563,84
20181107T06Z,327,280,0,0,0,564,124
20181107T05Z,342,279,-1,0,0,570,139
20181107T04Z,405,278,0,0,0,568,169
20181107T03Z,384,279,0,0,0,568,223
20181107T02Z,347,275,0,0,0,562,308
20181107T01Z,338,276,0,0,4,564,361
20181107T00Z,310,274,0,0,79,544,460
20181106T23Z,309,275,0,0,184,528,483
20181106T22Z,309,273,0,0,160,525,458
20181106T21Z,309,277,0,0,143,488,421
20181106T20Z,311,277,0,0,133,553,390
20181106T19Z,310,275,0,0,139,559,357
20181106T18Z,308,266,0,0,171,569,239
20181106T17Z,307,263,0,0,159,566,142
20181106T16Z,308,268,0,0,57,599,150
20181106T15Z,314,282,0,0,2,611,173
20181106T14Z,284,278,0,0,0,602,218
20181106T13Z,277,270,0,0,0,571,190
20181106T12Z,278,265,0,0,0,544,179
20181106T11Z,277,247,0,0,0,547,224
20181106T10Z,278,263,0,0,0,543,254
20181106T09Z,281,266,0,0,0,541,190
20181106T08Z,304,253,0,0,0,535,169
20181106T07Z,309,260,0,0,0,565,154
20181106T06Z,308,253,0,0,0,565,183
20181106T05Z,308,275,0,0,0,567,222
20181106T04Z,309,279,0,0,0,562,188
20181106T03Z,308,279,0,0,0,554,240
20181106T02Z,310,273,0,0,0,555,321
20181106T01Z,350,278,0,0,2,550,376
20181106T00Z,323,254,0,0,49,545,461
20181105T23Z,310,183,0,0,89,511,504
20181105T22Z,309,243,0,0,99,529,513
20181105T21Z,307,253,0,0,134,563,498
20181105T20Z,310,227,0,0,153,566,462
20181105T19Z,307,206,0,0,191,561,452
20181105T18Z,308,199,0,0,216,538,428
20181105T17Z,307,200,0,0,206,546,364
20181105T16Z,308,247,0,0,108,552,448
20181105T15Z,308,282,0,0,5,563,515
20181105T14Z,280,280,0,0,0,567,520
20181105T13Z,277,274,0,0,0,559,505
20181105T12Z,278,246,0,0,0,537,541
20181105T11Z,278,233,0,0,0,534,558
20181105T10Z,280,236,0,0,0,528,544
20181105T09Z,279,239,0,0,0,526,529
20181104T07Z,286,230,0,0,0,564,123
20181104T06Z,308,266,0,0,0,580,191
20181104T05Z,307,263,0,0,0,576,219
20181104T04Z,309,269,0,0,0,597,219
20181104T03Z,307,274,0,0,0,593,242
20181104T02Z,313,276,0,0,0,588,327
20181104T01Z,337,258,0,0,3,598,370
20181104T00Z,322,259,0,0,65,608,404
20181103T23Z,309,251,0,0,164,551,445
20181103T22Z,309,243,0,0,194,547,448
20181103T21Z,307,201,0,0,170,526,470
20181103T20Z,307,204,0,0,155,549,460
20181103T19Z,307,201,0,0,141,558,488
20181103T18Z,309,204,0,0,139,563,451
20181103T17Z,307,203,0,0,180,570,425
20181103T16Z,316,266,0,0,68,567,388
20181103T15Z,308,261,0,0,8,567,414
20181103T14Z,309,244,0,0,0,550,434
20181103T13Z,281,256,0,0,0,540,392
20181103T12Z,278,261,0,0,0,546,401
20181103T11Z,278,258,0,0,0,513,444
20181103T10Z,277,255,0,0,0,518,444
20181103T09Z,275,259,0,0,0,520,484
20181103T08Z,277,255,0,0,0,526,520
20181103T07Z,276,247,0,0,0,537,541
20181103T06Z,234,261,0,0,0,553,544
20181103T05Z,215,265,0,0,0,541,481
20181103T04Z,215,265,0,0,0,549,413
20181103T03Z,216,254,0,0,0,535,391
20181103T02Z,219,264,0,0,0,535,465
20181103T01Z,217,271,0,0,3,535,509
20181103T00Z,219,253,0,0,64,536,589
20181102T23Z,213,252,0,0,150,513,567
20181102T22Z,214,216,0,0,126,514,645
20181102T21Z,212,227,0,0,88,504,634
20181102T20Z,212,228,-1,0,121,542,602
20181102T19Z,214,224,0,0,128,552,405
20181102T18Z,214,238,0,0,59,558,231
20181102T17Z,212,232,0,0,90,566,128
20181102T16Z,218,270,0,0,52,595,147
20181102T15Z,222,271,0,0,9,603,157
20181102T14Z,216,197,0,0,0,617,182
20181102T13Z,217,196,0,0,0,606,196
20181102T12Z,219,197,0,0,0,552,170
20181102T11Z,217,195,0,0,0,526,167
20181102T10Z,217,197,0,0,0,526,178
20181102T09Z,217,195,0,0,0,516,199
20181102T08Z,218,197,0,0,0,525,260
20181102T07Z,217,196,0,0,0,538,230
20181102T06Z,216,197,0,0,0,545,176
20181102T05Z,216,196,0,0,0,557,126
20181102T04Z,218,193,0,0,0,589,117
20181102T03Z,253,191,0,0,0,652,130
20181102T02Z,227,196,0,0,0,649,148
20181102T01Z,226,181,0,0,4,633,180
20181102T00Z,254,193,0,0,21,537,202
20181101T23Z,219,189,0,0,78,483,262
20181101T22Z,219,178,0,0,102,440,326
20181101T21Z,219,124,0,0,86,444,332
20181101T20Z,220,64,0,0,88,451,319
20181101T19Z,219,53,0,0,93,463,320
20181101T18Z,220,55,0,0,100,473,271
20181101T17Z,219,11,0,0,92,560,263
20181101T16Z,253,0,0,0,34,679,261
20181101T15Z,259,-2,0,0,3,698,278
20181101T14Z,223,-2,0,0,0,704,341
20181101T13Z,219,-2,0,0,0,571,332
20181101T12Z,218,-3,0,0,0,507,357
20181101T11Z,217,-2,0,0,0,490,313
20181101T10Z,217,-1,0,0,0,479,272
20181101T09Z,215,-3,0,0,0,483,211
20181101T08Z,217,-2,0,0,0,483,150
20181101T07Z,216,-2,0,0,0,532,109
20181101T06Z,220,-2,0,0,0,543,86
20181101T05Z,218,-2,0,0,0,596,82
20181101T04Z,218,-1,0,0,0,644,94
20181101T03Z,217,-3,0,0,0,665,92
20181101T02Z,217,-2,0,0,0,654,101
20181101T01Z,227,-1,0,0,1,664,132
20181101T00Z,221,-3,0,0,13,596,168
20181031T23Z,219,-1,0,0,25,510,227
20181031T22Z,222,-2,0,0,39,480,194
20181031T21Z,221,-2,0,0,441,530,165
20181031T20Z,220,-2,0,0,71,499,94
20181031T19Z,218,-2,0,0,75,528,80
20181031T18Z,224,-2,0,0,52,561,77
20181031T17Z,310,-2,0,0,81,569,75
20181031T16Z,449,-2,-1,0,59,615,107
20181031T15Z,605,-2,0,0,3,694,106
20181031T14Z,423,-2,0,0,0,697,78
20181031T13Z,360,-2,0,0,0,551,48
20181031T12Z,278,-3,0,0,0,439,37
20181031T11Z,220,-1,0,0,0,413,35
20181031T10Z,224,-2,0,0,0,415,57
20181031T09Z,298,-2,0,0,0,410,82
20181031T08Z,472,-2,0,0,0,416,93
20181031T07Z,463,-2,0,0,0,402,173
20181031T06Z,318,-2,0,0,0,423,293
20181031T05Z,458,-1,0,0,0,476,343
20181031T04Z,593,-3,0,0,0,597,375
20181031T03Z,598,-1,0,0,0,648,375
20181031T02Z,592,-2,0,0,0,673,325
20181031T01Z,335,-1,0,0,6,556,283
20181031T00Z,224,-2,0,0,117,568,313
20181030T23Z,218,-2,0,0,202,538,265
20181030T22Z,218,-1,0,0,202,531,261
20181030T21Z,217,-1,0,0,194,586,204
20181030T20Z,217,-1,0,0,183,531,183
20181030T19Z,217,0,0,0,193,590,132
20181030T18Z,223,-2,0,0,216,593,109
20181030T17Z,312,0,0,0,211,694,112
20181030T16Z,488,0,0,0,129,692,118
20181030T15Z,408,-1,0,0,12,712,202
20181030T14Z,240,-1,0,0,0,712,294
20181030T13Z,265,-1,0,0,0,487,317
20181030T12Z,218,-1,0,0,0,536,300
20181030T11Z,218,-1,0,0,0,454,273
20181030T10Z,215,0,0,0,0,462,256
20181030T09Z,218,-1,0,0,0,429,275
20181030T08Z,234,-1,0,0,0,422,325
20181030T07Z,223,0,0,0,0,416,319
20181030T06Z,220,-1,0,0,0,425,310
20181030T05Z,260,-1,0,0,0,503,318
20181030T04Z,389,-1,0,0,0,599,358
20181030T03Z,303,0,0,0,0,641,420
20181030T02Z,314,0,0,0,0,634,345
20181030T01Z,219,-1,0,0,7,632,467
20181030T00Z,228,-1,0,0,103,582,565
20181029T23Z,248,0,0,0,158,546,586
20181029T22Z,227,0,0,0,171,547,558
20181029T21Z,217,-1,0,0,154,548,546
20181029T20Z,217,-1,0,0,159,547,507
20181029T19Z,217,0,0,0,163,585,458
20181029T18Z,218,0,0,0,177,591,402
20181029T17Z,248,-2,0,0,201,584,319
20181029T16Z,427,0,0,0,73,664,284
20181029T15Z,352,0,0,0,7,662,297
20181029T14Z,229,-2,0,0,0,656,321
20181029T13Z,219,0,0,0,0,523,314
20181029T12Z,218,0,0,0,0,518,330
20181029T11Z,219,-1,-1,0,0,486,382
20181029T10Z,217,-1,0,0,0,481,380
20181029T09Z,216,0,0,0,0,479,478
20181029T08Z,218,0,0,0,0,477,471
20181029T07Z,218,-2,0,0,0,483,483
20181029T06Z,218,0,0,0,0,485,462
20181029T05Z,219,0,0,0,0,493,433
20181029T04Z,226,-1,0,0,0,561,345
20181029T03Z,302,0,0,0,0,661,74
20181029T02Z,359,-1,0,0,0,660,60
20181029T01Z,317,-1,0,0,4,665,51
20181029T00Z,231,0,0,0,37,656,75
20181028T23Z,218,-1,0,0,41,594,127
20181028T22Z,221,0,0,0,70,578,122
20181028T21Z,222,-1,0,0,90,490,107
20181028T20Z,230,0,0,0,92,491,62
20181028T19Z,219,0,0,0,70,542,33
20181028T18Z,218,-1,0,0,64,547,55
20181028T17Z,218,-1,0,0,61,563,109
20181028T16Z,225,0,0,0,50,613,181
20181028T15Z,220,0,0,0,12,619,241
20181028T14Z,215,-1,0,0,0,648,256
20181028T13Z,218,-1,0,0,0,501,275
20181028T12Z,227,0,0,0,0,485,272
20181028T11Z,243,0,0,0,0,462,285
20181028T10Z,216,-2,0,0,0,461,291
20181028T09Z,217,0,0,0,0,474,243
20181028T08Z,218,0,0,0,0,458,225
20181028T07Z,280,-1,0,0,0,478,178
20181028T06Z,280,-1,0,0,0,507,126
20181028T05Z,382,0,0,0,0,560,102
20181028T04Z,494,0,0,0,0,594,73
20181028T03Z,522,-2,0,0,0,650,76
20181028T02Z,593,0,0,0,0,659,86
20181028T01Z,427,0,0,0,7,680,61
20181028T00Z,246,0,0,0,68,642,96
20181027T23Z,218,-1,0,0,136,520,140
20181027T22Z,218,-1,0,0,157,483,191
20181027T21Z,218,0,0,0,171,478,231
20181027T20Z,218,0,0,0,153,478,199
20181027T19Z,218,-2,0,0,168,508,159
20181027T18Z,223,0,0,0,165,507,113
20181027T17Z,218,0,0,0,128,513,130
20181027T16Z,220,0,0,0,74,660,222
20181027T15Z,222,-2,0,0,5,670,219
20181027T14Z,226,0,0,0,0,666,173
20181027T13Z,249,0,0,0,0,523,179
20181027T12Z,242,0,0,0,0,502,186
20181027T11Z,230,-2,0,0,0,485,196
20181027T10Z,221,0,0,0,0,485,195
20181027T09Z,218,0,0,0,0,478,159
20181027T08Z,217,-2,0,0,0,478,104
20181027T07Z,216,0,0,0,0,542,72
20181027T06Z,221,0,0,0,0,598,103
20181027T05Z,220,-1,0,0,0,668,117
20181027T04Z,218,0,0,0,0,666,135
20181027T03Z,219,-1,0,0,0,672,127
20181027T02Z,300,0,0,0,0,672,155
20181027T01Z,343,-1,0,0,2,620,178
20181027T00Z,220,0,0,0,39,546,182
20181026T23Z,217,-1,-1,0,97,487,213
20181026T22Z,220,0,0,0,93,512,177
20181026T21Z,218,-1,0,0,140,510,121
20181026T20Z,218,0,0,0,167,487,68
20181026T19Z,218,0,0,0,174,513,58
20181026T18Z,217,0,0,0,185,559,59
20181026T17Z,229,-1,0,0,188,570,52
20181026T16Z,316,-1,0,0,126,554,94
20181026T15Z,426,0,0,0,12,556,114
20181026T14Z,379,0,0,0,0,554,117
20181026T13Z,252,0,0,0,0,548,127
20181026T12Z,220,-1,0,0,0,537,133
20181026T11Z,218,0,0,0,0,517,143
20181026T10Z,221,0,0,0,0,514,179
20181026T09Z,327,0,0,0,0,514,193
20181026T08Z,434,-1,0,0,0,512,169
20181026T07Z,585,0,0,0,0,540,125
20181026T06Z,590,0,0,0,0,561,108
20181026T05Z,403,0,0,0,0,539,99
20181026T04Z,493,0,0,0,0,566,66
20181026T03Z,619,-1,0,0,0,568,61
20181026T02Z,624,0,0,0,0,561,67
20181026T01Z,513,0,0,0,3,577,82
20181026T00Z,283,-1,0,0,55,546,100
20181025T23Z,224,0,0,0,82,516,142
20181025T22Z,248,0,0,0,110,515,229
20181025T21Z,217,-1,0,0,147,516,290
20181025T20Z,218,0,0,0,178,516,295
20181025T19Z,218,-3,0,0,188,546,335
20181025T18Z,217,0,0,0,153,550,353
20181025T17Z,268,0,0,0,151,549,344
20181025T16Z,469,0,0,0,108,547,375
20181025T15Z,526,-1,0,0,12,553,397
20181025T14Z,270,0,0,0,0,554,386
20181025T13Z,232,-1,0,0,0,525,363
20181025T12Z,219,0,0,0,0,528,289
20181025T11Z,219,-1,0,0,0,491,338
20181025T10Z,219,0,0,0,0,496,358
20181025T09Z,219,0,0,0,0,520,314
20181025T08Z,224,0,0,0,0,515,292
20181025T07Z,254,-1,0,0,0,518,368
20181025T06Z,252,0,0,0,0,544,360
20181025T05Z,259,0,0,0,0,585,389
20181025T04Z,385,0,0,0,0,581,419
20181025T03Z,446,-1,0,0,0,579,306
20181025T02Z,624,0,0,0,0,587,108
20181025T01Z,542,0,0,0,4,602,41
20181025T00Z,301,0,0,0,19,591,18
20181024T23Z,218,0,0,0,74,688,6
20181024T22Z,244,0,0,0,152,425,2
20181024T21Z,223,-1,0,0,160,544,7
20181024T20Z,218,0,0,0,0,0,0
20181024T19Z,219,-1,0,0,168,579,31
20181024T18Z,224,0,0,0,167,589,33
20181024T17Z,225,0,0,0,170,593,55
20181024T16Z,347,0,0,0,95,593,123
20181024T15Z,542,0,0,0,20,582,165
20181024T14Z,314,-1,0,0,0,584,198
20181024T13Z,217,-1,0,0,0,579,134
20181024T12Z,217,0,0,0,0,576,114
20181024T11Z,219,0,0,0,0,552,154
20181024T10Z,218,0,0,0,0,555,150
20181024T09Z,217,-1,0,0,0,559,134
20181024T08Z,219,0,0,0,0,566,177
20181024T07Z,218,0,0,0,0,588,157
20181024T06Z,227,0,0,0,0,562,77
20181024T05Z,254,0,0,0,0,557,81
20181024T04Z,332,-1,0,0,0,560,77
20181024T03Z,443,-1,0,0,0,630,75
20181024T02Z,557,0,0,0,0,673,66
20181024T01Z,327,0,0,0,12,679,42
20181024T00Z,246,0,0,0,118,610,42
20181023T23Z,259,0,3,0,143,594,58
20181023T22Z,306,0,4,0,132,567,104
20181023T21Z,265,0,4,0,169,577,154
20181023T20Z,222,-1,0,0,180,564,163
20181023T19Z,237,0,0,0,180,593,138
20181023T18Z,255,0,0,0,186,602,149
20181023T17Z,339,0,0,0,163,600,170
20181023T16Z,459,-1,0,0,74,599,170
20181023T15Z,513,0,0,0,6,604,176
20181023T14Z,290,-1,0,0,0,570,202
20181023T13Z,218,0,-1,0,0,559,215
20181023T12Z,219,0,0,0,0,510,216
20181023T11Z,219,0,0,0,0,485,188
20181023T10Z,220,0,0,0,0,475,209
20181023T09Z,219,0,0,0,0,469,186
20181023T08Z,219,-1,0,0,0,450,169
20181023T07Z,219,0,0,0,0,464,194
20181023T06Z,314,0,0,0,0,531,166
20181023T05Z,247,98,0,0,0,504,113
20181023T04Z,395,120,0,0,0,502,131
20181023T03Z,600,140,0,0,0,559,118
20181023T02Z,609,155,0,0,0,567,139
20181023T01Z,372,143,0,0,7,572,226
20181023T00Z,243,131,0,0,80,560,139
20181022T23Z,218,112,0,0,130,545,122
20181022T22Z,217,109,0,0,206,545,102
20181022T21Z,217,109,0,0,231,543,84
20181022T20Z,217,126,0,0,201,549,81
20181022T19Z,218,127,0,0,165,539,98
20181022T18Z,225,125,0,0,186,567,85
20181022T17Z,327,123,0,0,148,569,93
20181022T16Z,546,156,0,0,91,552,117
20181022T15Z,567,120,0,0,15,550,96
20181022T14Z,302,120,0,0,0,551,61
20181022T13Z,246,129,0,0,0,542,80
20181022T12Z,218,41,0,0,0,543,72
20181022T11Z,217,0,0,0,0,517,69
20181022T10Z,217,0,0,0,0,515,75
20181022T09Z,217,0,0,0,0,515,118
20181022T08Z,233,0,0,0,0,508,111
20181022T07Z,269,-1,0,0,0,521,99
20181022T06Z,336,-1,0,0,0,604,78
20181022T05Z,359,0,0,0,0,632,49
20181022T04Z,524,0,0,0,0,638,54
20181022T03Z,571,0,0,0,0,633,47
20181022T02Z,574,0,0,0,0,605,48
20181022T01Z,408,0,0,0,15,542,33
20181022T00Z,241,0,0,0,162,543,35
20181021T23Z,232,-1,0,0,226,552,27
20181021T22Z,218,0,0,0,207,553,37
20181021T21Z,217,0,0,0,199,523,45
20181021T20Z,218,0,0,0,201,523,34
20181021T19Z,217,-1,0,0,208,559,42
20181021T18Z,219,0,0,0,220,555,60
20181021T17Z,288,-1,0,0,231,559,73
20181021T16Z,469,0,0,0,157,551,126
20181021T15Z,509,0,0,0,22,553,147
20181021T14Z,267,0,0,0,0,552,157
20181021T13Z,231,-1,0,0,0,551,95
20181021T12Z,288,0,0,0,0,552,90
20181021T11Z,366,0,0,0,0,518,121
20181021T10Z,443,0,0,0,0,523,119
20181021T09Z,314,-1,0,0,0,518,122
20181021T08Z,233,-1,0,0,0,519,118
20181021T07Z,307,0,0,0,0,476,105
20181021T06Z,355,0,0,0,0,506,83
20181021T05Z,305,0,-1,0,0,515,101
20181021T04Z,406,0,0,0,0,525,104
20181021T03Z,526,-1,0,0,0,553,148
20181021T02Z,542,0,0,0,0,551,162
20181021T01Z,284,0,0,0,17,578,125
20181021T00Z,228,0,0,0,148,591,104
20181020T23Z,217,0,0,0,232,594,136
20181020T22Z,218,0,0,0,227,594,129
20181020T21Z,249,-2,0,0,241,596,141
20181020T20Z,222,0,0,0,173,585,114
20181020T19Z,217,0,0,0,214,572,93
20181020T18Z,217,0,0,0,228,582,89
20181020T17Z,217,0,0,0,239,572,120
20181020T16Z,284,0,0,0,170,521,140
20181020T15Z,360,-1,0,0,24,548,165
20181020T14Z,230,0,0,0,0,521,159
20181020T13Z,220,0,0,0,0,467,143
20181020T12Z,217,-1,0,0,0,444,133
20181020T11Z,217,0,0,0,0,392,117
20181020T10Z,221,0,0,0,0,377,76
20181020T09Z,287,-1,0,0,0,382,29
20181020T08Z,399,-1,0,0,0,386,13
20181020T07Z,506,0,0,0,0,412,7
20181020T06Z,489,0,0,0,0,393,6
20181020T05Z,433,0,0,0,0,437,3
20181020T04Z,496,0,0,0,0,506,3
20181020T03Z,534,-1,0,0,0,553,0
20181020T02Z,534,0,0,0,1,573,0
20181020T01Z,454,0,0,0,22,592,0
20181020T00Z,353,0,0,0,148,526,2
20181019T23Z,237,0,0,0,228,523,0
20181019T22Z,259,-1,0,0,222,523,0
20181019T21Z,337,-1,0,0,210,518,0
20181019T20Z,254,0,0,0,202,546,0
20181019T19Z,259,0,0,0,210,541,7
20181019T18Z,239,-1,0,0,226,549,20
20181019T17Z,266,3,0,0,232,556,30
20181019T16Z,356,125,0,0,166,570,53
20181019T15Z,444,163,0,0,24,633,51
20181019T14Z,360,162,0,0,0,630,40
20181019T13Z,275,155,0,0,0,619,27
20181019T12Z,245,41,0,0,0,543,25
20181019T11Z,243,0,0,0,0,486,20
20181019T10Z,295,0,0,0,0,435,27
20181019T09Z,334,-2,0,0,0,438,20
20181019T08Z,258,0,0,0,0,440,18
20181019T07Z,244,0,0,0,0,540,31
20181019T06Z,304,0,0,0,0,545,53
20181019T05Z,352,0,0,0,0,570,85
20181019T04Z,414,3,0,0,0,576,144
20181019T03Z,359,142,0,0,0,579,130
20181019T02Z,402,159,0,0,0,578,133
20181019T01Z,280,142,0,0,27,607,117
20181019T00Z,235,132,0,0,166,549,103
20181018T23Z,234,121,0,0,270,548,64
20181018T22Z,234,128,0,0,233,547,35
20181018T21Z,234,130,0,0,213,564,14
20181018T20Z,235,114,0,0,209,568,1
20181018T19Z,234,128,0,0,215,572,0
20181018T18Z,234,139,-1,0,229,580,0
20181018T17Z,240,134,0,0,244,584,4
20181018T16Z,290,129,0,0,176,579,24
20181018T15Z,424,155,0,0,29,629,32
20181018T14Z,356,162,0,0,0,665,26
20181018T13Z,247,150,0,0,0,608,24
20181018T12Z,274,20,0,0,0,608,13
20181018T11Z,248,0,0,0,0,503,7
20181018T10Z,247,0,0,0,0,509,3
20181018T09Z,234,-1,0,0,0,518,8
20181018T08Z,234,0,0,0,0,520,23
20181018T07Z,266,0,0,0,0,483,30
20181018T06Z,343,-1,0,0,0,481,41
20181018T05Z,332,-1,0,0,0,521,51
20181018T04Z,361,0,0,0,0,576,69
20181018T03Z,464,0,0,0,0,638,81
20181018T02Z,474,0,0,0,2,589,71
20181018T01Z,492,0,0,0,36,581,39
20181018T00Z,348,-1,0,0,169,586,2
20181017T23Z,326,-1,0,0,240,581,2
20181017T22Z,377,0,0,0,212,570,4
20181017T21Z,402,0,0,0,212,559,5
20181017T20Z,468,0,0,0,209,575,6
20181017T19Z,399,0,0,0,217,556,4
20181017T18Z,415,-1,0,0,231,563,0
20181017T17Z,430,8,0,0,241,601,1
20181017T16Z,581,150,0,0,179,574,12
20181017T15Z,529,160,0,0,32,567,24
20181017T14Z,489,171,0,0,0,534,15
20181017T13Z,342,167,0,0,0,472,5
20181017T12Z,296,31,0,0,0,434,6
20181017T11Z,275,-1,0,0,0,407,3
20181017T10Z,280,0,0,0,0,412,3
20181017T09Z,313,-1,0,0,0,408,0
20181017T08Z,323,0,0,0,0,410,0
20181017T07Z,289,0,0,0,0,411,7
20181017T06Z,393,-1,0,0,0,432,18
20181017T05Z,479,133,0,0,0,438,24
20181017T04Z,565,159,0,0,0,587,25
20181017T03Z,657,164,0,0,0,592,16
20181017T02Z,615,162,0,0,0,634,11
20181017T01Z,384,160,0,0,22,603,3
20181017T00Z,302,152,0,0,176,605,6
20181016T23Z,276,127,0,0,245,607,12
20181016T22Z,340,152,0,0,241,606,13
20181016T21Z,347,159,0,0,225,612,14
20181016T20Z,315,150,0,0,216,598,27
20181016T19Z,370,154,0,0,228,600,29
20181016T18Z,444,151,0,0,245,599,37
20181016T17Z,594,154,0,0,258,607,42
20181016T16Z,645,164,0,0,194,611,72
20181016T15Z,690,171,0,0,38,655,93
20181016T14Z,567,171,0,0,0,705,112
20181016T13Z,401,166,0,0,0,537,115
20181016T12Z,343,21,-1,0,0,505,114
20181016T11Z,317,0,0,0,0,478,118
20181016T10Z,282,-1,0,0,0,477,129
20181016T09Z,288,0,0,0,0,450,107
20181016T08Z,389,0,0,0,0,484,83
20181016T07Z,387,-1,0,0,0,475,78
20181016T06Z,550,0,0,0,0,477,67
20181016T05Z,567,0,0,0,0,471,30
20181016T04Z,491,0,0,0,0,476,40
20181016T03Z,607,-1,0,0,0,536,39
20181016T02Z,528,0,0,0,0,588,48
20181016T01Z,351,-1,0,0,34,598,38
20181016T00Z,277,0,0,0,186,598,46
20181015T23Z,275,0,0,0,254,600,37
20181015T22Z,276,0,0,0,246,602,20
20181015T21Z,276,0,0,0,231,598,14
20181015T20Z,280,0,0,0,216,567,11
20181015T19Z,275,-1,0,0,223,622,3
20181015T18Z,274,0,0,0,250,616,1
20181015T17Z,280,0,0,0,262,633,6
20181015T16Z,361,-1,0,0,205,595,13
20181015T15Z,493,-1,0,0,40,610,25
20181015T14Z,442,0,0,0,0,607,20
20181015T13Z,391,-1,0,0,0,616,12
20181015T12Z,300,0,0,0,0,520,9
20181015T11Z,277,-1,0,0,0,501,21
20181015T10Z,277,0,0,0,0,489,23
20181015T09Z,277,-1,0,0,0,484,30
20181015T08Z,277,0,0,0,0,513,36
20181015T07Z,277,0,0,0,0,519,43
20181015T06Z,277,-2,0,0,0,520,51
20181015T05Z,277,0,0,0,0,495,47
20181015T04Z,281,0,0,0,0,488,70
20181015T03Z,331,0,0,0,0,532,82
20181015T02Z,323,-1,0,0,0,597,80
20181015T01Z,278,0,0,0,40,703,75
20181015T00Z,280,0,0,0,198,705,56
20181014T23Z,275,0,0,0,263,565,50
20181014T22Z,276,0,0,0,256,594,44
20181014T21Z,275,0,0,0,237,592,46
20181014T20Z,237,-1,0,0,230,587,60
20181014T19Z,214,-1,0,0,240,627,77
20181014T18Z,272,0,0,0,259,644,62
20181014T17Z,285,0,0,0,272,682,42
20181014T16Z,296,-1,0,0,213,680,45
20181014T15Z,343,0,0,0,40,671,99
20181014T14Z,242,0,0,0,0,670,115
20181014T13Z,235,-1,0,0,0,570,101
20181014T12Z,241,0,0,0,0,493,106
20181014T11Z,236,-1,0,0,0,467,137
20181014T10Z,230,-1,0,0,0,493,160
20181014T09Z,224,-1,-1,0,0,493,195
20181014T08Z,226,0,0,0,0,493,270
20181014T07Z,226,0,0,0,0,490,398
20181014T06Z,230,-1,0,0,0,485,536
20181014T05Z,229,0,0,0,0,486,603
20181014T04Z,229,0,0,0,0,491,546
20181014T03Z,230,0,0,0,0,485,580
20181014T02Z,230,0,0,0,0,684,631
20181014T01Z,224,-1,0,0,44,697,679
20181014T00Z,219,-1,0,0,174,630,700
20181013T23Z,189,0,0,0,233,629,691
20181013T22Z,159,0,0,0,232,593,674
20181013T21Z,149,0,0,0,227,574,628
20181013T20Z,150,0,0,0,222,567,612
20181013T19Z,151,-1,0,0,224,603,655
20181013T18Z,150,0,0,0,252,596,668
20181013T17Z,150,0,0,0,270,595,674
20181013T16Z,222,0,0,0,208,601,642
20181013T15Z,241,0,0,0,42,586,548
20181013T14Z,202,-1,0,0,0,552,425
20181013T13Z,200,0,0,0,0,548,256
20181013T12Z,199,-1,0,0,0,485,223
20181013T11Z,199,-1,0,0,0,460,200
20181013T10Z,204,0,0,0,0,464,204
20181013T09Z,254,0,0,0,0,466,185
20181013T08Z,232,-1,0,0,0,466,113
20181013T07Z,199,0,0,0,0,498,105
20181013T06Z,262,0,0,0,0,498,101
20181013T05Z,202,0,0,0,0,497,73
20181013T04Z,199,0,0,0,0,491,63
20181013T03Z,213,-1,0,0,0,534,35
20181013T02Z,272,-1,0,0,0,515,38
20181013T01Z,273,0,0,0,38,636,42
20181013T00Z,273,0,0,0,180,644,40
20181012T23Z,238,0,0,0,235,652,44
20181012T22Z,217,0,0,0,224,619,39
20181012T21Z,213,-1,0,0,215,645,22
20181012T20Z,196,0,0,0,238,640,15
20181012T19Z,198,101,0,0,185,641,10
20181012T18Z,199,118,0,0,251,647,2
20181012T17Z,199,129,0,0,238,691,7
20181012T16Z,270,150,0,0,194,685,28
20181012T15Z,214,153,0,0,44,687,32
20181012T14Z,199,122,0,0,0,665,24
20181012T13Z,199,123,0,0,0,567,25
20181012T12Z,199,23,0,0,0,516,13
20181012T11Z,208,0,0,0,0,521,20
20181012T10Z,208,0,0,0,0,490,29
20181012T09Z,202,-1,0,0,0,492,40
20181012T08Z,220,0,0,0,0,517,53
20181012T07Z,198,0,0,0,0,513,101
20181012T06Z,195,-2,0,0,0,517,160
20181012T05Z,181,29,0,0,0,515,169
20181012T04Z,161,157,-1,0,0,518,150
20181012T03Z,156,154,0,0,0,514,177
20181012T02Z,156,151,0,0,0,619,195
20181012T01Z,151,152,0,0,41,621,151
20181012T00Z,145,127,0,0,183,617,161
20181011T23Z,142,120,0,0,244,559,129
20181011T22Z,140,122,0,0,237,587,88
20181011T21Z,141,22,0,0,216,561,41
20181011T20Z,142,0,0,0,205,609,26
20181011T19Z,141,-1,0,0,215,459,17
20181011T18Z,142,-1,0,0,221,436,35
20181011T17Z,164,0,0,0,224,514,54
20181011T16Z,270,0,0,0,174,667,85
20181011T15Z,332,-1,0,0,38,671,99
20181011T14Z,210,0,0,0,0,722,91
20181011T13Z,215,0,0,0,0,651,83
20181011T12Z,196,-1,0,0,0,514,73
20181011T11Z,218,0,0,0,0,506,57
20181011T10Z,218,-1,0,0,0,511,68
20181011T09Z,234,-1,0,0,0,527,81
20181011T08Z,143,0,0,0,0,536,86
20181011T07Z,141,0,0,0,0,568,94
20181011T06Z,194,-1,0,0,0,571,90
20181011T05Z,272,0,0,0,0,596,87
