,coal,natural gas,petroleum,other,solar,hydro
20181014T14-04,1597,481,0,77,2,91
20181014T13-04,1453,486,0,75,2,90
20181014T12-04,1292,488,0,77,3,92
20181014T11-04,1201,492,0,77,3,91
20181014T10-04,1160,494,0,76,1,90
20181014T09-04,1033,496,0,76,0,93
20181014T08-04,903,495,0,79,0,92
20181014T07-04,890,496,0,77,0,80
20181014T06-04,891,495,0,79,0,7
20181014T05-04,887,495,0,77,0,11
20181014T04-04,910,496,0,75,0,6
20181014T03-04,940,493,0,78,0,8
20181014T02-04,947,494,0,77,0,8
20181014T01-04,1040,492,0,78,0,10
20181014T00-04,1037,490,0,77,0,92
20181013T23-04,1196,490,0,77,0,93
20181013T22-04,1283,488,0,76,0,120
20181013T21-04,1342,485,0,77,0,161
20181013T20-04,1418,481,0,74,0,162
20181013T19-04,1435,474,0,76,0,161
20181013T18-04,1514,472,-1,74,2,160
20181013T17-04,1648,469,0,71,3,161
20181013T16-04,1625,471,0,74,2,161
20181013T15-04,1485,474,0,73,4,160
20181013T14-04,1440,474,0,75,3,122
20181013T13-04,1395,477,0,73,3,94
20181013T12-04,1278,479,0,74,3,90
20181013T11-04,1242,482,0,73,3,92
20181013T10-04,1173,483,0,77,2,94
20181013T09-04,1090,488,0,76,0,96
20181013T08-04,1015,486,0,76,0,96
20181013T07-04,864,490,0,76,0,93
20181013T06-04,810,490,0,77,0,13
20181013T05-04,778,490,0,74,0,14
20181013T04-04,839,492,0,71,0,10
20181013T03-04,881,492,0,72,0,12
20181013T02-04,941,491,0,74,0,12
20181013T01-04,1029,490,-1,72,0,12
20181013T00-04,1068,489,0,74,0,92
20181012T23-04,1333,487,0,73,0,94
20181012T22-04,1377,486,0,71,0,126
20181012T21-04,1384,482,0,70,0,164
20181012T20-04,1375,478,0,72,0,163
20181012T19-04,1409,473,0,72,0,161
20181012T18-04,1523,469,0,69,1,163
20181012T17-04,1578,468,0,71,3,165
20181012T16-04,1554,471,0,72,2,160
20181012T15-04,1414,472,0,68,4,163
20181012T14-04,1351,475,0,67,3,164
20181012T13-04,1403,479,0,70,3,164
20181012T12-04,1368,482,0,71,3,164
20181012T11-04,1244,487,0,72,3,165
20181012T10-04,1189,485,0,70,1,102
20181012T09-04,1156,489,0,72,1,94
20181012T08-04,1101,488,0,68,1,94
20181012T07-04,1098,488,0,68,0,93
20181012T06-04,965,487,0,73,0,95
20181012T05-04,917,485,0,74,0,96
20181012T04-04,936,485,0,71,0,92
20181012T03-04,1003,484,0,74,0,93
20181012T02-04,1182,484,0,72,0,94
20181012T01-04,1306,479,0,74,0,94
20181012T00-04,1487,479,0,74,0,93
20181011T23-04,1727,474,0,72,0,94
20181011T22-04,1941,494,-1,71,0,133
20181011T21-04,2081,517,0,72,0,164
20181011T20-04,1986,519,0,69,0,161
20181011T19-04,1930,526,0,70,0,161
20181011T18-04,1928,523,0,69,1,161
20181011T17-04,1966,503,0,71,1,163
20181011T16-04,1972,498,0,68,0,161
20181011T15-04,1959,497,0,65,1,160
20181011T14-04,1900,500,0,65,3,160
20181011T13-04,1916,487,0,68,1,161
20181011T12-04,1767,451,0,68,1,162
20181011T11-04,1807,457,0,67,1,155
20181011T10-04,1803,460,0,66,0,92
20181011T09-04,1725,459,0,63,0,88
20181011T08-04,1720,459,0,64,0,85
20181011T07-04,1573,456,0,68,0,85
20181011T06-04,1482,457,0,70,0,85
20181011T05-04,1385,458,0,67,0,85
20181011T04-04,1478,458,0,69,0,86
20181011T03-04,1458,456,0,69,0,85
20181011T02-04,1472,458,0,66,0,87
20181011T01-04,1564,457,0,71,0,110
20181011T00-04,1682,460,0,72,0,125
20181010T23-04,1893,445,0,71,0,153
20181010T22-04,2106,460,-1,72,0,154
20181010T21-04,2106,461,0,75,0,154
20181010T20-04,2112,459,0,74,0,169
20181010T19-04,2045,458,0,72,0,177
20181010T18-04,2020,449,0,74,0,153
20181010T17-04,2088,447,0,75,1,151
20181010T16-04,2092,452,0,75,2,154
20181010T15-04,2011,452,0,73,1,148
20181010T14-04,1955,456,0,75,2,147
20181010T13-04,1887,460,0,75,2,116
20181010T12-04,1893,464,0,74,1,112
20181010T11-04,1758,467,0,74,1,112
20181010T10-04,1651,468,0,75,1,111
20181010T09-04,1640,468,0,75,0,94
20181010T08-04,1731,469,0,75,0,30
20181010T07-04,1722,470,0,76,0,31
20181010T06-04,1701,324,0,77,0,30
20181010T05-04,1697,280,-1,77,0,29
20181010T04-04,1690,278,0,73,0,31
20181010T03-04,1691,279,0,75,0,30
20181010T02-04,1740,280,0,73,0,30
20181010T01-04,1855,278,0,76,0,31
20181010T00-04,2168,654,0,74,0,107
20181009T23-04,2001,666,0,76,0,149
20181009T22-04,2146,593,0,76,1,146
20181009T21-04,2112,593,0,74,0,145
20181009T20-04,2001,626,0,78,2,149
20181009T19-04,1861,687,0,76,1,153
20181009T18-04,1798,688,0,79,1,183
20181009T17-04,1975,578,0,79,2,117
20181009T16-04,2145,471,0,80,2,82
20181009T15-04,1960,472,0,77,2,83
20181009T14-04,1895,475,0,77,0,74
20181009T13-04,1807,475,0,79,0,3
20181009T12-04,1722,476,0,80,0,4
20181009T11-04,1544,475,0,78,0,2
20181009T10-04,1385,476,0,79,0,4
20181009T09-04,1299,477,0,79,0,3
20181009T08-04,1301,476,0,76,0,2
20181009T07-04,1307,474,0,80,0,4
20181009T06-04,1440,475,0,77,0,2
20181009T05-04,1459,472,0,78,0,4
20181009T04-04,1785,473,0,78,0,3
20181009T03-04,1932,588,0,76,0,3
20181009T02-04,2221,549,0,79,0,4
20181009T01-04,2222,646,0,79,0,9
20181009T00-04,2151,620,0,76,0,88
20181008T23-04,2161,631,-1,78,0,144
20181008T22-04,2267,606,0,79,0,145
20181008T21-04,2295,605,0,74,4,147
20181008T20-04,2294,628,0,74,1,144
20181008T19-04,2296,644,0,75,2,147
20181008T18-04,2297,603,0,69,2,142
20181008T17-04,2307,546,-1,73,2,59
20181008T16-04,2291,463,0,75,2,2
20181008T15-04,2084,464,0,77,2,2
20181008T14-04,1824,466,0,75,1,16
20181008T13-04,1696,469,0,77,0,1
20181008T12-04,1684,470,0,75,0,1
20181008T11-04,1597,470,0,76,0,2
20181008T10-04,1412,470,0,78,0,0
20181008T09-04,1246,472,0,78,0,1
20181008T08-04,1228,470,0,76,0,2
20181008T07-04,1345,467,0,77,0,1
20181008T06-04,1351,469,0,76,0,1
20181008T05-04,1525,468,0,77,0,2
20181008T04-04,1671,466,0,77,0,1
20181008T03-04,1925,462,0,75,0,1
20181008T02-04,2133,463,0,76,0,1
20181008T01-04,2285,461,0,73,0,58
20181008T00-04,1671,466,0,77,0,1
20181007T23-04,1925,462,0,75,0,1
20181007T22-04,2133,463,0,76,0,1
20181007T21-04,2285,461,0,73,0,58
20181007T20-04,2207,454,0,76,0,73
20181007T19-04,2284,453,0,75,0,143
20181007T18-04,2288,449,0,79,0,147
20181007T17-04,2293,450,0,76,2,148
20181007T16-04,2278,450,0,76,2,146
20181007T15-04,2193,451,0,77,3,149
20181007T14-04,2178,454,0,78,2,146
20181007T13-04,2128,457,0,80,2,131
20181007T12-04,1938,458,0,77,2,1
20181007T11-04,1876,463,0,78,1,2
20181007T10-04,1690,471,0,77,2,1
20181007T09-04,1408,475,0,76,1,0
20181007T08-04,1197,475,0,78,0,2
20181007T07-04,1135,472,0,75,0,1
20181007T06-04,1036,470,0,71,0,1
20181007T05-04,1034,472,0,74,0,2
20181007T04-04,1127,471,0,77,0,1
20181007T03-04,1273,470,0,73,0,1
20181007T02-04,1392,465,0,72,0,1
20181007T01-04,1509,467,0,72,0,1
20181007T00-04,1638,466,0,72,0,1
20181006T23-04,1913,460,0,75,0,2
20181006T22-04,2072,569,0,74,0,1
20181006T21-04,2093,671,0,73,0,1
20181006T20-04,2136,651,-1,73,0,69
20181006T19-04,2209,609,0,74,0,72
20181006T18-04,2294,595,0,74,0,73
20181006T17-04,2299,631,-1,76,2,74
20181006T16-04,2299,615,0,76,2,73
20181006T15-04,2304,628,0,74,3,73
20181006T14-04,2314,617,0,75,3,74
20181006T13-04,2287,508,0,76,1,70
20181006T12-04,2115,456,0,76,2,1
20181006T11-04,1841,462,0,73,1,2
20181006T10-04,1710,468,0,75,0,1
20181006T09-04,1553,474,0,75,0,2
20181006T08-04,1286,478,0,74,0,1
20181006T07-04,1226,476,0,77,0,0
20181006T06-04,1203,477,0,76,0,2
20181006T05-04,1206,475,0,73,0,1
20181006T04-04,1300,474,0,75,0,1
20181006T03-04,1409,473,0,74,0,2
20181006T02-04,1487,468,0,74,0,1
20181006T01-04,1773,471,0,73,0,1
20181006T00-04,1913,467,0,75,0,2
20181005T23-04,2070,464,0,76,0,0
20181005T22-04,2264,462,0,78,0,1
20181005T21-04,2302,524,0,76,0,40
20181005T20-04,2300,577,0,75,0,72
20181005T19-04,2311,603,0,75,0,72
20181005T18-04,2328,684,0,75,2,74
20181005T17-04,2333,708,0,73,2,73
20181005T16-04,2339,720,0,73,2,72
20181005T15-04,2424,694,0,72,3,74
20181005T14-04,2440,704,0,70,2,73
20181005T13-04,2369,629,0,72,4,57
20181005T12-04,2101,476,0,73,3,2
20181005T11-04,1771,478,0,70,1,0
20181005T10-04,1607,478,0,75,2,1
20181005T09-04,1503,478,0,79,0,0
20181005T08-04,1471,480,0,75,0,1
20181005T07-04,1364,477,0,77,0,2
20181005T06-04,1179,477,0,75,0,1
20181005T05-04,1137,479,0,74,0,1
20181005T04-04,1131,473,0,73,0,2
20181005T03-04,1123,476,0,73,0,1
20181005T02-04,1213,473,0,76,0,1
20181005T01-04,1398,578,-1,76,0,1
20181005T00-04,1594,613,0,76,0,1
20181004T23-04,1759,793,0,79,0,1
20181004T22-04,1804,813,0,78,0,2
20181004T21-04,1802,831,0,81,0,32
20181004T20-04,1754,808,0,79,0,71
20181004T19-04,1790,778,0,77,0,74
20181004T18-04,1758,803,0,80,1,70
20181004T17-04,1723,792,0,77,1,73
20181004T16-04,1758,743,0,78,4,74
20181004T15-04,1688,757,0,80,2,73
20181004T14-04,1657,790,0,76,3,73
20181004T13-04,1641,802,-1,75,3,36
20181004T12-04,1628,793,0,75,2,1
20181004T11-04,1544,837,0,78,3,0
20181004T10-04,1361,817,0,79,1,2
20181004T09-04,1282,732,0,79,0,1
20181004T08-04,1265,734,0,78,0,1
20181004T07-04,1372,522,0,78,0,2
20181004T06-04,1233,479,0,76,0,1
20181004T05-04,1236,480,0,78,0,1
20181004T04-04,1252,479,0,77,0,2
20181004T03-04,1244,474,0,79,0,0
20181004T02-04,1252,477,0,79,0,2
20181004T01-04,1270,551,0,80,0,1
20181004T00-04,1342,612,0,76,0,1
20181003T23-04,1628,666,0,80,0,2
20181003T22-04,1863,773,0,77,0,23
20181003T21-04,1969,817,0,78,0,71
20181003T20-04,1970,816,0,77,0,132
20181003T19-04,1972,803,0,75,0,154
20181003T18-04,1977,802,0,78,2,155
20181003T17-04,1934,800,0,76,1,156
20181003T16-04,1882,802,0,77,2,156
20181003T15-04,1942,787,0,75,3,156
20181003T14-04,2013,748,0,77,2,75
20181003T13-04,1978,650,0,79,3,0
20181003T12-04,1856,604,0,77,2,2
20181003T11-04,1571,619,0,80,3,1
20181003T10-04,1337,631,0,77,1,1
20181003T09-04,1180,625,0,77,0,2
20181003T08-04,1191,575,0,78,0,1
20181003T07-04,1041,641,-1,79,0,1
20181003T06-04,806,638,0,77,0,1
20181003T05-04,798,638,0,77,0,1
20181003T04-04,793,636,0,76,0,1
20181003T03-04,845,637,0,80,0,2
20181003T02-04,900,637,0,77,0,1
20181003T01-04,1005,637,0,76,0,1
20181003T00-04,1158,634,0,78,0,2
20181002T23-04,1283,676,0,75,0,1
20181002T22-04,1484,785,0,76,0,0
20181002T21-04,1596,836,0,79,0,60
20181002T20-04,1597,822,0,77,0,71
20181002T19-04,1600,822,0,80,0,72
20181002T18-04,1632,816,0,79,2,71
20181002T17-04,1693,806,0,78,1,72
20181002T16-04,1690,812,0,82,3,73
20181002T15-04,1700,787,0,80,2,72
20181002T14-04,1703,768,0,79,2,42
20181002T13-04,1746,724,0,79,2,2
20181002T12-04,1620,630,0,76,2,1
20181002T11-04,1363,625,0,76,2,1
20181002T10-04,1233,631,-1,74,2,2
20181002T09-04,1079,638,0,81,0,1
20181002T08-04,1070,633,0,79,0,0
20181002T07-04,1028,638,0,80,0,2
20181002T06-04,799,636,0,78,0,1
20181002T05-04,749,636,0,83,0,1
20181002T04-04,740,636,0,78,0,2
20181002T03-04,751,635,0,81,0,1
20181002T02-04,909,633,0,79,0,1
20181002T01-04,1004,653,0,83,0,2
20181002T00-04,1072,778,0,78,0,0
20181001T23-04,1344,762,0,82,0,1
20181001T22-04,1623,758,0,76,0,67
20181001T21-04,1693,772,0,79,0,71
20181001T20-04,1630,769,0,84,0,71
20181001T19-04,1719,748,0,82,0,71
20181001T18-04,1744,747,0,80,1,72
20181001T17-04,1749,749,0,81,1,72
20181001T16-04,1750,749,0,82,2,71
20181001T15-04,1747,756,0,83,2,73
20181001T14-04,1746,764,0,80,3,39
20181001T13-04,1734,770,-1,77,2,2
20181001T12-04,1703,720,0,75,2,1
20181001T11-04,1556,611,0,76,2,2
20181001T10-04,1309,618,0,77,2,1
20181001T09-04,1115,624,0,74,0,1
20181001T08-04,1041,622,0,79,0,1
20181001T07-04,1012,634,0,79,0,1
20181001T06-04,823,622,0,76,0,1
20181001T05-04,795,613,0,76,0,2
20181001T04-04,792,619,0,76,0,1
20181001T03-04,855,594,0,77,0,1
20181001T02-04,924,613,0,76,0,2
20181001T01-04,1077,630,0,74,0,0
20181001T00-04,1092,630,0,75,0,1
20180930T23-04,1211,620,0,76,0,7
20180930T22-04,1340,701,0,76,0,72
20180930T21-04,1465,772,0,76,0,71
20180930T20-04,1536,773,0,75,0,72
20180930T19-04,1657,760,0,75,0,71
20180930T18-04,1674,804,0,75,1,69
20180930T17-04,1695,802,0,77,1,72
20180930T16-04,1758,798,0,75,1,14
20180930T15-04,1761,758,0,76,3,1
20180930T14-04,1717,631,0,75,2,2
20180930T13-04,1622,623,0,74,3,1
20180930T12-04,1541,627,0,76,3,2
20180930T11-04,1347,631,0,74,2,0
20180930T10-04,1173,632,0,75,1,1
20180930T09-04,945,635,0,73,0,2
20180930T08-04,874,636,0,72,0,1
20180930T07-04,863,638,0,75,0,1
20180930T06-04,857,636,-1,74,0,2
20180930T05-04,857,636,0,73,0,1
20180930T04-04,847,637,0,78,0,0
20180930T03-04,897,634,0,74,0,2
20180930T02-04,931,635,0,75,0,1
20180930T01-04,1017,634,0,73,0,1
20180930T00-04,1071,633,0,72,0,2
20180929T23-04,1184,633,0,76,0,1
20180929T22-04,1255,651,0,75,0,52
20180929T21-04,1248,782,0,77,0,73
20180929T20-04,1254,756,0,73,0,73
20180929T19-04,1337,730,-1,77,0,71
20180929T18-04,1394,755,0,81,1,74
20180929T17-04,1405,753,0,78,0,71
20180929T16-04,1539,756,0,79,1,125
20180929T15-04,1649,759,0,79,0,124
20180929T14-04,1618,764,0,80,0,124
20180929T13-04,1617,766,0,76,2,114
20180929T12-04,1577,722,0,78,1,23
20180929T11-04,1417,622,0,76,1,1
20180929T10-04,1197,630,0,75,1,2
20180929T09-04,1006,640,0,77,0,1
20180929T08-04,971,638,0,79,0,0
20180929T07-04,965,639,0,75,0,2
20180929T06-04,936,634,0,79,0,1
20180929T05-04,916,631,0,77,0,1
20180929T04-04,920,632,0,77,0,2
20180929T03-04,938,632,0,76,0,1
20180929T02-04,1037,630,0,76,0,1
20180929T01-04,989,632,0,80,0,1
20180929T00-04,1090,628,0,76,0,1
20180928T23-04,1282,626,0,77,0,1
20180928T22-04,1448,683,0,75,0,2
20180928T21-04,1477,770,0,77,0,72
20180928T20-04,1472,764,0,75,0,73
20180928T19-04,1518,762,0,76,0,74
20180928T18-04,1620,753,0,78,2,72
20180928T17-04,1615,729,0,80,0,71
20180928T16-04,1620,727,0,76,3,74
20180928T15-04,1654,696,0,78,2,73
20180928T14-04,1717,753,0,78,2,27
20180928T13-04,1672,638,0,75,4,2
20180928T12-04,1597,612,0,75,3,0
20180928T11-04,1385,609,0,74,1,1
20180928T10-04,1208,612,0,74,2,2
20180928T09-04,1082,627,0,70,0,1
20180928T08-04,919,631,0,75,0,2
20180928T07-04,800,628,0,75,0,1
20180928T06-04,800,629,0,76,0,1
20180928T05-04,795,631,0,74,0,6
20180928T04-04,796,629,0,73,0,0
20180928T03-04,820,625,-1,72,0,3
20180928T02-04,898,628,0,73,0,4
20180928T01-04,1123,614,0,73,0,3
20180928T00-04,1388,485,-1,73,0,3
20180927T23-04,1767,457,0,75,0,4
20180927T22-04,1935,375,0,73,0,3
20180927T21-04,1940,341,0,76,0,22
20180927T20-04,1934,329,0,72,0,76
20180927T19-04,2001,298,0,72,0,75
20180927T18-04,2032,288,0,72,2,73
20180927T17-04,2024,290,0,77,1,75
20180927T16-04,1981,289,0,78,2,74
20180927T15-04,2004,293,0,81,2,74
20180927T14-04,2009,294,0,81,2,74
20180927T13-04,1904,299,0,81,3,48
20180927T12-04,1874,303,0,82,3,3
20180927T11-04,1730,305,0,83,2,4
20180927T10-04,1476,310,0,83,1,3
20180927T09-04,1323,309,0,82,0,3
20180927T08-04,1308,310,0,82,0,4
20180927T07-04,1222,311,0,81,0,3
20180927T06-04,1064,309,0,83,0,2
20180927T05-04,1047,310,0,81,0,5
20180927T04-04,1054,311,0,83,0,1
20180927T03-04,1050,310,0,82,0,3
20180927T02-04,1167,310,0,80,0,4
20180927T01-04,1277,311,0,81,0,3
20180927T00-04,1405,310,0,85,0,58
20180926T23-04,1692,311,0,80,0,58
20180926T22-04,1896,308,0,84,0,122
20180926T21-04,1898,306,0,81,0,130
20180926T20-04,1856,306,0,82,0,131
20180926T19-04,1943,290,0,81,1,130
20180926T18-04,1915,269,0,79,1,130
20180926T17-04,1927,257,0,79,2,128
20180926T16-04,1964,241,0,78,2,125
20180926T15-04,1983,225,0,80,3,121
20180926T14-04,2026,240,0,81,2,52
20180926T13-04,2033,212,0,76,4,30
20180926T12-04,2011,163,0,79,3,3
20180926T11-04,1865,-3,0,83,1,4
20180926T10-04,1716,-3,0,78,2,3
20180926T09-04,1690,-3,0,80,1,3
20180926T08-04,1698,-4,0,79,0,3
20180926T07-04,1342,-2,-1,80,0,3
20180926T06-04,951,158,0,78,0,3
20180926T05-04,834,306,0,81,0,5
20180926T04-04,836,230,0,82,0,1
20180926T03-04,907,187,0,80,0,3
20180926T02-04,928,181,0,78,0,4
20180926T01-04,1064,281,-1,80,0,2
20180926T00-04,1290,218,0,78,0,3
20180925T23-04,1600,272,0,80,0,4
20180925T22-04,1773,307,0,78,0,3
20180925T21-04,1789,304,0,78,0,69
20180925T20-04,1790,300,0,76,0,75
20180925T19-04,1862,279,0,78,0,76
20180925T18-04,1884,296,0,80,0,73
20180925T17-04,1825,297,0,77,1,75
20180925T16-04,1783,299,0,78,3,74
20180925T15-04,1786,301,0,74,2,74
20180925T14-04,1803,305,0,72,3,67
20180925T13-04,1719,306,0,65,3,4
20180925T12-04,1573,308,0,58,2,2
20180925T11-04,1479,308,0,61,1,3
20180925T10-04,1265,309,0,78,0,4
20180925T09-04,1202,305,0,77,1,3
20180925T08-04,1197,296,0,78,0,3
20180925T07-04,998,308,0,78,0,4
20180925T06-04,946,299,0,76,0,3
20180925T05-04,900,307,0,74,0,5
20180925T04-04,931,295,0,80,0,0
20180925T03-04,964,288,0,78,0,4
20180925T02-04,1021,285,0,75,0,3
20180925T01-04,1184,279,0,76,0,2
20180925T00-04,1257,302,0,78,0,20
20180924T23-04,1417,291,0,76,0,53
20180924T22-04,1668,288,0,78,0,53
20180924T21-04,1681,298,0,76,0,112
20180924T20-04,1680,290,0,78,0,126
20180924T19-04,1714,293,0,78,0,126
20180924T18-04,1741,289,0,76,1,128
20180924T17-04,1683,298,0,70,1,126
20180924T16-04,1686,299,0,73,2,127
20180924T15-04,1696,297,-1,73,2,125
20180924T14-04,1753,304,0,74,3,113
20180924T13-04,1704,291,0,77,1,53
20180924T12-04,1694,284,0,76,2,53
20180924T11-04,1592,267,0,76,2,4
20180924T10-04,1385,309,0,74,1,3
20180924T09-04,1303,267,0,73,2,3
20180924T08-04,1448,267,0,74,0,3
20180924T07-04,1188,279,0,71,0,3
20180924T06-04,946,295,0,70,0,3
20180924T05-04,832,297,0,73,0,6
20180924T04-04,884,280,0,71,0,1
20180924T03-04,934,281,0,70,0,3
20180924T02-04,959,282,0,72,0,4
20180924T01-04,1180,280,0,72,0,3
20180924T00-04,1325,275,0,70,0,2
20180923T23-04,1469,269,-1,70,0,2
20180923T22-04,1662,275,0,74,0,14
20180923T21-04,1786,282,0,73,0,75
20180923T20-04,1748,291,0,72,0,75
20180923T19-04,1771,272,0,72,0,76
20180923T18-04,1823,263,0,71,0,77
20180923T17-04,1794,271,0,74,1,72
20180923T16-04,1873,246,0,73,1,76
20180923T15-04,1898,248,0,69,1,77
20180923T14-04,1954,259,0,71,1,26
20180923T13-04,1879,259,0,72,4,4
20180923T12-04,1797,259,0,74,2,3
20180923T11-04,1532,149,0,74,1,2
20180923T10-04,1244,142,0,70,2,3
20180923T09-04,1170,122,0,74,1,3
20180923T08-04,1196,123,0,73,0,3
20180923T07-04,1109,132,0,72,0,3
20180923T06-04,972,144,0,75,0,4
20180923T05-04,971,141,0,70,0,5
20180923T04-04,1012,137,0,72,0,1
20180923T03-04,1065,137,0,71,0,4
20180923T02-04,1175,132,0,72,0,2
20180923T01-04,1382,126,0,73,0,3
20180923T00-04,1475,133,0,70,0,4
20180922T23-04,1531,106,0,73,0,2
20180922T22-04,1730,175,0,71,0,3
20180922T21-04,1756,257,-1,72,0,4
20180922T20-04,1748,424,0,71,0,3
20180922T19-04,1917,576,0,76,0,69
20180922T18-04,1945,590,0,70,1,76
20180922T17-04,1946,589,0,74,2,75
20180922T16-04,1947,588,0,70,3,75
20180922T15-04,1941,588,0,71,2,75
20180922T14-04,1795,595,0,77,3,74
20180922T13-04,1653,546,0,72,2,75
20180922T12-04,1506,452,0,74,3,22
20180922T11-04,1166,459,0,73,2,4
20180922T10-04,956,468,0,76,2,3
20180922T09-04,877,474,0,68,1,3
20180922T08-04,885,475,0,71,0,4
20180922T07-04,873,476,0,71,0,3
20180922T06-04,879,475,0,69,0,3
20180922T05-04,874,477,0,69,0,5
20180922T04-04,877,472,0,67,0,1
20180922T03-04,945,474,0,68,0,3
20180922T02-04,1042,473,0,68,0,4
20180922T01-04,1162,472,0,67,0,3
20180922T00-04,1367,468,0,68,0,2
20180921T23-04,1595,613,-1,66,0,4
20180921T22-04,1777,739,0,68,0,2
20180921T21-04,1947,738,0,70,0,3
20180921T20-04,2035,731,0,65,0,4
20180921T19-04,2056,723,0,69,0,37
20180921T18-04,2089,724,0,69,1,96
20180921T17-04,2093,727,0,69,2,102
20180921T16-04,2121,725,0,71,2,103
20180921T15-04,2192,716,0,70,3,101
20180921T14-04,2198,724,0,69,2,81
20180921T13-04,1979,725,0,66,3,11
20180921T12-04,1698,738,0,68,2,3
20180921T11-04,1420,726,0,72,2,3
20180921T10-04,1273,652,0,72,2,3
20180921T09-04,1221,576,0,75,1,3
20180921T08-04,1140,613,0,72,0,0
20180921T07-04,1058,627,0,72,0,1
20180921T06-04,904,620,0,79,0,2
20180921T05-04,832,611,0,73,0,1
20180921T04-04,778,587,0,75,0,1
20180921T03-04,948,574,0,72,0,1
20180921T02-04,1086,606,-1,75,0,1
20180921T01-04,1336,630,0,75,0,1
20180921T00-04,1320,749,0,72,0,51
20180920T23-04,1548,719,0,73,0,55
20180920T22-04,1963,665,0,76,0,55
20180920T21-04,2379,723,0,75,0,56
20180920T20-04,2399,732,0,71,0,128
20180920T19-04,2559,714,0,78,0,128
20180920T18-04,2714,710,-1,79,2,126
20180920T17-04,2727,724,0,74,2,129
20180920T16-04,2722,719,0,73,2,130
20180920T15-04,2711,692,0,74,3,129
20180920T14-04,2657,723,0,72,2,88
20180920T13-04,2248,732,0,74,3,57
20180920T12-04,1952,713,0,76,3,56
20180920T11-04,1635,755,0,74,2,57
20180920T10-04,1360,764,0,75,1,57
20180920T09-04,1240,678,0,76,1,57
20180920T08-04,1181,718,0,71,0,58
20180920T07-04,1054,764,0,68,0,55
20180920T06-04,978,666,0,69,0,2
20180920T05-04,960,671,0,70,0,6
20180920T04-04,980,695,0,71,0,1
20180920T03-04,1008,679,0,66,0,2
20180920T02-04,1023,722,0,68,0,4
20180920T01-04,1064,678,0,69,0,3
20180920T00-04,1278,679,0,70,0,3
20180919T23-04,1668,653,0,70,0,4
20180919T22-04,2028,659,0,74,0,41
20180919T21-04,2127,781,0,73,0,73
20180919T20-04,2122,778,0,70,0,72
20180919T19-04,2216,774,0,73,0,64
20180919T18-04,2222,838,0,75,1,75
20180919T17-04,2229,840,0,77,3,75
20180919T16-04,2234,820,0,54,2,75
20180919T15-04,2238,792,0,44,4,76
20180919T14-04,2210,713,0,40,3,55
20180919T13-04,2185,727,-1,41,3,1
20180919T12-04,1941,740,0,41,2,4
20180919T11-04,1532,753,0,40,3,3
20180919T10-04,1217,769,0,42,1,3
20180919T09-04,1107,742,-1,39,0,3
20180919T08-04,1108,735,0,40,0,3
20180919T07-04,1062,765,0,42,0,3
20180919T06-04,898,775,0,43,0,3
20180919T05-04,768,743,0,41,0,59
20180919T04-04,760,752,0,43,0,55
20180919T03-04,835,772,0,41,0,57
20180919T02-04,856,776,0,42,0,57
20180919T01-04,1028,773,0,43,0,57
20180919T00-04,1273,771,0,41,0,3
20180918T23-04,1541,771,0,43,0,58
20180918T22-04,1690,923,0,41,0,56
20180918T21-04,1783,939,0,40,0,56
20180918T20-04,1855,928,0,42,0,57
20180918T19-04,1901,890,0,38,0,74
20180918T18-04,1863,909,0,39,2,154
20180918T17-04,1876,935,0,40,2,148
20180918T16-04,1916,930,0,38,2,129
20180918T15-04,1939,911,0,39,4,128
20180918T14-04,1941,941,0,41,3,129
20180918T13-04,1928,831,0,40,2,71
20180918T12-04,1810,748,0,42,3,57
20180918T11-04,1572,757,0,39,2,58
20180918T10-04,1211,770,0,41,1,56
20180918T09-04,1002,780,0,39,0,57
20180918T08-04,980,753,-1,42,0,57
20180918T07-04,942,785,0,39,0,56
20180918T06-04,776,787,0,41,0,57
20180918T05-04,707,781,0,40,0,59
20180918T04-04,678,780,0,40,0,56
20180918T03-04,750,771,0,41,0,57
20180918T02-04,840,768,0,42,0,57
20180918T01-04,939,752,0,39,0,58
20180918T00-04,1165,761,0,44,0,56
20180917T23-04,1396,760,0,41,0,56
20180917T22-04,1570,899,0,40,0,57
20180917T21-04,1511,939,0,38,0,105
20180917T20-04,1501,952,0,38,0,125
20180917T19-04,1603,891,0,35,0,126
20180917T18-04,1661,922,0,33,2,125
20180917T17-04,1596,944,-1,30,2,127
20180917T16-04,1559,940,0,28,2,126
20180917T15-04,1544,932,0,26,3,129
20180917T14-04,1651,957,0,24,3,127
20180917T13-04,1658,911,0,20,3,85
20180917T12-04,1568,749,0,19,2,76
20180917T11-04,1363,721,0,15,1,57
20180917T10-04,1049,770,0,7,2,57
20180917T09-04,932,759,0,3,0,57
20180917T08-04,934,757,0,0,0,57
20180917T07-04,918,677,0,-1,0,57
20180917T06-04,793,612,0,0,0,57
20180917T05-04,728,610,0,0,0,58
20180917T04-04,731,613,0,-1,0,57
20180917T03-04,666,686,-1,0,0,57
20180917T02-04,702,735,0,0,0,56
20180917T01-04,823,751,0,0,0,57
20180917T00-04,944,762,0,0,0,58
20180916T23-04,1003,695,0,0,0,109
20180916T22-04,1133,722,0,0,0,127
20180916T21-04,1305,750,0,0,0,125
20180916T20-04,1416,766,0,0,0,124
20180916T19-04,1451,767,0,0,0,127
