,coal,natural gas,nuclear,petroleum,other,solar,hydro,wind
20191026T07-07,2422,6046,5338,0,39,27,505,486
20191026T06-07,2354,5237,5339,0,42,7,343,526
20191026T05-07,2251,4990,5335,0,30,4,183,499
20191026T04-07,2176,5033,5334,0,34,0,167,465
20191026T03-07,2154,5173,5340,0,42,1,155,455
20191026T02-07,2214,5310,5331,0,40,0,175,485
20191026T01-07,2275,5700,5327,0,40,-1,214,493
20191026T00-07,2253,6394,5331,0,33,3,261,419
20191025T23-07,2276,7267,5328,0,39,0,598,378
20191025T22-07,2135,8547,5331,0,39,2,864,381
20191025T21-07,2138,9231,5329,0,37,1,1017,257
20191025T20-07,2204,9341,5316,0,49,15,1139,131
20191025T19-07,2304,9696,5323,0,51,26,1228,66
20191025T18-07,2244,9382,5325,0,48,198,1116,72
20191025T17-07,2055,8360,5315,0,49,757,825,92
20191025T16-07,1990,7626,5311,0,39,1248,370,79
20191025T15-07,1955,6904,5318,0,39,1385,262,60
20191025T14-07,1937,6347,5315,0,38,1362,227,58
20191025T13-07,1972,6473,5312,0,36,1383,216,73
20191025T12-07,2045,6146,5313,0,36,1529,254,88
20191025T11-07,2063,5915,5317,0,36,1636,252,84
20191025T10-07,2085,6223,5321,0,40,1640,239,77
20191025T09-07,2301,6370,5330,0,41,1317,298,108
20191025T08-07,2460,7706,5333,0,41,590,611,121
20191025T07-07,2499,8063,5337,0,41,99,823,120
20191025T06-07,2507,7287,5324,0,41,90,344,166
20191025T05-07,2450,6971,5316,0,30,82,187,197
20191025T04-07,2392,6767,5328,0,34,70,188,152
20191025T03-07,2410,6834,5325,0,41,63,192,175
20191025T02-07,2408,6970,5325,0,41,73,206,170
20191025T01-07,2450,7161,5325,0,39,70,263,157
20191025T00-07,2394,7916,5320,0,33,74,260,143
20191024T23-07,2445,8560,5320,0,37,62,340,161
20191024T22-07,2499,8971,5312,0,38,116,903,206
20191024T21-07,2779,9292,5325,0,36,189,1147,246
20191024T20-07,2950,9452,5317,0,48,196,1199,294
20191024T19-07,3193,9345,5314,0,47,195,1221,294
20191024T18-07,2949,8100,5317,0,48,272,1115,372
20191024T17-07,2871,7128,5308,0,47,799,741,365
20191024T16-07,2666,6532,5312,0,37,1333,447,410
20191024T15-07,2666,6431,5325,0,35,1559,345,460
20191024T14-07,2664,5992,5318,0,37,1486,272,589
20191024T13-07,2672,5829,5321,0,34,1571,258,663
20191024T12-07,2629,5699,5317,0,34,1516,261,643
20191024T11-07,2634,5568,5321,0,34,1592,266,670
20191024T10-07,2651,5990,5318,0,37,1542,262,695
20191024T09-07,2722,6137,5328,0,40,1199,292,691
20191024T08-07,2875,7299,5334,0,39,496,599,659
20191024T07-07,2792,8024,5333,0,42,60,817,593
20191024T06-07,2664,7605,5333,0,40,43,375,671
