,coal,natural gas,nuclear,other,solar,hydro
20191208T21-05,430,1252,993,1,0,289
20191208T20-05,437,1297,995,2,0,244
20191208T19-05,439,1331,996,1,0,191
20191208T18-05,440,1239,993,2,2,127
20191208T17-05,436,1172,996,1,99,27
20191208T16-05,437,1167,994,2,301,23
20191208T15-05,437,1092,995,1,353,25
20191208T14-05,438,1114,994,1,353,25
20191208T13-05,440,1100,994,2,363,26
20191208T12-05,425,1090,996,2,357,25
20191208T11-05,421,1097,994,3,366,27
20191208T10-05,418,1093,995,3,361,142
20191208T09-05,422,1235,995,3,208,236
20191208T08-05,422,1307,993,4,19,260
20191208T07-05,441,1267,994,2,0,188
20191208T06-05,439,1254,994,3,0,72
20191208T05-05,441,1195,995,1,0,25
20191208T04-05,440,1133,995,2,0,23
20191208T03-05,438,1098,994,1,0,25
20191208T02-05,440,1049,994,0,0,24
20191208T01-05,441,1087,995,2,0,25
20191208T00-05,440,1153,994,0,0,24
20191207T23-05,437,1257,994,0,0,24
20191207T22-05,441,1299,996,0,0,26
20191207T21-05,439,1111,994,0,0,141
20191207T20-05,439,1073,994,0,0,291
20191207T19-05,440,1070,995,0,0,288
20191207T18-05,437,1015,995,0,0,231
20191207T17-05,440,918,994,0,90,93
20191207T16-05,443,863,995,0,309,26
20191207T15-05,438,979,995,1,355,24
20191207T14-05,441,952,995,1,359,25
20191207T13-05,440,967,993,1,345,25
20191207T12-05,477,1002,995,1,328,24
20191207T11-05,478,1076,995,1,251,25
20191207T10-05,470,1097,995,0,144,50
20191207T09-05,440,1176,994,1,64,85
20191207T08-05,389,1217,994,1,5,87
20191207T07-05,366,1237,995,1,0,47
20191207T06-05,384,1185,993,0,0,25
20191207T05-05,398,1119,995,1,0,26
20191207T04-05,369,1123,995,0,0,26
20191207T03-05,372,1082,994,1,0,27
20191207T02-05,374,1058,994,0,0,25
20191207T01-05,370,1117,996,0,0,26
20191207T00-05,369,1240,995,1,0,27
20191206T23-05,364,1370,994,0,0,25
20191206T22-05,360,1492,995,0,0,25
20191206T21-05,342,1591,995,1,0,26
20191206T20-05,354,1615,995,1,0,24
20191206T19-05,309,1674,995,0,0,24
20191206T18-05,302,1710,995,0,1,22
20191206T17-05,304,1701,994,0,48,25
20191206T16-05,283,1637,994,2,106,26
20191206T15-05,267,1646,994,2,71,24
20191206T14-05,291,1644,995,1,88,25
20191206T13-05,330,1576,996,1,134,26
20191206T12-05,303,1541,993,1,196,25
20191206T11-05,268,1562,996,1,226,23
20191206T10-05,268,1680,994,0,261,45
20191206T09-05,270,1771,994,0,147,256
20191206T08-05,269,1935,995,0,15,356
20191206T07-05,269,1962,993,0,0,272
20191206T06-05,268,1896,996,0,0,103
20191206T05-05,270,1792,994,0,0,25
20191206T04-05,269,1656,994,0,0,26
20191206T03-05,268,1649,993,0,0,24
20191206T02-05,270,1631,996,0,0,26
20191206T01-05,270,1621,993,0,0,27
20191206T00-05,270,1671,995,0,0,24
20191205T23-05,269,1697,994,0,0,54
20191205T22-05,268,1710,995,0,0,143
20191205T21-05,271,1738,993,0,0,159
20191205T20-05,267,1728,994,0,0,155
20191205T19-05,253,1714,993,0,0,148
20191205T18-05,249,1688,994,0,0,61
20191205T17-05,250,1651,996,0,110,26
20191205T16-05,250,1499,993,0,317,25
20191205T15-05,250,1479,994,1,365,24
20191205T14-05,250,1543,993,0,347,24
20191205T13-05,248,1486,995,1,332,24
20191205T12-05,251,1409,995,1,339,25
20191205T11-05,249,1419,995,2,316,26
20191205T10-05,249,1577,996,1,287,26
20191205T09-05,250,1741,994,1,119,193
20191205T08-05,249,1818,995,1,14,319
20191205T07-05,252,1834,993,2,0,232
20191205T06-05,248,1742,996,1,0,30
20191205T05-05,250,1578,994,0,0,25
20191205T04-05,250,1487,995,0,0,26
20191205T03-05,243,1522,994,0,0,24
20191205T02-05,221,1626,996,0,0,27
20191205T01-05,220,1569,994,0,0,26
20191205T00-05,220,1600,999,0,0,24
20191204T23-05,223,1731,994,0,0,26
20191204T22-05,219,1807,995,0,0,82
20191204T21-05,221,1817,995,1,0,165
20191204T20-05,222,1829,996,0,0,178
20191204T19-05,220,1841,992,0,0,151
20191204T18-05,221,1781,996,0,0,59
20191204T17-05,221,1696,995,0,96,27
20191204T16-05,222,1454,995,0,322,25
20191204T15-05,219,1426,995,0,364,26
20191204T14-05,221,1437,995,0,356,26
20191204T13-05,222,1475,995,0,345,26
20191204T12-05,220,1508,995,0,356,23
20191204T11-05,218,1601,995,0,367,26
20191204T10-05,262,1704,995,0,368,68
20191204T09-05,328,1939,994,0,230,116
20191204T08-05,333,2102,995,0,20,253
20191204T07-05,324,2082,994,0,0,214
20191204T06-05,286,1922,996,0,0,79
20191204T05-05,225,1809,992,0,0,39
20191204T04-05,221,1725,994,0,0,25
20191204T03-05,219,1704,995,0,0,27
20191204T02-05,221,1707,995,0,0,26
20191204T01-05,218,1705,995,0,0,25
20191204T00-05,244,1728,994,0,0,26
20191203T23-05,287,1794,993,0,0,26
20191203T22-05,313,1892,993,0,0,78
20191203T21-05,331,1932,994,0,0,119
20191203T20-05,331,1931,993,0,0,144
20191203T19-05,330,1942,993,0,0,138
20191203T18-05,323,1859,993,0,1,57
20191203T17-05,278,1791,995,0,50,26
20191203T16-05,222,1669,993,0,211,26
20191203T15-05,219,1578,994,0,282,25
20191203T14-05,220,1495,992,0,299,27
20191203T13-05,219,1489,992,0,324,25
20191203T12-05,219,1519,992,0,335,25
20191203T11-05,237,1618,994,0,353,26
20191203T10-05,315,1815,993,0,360,23
20191203T09-05,316,2052,992,0,216,178
20191203T08-05,313,2105,992,0,28,443
20191203T07-05,308,2086,992,0,0,345
20191203T06-05,269,1964,992,0,0,166
20191203T05-05,261,1849,992,0,0,83
20191203T04-05,219,1812,990,0,0,25
20191203T03-05,221,1733,991,0,0,24
20191203T02-05,219,1703,994,0,0,24
20191203T01-05,222,1690,991,0,0,25
20191203T00-05,267,1805,996,0,0,23
20191202T23-05,304,1849,993,0,0,39
20191202T22-05,320,1866,993,1,0,89
20191202T21-05,317,1946,991,2,0,91
20191202T20-05,317,1977,992,1,0,83
20191202T19-05,300,1975,993,1,0,86
20191202T18-05,226,1875,992,1,1,72
20191202T17-05,219,1636,994,5,96,23
20191202T16-05,219,1436,991,7,284,23
20191202T15-05,222,1375,993,5,310,25
20191202T14-05,219,1392,992,2,348,24
20191202T13-05,220,1390,993,1,346,22
20191202T12-05,220,1370,993,0,355,26
20191202T11-05,236,1473,993,0,339,23
20191202T10-05,305,1552,991,1,233,50
20191202T09-05,313,1603,993,2,106,146
20191202T08-05,306,1676,992,5,17,181
20191202T07-05,293,1674,993,4,0,104
20191202T06-05,243,1550,992,4,0,24
20191202T05-05,222,1462,992,4,0,24
20191202T04-05,219,1405,992,5,0,24
20191202T03-05,219,1364,992,5,0,24
20191202T02-05,221,1300,992,4,0,24
20191202T01-05,219,1200,992,4,0,25
20191202T00-05,220,1219,992,5,0,24
20191201T23-05,220,1224,993,4,0,89
20191201T22-05,219,1319,991,3,0,100
20191201T21-05,220,1390,992,3,0,127
20191201T20-05,218,1416,992,2,0,127
20191201T19-05,221,1423,992,2,0,142
20191201T18-05,219,1365,992,1,0,94
20191201T17-05,219,1303,992,2,92,23
20191201T16-05,218,1171,992,3,290,23
20191201T15-05,219,1190,991,2,309,22
20191201T14-05,219,1237,992,2,276,22
20191201T13-05,219,1255,992,2,190,22
20191201T12-05,218,1321,992,2,85,23
20191201T11-05,219,1321,992,2,46,23
20191201T10-05,221,1251,989,2,41,25
20191201T09-05,218,1182,994,2,28,22
20191201T08-05,221,1123,991,4,5,23
20191201T07-05,218,1126,991,2,0,23
20191201T06-05,219,1139,991,3,0,24
20191201T05-05,219,1110,992,3,0,23
20191201T04-05,219,1123,984,2,0,23
20191201T03-05,220,1142,936,1,0,25
20191201T02-05,221,1100,881,2,0,22
20191201T01-05,218,1161,827,2,0,24
20191201T00-05,219,1242,827,2,0,25
20191130T23-05,219,1325,825,3,0,22
20191130T22-05,221,1414,811,3,0,25
20191130T21-05,218,1562,718,2,0,25
20191130T20-05,220,1611,648,3,0,23
20191130T19-05,220,1699,555,4,0,26
20191130T18-05,220,1715,457,2,1,37
20191130T17-05,218,1590,404,2,64,24
20191130T16-05,219,1497,368,3,160,26
20191130T15-05,219,1501,325,2,189,25
20191130T14-05,221,1496,260,2,206,24
20191130T13-05,220,1481,232,3,220,68
20191130T12-05,220,1563,231,2,198,95
20191130T11-05,219,1628,232,3,153,96
20191130T10-05,220,1691,230,4,132,95
20191130T09-05,219,1743,233,4,84,97
20191130T08-05,220,1750,229,5,8,98
20191130T07-05,220,1793,230,2,0,49
20191130T06-05,219,1757,229,2,0,25
20191130T05-05,220,1778,173,2,0,26
20191130T04-05,220,1846,19,3,0,27
20191130T03-05,219,1909,0,3,0,25
20191130T02-05,225,1931,0,3,0,25
20191130T01-05,219,1980,0,2,0,25
20191130T00-05,217,2059,0,3,0,27
20191129T23-05,221,2069,0,2,0,81
20191129T22-05,221,2051,0,3,0,181
20191129T21-05,221,2062,0,2,0,220
20191129T20-05,219,2072,0,2,0,199
20191129T19-05,220,2065,0,2,0,166
20191129T18-05,220,2034,0,2,0,80
20191129T17-05,219,1934,0,1,82,27
20191129T16-05,208,1828,0,4,242,25
20191129T15-05,200,1746,0,4,328,26
20191129T14-05,199,1656,0,3,325,42
20191129T13-05,202,1646,0,2,249,81
20191129T12-05,199,1736,0,3,294,76
20191129T11-05,201,1868,0,3,311,33
20191129T10-05,201,1965,0,3,295,37
20191129T09-05,199,2044,0,0,120,86
20191129T08-05,201,2077,0,0,14,42
20191129T07-05,204,2026,0,0,0,24
20191129T06-05,209,1903,0,0,0,23
20191129T05-05,211,1812,0,1,0,24
20191129T04-05,209,1766,0,0,0,24
20191129T03-05,210,1763,0,0,0,25
20191129T02-05,210,1740,0,0,0,47
20191129T01-05,210,1752,0,0,0,79
20191129T00-05,211,1795,0,0,0,74
20191128T23-05,207,1845,0,0,0,80
20191128T22-05,203,1905,0,0,0,51
20191128T21-05,206,1897,0,0,0,23
20191128T20-05,243,1836,0,0,0,25
20191128T19-05,259,1843,0,0,0,22
20191128T18-05,209,1854,0,0,16,24
20191128T17-05,200,1802,0,0,79,25
20191128T16-05,201,1673,14,0,317,24
20191128T15-05,200,1613,206,1,362,25
20191128T14-05,200,1638,224,0,348,24
20191128T13-05,200,1638,224,0,340,26
20191128T12-05,201,1582,225,0,344,56
20191128T11-05,200,1583,225,0,362,80
20191128T10-05,202,1603,223,1,369,85
20191128T09-05,200,1708,226,0,254,84
20191128T08-05,202,1804,223,0,33,30
20191128T07-05,201,1770,226,0,0,24
20191128T06-05,201,1689,222,0,0,22
20191128T05-05,200,1640,225,0,0,24
20191128T04-05,200,1610,223,0,0,24
20191128T03-05,199,1620,222,1,0,24
20191128T02-05,203,1586,225,0,0,24
20191128T01-05,221,1605,225,0,0,26
20191128T00-05,286,1646,224,1,0,22
20191127T23-05,313,1682,223,0,0,78
20191127T22-05,311,1787,225,0,0,119
20191127T21-05,313,1670,228,0,0,141
20191127T20-05,317,1649,254,0,0,155
20191127T19-05,314,1563,593,0,0,94
20191127T18-05,271,1462,968,0,1,87
20191127T17-05,220,1371,994,0,41,77
20191127T16-05,220,1314,992,1,79,76
20191127T15-05,219,1355,997,0,111,28
20191127T14-05,220,1340,993,0,128,19
20191127T13-05,219,1299,993,0,172,24
20191127T12-05,221,1358,993,0,168,23
20191127T11-05,220,1370,996,0,196,24
20191127T10-05,220,1335,993,0,238,59
20191127T09-05,219,1419,994,0,175,78
20191127T08-05,221,1570,991,0,14,94
20191127T07-05,218,1571,997,0,0,43
20191127T06-05,222,1431,993,0,0,33
20191127T05-05,220,1409,993,0,0,35
20191127T04-05,219,1367,996,0,0,34
20191127T03-05,221,1368,993,0,0,34
20191127T02-05,220,1393,994,0,0,33
20191127T01-05,220,1417,993,0,0,35
20191127T00-05,219,1370,994,0,0,35
20191126T23-05,220,1562,994,0,0,59
20191126T22-05,219,1598,995,0,0,156
20191126T21-05,222,1651,994,0,0,159
20191126T20-05,219,1642,994,0,0,156
20191126T19-05,219,1638,994,0,0,147
20191126T18-05,221,1523,992,1,0,80
20191126T17-05,217,1448,995,7,93,32
20191126T16-05,222,1309,994,8,296,35
20191126T15-05,219,1299,994,6,313,35
20191126T14-05,219,1302,994,4,292,33
20191126T13-05,221,1330,994,1,285,37
20191126T12-05,220,1304,994,1,298,42
20191126T11-05,221,1376,993,0,309,38
20191126T10-05,219,1578,994,0,273,97
20191126T09-05,266,1788,995,1,206,141
20191126T08-05,317,2013,992,0,42,166
20191126T07-05,280,1986,994,1,0,85
20191126T06-05,224,1912,994,1,0,39
20191126T05-05,220,1780,992,1,0,42
20191126T04-05,223,1630,995,0,0,42
20191126T03-05,221,1538,996,2,0,42
20191126T02-05,219,1498,992,0,0,42
20191126T01-05,219,1447,995,1,0,43
20191126T00-05,219,1579,996,1,0,40
20191125T23-05,225,1659,994,1,0,45
20191125T22-05,291,1649,993,1,0,113
20191125T21-05,306,1668,994,2,0,140
20191125T20-05,309,1648,994,1,0,172
20191125T19-05,306,1644,993,0,0,140
20191125T18-05,287,1559,995,2,1,65
20191125T17-05,228,1469,991,1,77,42
20191125T16-05,221,1374,994,1,258,42
20191125T15-05,219,1297,992,2,314,41
20191125T14-05,219,1346,996,2,298,43
20191125T13-05,222,1362,993,3,306,44
20191125T12-05,220,1315,994,2,328,41
20191125T11-05,170,1423,995,2,334,31
20191125T10-05,170,1499,993,1,344,131
20191125T09-05,205,1643,993,3,251,254
20191125T08-05,247,1824,993,7,40,366
20191125T07-05,248,1779,993,5,0,338
20191125T06-05,251,1730,995,2,0,57
20191125T05-05,232,1603,992,2,0,15
20191125T04-05,175,1587,994,2,0,16
20191125T03-05,164,1597,995,1,0,15
20191125T02-05,166,1553,994,0,0,18
20191125T01-05,166,1531,993,1,0,16
20191125T00-05,220,1467,993,0,0,15
20191124T23-05,220,1487,995,1,0,22
20191124T22-05,221,1515,993,0,0,72
20191124T21-05,263,1513,995,2,0,71
20191124T20-05,305,1487,994,3,0,70
20191124T19-05,293,1478,994,1,0,91
20191124T18-05,232,1320,992,1,2,117
20191124T17-05,219,1166,996,2,106,51
20191124T16-05,219,1013,994,1,330,16
20191124T15-05,221,928,994,1,372,17
20191124T14-05,221,931,994,1,360,16
20191124T13-05,219,964,993,2,354,16
20191124T12-05,220,968,995,1,354,17
20191124T11-05,221,977,994,1,374,17
20191124T10-05,221,1034,995,1,383,15
20191124T09-05,221,1148,994,3,272,16
20191124T08-05,220,1247,995,3,44,17
20191124T07-05,220,1178,994,1,0,16
20191124T06-05,219,1127,995,0,0,16
20191124T05-05,220,1139,994,1,0,15
20191124T04-05,220,1123,994,1,0,16
20191124T03-05,220,1119,995,2,0,16
20191124T02-05,222,1134,994,1,0,17
20191124T01-05,219,1124,993,1,0,15
20191124T00-05,224,1118,994,1,0,17
20191123T23-05,236,1208,993,0,0,16
20191123T22-05,280,1232,994,1,0,16
20191123T21-05,291,1263,993,1,0,75
20191123T20-05,285,1288,992,2,0,115
20191123T19-05,268,1299,994,2,0,132
20191123T18-05,234,1305,992,1,0,127
20191123T17-05,231,1228,993,3,19,78
20191123T16-05,248,1206,993,3,67,16
20191123T15-05,247,1164,991,3,109,16
20191123T14-05,222,1150,995,2,149,14
20191123T13-05,190,1158,993,2,185,17
20191123T12-05,165,1239,994,3,177,15
20191123T11-05,158,1276,992,2,147,16
20191123T10-05,138,1309,993,2,109,16
20191123T09-05,92,1369,992,1,57,11
20191123T08-05,83,1346,994,3,12,17
20191123T07-05,59,1427,993,4,0,14
20191123T06-05,43,1406,993,4,0,15
20191123T05-05,16,1443,993,4,0,15
20191123T04-05,19,1436,992,4,0,14
20191123T03-05,27,1414,992,3,0,17
20191123T02-05,13,1411,993,3,0,14
20191123T01-05,0,1402,993,4,0,17
20191123T00-05,0,1373,990,2,0,14
20191122T23-05,0,1453,993,3,0,16
20191122T22-05,0,1557,993,1,0,17
20191122T21-05,0,1585,992,0,0,80
20191122T20-05,0,1631,990,0,0,76
20191122T19-05,43,1616,994,0,0,74
20191122T18-05,27,1592,992,0,2,67
20191122T17-05,18,1407,993,0,91,15
20191122T16-05,21,1295,992,0,206,17
20191122T15-05,25,1339,989,0,200,15
20191122T14-05,19,1369,993,0,171,15
20191122T13-05,3,1438,991,0,206,15
20191122T12-05,0,1522,992,0,190,17
20191122T11-05,0,1623,991,0,181,16
20191122T10-05,0,1685,990,0,150,33
20191122T09-05,4,1734,991,0,185,79
20191122T08-05,0,1900,990,0,40,164
20191122T07-05,0,1927,992,0,0,141
20191122T06-05,0,1802,991,0,0,13
20191122T05-05,0,1729,988,0,0,14
20191122T04-05,0,1690,986,1,0,15
20191122T03-05,0,1671,988,1,0,13
20191122T02-05,0,1647,984,1,0,15
20191122T01-05,0,1608,987,1,0,14
20191122T00-05,0,1679,977,1,0,12
20191121T23-05,0,1807,942,0,0,13
20191121T22-05,0,1936,926,1,0,15
20191121T21-05,0,2043,889,0,0,28
20191121T20-05,0,2069,855,2,0,75
20191121T19-05,0,2103,771,1,0,74
20191121T18-05,0,2025,763,1,0,43
20191121T17-05,0,1923,713,0,92,19
20191121T16-05,0,1812,666,0,325,20
20191121T15-05,0,1732,592,0,359,19
20191121T14-05,0,1840,492,0,359,18
20191121T13-05,0,1807,409,1,348,23
20191121T12-05,0,1865,374,1,357,22
20191121T11-05,0,2006,291,1,370,84
20191121T10-05,0,2009,270,1,374,268
20191121T09-05,0,2250,268,1,280,328
20191121T08-05,0,2452,268,1,52,458
20191121T07-05,0,2416,270,0,0,463
20191121T06-05,0,2364,267,0,0,243
20191121T05-05,0,2337,272,0,0,59
20191121T04-05,0,2291,268,1,0,12
20191121T03-05,0,2245,271,0,0,15
20191121T02-05,0,2173,270,1,0,56
20191121T01-05,0,2106,270,0,0,115
20191121T00-05,0,2029,269,1,0,16
20191120T23-05,0,1964,272,1,0,15
20191120T22-05,0,1998,269,1,0,66
20191120T21-05,0,2067,273,0,0,65
20191120T20-05,0,2062,270,3,0,80
20191120T19-05,0,2039,270,9,0,78
20191120T18-05,0,2025,270,12,2,27
20191120T17-05,0,1981,263,13,111,14
20191120T16-05,0,1834,161,15,326,15
20191120T15-05,0,1763,122,14,370,16
20191120T14-05,0,1767,0,14,369,13
20191120T13-05,0,1754,0,14,352,17
20191120T12-05,0,1764,0,11,363,16
20191120T11-05,0,1799,0,8,364,16
20191120T10-05,0,1946,0,7,369,16
20191120T09-05,0,2165,0,7,269,49
20191120T08-05,0,2282,0,5,48,307
20191120T07-05,0,2303,0,8,0,211
20191120T06-05,0,2309,0,4,0,14
20191120T05-05,0,2263,0,4,0,14
20191120T04-05,0,2212,0,4,0,13
20191120T03-05,0,2171,0,4,0,16
20191120T02-05,0,2150,0,4,0,14
20191120T01-05,0,2217,0,5,0,14
20191120T00-05,0,2165,0,5,0,14
20191119T23-05,0,2160,0,4,0,14
20191119T22-05,0,2242,0,4,0,41
20191119T21-05,0,2280,0,5,0,78
20191119T20-05,0,2286,0,5,0,86
20191119T19-05,0,2253,0,4,0,84
20191119T18-05,0,2112,0,8,2,56
20191119T17-05,0,2036,0,10,92,16
20191119T16-05,0,1959,0,4,259,16
20191119T15-05,0,1935,0,1,282,18
20191119T14-05,0,1949,0,1,247,19
20191119T13-05,0,1747,0,0,257,39
20191119T12-05,0,1808,0,1,197,85
20191119T11-05,0,1850,0,0,112,311
20191119T10-05,0,1899,0,0,85,387
20191119T09-05,0,1932,0,0,53,395
20191119T08-05,0,1936,0,0,10,470
20191119T07-05,0,2201,0,1,0,125
20191119T06-05,0,2207,0,0,0,12
20191119T05-05,0,2253,0,1,0,13
20191119T04-05,0,2227,0,0,0,13
20191119T03-05,0,2216,0,0,0,13
20191119T02-05,0,2115,0,0,0,15
20191119T01-05,0,2095,0,0,0,14
20191119T00-05,0,2116,0,0,0,13
20191118T23-05,0,2140,0,1,0,19
20191118T22-05,0,2187,0,0,0,130
20191118T21-05,0,2234,0,1,0,200
20191118T20-05,0,2255,0,1,0,237
20191118T19-05,0,2257,0,0,0,234
20191118T18-05,0,2233,0,0,1,143
20191118T17-05,0,2188,0,0,65,13
20191118T16-05,0,2139,0,0,146,15
20191118T15-05,0,2124,0,1,150,14
20191118T14-05,0,2147,0,0,173,14
20191118T13-05,0,2098,0,1,179,13
20191118T12-05,0,2188,0,1,159,14
20191118T11-05,0,2261,0,0,96,52
20191118T10-05,0,2320,0,0,50,70
20191118T09-05,0,2308,0,0,36,73
20191118T08-05,0,2350,0,0,5,67
20191118T07-05,0,2369,0,0,0,65
20191118T06-05,0,2185,0,0,0,14
20191118T05-05,0,2077,0,0,0,14
20191118T04-05,0,2041,0,0,0,14
20191118T03-05,0,2024,0,0,0,15
20191118T02-05,0,1992,0,0,0,15
20191118T01-05,0,1986,0,0,0,14
20191118T00-05,0,1968,0,0,0,15
20191117T23-05,0,2086,0,0,0,14
20191117T22-05,0,2196,0,0,0,15
20191117T21-05,0,2226,0,0,0,15
20191117T20-05,0,2150,0,0,0,65
20191117T19-05,0,2180,0,1,0,70
20191117T18-05,0,2099,0,0,0,31
20191117T17-05,0,1905,0,0,119,15
20191117T16-05,0,1811,0,0,329,14
20191117T15-05,0,1795,0,0,367,15
20191117T14-05,0,1849,0,0,360,17
20191117T13-05,0,1834,0,1,346,14
20191117T12-05,0,1841,0,0,328,15
20191117T11-05,0,1950,0,0,302,15
20191117T10-05,0,2046,0,1,260,14
20191117T09-05,0,2123,0,0,200,16
20191117T08-05,0,2232,0,2,37,13
20191117T07-05,0,2186,0,0,0,15
20191117T06-05,0,2133,0,0,0,14
20191117T05-05,0,2063,0,0,0,16
20191117T04-05,0,2024,0,1,0,15
20191117T03-05,0,2014,0,0,0,13
20191117T02-05,0,2028,0,0,0,16
20191117T01-05,0,2082,0,1,0,15
20191117T00-05,0,2168,0,0,0,16
20191116T23-05,0,2237,0,0,0,14
20191116T22-05,0,2354,0,0,0,20
20191116T21-05,0,2373,0,1,0,96
20191116T20-05,0,2376,0,0,0,46
20191116T19-05,0,2391,0,1,0,262
20191116T18-05,0,2414,0,5,4,116
20191116T17-05,0,2365,0,5,32,23
20191116T16-05,0,2332,0,5,54,15
20191116T15-05,0,2261,0,5,59,78
20191116T14-05,0,2235,0,5,81,103
20191116T13-05,0,2281,0,5,107,78
20191116T12-05,0,2377,0,5,93,42
20191116T11-05,0,2400,0,5,59,46
20191116T10-05,0,2373,0,6,38,37
20191116T09-05,0,2249,0,5,18,39
20191116T08-05,0,2115,0,5,4,35
20191116T07-05,0,2105,0,5,0,16
20191116T06-05,0,2114,0,5,0,11
20191116T05-05,0,2031,0,5,0,12
20191116T04-05,0,2037,0,4,0,13
20191116T03-05,0,2036,0,5,0,13
20191116T02-05,0,2073,0,5,0,15
20191116T01-05,0,2123,0,5,0,15
20191116T00-05,0,2008,0,5,0,16
20191115T23-05,0,2052,0,4,0,15
20191115T22-05,0,2117,0,5,0,15
20191115T21-05,0,2208,0,5,0,36
20191115T20-05,0,2241,0,6,0,78
20191115T19-05,0,2227,0,12,0,116
20191115T18-05,0,2232,0,0,0,79
20191115T17-05,0,2157,0,7,10,39
20191115T16-05,0,2109,0,7,19,18
20191115T15-05,0,2061,0,4,39,16
20191115T14-05,0,2123,0,5,55,14
20191115T13-05,0,2186,0,7,53,14
20191115T12-05,0,2226,0,4,37,49
20191115T11-05,0,2286,0,5,22,82
20191115T10-05,0,2283,0,4,9,81
20191115T09-05,0,2284,0,3,6,81
20191115T08-05,0,2301,0,5,0,71
20191115T07-05,0,2268,0,3,0,48
20191115T06-05,0,2075,0,5,0,13
20191115T05-05,0,1913,0,5,0,14
20191115T04-05,0,1951,0,3,0,15
20191115T03-05,0,1981,0,2,0,15
20191115T02-05,0,1999,0,3,0,15
20191115T01-05,0,2045,0,2,0,16
20191115T00-05,0,1959,0,3,0,17
20191114T23-05,0,2070,0,2,0,16
20191114T22-05,0,2184,0,3,0,16
20191114T21-05,0,2296,0,3,0,48
20191114T20-05,0,2340,0,4,0,158
20191114T19-05,0,2379,0,2,0,188
20191114T18-05,0,2353,0,2,0,72
20191114T17-05,0,2286,0,5,5,18
20191114T16-05,0,2202,0,4,21,18
20191114T15-05,0,2178,0,3,33,19
20191114T14-05,0,2148,0,2,64,20
20191114T13-05,0,2125,0,1,95,20
20191114T12-05,0,2263,0,1,119,19
20191114T11-05,0,2279,0,1,90,103
20191114T10-05,0,2353,0,0,63,125
20191114T09-05,0,2414,0,0,41,86
20191114T08-05,0,2470,0,1,10,125
20191114T07-05,0,2496,0,2,0,109
20191114T06-05,0,2400,0,2,0,13
20191114T05-05,0,2311,0,3,0,13
20191114T04-05,0,2285,0,3,0,14
20191114T03-05,0,2292,0,2,0,12
20191114T02-05,0,2313,0,2,0,13
20191114T01-05,0,2348,0,2,0,13
20191114T00-05,0,2348,0,3,0,31
20191113T23-05,0,2415,0,2,0,113
20191113T22-05,0,2467,0,2,0,166
20191113T21-05,0,2476,0,2,0,199
20191113T20-05,0,2467,0,1,0,212
20191113T19-05,0,2436,0,1,0,216
20191113T18-05,0,2375,0,0,3,89
20191113T17-05,0,2253,0,1,136,12
20191113T16-05,0,1971,0,1,371,15
