,coal,natural gas,solar,hydro,wind
20191011T13-07,2189,79,69,768,506
20191011T12-07,2261,76,71,778,488
20191011T11-07,2416,76,71,782,435
20191011T10-07,2578,76,70,770,391
20191011T09-07,2540,77,64,856,276
20191011T08-07,2637,78,32,945,352
20191011T07-07,2834,78,1,934,438
20191011T06-07,2757,79,0,927,414
20191011T05-07,2626,78,0,725,367
20191011T04-07,2526,73,0,627,429
20191011T03-07,2497,73,0,584,458
20191011T02-07,2506,74,0,595,464
20191011T01-07,2446,72,0,599,450
20191011T00-07,2512,73,0,627,402
20191010T23-07,2588,73,0,743,437
20191010T22-07,2604,72,0,791,454
20191010T21-07,2656,73,0,909,480
20191010T20-07,2694,74,0,968,462
20191010T19-07,2699,72,0,941,479
20191010T18-07,2554,74,2,953,501
20191010T17-07,2442,73,21,936,499
20191010T16-07,2465,73,45,893,501
20191010T15-07,2481,74,55,879,496
20191010T14-07,2521,73,63,838,490
20191010T13-07,2500,73,65,787,487
20191010T12-07,2561,73,61,781,494
20191010T11-07,2601,73,59,824,485
20191010T10-07,2604,72,52,822,474
20191010T09-07,2695,73,45,824,457
20191010T08-07,2748,74,12,896,408
20191010T07-07,2743,67,1,886,369
20191010T06-07,2735,10,0,888,340
20191010T05-07,2581,9,0,711,346
20191010T04-07,2451,8,0,626,422
20191010T03-07,2371,9,0,582,485
20191010T02-07,2300,9,0,568,495
20191010T01-07,2239,8,0,577,508
20191010T00-07,2299,9,0,613,559
20191009T23-07,2351,8,0,710,555
20191009T22-07,2423,9,0,758,561
20191009T21-07,2481,9,0,897,587
20191009T20-07,2571,10,0,921,583
20191009T19-07,2627,73,0,917,534
20191009T18-07,2538,72,2,942,560
20191009T17-07,2534,71,19,884,607
20191009T16-07,2652,70,44,855,596
20191009T15-07,2687,71,60,842,484
20191009T14-07,2687,71,63,786,361
20191009T13-07,2685,71,64,738,258
20191009T12-07,2679,72,65,737,178
20191009T11-07,2699,71,67,731,96
20191009T10-07,2777,72,53,747,69
20191009T09-07,2766,73,42,737,80
20191009T08-07,2722,73,25,810,115
20191009T07-07,2788,76,0,848,146
20191009T06-07,2765,74,0,881,225
20191009T05-07,2713,11,0,644,240
20191009T04-07,2682,8,0,582,202
20191009T03-07,2681,9,0,555,140
20191009T02-07,2683,9,0,520,99
20191009T01-07,2683,8,0,523,94
20191009T00-07,2542,9,0,600,131
20191008T23-07,2549,8,0,692,248
20191008T22-07,2602,9,0,750,390
20191008T21-07,2704,8,0,841,485
20191008T20-07,2760,9,0,872,508
20191008T19-07,2712,8,0,884,499
20191008T18-07,2658,9,2,873,461
20191008T17-07,2625,10,30,864,211
20191008T16-07,2598,71,61,827,156
20191008T15-07,2631,71,64,829,148
20191008T14-07,2676,71,64,818,140
20191008T13-07,2685,70,61,760,118
20191008T12-07,2635,67,57,758,97
20191008T11-07,2640,69,57,750,84
20191008T10-07,2625,71,55,751,92
20191008T09-07,2661,74,49,773,154
20191008T08-07,2686,77,23,876,235
20191008T07-07,2635,78,3,882,224
20191008T06-07,2629,72,0,875,206
20191008T05-07,2460,8,0,709,262
20191008T04-07,2327,9,0,594,356
20191008T03-07,2202,9,0,576,397
20191008T02-07,2181,8,0,537,438
20191008T01-07,2179,9,0,543,461
20191008T00-07,2059,8,0,632,511
20191007T23-07,2171,9,0,694,568
20191007T22-07,2331,8,0,737,551
20191007T21-07,1697,3,0,837,333
20191007T20-07,2614,9,0,878,496
20191007T19-07,2579,8,0,887,480
20191007T18-07,2699,9,3,905,401
20191007T17-07,2616,8,29,907,350
20191007T16-07,2556,9,59,876,305
20191007T15-07,2500,8,65,883,255
20191007T14-07,2573,9,66,814,260
20191007T13-07,2575,8,61,800,248
20191007T12-07,2642,9,61,793,215
20191007T11-07,2749,9,65,775,188
20191007T10-07,2728,8,66,758,136
20191007T09-07,2678,9,63,783,107
20191007T08-07,2689,8,38,830,156
20191007T07-07,2753,9,6,826,307
20191007T06-07,2695,8,0,880,375
20191007T05-07,2441,9,0,708,483
20191007T04-07,2247,9,0,601,584
20191007T03-07,2154,8,0,577,643
20191007T02-07,2154,9,0,568,643
20191007T01-07,2174,8,0,569,637
20191007T00-07,2230,9,0,608,632
20191006T23-07,2272,9,0,682,544
20191006T22-07,2476,8,0,757,481
20191006T21-07,2658,9,0,876,391
20191006T20-07,2715,9,0,912,314
20191006T19-07,2814,8,0,878,213
20191006T18-07,2756,9,3,875,128
20191006T17-07,2690,8,33,861,89
20191006T16-07,2538,9,63,833,90
20191006T15-07,2484,8,67,802,103
20191006T14-07,2530,9,66,753,147
20191006T13-07,2526,8,65,696,180
20191006T12-07,2528,9,65,668,263
20191006T11-07,2504,9,66,663,358
20191006T10-07,2546,8,66,655,390
20191006T09-07,2538,9,63,629,416
20191006T08-07,2588,8,37,674,390
20191006T07-07,2603,9,4,709,432
20191006T06-07,2595,9,0,657,368
20191006T05-07,2548,8,0,587,325
20191006T04-07,2419,9,0,586,226
20191006T03-07,2350,8,0,569,230
20191006T02-07,2330,9,0,520,307
20191006T01-07,2343,9,0,571,456
20191006T00-07,2394,8,0,636,497
20191005T23-07,2421,9,0,722,519
20191005T22-07,2449,8,0,795,520
20191005T21-07,2583,9,0,907,499
20191005T20-07,2654,9,0,982,425
20191005T19-07,2659,8,0,987,372
20191005T18-07,2610,9,3,986,308
20191005T17-07,2535,8,31,980,286
20191005T16-07,2532,9,61,915,254
20191005T15-07,2436,8,64,893,302
20191005T14-07,2326,9,62,846,390
20191005T13-07,2255,9,62,754,488
20191005T12-07,2260,8,60,742,532
20191005T11-07,2232,9,62,725,531
20191005T10-07,2130,8,59,701,527
20191005T09-07,2183,9,51,693,537
20191005T08-07,2170,8,32,812,531
20191005T07-07,2213,9,6,900,506
20191005T06-07,2266,9,0,811,441
20191005T05-07,2152,8,0,637,467
20191005T04-07,2052,9,0,620,552
20191005T03-07,2074,8,0,632,683
20191005T02-07,2045,9,0,646,644
20191005T01-07,2044,8,0,633,606
20191005T00-07,2138,9,0,607,528
20191004T23-07,2073,9,0,630,538
20191004T22-07,2048,8,0,661,574
20191004T21-07,2141,9,0,679,684
20191004T20-07,2181,8,0,860,706
20191004T19-07,2236,9,0,959,711
20191004T18-07,2190,8,3,968,693
20191004T17-07,2226,9,30,953,695
20191004T16-07,2240,8,60,899,692
20191004T15-07,2255,9,65,880,674
20191004T14-07,2243,9,66,837,667
20191004T13-07,2217,7,64,790,654
20191004T12-07,2197,7,62,791,624
20191004T11-07,2267,7,67,302,427
20191004T10-07,2329,9,64,771,595
20191004T09-07,2377,8,57,765,531
20191004T08-07,2421,9,33,898,534
20191004T07-07,2434,9,5,883,562
20191004T06-07,2380,8,0,836,577
20191004T05-07,2229,9,0,709,552
20191004T04-07,2174,8,0,627,494
20191004T03-07,2192,9,0,614,463
20191004T02-07,2253,9,0,613,512
20191004T01-07,2318,8,0,629,572
20191004T00-07,2250,9,0,653,570
20191003T23-07,2231,8,0,747,635
20191003T22-07,2167,9,0,783,653
20191003T21-07,2240,9,0,861,636
20191003T20-07,2344,8,0,926,651
20191003T19-07,2331,9,0,922,616
20191003T18-07,2333,8,3,908,585
20191003T17-07,2371,9,34,892,564
20191003T16-07,2339,8,62,847,519
20191003T15-07,2343,9,66,842,482
20191003T14-07,2330,9,64,793,451
20191003T13-07,2315,8,63,789,402
20191003T12-07,2376,9,63,799,368
20191003T11-07,2499,8,61,810,324
20191003T10-07,2560,9,59,814,309
20191003T09-07,2578,31,53,819,252
20191003T08-07,2640,32,24,879,200
20191003T07-07,2705,8,2,906,167
20191003T06-07,2739,9,0,899,101
20191003T05-07,2668,9,0,694,55
20191003T04-07,2579,8,0,612,47
20191003T03-07,2507,9,0,604,67
20191003T02-07,2510,9,0,600,51
20191003T01-07,2459,8,0,611,45
20191003T00-07,2538,9,0,655,94
20191002T23-07,2534,8,0,754,185
20191002T22-07,2508,9,0,790,164
20191002T21-07,2647,9,0,860,173
20191002T20-07,2633,8,0,916,232
20191002T19-07,2719,9,0,920,190
20191002T18-07,2664,8,3,899,232
20191002T17-07,2638,9,34,901,234
20191002T16-07,2729,8,62,874,266
20191002T15-07,2806,9,64,874,257
20191002T14-07,2855,8,62,867,233
20191002T13-07,2844,9,57,819,183
20191002T12-07,2813,9,54,809,140
20191002T11-07,2806,8,53,785,69
20191002T10-07,2771,9,52,800,43
20191002T09-07,2782,8,47,800,32
20191002T08-07,2807,25,24,843,55
20191002T07-07,2983,14,2,855,55
20191002T06-07,2860,9,0,852,36
20191002T05-07,2747,8,0,687,34
20191002T04-07,2509,9,0,635,46
20191002T03-07,2381,9,0,614,77
20191002T02-07,2388,8,0,616,104
20191002T01-07,2411,9,0,617,112
20191002T00-07,2465,8,0,631,153
20191001T23-07,2528,9,0,734,181
20191001T22-07,2539,9,0,765,220
20191001T21-07,2619,8,0,853,233
20191001T20-07,2643,9,0,908,205
20191001T19-07,2617,8,0,912,223
20191001T18-07,2620,9,3,906,187
20191001T17-07,2588,9,23,878,195
20191001T16-07,2569,7,42,834,238
20191001T15-07,2505,9,44,859,193
20191001T14-07,2504,8,45,927,143
20191001T13-07,2464,8,47,845,142
20191001T12-07,2467,7,48,822,115
20191001T11-07,2536,8,48,794,139
20191001T10-07,2511,8,47,798,162
20191001T09-07,2500,8,40,779,177
20191001T08-07,2454,9,20,809,172
20191001T07-07,2527,8,2,826,164
20191001T06-07,2502,9,0,845,178
20191001T05-07,2405,8,0,717,219
20191001T04-07,2355,9,0,640,278
20191001T03-07,2284,9,0,628,334
20191001T02-07,2255,8,0,621,364
20191001T01-07,2194,9,0,632,443
20191001T00-07,2203,8,0,708,542
20190930T23-07,2291,9,0,823,566
20190930T22-07,2397,8,0,847,542
20190930T21-07,2526,9,0,963,519
20190930T20-07,2575,8,0,956,591
20190930T19-07,2612,9,0,987,647
20190930T18-07,2482,8,3,999,597
20190930T17-07,2367,9,31,994,647
20190930T16-07,2363,9,54,967,613
20190930T15-07,2385,8,60,963,556
20190930T14-07,2438,9,64,960,535
20190930T13-07,2449,8,62,867,492
20190930T12-07,2450,8,63,857,471
20190930T11-07,2442,9,62,838,479
20190930T10-07,2439,8,58,848,435
20190930T09-07,2482,9,53,811,503
20190930T08-07,2537,8,33,827,484
20190930T07-07,2491,9,7,849,486
20190930T06-07,2430,8,0,878,498
20190930T05-07,2252,9,0,774,563
20190930T04-07,2114,8,0,725,568
20190930T03-07,2097,9,0,704,553
20190930T02-07,2095,9,0,696,528
20190930T01-07,2123,8,0,727,554
20190930T00-07,2181,9,0,705,583
20190929T23-07,2236,8,0,742,634
20190929T22-07,2420,9,0,765,669
20190929T21-07,2603,7,0,854,714
20190929T20-07,2642,8,0,896,666
20190929T19-07,2627,7,0,963,650
20190929T18-07,2619,8,2,967,624
20190929T17-07,2575,8,26,905,577
20190929T16-07,2501,9,53,817,586
20190929T15-07,2371,9,61,808,610
20190929T14-07,2295,8,62,793,637
20190929T13-07,2192,9,56,771,651
20190929T12-07,2180,9,48,741,665
20190929T11-07,2165,8,59,721,668
20190929T10-07,2153,9,59,695,628
20190929T09-07,2108,8,41,676,623
20190929T08-07,2103,9,12,704,634
20190929T07-07,2125,8,0,683,673
20190929T06-07,2105,9,0,714,665
20190929T05-07,2063,8,0,719,676
20190929T04-07,2022,9,0,709,659
20190929T03-07,2053,9,0,716,638
20190929T02-07,2105,8,0,702,668
20190929T01-07,2140,9,0,721,659
20190929T00-07,2178,8,0,815,682
20190928T23-07,2239,9,0,871,700
20190928T22-07,2211,8,0,879,709
20190928T21-07,2243,9,0,891,737
20190928T20-07,2259,8,0,881,700
20190928T19-07,2288,9,0,885,720
20190928T18-07,2224,9,3,888,646
20190928T17-07,2257,8,33,879,655
20190928T16-07,2461,9,61,873,623
20190928T15-07,2520,8,63,851,571
20190928T14-07,2486,9,63,870,550
20190928T13-07,2507,8,61,840,510
20190928T12-07,2488,9,59,859,486
20190928T11-07,2431,8,59,837,522
20190928T10-07,2396,9,54,827,472
20190928T09-07,2394,8,55,821,465
20190928T08-07,2397,9,33,819,439
20190928T07-07,2358,9,3,786,359
20190928T06-07,2259,8,0,814,316
20190928T05-07,2264,9,0,718,336
20190928T04-07,2275,8,0,754,321
20190928T03-07,2241,9,0,745,258
20190928T02-07,2175,9,0,736,243
20190928T01-07,2191,8,0,770,356
20190928T00-07,2348,9,0,740,322
20190927T23-07,2486,8,0,812,272
20190927T22-07,2617,9,0,880,259
20190927T21-07,2676,8,0,988,317
20190927T20-07,2746,9,0,987,439
20190927T19-07,2854,8,0,986,420
20190927T18-07,2812,9,4,1005,298
20190927T17-07,2820,9,24,1001,326
20190927T16-07,2914,8,42,997,327
20190927T15-07,2950,9,45,1002,285
20190927T14-07,2875,8,48,998,226
20190927T13-07,2827,9,54,923,144
20190927T12-07,2844,8,59,881,86
20190927T11-07,2887,9,63,868,81
20190927T10-07,2898,9,63,853,92
20190927T09-07,2840,8,59,818,127
20190927T08-07,2829,9,34,839,190
20190927T07-07,2676,8,7,845,299
20190927T06-07,2526,9,0,865,497
20190927T05-07,2393,8,0,816,523
20190927T04-07,2357,9,0,733,566
20190927T03-07,2360,8,0,709,535
20190927T02-07,2427,9,0,657,605
20190927T01-07,2419,9,0,722,516
20190927T00-07,2452,8,0,752,353
20190926T23-07,2547,9,0,823,474
20190926T22-07,2683,8,0,864,608
20190926T21-07,2852,9,0,997,653
20190926T20-07,2933,8,0,1024,490
20190926T19-07,2962,9,0,1031,443
20190926T18-07,2992,8,6,1025,481
20190926T17-07,2929,9,27,1030,613
20190926T16-07,3109,8,43,1023,631
20190926T15-07,3026,6,52,994,650
20190926T14-07,2867,8,54,969,649
20190926T13-07,2778,8,56,907,622
20190926T12-07,2659,9,57,891,621
20190926T11-07,2664,8,63,872,633
20190926T10-07,2677,8,63,852,645
20190926T09-07,2738,8,58,802,605
20190926T08-07,2816,9,34,792,531
20190926T07-07,2860,9,4,783,504
20190926T06-07,2720,8,0,853,443
20190926T05-07,2604,9,0,771,408
20190926T04-07,2545,8,0,712,289
20190926T03-07,2458,9,0,686,299
20190926T02-07,2423,8,0,689,270
20190926T01-07,2382,9,0,729,236
20190926T00-07,2334,8,0,851,270
20190925T23-07,2504,9,0,913,370
20190925T22-07,2703,9,0,925,513
20190925T21-07,3036,8,0,1000,547
20190925T20-07,3119,9,0,958,617
20190925T19-07,3277,8,0,997,513
20190925T18-07,3296,9,7,995,281
20190925T17-07,3257,8,36,1009,213
20190925T16-07,3179,9,55,1019,211
20190925T15-07,3072,9,56,1000,168
20190925T14-07,2914,8,58,980,100
20190925T13-07,2845,9,59,922,71
20190925T12-07,2769,8,61,915,131
20190925T11-07,2717,9,62,823,224
20190925T10-07,2719,8,61,825,298
20190925T09-07,2757,9,52,840,258
20190925T08-07,2707,8,34,833,213
20190925T07-07,2681,9,7,836,372
20190925T06-07,2545,9,0,912,261
20190925T05-07,2472,8,0,796,162
20190925T04-07,2306,9,0,733,107
20190925T03-07,2258,8,0,749,179
20190925T02-07,2169,9,0,747,241
20190925T01-07,2092,9,0,726,240
20190925T00-07,2032,63,0,752,271
20190924T23-07,2075,73,0,816,211
20190924T22-07,2139,74,0,853,148
20190924T21-07,2160,73,0,954,65
20190924T20-07,2194,53,0,1022,30
20190924T19-07,2179,67,0,1058,48
20190924T18-07,2225,77,9,1052,64
20190924T17-07,2209,72,39,1019,90
20190924T16-07,2177,9,63,1002,147
20190924T15-07,2105,38,64,982,167
20190924T14-07,2147,57,63,1061,198
20190924T13-07,2569,8,63,931,271
20190924T12-07,2565,8,66,879,348
20190924T11-07,2525,8,65,866,388
20190924T10-07,2547,9,65,875,369
20190924T09-07,2558,8,59,852,376
20190924T08-07,2473,9,40,865,420
20190924T07-07,2301,8,7,864,408
20190924T06-07,2290,9,0,850,380
20190924T05-07,2122,9,0,773,558
20190924T04-07,2163,8,0,693,434
20190924T03-07,2204,9,0,714,200
20190924T02-07,2191,8,0,717,162
20190924T01-07,2218,9,0,815,184
20190924T00-07,2212,8,0,809,284
20190923T23-07,2367,9,0,837,312
20190923T22-07,2486,9,0,843,301
20190923T21-07,2648,8,0,900,221
20190923T20-07,2740,9,0,979,195
20190923T19-07,2807,8,0,1038,154
20190923T18-07,2836,9,1,1054,114
20190923T17-07,3027,8,9,1030,107
20190923T16-07,3027,8,15,1030,126
20190923T15-07,2968,8,24,1030,75
20190923T14-07,2855,9,32,1023,70
20190923T13-07,2794,8,32,970,51
20190923T12-07,2747,9,32,933,63
20190923T11-07,2689,9,36,954,114
20190923T10-07,2701,8,25,896,178
20190923T09-07,2688,9,27,862,196
20190923T08-07,2597,8,14,870,205
20190923T07-07,2542,9,5,911,260
20190923T06-07,2527,8,0,941,282
20190923T05-07,2415,9,0,878,305
20190923T04-07,2183,9,0,775,330
20190923T03-07,2044,8,0,750,312
20190923T02-07,2016,9,0,749,332
20190923T01-07,2008,8,0,782,396
20190923T00-07,2050,8,0,802,459
20190922T23-07,2212,6,0,825,409
20190922T22-07,2536,7,0,840,388
20190922T21-07,2792,8,0,916,278
20190922T20-07,2976,9,0,1018,169
20190922T19-07,3079,9,0,1042,96
20190922T18-07,3124,8,7,1002,84
20190922T17-07,3030,9,36,1015,90
20190922T16-07,2874,8,61,1013,165
20190922T15-07,2746,9,64,972,231
20190922T14-07,2710,8,65,1004,255
20190922T13-07,2677,9,66,933,277
20190922T12-07,2572,9,66,893,294
20190922T11-07,2465,8,64,798,236
20190922T10-07,2475,9,64,781,262
20190922T09-07,2486,8,62,774,259
20190922T08-07,2385,9,42,772,240
20190922T07-07,2367,8,8,756,173
20190922T06-07,2263,9,0,820,103
20190922T05-07,2226,8,0,828,95
20190922T04-07,2208,9,0,841,139
20190922T03-07,2202,9,0,837,253
20190922T02-07,2052,8,0,831,327
20190922T01-07,2077,9,0,872,400
20190922T00-07,2073,9,0,844,414
20190921T23-07,2236,8,0,895,574
20190921T22-07,2339,9,0,960,626
20190921T21-07,2432,8,0,1087,451
20190921T20-07,2560,9,0,1116,480
20190921T19-07,2632,8,0,1108,392
20190921T18-07,2647,9,7,1100,485
20190921T17-07,2562,8,19,1095,380
20190921T16-07,2573,9,31,1089,276
20190921T15-07,2546,9,46,1071,207
20190921T14-07,2482,8,55,1039,196
20190921T13-07,2419,9,63,972,232
20190921T12-07,2370,8,63,965,241
20190921T11-07,2313,9,64,930,259
20190921T10-07,2305,8,63,911,325
20190921T09-07,2245,9,60,880,318
20190921T08-07,2218,8,41,846,279
20190921T07-07,2207,9,8,758,372
20190921T06-07,2193,9,0,835,354
20190921T05-07,2134,8,0,788,345
20190921T04-07,2110,9,0,728,372
20190921T03-07,2119,8,0,723,308
20190921T02-07,2071,9,0,758,381
20190921T01-07,2088,8,0,791,462
20190921T00-07,2058,9,0,935,500
20190920T23-07,2224,8,0,968,694
20190920T22-07,2356,9,0,990,694
20190920T21-07,2529,9,0,1100,705
20190920T20-07,2630,8,0,1113,715
20190920T19-07,2757,9,0,1141,707
20190920T18-07,2820,8,6,1140,671
20190920T17-07,2846,9,32,1161,645
20190920T16-07,2819,8,48,1172,632
20190920T15-07,2717,9,56,1136,640
20190920T14-07,2660,9,64,1129,617
20190920T13-07,2676,8,64,1069,574
20190920T12-07,2626,9,63,1032,527
20190920T11-07,2734,9,66,1009,474
20190920T10-07,2697,8,68,980,413
20190920T09-07,2687,9,67,970,383
20190920T08-07,2536,8,42,970,396
20190920T07-07,2489,9,8,924,512
20190920T06-07,2414,8,0,961,609
20190920T05-07,2215,9,0,894,481
20190920T04-07,2100,8,0,829,485
20190920T03-07,2042,9,0,816,587
20190920T02-07,2054,8,0,798,600
20190920T01-07,2119,9,0,833,613
20190920T00-07,2199,8,0,937,657
20190919T23-07,2290,9,0,995,725
20190919T22-07,2472,9,0,997,708
20190919T21-07,2646,8,0,1134,670
20190919T20-07,2778,9,0,1154,662
20190919T19-07,2872,8,0,1205,663
20190919T18-07,2950,9,8,1202,565
20190919T17-07,3139,8,41,1207,497
20190919T16-07,3179,10,60,1174,495
20190919T15-07,3048,52,61,1159,397
20190919T14-07,3045,-41,64,1091,273
20190919T13-07,2957,-177,62,1039,172
20190919T12-07,2884,34,62,1054,77
20190919T11-07,2784,43,63,1017,44
20190919T10-07,2804,9,66,986,26
20190919T09-07,2749,9,63,960,5
20190919T08-07,2786,9,46,945,12
20190919T07-07,2823,8,10,883,48
20190919T06-07,2750,9,0,916,67
20190919T05-07,2550,9,0,820,69
20190919T04-07,2347,9,0,820,123
20190919T03-07,2302,8,0,812,216
20190919T02-07,2301,9,0,791,315
20190919T01-07,2351,9,0,792,390
20190919T00-07,2331,9,0,812,462
20190918T23-07,2479,8,0,966,530
20190918T22-07,2745,9,0,970,527
20190918T21-07,3047,9,0,1065,505
20190918T20-07,3261,9,0,1153,452
20190918T19-07,3338,8,0,1197,366
20190918T18-07,3357,8,9,1238,175
20190918T17-07,3376,9,39,1213,391
20190918T16-07,3359,9,49,1203,359
20190918T15-07,3366,9,50,1177,273
20190918T14-07,3272,9,45,1161,186
20190918T13-07,3142,8,52,1112,164
20190918T12-07,3091,8,57,1067,190
20190918T11-07,3039,9,60,1048,166
20190918T10-07,2869,8,66,1034,159
20190918T09-07,2852,9,64,996,173
20190918T08-07,2940,9,44,991,170
20190918T07-07,2876,8,10,900,357
20190918T06-07,2620,9,0,945,402
20190918T05-07,2332,8,0,872,468
20190918T04-07,2218,8,0,827,525
20190918T03-07,2212,7,0,812,544
20190918T02-07,2231,8,0,793,575
20190918T01-07,2300,8,0,864,517
20190918T00-07,2328,8,0,862,597
20190917T23-07,2468,7,0,921,597
20190917T22-07,2549,8,0,982,529
20190917T21-07,2585,8,0,1145,464
20190917T20-07,2710,8,0,1190,390
20190917T19-07,2738,7,0,1216,374
20190917T18-07,2635,8,7,1215,402
20190917T17-07,2777,8,27,1211,364
20190917T16-07,2862,8,46,1154,377
20190917T15-07,2822,8,47,1147,277
20190917T14-07,2857,8,66,1126,124
20190917T13-07,2825,7,65,1068,116
20190917T12-07,2703,8,63,1036,123
20190917T11-07,2664,8,57,1043,157
20190917T10-07,2513,8,55,1028,231
20190917T09-07,2381,8,48,998,232
20190917T08-07,2348,7,28,977,276
20190917T07-07,2337,8,2,904,322
20190917T06-07,2402,8,0,918,410
20190917T05-07,2210,8,0,856,460
20190917T04-07,2149,7,0,806,513
20190917T03-07,2089,8,0,776,509
20190917T02-07,2114,8,0,767,389
20190917T01-07,2146,7,0,822,380
20190917T00-07,2247,8,0,865,409
20190916T23-07,2360,8,0,965,498
20190916T22-07,2586,8,0,1031,484
20190916T21-07,2674,7,0,1132,521
20190916T20-07,2791,8,0,1201,491
20190916T19-07,3008,8,0,1216,422
20190916T18-07,3063,8,6,1215,407
20190916T17-07,3089,8,16,1221,264
20190916T16-07,3059,7,37,1206,280
20190916T15-07,3046,8,39,1204,333
20190916T14-07,2994,10,51,1204,327
20190916T13-07,2786,8,58,1102,267
20190916T12-07,2645,7,57,1041,229
20190916T11-07,2496,10,58,999,267
20190916T10-07,2440,7,62,966,361
20190916T09-07,2396,7,59,995,337
20190916T08-07,2430,7,26,919,339
20190916T07-07,2373,8,5,898,369
20190916T06-07,2350,8,0,915,390
20190916T05-07,2232,8,0,878,396
20190916T04-07,2073,7,0,829,359
20190916T03-07,2012,8,0,822,407
20190916T02-07,2029,7,0,840,504
20190916T01-07,2070,6,0,831,544
20190916T00-07,2222,8,0,834,543
20190915T23-07,2458,9,0,842,562
20190915T22-07,2582,8,0,943,565
20190915T21-07,2722,9,0,1058,552
20190915T20-07,2877,9,0,1142,545
20190915T19-07,2906,8,0,1223,543
20190915T18-07,2917,9,3,1204,461
20190915T17-07,2899,8,12,1230,433
20190915T16-07,2789,9,20,1198,381
20190915T15-07,2728,9,30,1158,332
20190915T14-07,2633,8,43,1122,319
20190915T13-07,2506,9,48,1035,266
