,coal,natural gas,solar,hydro
20190124T05Z,3946,443,0,30
20190124T04Z,4021,438,0,31
20190124T03Z,4235,440,0,30
20190124T02Z,4293,442,0,31
20190124T01Z,4346,439,0,31
20190124T00Z,4487,443,0,30
20190123T23Z,4374,443,0,31
20190123T22Z,4226,429,0,30
20190123T21Z,4246,400,0,31
20190123T20Z,4283,426,1,31
20190123T19Z,4321,419,1,30
20190123T18Z,4334,414,1,31
20190123T17Z,4333,431,1,30
20190123T16Z,4321,433,1,31
20190123T15Z,4306,437,0,31
20190123T14Z,4338,438,0,30
20190123T13Z,4288,441,0,31
20190123T12Z,4275,439,0,30
20190123T11Z,3862,376,0,31
20190123T10Z,3691,341,0,31
20190123T09Z,3726,350,0,30
20190123T08Z,3768,371,0,31
20190123T07Z,3765,346,0,30
20190123T06Z,3862,382,0,31
20190123T05Z,4025,365,0,31
20190123T04Z,4270,406,0,30
20190123T03Z,4400,430,0,31
20190123T02Z,4555,438,0,30
20190123T01Z,4684,442,0,31
20190123T00Z,4725,442,0,30
20190122T23Z,4481,442,0,31
20190122T22Z,4355,436,1,31
20190122T21Z,4356,440,4,30
20190122T20Z,4406,440,7,31
20190122T19Z,4500,435,9,30
20190122T18Z,4645,435,9,31
20190122T17Z,4875,445,7,30
20190122T16Z,5167,523,6,31
20190122T15Z,5414,598,4,30
20190122T14Z,5519,797,1,30
20190122T13Z,5656,644,0,31
20190122T12Z,5410,456,0,30
20190122T11Z,5321,450,0,30
20190122T10Z,5004,449,0,31
20190122T09Z,4879,448,0,30
20190122T08Z,4893,448,0,30
20190122T07Z,4895,449,0,31
20190122T06Z,4995,448,0,30
20190122T05Z,5039,447,0,30
20190122T04Z,5160,540,0,30
20190122T03Z,5313,660,0,31
20190122T02Z,5442,732,0,30
20190122T01Z,5360,891,0,30
20190122T00Z,5080,938,0,30
20190121T23Z,4685,906,0,31
20190121T22Z,4438,902,1,30
20190121T21Z,4415,897,4,30
20190121T20Z,4456,945,5,30
20190121T19Z,4677,1025,6,31
20190121T18Z,4622,1198,6,30
20190121T17Z,4594,1381,5,30
20190121T16Z,4344,1782,4,31
20190121T15Z,4273,2135,3,30
20190121T14Z,4293,2220,1,30
20190121T13Z,4156,2223,0,30
20190121T12Z,3902,2108,0,31
20190121T11Z,3670,2077,0,30
20190121T10Z,3593,1947,0,30
20190121T09Z,3765,1574,0,30
20190121T08Z,3745,1535,0,31
20190121T07Z,3687,1493,0,30
20190121T06Z,3682,1479,0,30
20190121T05Z,3697,1490,0,30
20190121T04Z,3684,1607,0,31
20190121T03Z,3796,1663,0,30
20190121T02Z,4006,1955,0,30
20190121T01Z,4043,1833,0,30
20190121T00Z,4013,1588,0,31
20190120T23Z,4011,1213,0,34
20190120T22Z,3887,1162,2,48
20190120T21Z,3882,1063,3,49
20190120T20Z,3967,1026,4,51
20190120T19Z,4118,994,4,51
20190120T18Z,4247,921,4,51
20190120T17Z,4369,892,1,53
20190120T16Z,4467,858,0,53
20190120T15Z,4506,778,0,54
20190120T14Z,4270,854,0,56
20190120T13Z,4213,792,0,55
20190120T12Z,4122,719,0,58
20190120T11Z,3925,700,0,59
20190120T10Z,3824,695,0,62
20190120T09Z,3769,679,0,67
20190120T08Z,3711,656,0,69
20190120T07Z,3679,618,0,72
20190120T06Z,3681,589,0,73
20190120T05Z,3716,562,0,75
20190120T04Z,3764,640,0,77
20190120T03Z,3842,593,0,78
20190120T02Z,4057,608,0,80
20190120T01Z,4062,595,0,82
20190120T00Z,4085,596,0,81
20190119T23Z,3938,600,0,80
20190119T22Z,3882,549,0,77
20190119T21Z,3814,466,0,72
20190119T20Z,3900,452,1,72
20190119T19Z,3987,415,1,74
20190119T18Z,3982,471,1,75
20190119T17Z,4093,502,1,74
20190119T16Z,3944,389,0,75
20190119T15Z,3886,451,0,65
20190119T14Z,3906,423,0,65
20190119T13Z,3815,376,0,68
20190119T12Z,3712,314,0,65
20190119T11Z,3618,259,0,67
20190119T10Z,3606,249,0,67
20190119T09Z,3598,253,0,66
20190119T08Z,3615,255,0,67
20190119T07Z,3667,299,0,66
20190119T06Z,3764,328,0,67
20190119T05Z,3854,376,0,67
20190119T04Z,4119,426,0,66
20190119T03Z,4204,391,0,68
20190119T02Z,4341,426,0,66
20190119T01Z,4626,446,0,66
20190119T00Z,4701,450,0,68
20190118T23Z,4590,449,0,66
20190118T22Z,4281,338,0,68
20190118T21Z,4239,354,1,68
20190118T20Z,4273,362,1,77
20190118T19Z,4333,366,2,78
20190118T18Z,4420,390,2,77
20190118T17Z,4426,408,2,79
20190118T16Z,4462,401,1,79
20190118T15Z,4467,408,1,79
20190118T14Z,4492,433,0,81
20190118T13Z,4366,430,0,80
20190118T12Z,4207,424,0,80
20190118T11Z,3639,328,0,79
20190118T10Z,3529,298,0,81
20190118T09Z,3427,272,0,80
20190118T08Z,3470,256,0,79
20190118T07Z,3596,261,0,79
20190118T06Z,3736,240,0,80
20190118T05Z,3925,275,0,80
20190118T04Z,4057,338,0,78
20190118T03Z,4280,353,0,78
20190118T02Z,4383,348,0,77
20190118T01Z,4573,409,0,78
20190118T00Z,4608,421,0,76
20190117T23Z,4564,409,0,63
20190117T22Z,4396,375,0,60
20190117T21Z,4457,396,0,62
20190117T20Z,4488,405,0,61
20190117T19Z,4667,261,1,61
20190117T18Z,4715,380,1,56
20190117T17Z,4649,419,1,55
20190117T16Z,4679,428,1,54
20190117T15Z,4450,625,0,50
20190117T14Z,4539,717,0,50
20190117T13Z,4600,732,0,50
20190117T12Z,4373,665,0,50
20190117T11Z,3963,316,0,49
20190117T10Z,3785,265,0,49
20190117T09Z,3770,275,0,49
20190117T08Z,3784,319,0,49
20190117T07Z,3888,311,0,49
20190117T06Z,3960,320,0,49
20190117T05Z,4068,338,0,49
20190117T04Z,4343,383,0,49
20190117T03Z,4450,402,0,48
20190117T02Z,4593,429,0,46
20190117T01Z,4655,441,0,43
20190117T00Z,4622,432,0,43
20190116T23Z,4499,412,0,43
20190116T22Z,4413,397,0,43
20190116T21Z,4461,408,1,43
20190116T20Z,4527,422,1,37
20190116T19Z,4550,444,2,36
20190116T18Z,4624,447,1,36
20190116T17Z,4627,444,1,37
20190116T16Z,4683,454,1,37
20190116T15Z,4547,685,0,36
20190116T14Z,4523,735,0,37
20190116T13Z,4551,740,0,37
20190116T12Z,4335,688,0,36
20190116T11Z,4166,396,0,38
20190116T10Z,3995,379,0,37
20190116T09Z,3920,367,0,37
20190116T08Z,3948,373,0,60
20190116T07Z,3996,384,0,68
20190116T06Z,4077,393,0,66
20190116T05Z,4233,410,0,67
20190116T04Z,4464,438,0,67
20190116T03Z,4628,447,0,67
20190116T02Z,4733,477,0,67
20190116T01Z,4708,546,0,67
20190116T00Z,4817,514,0,67
20190115T23Z,4774,449,0,68
20190115T22Z,4640,449,0,67
20190115T21Z,4705,447,1,68
20190115T20Z,4726,450,1,67
20190115T19Z,4786,450,1,65
20190115T18Z,4832,449,1,61
20190115T17Z,4784,494,2,62
20190115T16Z,4871,569,1,63
20190115T15Z,4708,710,0,60
20190115T14Z,4720,749,0,46
20190115T13Z,4699,746,0,42
20190115T12Z,4703,695,0,43
20190115T11Z,4439,428,0,44
20190115T10Z,4116,448,0,42
20190115T09Z,4089,447,0,44
20190115T08Z,4089,449,0,44
20190115T07Z,4080,449,0,42
20190115T06Z,4163,448,0,44
20190115T05Z,4279,450,0,43
20190115T04Z,4502,450,0,43
20190115T03Z,4614,450,0,43
20190115T02Z,4724,450,0,44
20190115T01Z,4766,451,0,43
20190115T00Z,4809,450,0,44
20190114T23Z,4582,450,0,43
20190114T22Z,4462,449,0,39
20190114T21Z,4526,450,1,30
20190114T20Z,4606,448,0,30
20190114T19Z,4671,448,0,30
20190114T18Z,4924,452,0,29
20190114T17Z,4746,450,1,30
20190114T16Z,4772,450,0,30
20190114T15Z,4949,450,0,29
20190114T14Z,5022,449,0,30
20190114T13Z,5023,449,0,30
20190114T12Z,4776,450,0,30
20190114T11Z,4302,448,0,29
20190114T10Z,3850,448,0,30
20190114T09Z,3647,448,0,30
20190114T08Z,3587,449,0,30
20190114T07Z,3606,448,0,30
20190114T06Z,3738,436,0,29
20190114T05Z,3896,440,0,30
20190114T04Z,4010,421,0,30
20190114T03Z,4340,444,0,30
20190114T02Z,4755,443,0,30
20190114T01Z,4949,449,0,29
20190114T00Z,5036,448,0,30
20190113T23Z,4754,448,0,30
20190113T22Z,4252,375,0,30
20190113T21Z,3951,441,0,30
20190113T20Z,3959,449,0,29
20190113T19Z,3994,446,1,30
20190113T18Z,3979,446,1,30
20190113T17Z,4018,447,1,30
20190113T16Z,4006,446,1,30
20190113T15Z,3951,446,1,30
20190113T14Z,3744,445,0,30
20190113T13Z,3529,445,0,30
20190113T12Z,3347,438,0,23
20190113T11Z,3337,433,0,21
20190113T10Z,3298,376,0,20
20190113T09Z,3296,368,0,21
20190113T08Z,3300,407,0,20
20190113T07Z,3333,401,0,21
20190113T06Z,3470,442,0,20
20190113T05Z,3620,436,0,21
20190113T04Z,3854,438,0,20
20190113T03Z,4074,436,0,21
20190113T02Z,4263,430,0,20
20190113T01Z,4515,442,0,21
20190113T00Z,4628,446,0,21
20190112T23Z,4317,445,0,20
20190112T22Z,4222,440,0,21
20190112T21Z,4188,438,0,20
20190112T20Z,4208,442,0,21
20190112T19Z,4282,441,0,20
20190112T18Z,4528,443,0,21
20190112T17Z,4559,444,0,20
20190112T16Z,4769,445,0,21
20190112T15Z,4647,444,0,21
20190112T14Z,4424,444,0,20
20190112T13Z,4275,447,0,21
20190112T12Z,4173,446,0,20
20190112T11Z,3833,446,0,21
20190112T10Z,3804,442,0,21
20190112T09Z,3794,442,0,20
20190112T08Z,3790,437,0,21
20190112T07Z,3842,445,0,20
20190112T06Z,3938,442,0,21
20190112T05Z,4219,339,0,21
20190112T04Z,4396,286,0,20
20190112T03Z,4408,447,0,21
20190112T02Z,4495,451,0,21
20190112T01Z,4758,449,0,20
20190112T00Z,4799,450,0,21
20190111T23Z,4499,450,0,20
20190111T22Z,4409,449,1,21
20190111T21Z,4345,448,2,21
20190111T20Z,4466,440,6,20
20190111T19Z,4473,441,8,22
20190111T18Z,4589,445,9,30
20190111T17Z,4706,488,8,31
20190111T16Z,4785,623,7,30
20190111T15Z,5103,676,4,30
20190111T14Z,5157,710,1,30
20190111T13Z,5246,716,0,31
20190111T12Z,5126,709,0,30
20190111T11Z,4763,580,0,29
20190111T10Z,4567,450,0,21
20190111T09Z,4541,450,0,21
20190111T08Z,4486,450,0,20
20190111T07Z,4489,451,0,21
20190111T06Z,4498,450,0,21
20190111T05Z,4584,450,0,20
20190111T04Z,4733,451,0,21
20190111T03Z,4825,450,0,18
20190111T02Z,4913,451,0,18
20190111T01Z,4914,460,0,16
20190111T00Z,4736,576,0,15
20190110T23Z,4549,586,0,15
20190110T22Z,4299,553,2,16
20190110T21Z,4329,551,5,15
20190110T20Z,4406,550,7,17
20190110T19Z,4522,554,8,23
20190110T18Z,4625,579,9,22
20190110T17Z,4592,748,6,30
20190110T16Z,4538,862,7,31
20190110T15Z,4687,1062,4,30
20190110T14Z,4791,1075,1,31
20190110T13Z,4635,1015,0,30
20190110T12Z,4504,945,0,30
20190110T11Z,3944,854,0,31
20190110T10Z,3839,737,0,30
20190110T09Z,3829,640,0,31
20190110T08Z,3836,640,0,30
20190110T07Z,3893,637,0,30
20190110T06Z,3921,638,0,31
20190110T05Z,4046,634,0,30
20190110T04Z,4142,675,0,31
20190110T03Z,4226,722,0,30
20190110T02Z,4323,724,0,31
20190110T01Z,4351,728,0,30
20190110T00Z,4306,726,0,31
20190109T23Z,4137,723,0,30
20190109T22Z,3951,706,2,31
20190109T21Z,3987,636,5,30
20190109T20Z,3963,578,8,31
20190109T19Z,4074,581,7,31
20190109T18Z,4106,569,7,30
20190109T17Z,4162,579,5,31
20190109T16Z,4214,591,2,30
20190109T15Z,4175,630,1,31
20190109T14Z,4191,634,0,31
20190109T13Z,4208,616,0,30
20190109T12Z,3766,440,0,31
20190109T11Z,3658,447,0,30
20190109T10Z,3462,447,0,31
20190109T09Z,3347,446,0,31
20190109T08Z,3322,447,0,31
20190109T07Z,3351,448,0,30
20190109T06Z,3416,445,0,31
20190109T05Z,3526,444,0,31
20190109T04Z,3659,447,0,30
20190109T03Z,3776,446,0,31
20190109T02Z,3923,446,0,31
20190109T01Z,3911,447,0,30
20190109T00Z,3869,445,0,31
20190108T23Z,3622,441,0,31
20190108T22Z,3493,439,2,31
20190108T21Z,3506,435,4,30
20190108T20Z,3552,431,5,31
20190108T19Z,3675,337,7,31
20190108T18Z,3806,245,7,31
20190108T17Z,3856,218,4,31
20190108T16Z,3885,217,2,30
20190108T15Z,3896,214,1,31
20190108T14Z,3895,204,1,31
20190108T13Z,3891,211,0,31
20190108T12Z,3629,213,0,31
20190108T11Z,3258,216,0,30
20190108T10Z,3069,211,0,31
20190108T09Z,3023,211,0,31
20190108T08Z,3045,215,0,31
20190108T07Z,3123,216,0,31
20190108T06Z,3199,218,0,31
20190108T05Z,3415,214,0,31
20190108T04Z,3630,210,0,31
20190108T03Z,3886,214,0,31
20190108T02Z,3974,216,0,31
20190108T01Z,4093,217,0,31
20190108T00Z,4142,219,0,30
20190107T23Z,4074,217,0,31
20190107T22Z,3918,217,0,31
20190107T21Z,3874,217,1,31
20190107T20Z,3842,215,4,31
20190107T19Z,3878,214,6,31
20190107T18Z,3945,216,4,31
20190107T17Z,3983,218,4,31
20190107T16Z,4091,222,3,31
20190107T15Z,4179,223,1,31
20190107T14Z,4243,224,0,31
20190107T13Z,4084,226,0,31
20190107T12Z,3836,224,0,31
20190107T11Z,3386,225,0,31
20190107T10Z,3256,224,0,30
20190107T09Z,3136,223,0,31
20190107T08Z,3147,221,0,31
20190107T07Z,3162,224,0,31
20190107T06Z,3170,223,0,32
20190107T05Z,3275,222,0,31
20190107T04Z,3456,223,0,31
20190107T03Z,3600,222,0,31
20190107T02Z,3704,224,0,31
20190107T01Z,3739,222,0,31
20190107T00Z,3748,221,0,30
20190106T23Z,3551,222,0,31
20190106T22Z,3309,220,1,32
20190106T21Z,3296,220,4,31
20190106T20Z,3336,177,5,31
20190106T19Z,3455,140,7,31
20190106T18Z,3487,140,8,31
20190106T17Z,3640,127,8,31
20190106T16Z,3805,107,6,31
20190106T15Z,4050,23,3,31
20190106T14Z,4064,-2,1,31
20190106T13Z,3931,-2,0,31
20190106T12Z,3800,0,0,31
20190106T11Z,3641,-2,0,30
20190106T10Z,3586,-2,0,31
20190106T09Z,3501,-1,0,31
20190106T08Z,3542,-2,0,31
20190106T07Z,3567,-2,0,31
20190106T06Z,3671,-1,0,31
20190106T05Z,3752,-2,0,31
20190106T04Z,3893,-2,0,31
20190106T03Z,4024,0,0,31
20190106T02Z,4075,-2,0,31
20190106T01Z,4119,-2,0,30
20190106T00Z,4102,-1,0,31
20190105T23Z,3921,-2,0,31
20190105T22Z,3670,-1,2,31
20190105T21Z,3669,-2,4,30
20190105T20Z,3740,-2,7,31
20190105T19Z,3849,0,8,31
20190105T18Z,4012,-2,9,30
20190105T17Z,4141,-2,8,31
20190105T16Z,4273,-1,7,31
20190105T15Z,4365,-2,4,30
20190105T14Z,4336,-2,1,31
20190105T13Z,4142,-1,0,30
20190105T12Z,3988,-2,0,31
20190105T11Z,3835,-2,0,30
20190105T10Z,3750,-1,0,31
20190105T09Z,3740,-2,0,30
20190105T08Z,3767,-2,0,31
20190105T07Z,3827,-1,0,30
20190105T06Z,3886,-2,0,31
20190105T05Z,4044,-2,0,30
20190105T04Z,4191,-1,0,31
20190105T03Z,4233,-2,0,31
20190105T02Z,4340,2,0,30
20190105T01Z,4317,115,0,31
20190105T00Z,4369,147,0,30
20190104T23Z,4334,145,0,31
20190104T22Z,4301,146,0,30
20190104T21Z,4307,144,0,26
20190104T20Z,4436,147,0,10
20190104T19Z,4443,145,1,11
20190104T18Z,4500,147,1,10
20190104T17Z,4580,149,2,10
20190104T16Z,4642,145,1,11
20190104T15Z,4653,142,1,10
20190104T14Z,4761,64,0,11
20190104T13Z,4754,-2,0,28
20190104T12Z,4471,-2,0,30
20190104T11Z,4197,-1,0,31
20190104T10Z,4017,-2,0,30
20190104T09Z,3978,-2,0,30
20190104T08Z,4040,0,0,31
20190104T07Z,4035,-2,0,30
20190104T06Z,4122,-2,0,31
20190104T05Z,4086,187,0,30
20190104T04Z,4053,446,0,31
20190104T03Z,4319,447,0,30
20190104T02Z,4323,450,0,31
20190104T01Z,4418,450,0,30
20190104T00Z,4390,449,0,30
20190103T23Z,4206,450,0,31
20190103T22Z,4038,449,1,30
20190103T21Z,4036,447,2,29
20190103T20Z,4151,449,3,21
20190103T19Z,4220,449,3,20
20190103T18Z,4308,452,2,25
20190103T17Z,4363,456,1,30
20190103T16Z,4363,464,1,30
20190103T15Z,4349,452,0,31
20190103T14Z,4308,450,0,30
20190103T13Z,4257,450,0,30
20190103T12Z,3930,451,0,30
20190103T11Z,3564,450,0,30
20190103T10Z,3356,449,0,31
20190103T09Z,3290,449,0,30
20190103T08Z,3448,451,0,30
20190103T07Z,3471,450,0,30
20190103T06Z,3520,450,0,30
20190103T05Z,3674,447,0,31
20190103T04Z,3982,441,0,30
20190103T03Z,4207,444,0,30
20190103T02Z,4352,451,0,30
20190103T01Z,4479,450,0,30
20190103T00Z,4617,449,0,31
20190102T23Z,4696,450,0,30
20190102T22Z,4342,450,0,30
20190102T21Z,4258,451,1,30
20190102T20Z,4263,451,1,30
20190102T19Z,4252,451,1,30
20190102T18Z,4239,450,1,30
20190102T17Z,4259,450,1,31
20190102T16Z,4144,452,0,30
20190102T15Z,4077,450,0,30
20190102T14Z,4040,452,0,30
20190102T13Z,3908,452,0,30
20190102T12Z,3650,435,0,30
20190102T11Z,3420,243,0,30
20190102T10Z,3335,242,0,30
20190102T09Z,3240,242,0,31
20190102T08Z,3229,241,0,30
20190102T07Z,3278,242,0,30
20190102T06Z,3255,327,0,30
20190102T05Z,3234,437,0,30
20190102T04Z,3387,448,0,30
20190102T03Z,3511,449,0,31
20190102T02Z,3665,431,0,30
20190102T01Z,4073,438,0,30
20190102T00Z,4134,449,0,30
20190101T23Z,3783,449,0,30
20190101T22Z,3439,413,0,30
20190101T21Z,3413,384,0,30
20190101T20Z,3355,396,1,30
20190101T19Z,3287,415,1,30
20190101T18Z,3273,423,1,30
20190101T17Z,3320,307,2,30
20190101T16Z,3304,295,1,30
20190101T15Z,3177,275,0,30
20190101T14Z,3124,242,0,30
20190101T13Z,3020,242,0,29
20190101T12Z,2951,241,0,30
20190101T11Z,2867,242,0,30
20190101T10Z,2799,241,0,30
20190101T09Z,2758,241,0,30
20190101T08Z,2785,242,0,29
20190101T07Z,2832,242,0,30
20190101T06Z,2888,241,0,30
20181231T05Z,3191,447,0,30
20181231T04Z,3417,447,0,30
20181231T03Z,3582,448,0,29
20181231T02Z,3731,444,0,30
20181231T01Z,3894,447,0,29
20181231T00Z,3878,448,0,30
20181230T23Z,3502,435,0,29
20181230T22Z,3186,448,1,30
20181230T21Z,3172,443,4,30
20181230T20Z,3213,441,5,29
20181230T19Z,3251,443,7,30
20181230T18Z,3455,439,7,30
20181230T17Z,3642,404,5,29
20181230T16Z,3724,446,4,30
20181230T15Z,3808,447,2,30
20181230T14Z,3767,449,0,29
20181230T13Z,3605,450,0,30
20181230T12Z,3455,450,0,30
20181230T11Z,3351,449,0,29
20181230T10Z,3342,451,0,30
20181230T09Z,3273,448,0,30
20181230T08Z,3326,448,0,30
20181230T07Z,3393,448,0,29
20181230T06Z,3492,449,0,30
20181230T05Z,3645,445,0,30
20181230T04Z,3798,450,0,29
20181230T03Z,3894,450,0,29
20181230T02Z,4032,451,0,30
20181230T01Z,4039,451,0,30
20181230T00Z,4010,450,0,29
20181229T23Z,3903,449,0,30
20181229T22Z,3695,448,0,30
20181229T21Z,3567,450,1,30
20181229T20Z,3619,441,2,29
20181229T19Z,3747,450,2,30
20181229T18Z,3835,450,2,30
20181229T17Z,3912,449,2,29
20181229T16Z,3859,451,1,30
20181229T15Z,3777,451,1,30
20181229T14Z,3676,451,0,30
20181229T13Z,3527,450,0,29
20181229T12Z,3428,450,0,30
20181229T11Z,3307,450,0,30
20181229T10Z,3237,451,0,30
20181229T09Z,3202,449,0,30
20181229T08Z,3201,449,0,29
20181229T07Z,3228,450,0,30
20181229T06Z,3259,447,0,30
20181229T05Z,3363,449,0,30
20181229T04Z,3427,450,0,30
20181229T03Z,3534,449,0,30
20181229T02Z,3591,448,0,29
20181229T01Z,3565,450,0,30
20181229T00Z,3585,448,0,30
20181228T23Z,3430,447,0,30
20181228T22Z,3297,446,1,30
20181228T21Z,3225,442,1,29
20181228T20Z,3326,438,2,30
20181228T19Z,3362,438,3,30
20181228T18Z,3422,438,2,30
20181228T17Z,3440,440,1,29
20181228T16Z,3439,440,0,30
20181228T15Z,3349,441,0,30
20181228T14Z,3283,440,0,30
20181228T13Z,3175,428,0,29
20181228T12Z,3193,247,0,30
20181228T11Z,3015,242,0,30
20181228T10Z,2923,242,0,29
20181228T09Z,2900,241,0,30
20181228T08Z,2929,246,0,30
20181228T07Z,2943,295,0,30
20181228T06Z,3006,357,0,29
20181228T05Z,3094,426,0,30
20181228T04Z,3353,423,0,30
20181228T03Z,3510,430,0,30
20181228T02Z,3687,434,0,29
20181228T01Z,3823,434,0,30
20181228T00Z,3949,437,0,29
20181227T23Z,3933,443,0,30
20181227T22Z,3791,441,0,29
20181227T21Z,3807,443,0,30
20181227T20Z,3853,444,1,29
20181227T19Z,3924,447,2,30
20181227T18Z,3952,449,1,29
20181227T17Z,4061,446,1,30
20181227T16Z,4081,449,1,29
20181227T15Z,4084,448,0,29
20181227T14Z,3938,449,0,30
20181227T13Z,3949,447,0,29
20181227T12Z,3652,449,0,30
20181227T11Z,3416,450,0,29
20181227T10Z,3274,448,0,29
20181227T09Z,3268,450,0,30
20181227T08Z,3305,447,0,29
20181227T07Z,3330,441,0,30
20181227T06Z,3483,448,0,29
20181227T05Z,3678,431,0,29
20181227T04Z,3904,449,0,29
20181227T03Z,3974,450,0,28
20181227T02Z,4066,447,0,28
20181227T01Z,4049,447,0,28
20181227T00Z,4204,450,0,29
20181226T23Z,4029,448,0,30
20181226T22Z,3774,446,1,30
20181226T21Z,3675,448,4,30
20181226T20Z,3636,446,6,30
20181226T19Z,3929,320,7,30
20181226T18Z,4078,356,7,30
20181226T17Z,4281,442,8,30
20181226T16Z,4371,449,6,30
20181226T15Z,4416,450,4,30
20181226T14Z,4463,450,1,30
20181226T13Z,4403,447,0,30
20181226T12Z,4343,447,0,30
20181226T11Z,3986,378,0,30
20181226T10Z,3778,400,0,30
20181226T09Z,3698,392,0,30
20181226T08Z,3671,379,0,30
20181226T07Z,3647,377,0,30
20181226T06Z,3671,382,0,30
20181226T05Z,3687,388,0,30
20181226T04Z,3792,409,0,30
20181226T03Z,3809,420,0,30
20181226T02Z,3819,424,0,30
20181226T01Z,3815,420,0,30
20181226T00Z,3792,418,0,30
20181225T23Z,3573,360,0,30
20181225T22Z,3435,304,1,30
20181225T21Z,3319,240,3,30
20181225T20Z,3375,284,7,30
20181225T19Z,3504,355,4,30
20181225T18Z,3684,380,2,30
20181225T17Z,3839,403,3,30
20181225T16Z,3907,423,1,30
20181225T15Z,4002,443,1,30
20181225T14Z,3879,420,0,30
20181225T13Z,3795,402,0,30
20181225T12Z,3672,385,0,30
20181225T11Z,3570,369,0,30
20181225T10Z,3528,358,0,30
20181225T09Z,3496,352,0,30
20181225T08Z,3504,363,0,30
20181225T07Z,3555,360,0,30
20181225T06Z,3643,382,0,30
20181225T05Z,3718,408,0,29
20181225T04Z,3753,424,0,30
20181225T03Z,3840,439,0,30
20181225T02Z,3790,442,0,30
20181225T01Z,3769,441,0,30
20181225T00Z,3749,435,0,29
20181224T23Z,3662,387,0,30
20181224T22Z,3537,350,1,30
20181224T21Z,3500,353,4,30
20181224T20Z,3573,367,7,30
20181224T19Z,3667,366,8,29
20181224T18Z,3848,410,9,30
20181224T17Z,3935,434,8,30
20181224T16Z,4095,424,7,29
20181224T15Z,4155,440,4,30
20181224T14Z,4221,449,1,30
20181224T13Z,4118,450,0,30
20181224T12Z,3902,452,0,29
20181224T11Z,3741,445,0,30
20181224T10Z,3661,433,0,30
20181224T09Z,3621,424,0,29
20181224T08Z,3600,419,0,30
20181224T07Z,3626,419,0,30
20181224T06Z,3671,426,0,30
20181224T05Z,3780,443,0,29
20181224T04Z,3926,448,0,30
20181224T03Z,4078,450,0,30
20181224T02Z,4295,451,0,30
20181224T01Z,4455,451,0,29
20181224T00Z,4451,453,0,30
20181223T23Z,4155,451,0,30
20181223T22Z,3923,437,0,30
20181223T21Z,3858,436,0,30
20181223T20Z,3892,443,0,30
20181223T19Z,3880,441,1,29
20181223T18Z,3944,446,0,30
20181223T17Z,4126,433,0,30
20181223T16Z,4420,446,0,30
20181223T15Z,4496,447,0,30
20181223T14Z,4452,448,0,30
20181223T13Z,4065,447,0,30
20181223T12Z,3938,445,0,29
20181223T11Z,3727,433,0,30
20181223T10Z,3707,428,0,30
20181223T09Z,3706,430,0,30
20181223T08Z,3734,434,0,30
20181223T07Z,3761,448,0,30
20181223T06Z,3886,449,0,30
20181223T05Z,3987,442,0,30
20181223T04Z,4281,443,0,30
20181223T03Z,4577,449,0,30
20181223T02Z,4471,450,0,30
20181223T01Z,4547,451,0,30
20181223T00Z,4345,449,0,30
20181222T23Z,3889,443,0,29
20181222T22Z,3722,413,1,30
20181222T21Z,3653,398,3,30
20181222T20Z,3779,409,6,30
20181222T19Z,3916,433,7,30
20181222T18Z,4244,448,5,30
20181222T17Z,4373,450,2,30
20181222T16Z,4268,451,1,30
20181222T15Z,4224,450,1,30
20181222T14Z,4125,452,0,30
20181222T13Z,4074,445,0,30
20181222T12Z,3918,406,0,30
20181222T11Z,3835,375,0,30
20181222T10Z,3779,354,0,30
20181222T09Z,3718,438,0,30
20181222T08Z,3701,445,0,30
20181222T07Z,3859,422,0,30
20181222T06Z,3871,471,0,30
20181222T05Z,3912,523,0,30
20181222T04Z,4158,471,0,30
20181222T03Z,4268,446,0,30
20181222T02Z,4396,450,0,30
20181222T01Z,4405,449,0,30
20181222T00Z,4479,447,0,30
20181221T23Z,4549,449,0,30
20181221T22Z,4361,449,0,30
20181221T21Z,4275,450,0,30
20181221T20Z,4406,449,0,30
20181221T19Z,4431,447,0,30
20181221T18Z,4480,447,0,30
20181221T17Z,4352,428,0,30
20181221T16Z,4291,421,0,29
20181221T15Z,4275,417,0,30
20181221T14Z,4203,406,0,30
20181221T13Z,4050,397,0,30
20181221T12Z,3781,363,0,29
20181221T11Z,3466,341,0,30
20181221T10Z,3402,339,0,30
20181221T09Z,3361,339,0,29
20181221T08Z,3375,337,0,30
20181221T07Z,3495,338,0,30
20181221T06Z,3614,344,0,29
20181221T05Z,3740,373,0,30
20181221T04Z,3908,401,0,29
20181221T03Z,4073,417,0,30
20181221T02Z,4247,394,0,29
20181221T01Z,4321,369,0,30
20181221T00Z,4449,400,0,29
20181220T23Z,4363,407,0,30
20181220T22Z,4301,403,0,30
20181220T21Z,4235,377,0,29
20181220T20Z,4207,383,0,29
20181220T19Z,4190,434,1,30
20181220T18Z,4173,446,1,29
20181220T17Z,4020,453,1,30
20181220T16Z,3944,535,1,29
20181220T15Z,3932,529,1,29
20181220T14Z,4012,444,0,30
20181220T13Z,3993,446,0,29
20181220T12Z,3663,446,0,30
20181220T11Z,3354,414,0,29
20181220T10Z,3268,422,0,30
20181220T09Z,3228,431,0,29
20181220T08Z,3233,436,0,30
20181220T07Z,3250,441,0,29
20181220T06Z,3338,445,0,30
20181220T05Z,3492,447,0,30
20181220T04Z,3661,447,0,29
