,natural gas,solar,hydro
20180927T23Z,483,0,0.0
20180927T22Z,507,6,0.0
20180927T21Z,513,10,0.0
20180927T20Z,518,11,0.0
20180927T19Z,512,12,0.0
20180927T18Z,490,8,0.0
20180927T17Z,472,12,0.0
20180927T16Z,445,11,0.0
20180927T15Z,409,11,0.0
20180927T14Z,385,8,0.0
20180927T13Z,366,3,0.0
20180927T12Z,355,0,0.0
20180927T11Z,354,0,0.0
20180927T10Z,320,0,0.0
20180927T09Z,307,0,0.0
20180927T08Z,306,0,0.0
20180927T07Z,318,0,0.0
20180927T06Z,335,0,0.0
20180927T05Z,363,0,0.0
20180927T04Z,396,0,0.0
20180927T03Z,419,0,0.0
20180927T02Z,450,0,0.0
20180927T01Z,474,0,0.0
20180927T00Z,485,0,0.0
20180926T23Z,496,0,0.0
20180926T22Z,521,5,0.0
20180926T21Z,529,12,0.0
20180926T20Z,532,11,0.0
20180926T19Z,525,7,0.0
20180926T18Z,494,12,0.0
20180926T17Z,480,11,0.0
20180926T16Z,432,14,0.0
20180926T15Z,404,11,0.0
20180926T14Z,377,5,0.0
20180926T13Z,354,1,0.0
20180926T12Z,348,0,0.0
20180926T11Z,346,0,0.0
20180926T10Z,312,0,0.0
20180926T09Z,301,0,0.0
20180926T08Z,298,0,0.0
20180926T07Z,306,0,0.0
20180926T06Z,323,0,0.0
20180926T05Z,350,0,0.0
20180926T04Z,389,0,0.0
20180926T03Z,379,0,0.0
20180926T02Z,420,0,0.0
20180926T01Z,444,0,0.0
20180926T00Z,451,0,0.0
20180925T23Z,466,0,0.0
20180925T22Z,492,0,0.0
20180925T21Z,494,0,0.0
20180925T20Z,476,0,0.0
20180925T19Z,509,0,0.0
20180925T18Z,503,9,0.0
20180925T17Z,472,15,0.0
20180925T16Z,447,13,0.0
20180925T15Z,408,14,0.0
20180925T14Z,390,9,0.0
20180925T13Z,356,4,0.0
20180925T12Z,356,0,0.0
20180925T11Z,364,0,0.0
20180925T10Z,332,0,0.0
20180925T09Z,323,0,0.0
20180925T08Z,324,0,0.0
20180925T07Z,331,0,0.0
20180925T06Z,346,0,0.0
20180925T05Z,367,0,0.0
20180925T04Z,406,0,0.0
20180925T03Z,398,0,0.0
20180925T02Z,439,0,0.0
20180925T01Z,474,0,0.0
20180925T00Z,485,0,0.0
20180924T23Z,494,3,0.0
20180924T22Z,497,9,0.0
20180924T21Z,504,14,0.0
20180924T20Z,497,16,0.0
20180924T19Z,485,15,0.0
20180924T18Z,463,15,0.0
20180924T17Z,439,15,0.0
20180924T16Z,406,16,0.0
20180924T15Z,378,15,0.0
20180924T14Z,356,10,0.0
20180924T13Z,338,4,0.0
20180924T12Z,336,0,0.0
20180924T11Z,355,0,0.0
20180924T10Z,323,0,0.0
20180924T09Z,313,0,0.0
20180924T08Z,312,0,0.0
20180924T07Z,318,0,0.0
20180924T06Z,332,0,0.0
20180924T05Z,352,0,0.0
20180924T04Z,383,0,0.0
20180924T03Z,370,0,0.0
20180924T02Z,402,0,0.0
20180924T01Z,428,0,0.0
20180924T00Z,437,0,0.0
20180923T23Z,450,1,0.0
20180923T22Z,449,2,0.0
20180923T21Z,452,12,0.0
20180923T20Z,475,7,0.0
20180923T19Z,467,9,0.0
20180923T18Z,446,12,0.0
20180923T17Z,419,12,0.0
20180923T16Z,379,16,0.0
20180923T15Z,345,14,0.0
20180923T14Z,311,10,0.0
20180923T13Z,282,3,0.0
20180923T12Z,295,0,0.0
20180923T11Z,309,0,0.0
20180923T10Z,306,0,0.0
20180923T09Z,307,0,0.0
20180923T08Z,313,0,0.0
20180923T07Z,324,0,0.0
20180923T06Z,342,0,0.0
20180923T05Z,365,0,0.0
20180923T04Z,391,0,0.0
20180923T03Z,375,0,0.0
20180923T02Z,404,0,0.0
20180923T01Z,431,0,0.0
20180923T00Z,441,0,0.0
20180922T23Z,457,3,0.0
20180922T22Z,470,9,0.0
20180922T21Z,469,14,0.0
20180922T20Z,467,13,0.0
20180922T19Z,461,11,0.0
20180922T18Z,446,13,0.0
20180922T17Z,425,13,0.0
20180922T16Z,390,17,0.0
20180922T15Z,358,14,0.0
20180922T14Z,325,9,0.0
20180922T13Z,294,4,0.0
20180922T12Z,294,0,0.0
20180922T11Z,324,0,0.0
20180922T10Z,321,0,0.0
20180922T09Z,325,0,0.0
20180922T08Z,335,0,0.0
20180922T07Z,345,0,0.0
20180922T06Z,361,0,0.0
20180922T05Z,382,0,0.0
20180922T04Z,376,0,0.0
20180922T03Z,402,0,0.0
20180922T02Z,427,0,0.0
20180922T01Z,457,0,0.0
20180922T00Z,475,0,0.0
20180921T23Z,490,3,0.0
20180921T22Z,518,7,0.0
20180921T21Z,514,11,0.0
20180921T20Z,516,14,0.0
20180921T19Z,522,12,0.0
20180921T18Z,500,13,0.0
20180921T17Z,495,15,0.0
20180921T16Z,458,16,0.0
20180921T15Z,432,14,0.0
20180921T14Z,393,9,0.0
20180921T13Z,367,4,0.0
20180921T12Z,351,0,0.0
20180921T11Z,338,0,0.0
20180921T10Z,314,0,0.0
20180921T09Z,305,0,0.0
20180921T08Z,309,0,0.0
20180921T07Z,319,0,0.0
20180921T06Z,338,0,0.0
20180921T05Z,364,0,0.0
20180921T04Z,406,0,0.0
20180921T03Z,422,0,0.0
20180921T02Z,468,0,0.0
20180921T01Z,496,0,0.0
20180921T00Z,509,0,0.0
20180920T23Z,527,3,0.0
20180920T22Z,533,9,0.0
20180920T21Z,524,14,0.0
20180920T20Z,539,10,0.0
20180920T19Z,534,14,0.0
20180920T18Z,510,14,0.0
20180920T17Z,480,16,0.0
20180920T16Z,443,16,0.0
20180920T15Z,410,14,0.0
20180920T14Z,370,9,0.0
20180920T13Z,356,4,0.0
20180920T12Z,333,0,0.0
20180920T11Z,335,0,0.0
20180920T10Z,300,0,0.0
20180920T09Z,289,0,0.0
20180920T08Z,292,0,0.0
20180920T07Z,302,0,0.0
20180920T06Z,326,0,0.0
20180920T05Z,347,0,0.0
20180920T04Z,363,0,0.0
20180920T03Z,388,0,0.0
20180920T02Z,427,0,0.0
20180920T01Z,452,0,0.0
20180920T00Z,475,0,0.0
20180919T23Z,496,3,0.0
20180919T22Z,535,8,0.0
20180919T21Z,538,8,0.0
20180919T20Z,544,14,0.0
20180919T19Z,552,15,0.0
20180919T18Z,513,12,0.0
20180919T17Z,469,16,0.0
20180919T16Z,414,16,0.0
20180919T15Z,378,14,0.0
20180919T14Z,359,9,0.0
20180919T13Z,341,4,0.0
20180919T12Z,316,0,0.0
20180919T11Z,309,0,0.0
20180919T10Z,281,0,0.0
20180919T09Z,272,0,0.0
20180919T08Z,274,0,0.0
20180919T07Z,283,0,0.0
20180919T06Z,304,0,0.0
20180919T05Z,333,0,0.0
20180919T04Z,363,0,0.0
20180919T03Z,379,0,0.0
20180919T02Z,424,0,0.0
20180919T01Z,456,0,0.0
20180919T00Z,474,0,0.0
20180918T23Z,511,0,0.0
20180918T22Z,538,2,0.0
20180918T21Z,540,8,0.0
20180918T20Z,542,11,0.0
20180918T19Z,516,14,0.0
20180918T18Z,485,16,0.0
20180918T17Z,470,14,0.0
20180918T16Z,424,11,0.0
20180918T15Z,398,13,0.0
20180918T14Z,359,9,0.0
20180918T13Z,343,4,0.0
20180918T12Z,322,0,1.0
20180918T11Z,314,0,1.0
20180918T10Z,288,0,1.0
20180918T09Z,276,0,1.0
20180918T08Z,277,0,1.0
20180918T07Z,283,0,1.0
20180918T06Z,288,0,1.0
20180918T05Z,304,0,1.0
20180918T04Z,342,0,1.0
20180918T03Z,366,0,1.0
20180918T02Z,388,0,1.0
20180918T01Z,402,0,1.0
20180918T00Z,405,0,1.0
20180917T23Z,410,1,1.0
20180917T22Z,412,1,1.0
20180917T21Z,424,2,1.0
20180917T20Z,441,4,1.0
20180917T19Z,449,10,1.0
20180917T18Z,498,5,1.0
20180917T17Z,477,13,1.0
20180917T16Z,449,11,1.0
20180917T15Z,429,10,1.0
20180917T14Z,394,9,1.0
20180917T13Z,370,4,1.0
20180917T12Z,365,0,1.0
20180917T11Z,359,0,1.0
20180917T10Z,330,0,1.0
20180917T09Z,320,0,1.0
20180917T08Z,322,0,1.0
20180917T07Z,333,0,1.0
20180917T06Z,350,0,1.0
20180917T05Z,378,0,1.0
20180917T04Z,419,0,1.0
20180917T03Z,434,0,1.0
20180917T02Z,474,0,1.0
20180917T01Z,494,0,1.0
20180917T00Z,498,0,1.0
20180916T23Z,511,4,1.0
20180916T22Z,518,8,1.0
20180916T21Z,519,11,1.0
20180916T20Z,509,14,1.0
20180916T19Z,493,15,1.0
20180916T18Z,465,16,1.0
20180916T17Z,430,16,1.0
20180916T16Z,391,16,1.0
20180916T15Z,356,14,1.0
20180916T14Z,323,10,1.0
20180916T13Z,292,4,1.0
20180916T12Z,287,0,1.0
20180916T11Z,299,0,1.0
20180916T10Z,298,0,1.0
20180916T09Z,303,0,1.0
20180916T08Z,317,0,1.0
20180916T07Z,332,0,1.0
20180916T06Z,352,0,1.0
20180916T05Z,373,0,1.0
20180916T04Z,399,0,1.0
20180916T03Z,409,0,1.0
20180916T02Z,446,0,1.0
20180916T01Z,471,0,1.0
20180916T00Z,483,0,1.0
20180915T23Z,506,4,1.0
20180915T22Z,505,10,1.0
20180915T21Z,510,14,1.0
20180915T20Z,510,16,1.0
20180915T19Z,497,16,1.0
20180915T18Z,476,15,1.0
20180915T17Z,448,16,1.0
20180915T16Z,415,16,1.0
20180915T15Z,377,14,1.0
20180915T14Z,342,9,1.0
20180915T13Z,311,3,1.0
20180915T12Z,298,0,1.0
20180915T11Z,317,0,1.0
20180915T10Z,312,0,1.0
20180915T09Z,314,0,1.0
20180915T08Z,322,0,1.0
20180915T07Z,341,0,2.0
20180915T06Z,364,0,1.0
20180915T05Z,389,0,1.0
20180915T04Z,417,0,1.0
20180915T03Z,421,0,1.0
20180915T02Z,453,0,1.0
20180915T01Z,476,0,3.0
20180915T00Z,494,0,1.0
20180914T23Z,487,4,1.0
20180914T22Z,508,10,1.0
20180914T21Z,523,15,1.0
20180914T20Z,537,14,1.0
20180914T19Z,507,14,1.0
20180914T18Z,519,14,1.0
20180914T17Z,488,13,1.0
20180914T16Z,466,14,1.0
20180914T15Z,426,12,1.0
20180914T14Z,399,8,1.0
20180914T13Z,371,4,1.0
20180914T12Z,351,0,1.0
20180914T11Z,343,0,1.0
20180914T10Z,312,0,1.0
20180914T09Z,302,0,1.0
20180914T08Z,304,0,1.0
20180914T07Z,318,0,1.0
20180914T06Z,338,0,1.0
20180914T05Z,360,0,1.0
20180914T04Z,389,0,1.0
20180914T03Z,405,0,1.0
20180914T02Z,448,0,1.0
20180914T01Z,482,0,1.0
20180914T00Z,487,0,1.0
20180913T23Z,498,3,1.0
20180913T22Z,512,7,1.0
20180913T21Z,527,11,1.0
20180913T20Z,512,14,1.0
20180913T19Z,498,16,1.0
20180913T18Z,484,16,1.0
20180913T17Z,468,14,2.0
20180913T16Z,439,11,1.0
20180913T15Z,400,13,1.0
20180913T14Z,371,6,1.0
20180913T13Z,348,3,1.0
20180913T12Z,342,0,1.0
20180913T11Z,335,0,1.0
20180913T10Z,302,0,1.0
20180913T09Z,289,0,1.0
20180913T08Z,291,0,1.0
20180913T07Z,305,0,1.0
20180913T06Z,323,0,1.0
20180913T05Z,348,0,1.0
20180913T04Z,395,0,1.0
20180913T03Z,381,0,1.0
20180913T02Z,412,0,1.0
20180913T01Z,436,0,1.0
20180913T00Z,452,0,1.0
20180912T23Z,459,1,1.0
20180912T22Z,482,2,1.0
20180912T21Z,508,2,1.0
20180912T20Z,541,4,1.0
20180912T19Z,544,9,1.0
20180912T18Z,516,13,1.0
20180912T17Z,492,15,1.0
20180912T16Z,444,16,2.0
20180912T15Z,411,14,2.0
20180912T14Z,388,9,2.0
20180912T13Z,361,4,2.0
20180912T12Z,344,0,2.0
20180912T11Z,348,0,2.0
20180912T10Z,320,0,2.0
20180912T09Z,306,0,2.0
20180912T08Z,310,0,2.0
20180912T07Z,327,0,2.0
20180912T06Z,355,0,2.0
20180912T05Z,379,0,2.0
20180912T04Z,402,0,2.0
20180912T03Z,413,0,2.0
20180912T02Z,454,0,2.0
20180912T01Z,483,0,2.0
20180912T00Z,493,0,2.0
20180911T23Z,504,3,2.0
20180911T22Z,510,12,2.0
20180911T21Z,532,7,2.0
20180911T20Z,531,9,2.0
20180911T19Z,518,16,2.0
20180911T18Z,494,15,2.0
20180911T17Z,469,4,2.0
20180911T16Z,441,8,2.0
20180911T15Z,411,10,2.0
20180911T14Z,375,10,2.0
20180911T13Z,348,4,2.0
20180911T12Z,383,0,2.0
20180911T11Z,335,0,2.0
20180911T10Z,305,0,2.0
20180911T09Z,293,0,2.0
20180911T08Z,294,0,2.0
20180911T07Z,302,0,2.0
20180911T06Z,316,0,2.0
20180911T05Z,337,0,2.0
20180911T04Z,379,0,2.0
20180911T03Z,380,0,2.0
20180911T02Z,411,0,2.0
20180911T01Z,433,0,2.0
20180911T00Z,436,1,2.0
20180910T23Z,433,2,2.0
20180910T22Z,453,1,2.0
20180910T21Z,461,6,2.0
20180910T20Z,460,15,2.0
20180910T19Z,487,6,2.0
20180910T18Z,469,9,2.0
20180910T17Z,437,13,2.0
20180910T16Z,406,15,2.0
20180910T15Z,378,13,2.0
20180910T14Z,352,10,2.0
20180910T13Z,331,4,2.0
20180910T12Z,325,0,2.0
20180910T11Z,343,0,2.0
20180910T10Z,312,0,2.0
20180910T09Z,301,0,2.0
20180910T08Z,302,0,2.0
20180910T07Z,310,0,2.0
20180910T06Z,327,0,2.0
20180910T05Z,349,0,2.0
20180910T04Z,384,0,2.0
20180910T03Z,368,0,2.0
20180910T02Z,402,0,2.0
20180910T01Z,421,0,2.0
20180910T00Z,423,1,2.0
20180909T23Z,429,2,2.0
20180909T22Z,437,6,2.0
20180909T21Z,460,7,2.0
20180909T20Z,470,8,2.0
20180909T19Z,453,14,2.0
20180909T18Z,430,16,2.0
20180909T17Z,404,16,2.0
20180909T16Z,372,14,2.0
20180909T15Z,341,11,2.0
20180909T14Z,327,9,2.0
20180909T13Z,314,4,2.0
20180909T12Z,304,0,2.0
20180909T11Z,303,0,2.0
20180909T10Z,300,0,2.0
20180909T09Z,303,0,2.0
20180909T08Z,312,0,2.0
20180909T07Z,327,0,2.0
20180909T06Z,343,0,2.0
20180909T05Z,362,0,2.0
20180909T04Z,372,0,2.0
20180909T03Z,361,0,2.0
20180909T02Z,386,0,2.0
20180909T01Z,411,0,2.0
20180909T00Z,424,1,2.0
20180908T23Z,456,4,2.0
20180908T22Z,467,7,2.0
20180908T21Z,470,9,2.0
20180908T20Z,476,7,2.0
20180908T19Z,456,14,2.0
20180908T18Z,445,12,2.0
20180908T17Z,416,13,2.0
20180908T16Z,386,12,2.0
20180908T15Z,347,14,2.0
20180908T14Z,313,9,2.0
20180908T13Z,307,4,2.0
20180908T12Z,291,0,2.0
20180908T11Z,298,0,2.0
20180908T10Z,293,0,2.0
20180908T09Z,294,0,2.0
20180908T08Z,302,0,2.0
20180908T07Z,315,0,2.0
20180908T06Z,331,0,2.0
20180908T05Z,355,0,2.0
20180908T04Z,369,0,2.0
20180908T03Z,381,0,2.0
20180908T02Z,416,0,2.0
20180908T01Z,443,0,2.0
20180908T00Z,452,0,2.0
20180907T23Z,475,4,2.0
20180907T22Z,488,12,2.0
20180907T21Z,488,13,2.0
20180907T20Z,480,12,3.0
20180907T19Z,475,12,3.0
20180907T18Z,458,10,3.0
20180907T17Z,439,13,3.0
20180907T16Z,410,15,3.0
20180907T15Z,385,12,3.0
20180907T14Z,357,9,3.0
20180907T13Z,338,4,3.0
20180907T12Z,330,0,3.0
20180907T11Z,332,0,3.0
20180907T10Z,303,0,3.0
20180907T09Z,291,0,3.0
20180907T08Z,296,0,3.0
20180907T07Z,307,0,3.0
20180907T06Z,326,0,3.0
20180907T05Z,349,0,3.0
20180907T04Z,384,0,3.0
20180907T03Z,398,0,3.0
20180907T02Z,436,0,3.0
20180907T01Z,466,0,3.0
20180907T00Z,475,1,3.0
20180906T23Z,490,4,3.0
20180906T22Z,503,8,3.0
20180906T21Z,507,11,3.0
20180906T20Z,493,13,3.0
20180906T19Z,478,15,2.0
20180906T18Z,451,13,2.0
20180906T17Z,426,13,3.0
20180906T16Z,402,12,3.0
20180906T15Z,373,12,2.0
20180906T14Z,350,8,2.0
20180906T13Z,337,3,3.0
20180906T12Z,329,0,4.0
20180906T11Z,336,0,4.0
20180906T10Z,302,0,4.0
20180906T09Z,294,0,3.0
20180906T08Z,296,0,2.0
20180906T07Z,313,0,2.0
20180906T06Z,323,0,2.0
20180906T05Z,348,0,2.0
20180906T04Z,388,0,2.0
20180906T03Z,391,0,2.0
20180906T02Z,429,0,2.0
20180906T01Z,458,0,2.0
20180906T00Z,468,0,2.0
20180905T23Z,477,3,2.0
20180905T22Z,490,10,2.0
20180905T21Z,500,11,2.0
20180905T20Z,490,12,3.0
20180905T19Z,474,8,3.0
20180905T18Z,446,13,3.0
20180905T17Z,416,15,3.0
20180905T16Z,389,11,4.0
20180905T15Z,366,10,4.0
20180905T14Z,345,7,4.0
20180905T13Z,333,3,4.0
20180905T12Z,327,0,4.0
20180905T11Z,342,0,4.0
20180905T10Z,307,0,4.0
20180905T09Z,292,0,4.0
20180905T08Z,291,0,4.0
20180905T07Z,296,0,4.0
20180905T06Z,308,0,4.0
20180905T05Z,326,0,4.0
20180905T04Z,348,0,4.0
20180905T03Z,338,0,4.0
20180905T02Z,362,0,4.0
20180905T01Z,377,0,4.0
20180905T00Z,371,0,4.0
20180904T23Z,371,2,4.0
20180904T22Z,380,2,4.0
20180904T21Z,402,3,3.0
20180904T20Z,406,4,5.0
20180904T19Z,402,6,5.0
20180904T18Z,395,4,5.0
20180904T17Z,387,4,5.0
20180904T16Z,381,3,5.0
20180904T15Z,371,3,4.0
20180904T14Z,350,4,4.0
20180904T13Z,333,2,4.0
20180904T12Z,324,0,4.0
20180904T11Z,337,0,4.0
20180904T10Z,303,0,4.0
20180904T09Z,289,0,4.0
20180904T08Z,288,0,4.0
20180904T07Z,295,0,4.0
20180904T06Z,286,0,4.0
20180904T05Z,301,0,4.0
20180904T04Z,281,0,4.0
20180904T03Z,265,0,4.0
20180904T02Z,344,0,4.0
20180904T01Z,372,0,4.0
20180904T00Z,371,0,4.0
20180903T23Z,378,2,4.0
20180903T22Z,397,1,4.0
20180903T21Z,411,0,4.0
20180903T20Z,458,8,4.0
20180903T19Z,468,12,4.0
20180903T18Z,449,14,4.0
20180903T17Z,425,13,4.0
20180903T16Z,390,12,4.0
20180903T15Z,354,10,4.0
20180903T14Z,315,8,4.0
20180903T13Z,312,4,4.0
20180903T12Z,301,0,2.0
20180903T11Z,306,0,2.0
20180903T10Z,299,0,2.0
20180903T09Z,298,0,2.0
20180903T08Z,300,0,2.0
20180903T07Z,308,0,2.0
20180903T06Z,334,0,2.0
20180903T05Z,340,0,2.0
20180903T04Z,362,0,2.0
20180903T03Z,349,0,2.0
20180903T02Z,371,0,2.0
20180903T01Z,405,0,2.0
20180903T00Z,391,0,2.0
20180902T23Z,406,0,2.0
20180902T22Z,443,2,2.0
20180902T21Z,471,12,2.0
20180902T20Z,462,11,2.0
20180902T19Z,444,13,2.0
20180902T18Z,419,14,2.0
20180902T17Z,393,12,2.0
20180902T16Z,361,14,2.0
20180902T15Z,332,14,2.0
20180902T14Z,303,8,2.0
20180902T13Z,304,3,2.0
20180902T12Z,295,1,2.0
20180902T11Z,292,0,2.0
20180902T10Z,289,0,2.0
20180902T09Z,293,0,2.0
20180902T08Z,298,0,2.0
20180902T07Z,304,0,2.0
20180902T06Z,353,0,2.0
20180902T05Z,334,0,2.0
20180902T04Z,360,0,2.0
20180902T03Z,356,0,2.0
20180902T02Z,387,0,2.0
20180902T01Z,414,0,2.0
20180902T00Z,429,0,2.0
20180901T23Z,450,1,2.0
20180901T22Z,467,3,2.0
20180901T21Z,467,10,2.0
20180901T20Z,455,11,2.0
20180901T19Z,438,10,2.0
20180901T18Z,417,15,2.0
20180901T17Z,393,13,2.0
20180901T16Z,362,13,2.0
20180901T15Z,328,14,2.0
20180901T14Z,305,9,2.0
20180901T13Z,294,4,2.0
20180901T12Z,262,0,2.0
20180901T11Z,288,0,2.0
20180901T10Z,294,0,2.0
20180901T09Z,292,0,2.0
20180901T08Z,296,0,2.0
20180901T07Z,291,0,2.0
20180901T06Z,346,0,2.0
20180901T05Z,348,0,2.0
20180901T04Z,353,0,2.0
20180901T03Z,327,0,2.0
20180901T02Z,349,0,2.0
20180901T01Z,362,0,2.0
20180901T00Z,358,1,2.0
20180831T23Z,373,1,2.0
20180831T22Z,397,3,2.0
20180831T21Z,421,2,2.0
20180831T20Z,488,6,2.0
20180831T19Z,499,15,2.0
20180831T18Z,456,14,2.0
20180831T17Z,430,14,2.0
20180831T16Z,399,13,2.0
20180831T15Z,373,9,2.0
20180831T14Z,349,4,2.0
20180831T13Z,355,3,2.0
20180831T12Z,327,0,2.0
20180831T11Z,341,0,2.0
20180831T10Z,305,0,2.0
20180831T09Z,292,0,2.0
20180831T08Z,292,0,2.0
20180831T07Z,302,0,2.0
20180831T06Z,319,0,2.0
20180831T05Z,344,0,2.0
20180831T04Z,342,0,2.0
20180831T03Z,343,0,2.0
20180831T02Z,363,0,2.0
20180831T01Z,381,0,2.0
20180831T00Z,387,0,2.0
20180830T23Z,435,2,2.0
20180830T22Z,427,4,2.0
20180830T21Z,446,4,2.0
20180830T20Z,463,7,2.0
20180830T19Z,443,12,2.0
20180830T18Z,409,12,2.0
20180830T17Z,388,14,2.0
20180830T16Z,362,12,2.0
20180830T15Z,342,6,2.0
20180830T14Z,361,2,2.0
20180830T13Z,354,1,2.0
20180830T12Z,333,0,2.0
20180830T11Z,347,0,2.0
20180830T10Z,313,0,2.0
20180830T09Z,301,0,2.0
20180830T08Z,300,0,2.0
20180830T07Z,316,0,2.0
20180830T06Z,332,0,2.0
20180830T05Z,332,0,2.0
20180830T04Z,338,0,2.0
20180830T03Z,343,0,2.0
20180830T02Z,374,0,2.0
20180830T01Z,381,0,2.0
20180830T00Z,389,0,2.0
20180829T23Z,385,3,2.0
20180829T22Z,393,2,2.0
20180829T21Z,414,1,2.0
20180829T20Z,452,2,2.0
20180829T19Z,475,5,2.0
20180829T18Z,428,14,2.0
20180829T17Z,428,11,2.0
20180829T16Z,394,16,2.0
20180829T15Z,377,8,2.0
20180829T14Z,288,5,2.0
20180829T13Z,282,1,2.0
20180829T12Z,287,0,2.0
20180829T11Z,294,0,2.0
20180829T10Z,286,0,2.0
20180829T09Z,274,0,2.0
20180829T08Z,275,0,2.0
20180829T07Z,292,0,2.0
20180829T06Z,255,0,2.0
20180829T05Z,254,0,2.0
20180829T04Z,260,0,2.0
20180829T03Z,270,0,2.0
20180829T02Z,277,0,2.0
20180829T01Z,267,0,2.0
20180829T00Z,366,0,2.0
20180828T23Z,457,0,2.0
20180828T22Z,499,0,2.0
20180828T21Z,531,6,2.0
20180828T20Z,540,16,2.0
20180828T19Z,525,15,2.0
20180828T18Z,496,16,2.0
20180828T17Z,459,13,2.0
20180828T16Z,442,16,2.0
20180828T15Z,418,13,3.0
20180828T14Z,375,9,3.0
20180828T13Z,345,4,3.0
20180828T12Z,331,0,3.0
20180828T11Z,330,0,3.0
20180828T10Z,326,0,3.0
20180828T09Z,311,0,3.0
20180828T08Z,308,0,3.0
20180828T07Z,309,0,3.0
20180828T06Z,286,0,3.0
20180828T05Z,314,0,3.0
20180828T04Z,355,0,3.0
20180828T03Z,371,0,3.0
20180828T02Z,410,0,3.0
20180828T01Z,442,0,3.0
20180828T00Z,446,1,3.0
20180827T23Z,485,4,3.0
20180827T22Z,508,6,3.0
20180827T21Z,503,6,3.0
20180827T20Z,475,16,3.0
20180827T19Z,449,10,3.0
20180827T18Z,450,5,3.0
20180827T17Z,439,15,3.0
20180827T16Z,409,13,3.0
20180827T15Z,376,12,3.0
20180827T14Z,358,8,3.0
20180827T13Z,342,3,3.0
20180827T12Z,332,0,3.0
20180827T11Z,333,0,3.0
20180827T10Z,301,0,4.0
20180827T09Z,290,0,4.0
20180827T08Z,289,0,4.0
20180827T07Z,296,0,4.0
20180827T06Z,313,0,4.0
20180827T05Z,340,0,4.0
20180827T04Z,391,0,4.0
20180827T03Z,396,0,4.0
20180827T02Z,437,0,4.0
20180827T01Z,461,0,4.0
20180827T00Z,474,1,4.0
20180826T23Z,487,4,4.0
20180826T22Z,489,10,4.0
20180826T21Z,484,14,4.0
20180826T20Z,478,16,4.0
20180826T19Z,458,16,4.0
20180826T18Z,445,13,4.0
20180826T17Z,413,15,4.0
20180826T16Z,378,15,4.0
20180826T15Z,344,14,4.0
20180826T14Z,313,9,4.0
20180826T13Z,298,4,4.0
20180826T12Z,289,0,4.0
20180826T11Z,296,0,4.0
20180826T10Z,294,0,4.0
20180826T09Z,296,0,4.0
20180826T08Z,299,0,4.0
20180826T07Z,314,0,4.0
20180826T06Z,333,0,4.0
20180826T05Z,357,0,4.0
20180826T04Z,386,0,4.0
20180826T03Z,380,0,4.0
20180826T02Z,408,0,4.0
20180826T01Z,430,0,4.0
20180826T00Z,446,1,4.0
20180825T23Z,462,4,4.0
20180825T22Z,466,8,4.0
20180825T21Z,460,15,4.0
20180825T20Z,449,14,4.0
20180825T19Z,424,14,4.0
20180825T18Z,399,10,4.0
20180825T17Z,365,14,4.0
20180825T16Z,345,8,4.0
20180825T15Z,333,4,4.0
20180825T14Z,312,3,4.0
20180825T13Z,288,2,4.0
20180825T12Z,272,0,4.0
20180825T11Z,300,0,4.0
20180825T10Z,291,0,4.0
20180825T09Z,295,0,4.0
20180825T08Z,304,0,4.0
20180825T07Z,321,0,4.0
20180825T06Z,346,0,4.0
20180825T05Z,365,0,4.0
20180825T04Z,381,0,4.0
20180825T03Z,379,0,4.0
20180825T02Z,409,0,4.0
20180825T01Z,429,0,4.0
20180825T00Z,468,0,4.0
20180824T23Z,488,2,4.0
20180824T22Z,512,3,4.0
20180824T21Z,515,7,4.0
20180824T20Z,517,12,4.0
20180824T19Z,484,15,4.0
20180824T18Z,460,14,4.0
20180824T17Z,451,13,4.0
20180824T16Z,425,12,4.0
20180824T15Z,401,10,4.0
20180824T14Z,380,6,4.0
20180824T13Z,348,2,4.0
20180824T12Z,341,0,4.0
20180824T11Z,332,0,4.0
20180824T10Z,310,0,4.0
20180824T09Z,295,0,4.0
20180824T08Z,294,0,4.0
20180824T07Z,304,0,4.0
20180824T06Z,308,0,4.0
20180824T05Z,329,0,4.0
20180824T04Z,360,0,4.0
20180824T03Z,383,0,4.0
20180824T02Z,413,0,4.0
20180824T01Z,444,0,4.0
20180824T00Z,461,1,4.0
20180823T23Z,474,4,4.0
20180823T22Z,483,10,4.0
20180823T21Z,479,14,4.0
20180823T20Z,480,14,4.0
20180823T19Z,480,14,4.0
20180823T18Z,448,16,4.0
20180823T17Z,423,17,4.0
20180823T16Z,387,16,4.0
20180823T15Z,363,13,4.0
20180823T14Z,345,8,4.0
20180823T13Z,333,4,4.0
20180823T12Z,316,0,4.0
20180823T11Z,331,0,4.0
20180823T10Z,302,0,4.0
20180823T09Z,297,0,4.0
20180823T08Z,301,0,4.0
20180823T07Z,312,0,4.0
20180823T06Z,338,0,4.0
20180823T05Z,348,0,4.0
20180823T04Z,383,0,4.0
20180823T03Z,409,0,4.0
20180823T02Z,451,0,4.0
20180823T01Z,472,0,4.0
20180823T00Z,493,1,4.0
20180822T23Z,516,5,4.0
20180822T22Z,524,10,4.0
20180822T21Z,519,15,4.0
20180822T20Z,520,14,4.0
20180822T19Z,506,16,4.0
20180822T18Z,488,13,4.0
20180822T17Z,461,13,4.0
20180822T16Z,431,13,4.0
20180822T15Z,377,11,4.0
20180822T14Z,373,7,4.0
