,coal,natural gas,other,hydro
20191008T12Z,138,127,4,0
20191008T11Z,139,107,4,0
20191008T10Z,137,95,4,0
20191008T09Z,136,95,4,0
20191008T08Z,136,95,4,0
20191008T07Z,139,94,4,0
20191008T06Z,136,165,4,0
20191008T05Z,133,285,4,0
20191008T04Z,138,461,4,0
20191008T03Z,186,366,4,0
20191008T02Z,197,408,4,0
20191008T01Z,197,492,4,0
20191008T00Z,197,489,4,0
20191007T23Z,197,484,4,0
20191007T22Z,194,482,4,0
20191007T21Z,224,417,4,0
20191007T20Z,228,413,4,0
20191007T19Z,227,432,4,0
20191007T18Z,225,461,4,0
20191007T17Z,223,430,4,0
20191007T16Z,226,267,4,0
20191007T15Z,227,232,4,0
20191007T14Z,228,145,4,0
20191007T13Z,214,107,4,0
20191007T12Z,142,107,4,0
20191007T11Z,137,107,4,0
20191007T10Z,141,105,4,0
20191007T09Z,138,107,4,0
20191007T08Z,139,106,4,0
20191007T07Z,138,107,4,0
20191007T06Z,139,121,4,0
20191007T05Z,140,300,4,0
20191007T04Z,138,449,4,0
20191007T03Z,137,374,4,0
20191007T02Z,140,461,4,0
20191007T01Z,188,449,4,0
20191007T00Z,202,444,4,0
20191006T23Z,225,431,4,0
20191006T22Z,224,444,4,0
20191006T21Z,224,446,4,0
20191006T20Z,225,434,4,0
20191006T19Z,225,446,4,0
20191006T18Z,224,416,4,0
20191006T17Z,226,295,4,0
20191006T16Z,227,247,4,0
20191006T15Z,224,216,4,0
20191006T14Z,225,132,4,0
20191006T13Z,171,98,4,0
20191006T12Z,139,98,4,0
20191006T11Z,137,97,4,0
20191006T10Z,138,98,4,0
20191006T09Z,140,97,4,0
20191006T08Z,137,98,4,0
20191006T07Z,138,92,4,4
20191006T06Z,140,96,4,107
20191006T05Z,140,148,4,67
20191006T04Z,137,286,4,29
20191006T03Z,175,402,4,0
20191006T02Z,194,533,4,0
20191006T01Z,192,607,4,0
20191006T00Z,211,613,4,0
20191005T23Z,223,644,4,0
20191005T22Z,222,753,4,0
20191005T21Z,223,781,4,0
20191005T20Z,222,781,4,0
20191005T19Z,220,774,4,0
20191005T18Z,224,653,4,0
20191005T17Z,225,586,4,0
20191005T16Z,227,511,4,0
20191005T15Z,157,507,4,0
20191005T14Z,133,450,4,0
20191005T13Z,133,426,3,0
20191005T12Z,133,405,4,0
20191005T11Z,135,397,4,0
20191005T10Z,132,373,3,0
20191005T09Z,134,391,4,0
20191005T08Z,133,395,3,0
20191005T07Z,134,512,4,0
20191005T06Z,135,511,4,0
20191005T05Z,132,549,4,0
20191005T04Z,135,610,4,0
20191005T03Z,138,608,4,0
20191005T02Z,138,612,4,0
20191005T01Z,173,719,4,0
20191005T00Z,226,731,4,0
20191004T23Z,229,757,4,0
20191004T22Z,226,802,4,0
20191004T21Z,227,843,4,0
20191004T20Z,227,862,4,0
20191004T19Z,227,848,4,0
20191004T18Z,226,776,4,0
20191004T17Z,222,744,4,0
20191004T16Z,223,639,4,0
20191004T15Z,206,520,4,0
20191004T14Z,180,501,4,0
20191004T13Z,177,468,4,0
20191004T12Z,161,488,4,0
20191004T11Z,139,483,4,0
20191004T10Z,140,438,4,0
20191004T09Z,140,444,4,0
20191004T08Z,137,489,4,0
20191004T07Z,140,582,4,0
20191004T06Z,142,597,4,0
20191004T05Z,192,613,4,0
20191004T04Z,190,746,4,0
20191004T03Z,187,895,4,0
20191004T02Z,210,955,4,0
20191004T01Z,227,986,4,0
20191004T00Z,226,985,4,0
20191003T23Z,226,978,4,7
20191003T22Z,228,975,4,36
20191003T21Z,225,977,4,36
20191003T20Z,226,976,4,36
20191003T19Z,227,978,4,53
20191003T18Z,228,979,3,12
20191003T17Z,209,855,3,0
20191003T16Z,196,757,4,0
20191003T15Z,154,593,3,0
20191003T14Z,137,507,3,0
20191003T13Z,140,505,3,0
20191003T12Z,140,513,3,0
20191003T11Z,138,513,3,0
20191003T10Z,139,484,4,0
20191003T09Z,138,448,3,0
20191003T08Z,140,510,3,0
20191003T07Z,140,510,3,0
20191003T06Z,137,511,4,0
20191003T05Z,198,522,3,0
20191003T04Z,206,649,3,0
20191003T03Z,205,817,3,0
20191003T02Z,163,911,4,0
20191003T01Z,183,1004,3,0
20191003T00Z,216,1011,3,0
20191002T23Z,229,1070,3,0
20191002T22Z,229,1070,3,0
20191002T21Z,224,1077,4,0
20191002T20Z,226,1048,3,0
20191002T19Z,228,984,3,0
20191002T18Z,227,971,3,0
20191002T17Z,224,891,3,0
20191002T16Z,205,760,3,0
20191002T15Z,190,596,2,0
20191002T14Z,138,530,3,0
20191002T13Z,139,507,2,0
20191002T12Z,139,506,3,0
20191002T11Z,137,514,3,0
20191002T10Z,137,513,3,0
20191002T09Z,140,503,3,0
20191002T08Z,138,512,3,0
20191002T07Z,140,511,3,0
20191002T06Z,138,512,3,0
20191002T05Z,138,542,3,0
20191002T04Z,139,738,3,0
20191002T03Z,137,834,3,0
20191002T02Z,166,898,3,0
20191002T01Z,187,976,3,0
20191002T00Z,214,917,3,0
20191001T23Z,224,869,3,0
20191001T22Z,227,799,3,0
20191001T21Z,226,802,3,0
20191001T20Z,225,802,3,0
20191001T19Z,223,807,3,0
20191001T18Z,224,778,3,0
20191001T17Z,206,703,3,0
20191001T16Z,204,486,3,0
20191001T15Z,135,485,3,0
20191001T14Z,127,572,3,0
20191001T13Z,128,510,3,0
20191001T12Z,129,518,3,0
20191001T11Z,129,493,3,0
20191001T10Z,129,445,2,0
20191001T09Z,129,381,3,0
20191001T08Z,128,409,3,0
20191001T07Z,131,483,2,0
20191001T06Z,126,515,3,0
20191001T05Z,135,502,2,0
20191001T04Z,139,553,3,0
20191001T03Z,139,766,3,0
20191001T02Z,197,851,3,0
20191001T01Z,205,941,3,0
20191001T00Z,200,946,3,0
20190930T23Z,207,939,3,0
20190930T22Z,209,941,3,0
20190930T21Z,209,942,3,0
20190930T20Z,207,941,3,0
20190930T19Z,210,946,3,0
20190930T18Z,207,903,3,0
20190930T17Z,209,803,3,0
20190930T16Z,211,629,3,0
20190930T15Z,185,500,3,0
20190930T14Z,137,458,3,0
20190930T13Z,138,384,3,0
20190930T12Z,140,442,3,0
20190930T11Z,138,410,3,0
20190930T10Z,140,361,3,0
20190930T09Z,139,362,3,0
20190930T08Z,139,371,3,0
20190930T07Z,138,411,3,0
20190930T06Z,139,424,3,0
20190930T05Z,219,379,3,0
20190930T04Z,229,497,3,0
20190930T03Z,228,599,3,0
20190930T02Z,227,624,3,0
20190930T01Z,227,753,3,0
20190930T00Z,228,776,3,0
20190929T23Z,227,771,3,0
20190929T22Z,228,742,3,1
20190929T21Z,228,680,3,0
20190929T20Z,228,679,3,0
20190929T19Z,228,680,4,0
20190929T18Z,185,680,3,0
20190929T17Z,137,668,4,0
20190929T16Z,140,669,4,0
20190929T15Z,139,528,4,0
20190929T14Z,140,491,4,0
20190929T13Z,138,413,3,0
20190929T12Z,140,388,4,0
20190929T11Z,139,379,4,0
20190929T10Z,139,383,4,0
20190929T09Z,137,400,4,0
20190929T08Z,139,434,4,0
20190929T07Z,140,484,3,0
20190929T06Z,140,502,4,0
20190929T05Z,217,450,4,0
20190929T04Z,228,543,4,0
20190929T03Z,228,530,4,0
20190929T02Z,226,504,4,0
20190929T01Z,228,613,3,0
20190929T00Z,226,639,4,0
20190928T23Z,227,671,4,0
20190928T22Z,227,680,4,0
20190928T21Z,227,680,4,0
20190928T20Z,228,680,3,0
20190928T19Z,227,680,4,0
20190928T18Z,178,681,4,0
20190928T17Z,139,671,4,0
20190928T16Z,137,632,4,0
20190928T15Z,139,500,3,0
20190928T14Z,138,488,4,0
20190928T13Z,139,428,4,0
20190928T12Z,140,419,4,0
20190928T11Z,139,405,4,0
20190928T10Z,138,399,4,0
20190928T09Z,140,415,3,0
20190928T08Z,139,449,4,0
20190928T07Z,137,500,4,0
20190928T06Z,179,484,4,0
20190928T05Z,230,476,4,0
20190928T04Z,229,595,4,0
20190928T03Z,229,563,4,0
20190928T02Z,225,670,4,0
20190928T01Z,228,766,4,0
20190928T00Z,228,723,4,0
20190927T23Z,228,761,3,0
20190927T22Z,226,763,4,0
20190927T21Z,226,759,4,0
20190927T20Z,229,761,4,0
20190927T19Z,227,760,4,0
20190927T18Z,231,762,4,0
20190927T17Z,227,697,4,0
20190927T16Z,218,523,4,0
20190927T15Z,161,503,3,0
20190927T14Z,139,494,4,0
20190927T13Z,136,462,4,0
20190927T12Z,140,504,4,0
20190927T11Z,139,449,4,0
20190927T10Z,138,359,4,0
20190927T09Z,137,359,3,0
20190927T08Z,139,374,4,0
20190927T07Z,140,434,4,0
20190927T06Z,138,507,4,0
20190927T05Z,175,506,4,0
20190927T04Z,185,579,3,0
20190927T03Z,195,668,4,0
20190927T02Z,214,680,4,0
20190927T01Z,219,682,4,0
20190927T00Z,218,676,4,0
20190926T23Z,219,672,3,0
20190926T22Z,220,668,4,0
20190926T21Z,214,672,4,0
20190926T20Z,221,671,4,0
20190926T19Z,216,672,4,0
20190926T18Z,218,671,3,0
20190926T17Z,198,667,4,0
20190926T16Z,142,667,4,0
20190926T15Z,140,512,4,0
20190926T14Z,137,507,4,0
20190926T13Z,139,506,3,0
20190926T12Z,140,489,4,0
20190926T11Z,139,421,4,0
20190926T10Z,138,382,4,0
20190926T09Z,140,382,4,0
20190926T08Z,140,386,4,0
20190926T07Z,138,431,3,0
20190926T06Z,139,472,4,0
20190926T05Z,165,490,4,0
20190926T04Z,176,613,4,0
20190926T03Z,177,669,4,0
20190926T02Z,195,676,4,0
20190926T01Z,214,675,3,0
20190926T00Z,218,675,4,0
20190925T23Z,218,674,4,0
20190925T22Z,218,673,4,0
20190925T21Z,217,672,4,0
20190925T20Z,219,671,4,0
20190925T19Z,219,675,3,0
20190925T18Z,217,620,4,0
20190925T17Z,217,487,4,0
20190925T16Z,218,498,4,0
20190925T15Z,186,508,4,0
20190925T14Z,132,488,3,0
20190925T13Z,136,364,4,0
20190925T12Z,133,407,4,0
20190925T11Z,136,428,4,0
20190925T10Z,134,379,4,0
20190925T09Z,135,379,4,0
20190925T08Z,135,401,4,0
20190925T07Z,133,441,3,0
20190925T06Z,158,430,4,0
20190925T05Z,204,417,4,0
20190925T04Z,201,552,4,0
20190925T03Z,201,673,4,0
20190925T02Z,199,656,4,0
20190925T01Z,199,677,4,0
20190925T00Z,206,675,4,0
20190924T23Z,210,673,4,0
20190924T22Z,208,670,4,0
20190924T21Z,208,671,3,0
20190924T20Z,207,671,4,0
20190924T19Z,212,673,4,0
20190924T18Z,195,675,4,0
20190924T17Z,164,652,4,0
20190924T16Z,164,522,4,0
20190924T15Z,135,503,4,0
20190924T14Z,130,465,4,0
20190924T13Z,130,442,4,0
20190924T12Z,129,437,3,0
20190924T11Z,128,370,4,0
20190924T10Z,132,361,4,0
20190924T09Z,129,363,4,0
20190924T08Z,124,361,4,0
20190924T07Z,86,383,4,0
20190924T06Z,58,466,4,0
20190924T05Z,57,461,4,0
20190924T04Z,51,590,3,0
20190924T03Z,50,739,4,0
20190924T02Z,39,824,4,0
20190924T01Z,8,856,4,0
20190924T00Z,-7,865,4,0
20190923T23Z,-12,864,4,0
20190923T22Z,-10,862,4,0
20190923T21Z,-12,863,3,0
20190923T20Z,-12,863,4,0
20190923T19Z,-10,864,4,0
20190923T18Z,-11,857,4,0
20190923T17Z,-11,805,4,0
20190923T16Z,-11,590,3,0
20190923T15Z,-11,493,4,0
20190923T14Z,-8,404,4,0
20190923T13Z,-13,413,4,0
20190923T12Z,-9,452,4,0
20190923T11Z,-7,367,4,0
20190923T10Z,-7,356,4,0
20190923T09Z,-7,358,4,0
20190923T08Z,-8,356,4,0
20190923T07Z,-6,357,4,0
20190923T06Z,-6,384,4,0
20190923T05Z,-7,420,4,0
20190923T04Z,-6,439,3,0
20190923T03Z,-7,508,4,0
20190923T02Z,-5,521,4,0
20190923T01Z,-7,519,4,0
20190923T00Z,-5,515,4,0
20190922T23Z,-7,515,4,0
20190922T22Z,-6,516,4,0
20190922T21Z,-7,516,4,0
20190922T20Z,-6,518,4,0
20190922T19Z,-6,518,4,0
20190922T18Z,-6,520,4,0
20190922T17Z,-5,521,3,0
20190922T16Z,-7,521,3,0
20190922T15Z,-7,503,3,0
20190922T14Z,-5,422,3,0
20190922T13Z,-6,376,3,0
20190922T12Z,-7,356,4,0
20190922T11Z,-5,357,4,0
20190922T10Z,-7,358,4,0
20190922T09Z,-5,357,4,0
20190922T08Z,-7,363,4,0
20190922T07Z,-7,407,3,0
20190922T06Z,-6,525,4,0
20190922T05Z,-6,505,4,0
20190922T04Z,-6,491,4,0
20190922T03Z,-6,526,3,0
20190922T02Z,-6,525,4,0
20190922T01Z,-6,507,4,0
20190922T00Z,-6,490,4,0
20190921T23Z,-7,517,4,0
20190921T22Z,-5,519,3,6
20190921T21Z,-7,518,4,37
20190921T20Z,-6,518,4,37
20190921T19Z,-7,517,4,15
20190921T18Z,-5,517,4,0
20190921T17Z,-5,517,4,0
20190921T16Z,-8,507,3,0
20190921T15Z,-7,453,3,0
20190921T14Z,-5,470,4,0
20190921T13Z,-6,397,4,0
20190921T12Z,-7,358,4,0
20190921T11Z,-14,356,4,0
20190921T10Z,-13,357,4,0
20190921T09Z,-12,358,4,0
20190921T08Z,-16,357,4,0
20190921T07Z,-13,373,4,0
20190921T06Z,-14,427,4,0
20190921T05Z,-13,464,4,0
20190921T04Z,-13,473,4,0
20190921T03Z,-14,638,4,0
20190921T02Z,-13,642,4,0
20190921T01Z,-14,696,4,0
20190921T00Z,-13,690,4,0
20190920T23Z,-14,695,4,0
20190920T22Z,-13,693,4,0
20190920T21Z,-13,691,4,0
20190920T20Z,-13,695,4,0
20190920T19Z,-13,695,4,0
20190920T18Z,-13,657,4,0
20190920T17Z,-14,523,4,0
20190920T16Z,-13,523,4,0
20190920T15Z,-12,502,4,0
20190920T14Z,-12,441,4,0
20190920T13Z,-15,473,4,0
20190920T12Z,-16,476,4,0
20190920T11Z,-17,395,4,0
20190920T10Z,-16,362,4,0
20190920T09Z,-16,361,4,0
20190920T08Z,-17,365,4,0
20190920T07Z,-15,403,4,0
20190920T06Z,-17,421,4,0
20190920T05Z,-16,514,4,0
20190920T04Z,-19,512,4,0
20190920T03Z,-6,520,4,0
20190920T02Z,36,518,4,0
20190920T01Z,152,517,4,0
20190920T00Z,156,514,4,0
20190919T23Z,155,510,4,0
20190919T22Z,153,513,4,0
20190919T21Z,155,511,4,0
20190919T20Z,154,511,4,0
20190919T19Z,161,511,4,0
20190919T18Z,189,511,4,0
20190919T17Z,187,460,4,0
20190919T16Z,189,515,4,0
20190919T15Z,168,486,4,0
20190919T14Z,135,411,4,0
20190919T13Z,136,433,4,0
20190919T12Z,137,451,4,0
20190919T11Z,136,426,4,0
20190919T10Z,136,376,4,0
20190919T09Z,135,386,4,0
20190919T08Z,137,419,4,0
20190919T07Z,136,466,4,0
20190919T06Z,136,486,4,0
20190919T05Z,191,533,4,0
20190919T04Z,195,659,4,0
20190919T03Z,196,683,4,0
20190919T02Z,194,692,4,0
20190919T01Z,198,802,4,0
20190919T00Z,197,845,4,0
20190918T23Z,196,803,4,0
20190918T22Z,198,890,4,0
20190918T21Z,198,922,4,0
20190918T20Z,196,927,4,0
20190918T19Z,197,925,4,0
20190918T18Z,195,912,4,0
20190918T17Z,191,716,4,0
20190918T16Z,193,666,4,0
20190918T15Z,189,542,4,0
20190918T14Z,142,505,4,0
20190918T13Z,135,508,4,0
20190918T12Z,135,514,4,0
20190918T11Z,138,485,4,0
20190918T10Z,136,375,4,0
20190918T09Z,135,362,4,0
20190918T08Z,136,381,4,0
20190918T07Z,135,464,4,0
20190918T06Z,132,504,4,0
20190918T05Z,124,561,4,0
20190918T04Z,124,723,4,0
20190918T03Z,124,880,4,0
20190918T02Z,122,940,3,0
20190918T01Z,119,1042,4,0
20190918T00Z,118,1019,4,0
20190917T23Z,112,1023,4,0
20190917T22Z,113,1020,4,0
20190917T21Z,112,1020,4,0
20190917T20Z,103,1007,4,0
20190917T19Z,202,907,4,0
20190917T18Z,201,846,4,0
20190917T17Z,204,774,4,0
20190917T16Z,198,655,4,0
20190917T15Z,184,512,4,0
20190917T14Z,103,489,4,0
20190917T13Z,101,443,4,0
20190917T12Z,99,403,4,0
20190917T11Z,101,383,4,0
20190917T10Z,100,362,4,0
20190917T09Z,101,364,4,0
20190917T08Z,101,368,4,0
20190917T07Z,100,405,4,0
20190917T06Z,98,429,4,0
20190917T05Z,157,486,4,0
20190917T04Z,198,559,4,0
20190917T03Z,196,734,4,0
20190917T02Z,197,878,4,0
20190917T01Z,205,960,4,0
20190917T00Z,200,955,4,0
20190916T23Z,202,942,4,0
20190916T22Z,200,941,4,0
20190916T21Z,201,942,4,0
20190916T20Z,201,941,4,0
20190916T19Z,202,944,4,0
20190916T18Z,206,913,4,0
20190916T17Z,202,842,4,0
20190916T16Z,121,737,4,0
20190916T15Z,103,584,4,0
20190916T14Z,103,500,4,0
20190916T13Z,101,487,4,0
20190916T12Z,107,438,4,0
20190916T11Z,102,370,4,0
20190916T10Z,104,364,4,0
20190916T09Z,104,363,4,0
20190916T08Z,101,364,4,0
20190916T07Z,104,363,4,0
20190916T06Z,103,393,4,0
20190916T05Z,105,502,4,0
20190916T04Z,96,622,4,0
20190916T03Z,175,696,4,0
20190916T02Z,202,746,4,0
20190916T01Z,202,848,4,0
20190916T00Z,202,918,4,0
20190915T23Z,200,944,4,0
20190915T22Z,202,866,4,0
20190915T21Z,200,853,4,0
20190915T20Z,202,856,4,0
20190915T19Z,199,858,4,0
20190915T18Z,204,847,3,0
20190915T17Z,200,697,4,0
20190915T16Z,202,682,4,0
20190915T15Z,163,563,4,0
20190915T14Z,137,422,4,0
20190915T13Z,138,377,4,0
20190915T12Z,138,358,4,0
20190915T11Z,134,360,4,0
20190915T10Z,132,358,4,0
20190915T09Z,133,358,4,0
20190915T08Z,131,359,4,0
20190915T07Z,133,388,4,0
20190915T06Z,132,456,4,0
20190915T05Z,132,511,4,0
20190915T04Z,194,556,4,0
20190915T03Z,202,660,4,0
20190915T02Z,202,745,4,0
20190915T01Z,202,797,4,0
20190915T00Z,199,908,4,0
20190914T23Z,203,933,4,0
20190914T22Z,200,946,4,0
20190914T21Z,201,944,4,0
20190914T20Z,201,949,4,0
20190914T19Z,195,888,4,0
20190914T18Z,193,863,4,0
20190914T17Z,192,748,4,0
20190914T16Z,189,681,4,0
20190914T15Z,156,541,4,0
20190914T14Z,129,507,4,0
20190914T13Z,133,410,4,0
20190914T12Z,131,358,4,0
20190914T11Z,130,358,4,0
20190914T10Z,133,360,4,0
20190914T09Z,131,360,4,0
20190914T08Z,132,358,4,0
20190914T07Z,131,389,4,0
20190914T06Z,132,514,4,0
20190914T05Z,133,506,4,0
20190914T04Z,167,556,4,0
20190914T03Z,171,567,4,0
20190914T02Z,168,731,4,0
20190914T01Z,173,834,4,0
20190914T00Z,167,916,4,0
20190913T23Z,193,937,4,0
20190913T22Z,200,937,4,0
20190913T21Z,173,935,4,0
20190913T20Z,179,882,4,0
20190913T19Z,192,849,4,0
20190913T18Z,191,851,4,0
20190913T17Z,192,724,4,0
20190913T16Z,180,579,4,0
20190913T15Z,147,511,4,0
20190913T14Z,142,468,4,0
20190913T13Z,135,455,4,0
20190913T12Z,137,422,4,0
20190913T11Z,136,373,4,0
20190913T10Z,137,357,4,0
20190913T09Z,138,355,4,0
20190913T08Z,135,356,4,0
20190913T07Z,136,372,4,0
20190913T06Z,136,470,4,0
20190913T05Z,149,490,4,0
20190913T04Z,204,550,4,0
20190913T03Z,200,672,4,0
20190913T02Z,207,830,4,0
20190913T01Z,202,868,4,0
20190913T00Z,205,937,4,0
20190912T23Z,202,939,4,0
20190912T22Z,205,937,4,0
20190912T21Z,201,935,4,0
20190912T20Z,207,939,4,0
20190912T19Z,200,856,4,0
20190912T18Z,204,845,4,0
20190912T17Z,203,685,4,0
20190912T16Z,200,592,4,0
20190912T15Z,151,510,4,0
20190912T14Z,136,488,4,0
20190912T13Z,135,499,4,0
20190912T12Z,136,410,4,0
20190912T11Z,140,374,4,0
20190912T10Z,135,357,4,0
20190912T09Z,138,356,4,0
20190912T08Z,136,355,4,0
20190912T07Z,139,355,4,0
20190912T06Z,136,383,4,0
20190912T05Z,138,495,4,0
20190912T04Z,136,632,4,0
20190912T03Z,138,686,4,0
20190912T02Z,164,816,4,0
20190912T01Z,199,845,4,0
20190912T00Z,202,857,4,0
20190911T23Z,202,854,4,0
20190911T22Z,202,853,4,0
20190911T21Z,202,855,4,0
20190911T20Z,202,851,4,0
20190911T19Z,201,854,4,0
20190911T18Z,202,851,4,0
20190911T17Z,201,780,4,0
20190911T16Z,185,658,4,0
20190911T15Z,153,547,4,0
20190911T14Z,138,464,4,0
20190911T13Z,136,488,4,0
20190911T12Z,137,437,4,0
20190911T11Z,137,373,4,0
20190911T10Z,136,362,4,0
20190911T09Z,140,361,4,0
20190911T08Z,135,363,4,0
20190911T07Z,136,387,4,0
20190911T06Z,139,455,4,0
20190911T05Z,137,503,4,0
20190911T04Z,179,531,4,0
20190911T03Z,207,646,4,0
20190911T02Z,200,780,4,0
20190911T01Z,204,898,4,0
20190911T00Z,204,872,4,0
20190910T23Z,202,901,4,0
20190910T22Z,203,904,4,0
20190910T21Z,204,904,4,0
20190910T20Z,202,903,4,0
20190910T19Z,203,894,3,0
20190910T18Z,201,834,4,0
20190910T17Z,195,771,4,0
20190910T16Z,156,630,4,0
20190910T15Z,138,571,4,0
20190910T14Z,135,497,4,0
20190910T13Z,138,462,4,0
20190910T12Z,137,428,4,0
20190910T11Z,136,368,4,0
20190910T10Z,139,360,4,0
20190910T09Z,136,361,4,0
20190910T08Z,139,363,4,0
20190910T07Z,137,393,4,0
20190910T06Z,136,430,4,0
20190910T05Z,138,477,4,0
20190910T04Z,169,608,4,0
20190910T03Z,201,622,4,0
20190910T02Z,204,768,4,0
20190910T01Z,202,864,4,0
20190910T00Z,203,890,4,0
20190909T23Z,202,892,4,0
20190909T22Z,203,915,4,0
20190909T21Z,204,917,3,0
20190909T20Z,202,920,3,0
20190909T19Z,202,947,3,0
20190909T18Z,194,968,3,0
20190909T17Z,179,886,0,0
20190909T16Z,141,796,4,0
20190909T15Z,138,721,4,0
20190909T14Z,137,553,4,0
20190909T13Z,136,419,4,0
20190909T12Z,136,465,4,0
20190909T11Z,138,460,4,0
20190909T10Z,137,406,4,0
20190909T09Z,136,408,4,0
20190909T08Z,140,434,4,0
20190909T07Z,135,441,4,0
20190909T06Z,138,509,4,0
20190909T05Z,138,622,4,0
20190909T04Z,136,765,4,0
20190909T03Z,138,828,4,0
20190909T02Z,135,970,4,0
20190909T01Z,149,983,4,0
20190909T00Z,202,976,4,0
20190908T23Z,206,966,4,0
20190908T22Z,206,964,4,0
20190908T21Z,204,965,4,0
20190908T20Z,206,964,4,0
20190908T19Z,204,966,4,0
20190908T18Z,208,967,4,0
20190908T17Z,206,906,4,0
20190908T16Z,207,773,4,0
20190908T15Z,174,609,4,0
20190908T14Z,136,479,4,0
20190908T13Z,138,388,4,0
20190908T12Z,136,391,4,0
20190908T11Z,139,392,4,0
20190908T10Z,137,390,4,0
20190908T09Z,136,391,4,0
20190908T08Z,136,410,4,0
20190908T07Z,139,497,4,0
20190908T06Z,137,567,4,0
20190908T05Z,132,637,4,0
20190908T04Z,138,769,4,0
20190908T03Z,136,791,4,0
20190908T02Z,137,908,4,0
20190908T01Z,197,945,4,0
20190908T00Z,199,959,4,0
20190907T23Z,202,965,4,0
20190907T22Z,200,959,4,0
20190907T21Z,204,959,4,0
20190907T20Z,202,964,4,0
20190907T19Z,200,969,4,0
20190907T18Z,202,955,4,0
20190907T17Z,201,802,4,0
20190907T16Z,192,593,4,0
20190907T15Z,155,531,4,0
20190907T14Z,136,451,4,0
20190907T13Z,138,367,4,0
20190907T12Z,136,354,4,0
20190907T11Z,136,355,4,0
20190907T10Z,138,355,4,0
20190907T09Z,134,356,4,0
20190907T08Z,137,355,4,0
20190907T07Z,138,405,4,0
20190907T06Z,138,393,4,0
20190907T05Z,134,449,4,0
20190907T04Z,137,540,4,0
20190907T03Z,137,618,4,0
20190907T02Z,151,621,4,0
20190907T01Z,173,621,4,0
20190907T00Z,195,631,4,0
20190906T23Z,201,636,4,0
20190906T22Z,188,637,4,0
20190906T21Z,183,637,4,0
20190906T20Z,154,637,4,0
20190906T19Z,132,634,4,0
20190906T18Z,132,620,4,0
20190906T17Z,130,588,4,0
20190906T16Z,133,541,4,0
20190906T15Z,132,509,4,0
20190906T14Z,130,437,4,0
20190906T13Z,130,401,4,0
20190906T12Z,133,381,4,0
20190906T11Z,132,380,4,0
20190906T10Z,130,348,4,0
20190906T09Z,132,345,4,0
20190906T08Z,132,348,4,0
20190906T07Z,133,400,4,0
20190906T06Z,99,520,4,0
20190906T05Z,74,643,4,0
20190906T04Z,107,774,4,0
20190906T03Z,109,837,4,0
20190906T02Z,145,855,4,0
20190906T01Z,182,944,4,0
20190906T00Z,185,915,4,0
20190905T23Z,179,938,4,0
20190905T22Z,176,953,4,0
20190905T21Z,166,967,4,0
20190905T20Z,128,971,1,0
20190905T19Z,98,969,0,0
20190905T18Z,95,935,0,0
20190905T17Z,89,796,0,0
20190905T16Z,46,686,4,0
20190905T15Z,11,680,4,0
20190905T14Z,-4,511,4,0
20190905T13Z,-9,500,3,0
20190905T12Z,-15,495,2,0
20190905T11Z,-13,475,2,0
20190905T10Z,-14,462,3,0
20190905T09Z,-15,442,3,0
20190905T08Z,-12,460,3,0
20190905T07Z,-15,487,4,0
20190905T06Z,-13,563,4,0
20190905T05Z,-15,699,4,0
20190905T04Z,-13,860,4,0
20190905T03Z,-13,1013,4,0
20190905T02Z,-14,1068,4,0
20190905T01Z,-12,1164,4,0
20190905T00Z,-9,1154,4,0
20190904T23Z,-9,1160,4,0
20190904T22Z,-7,1153,4,0
20190904T21Z,-8,1149,4,0
20190904T20Z,-3,1084,3,0
20190904T19Z,-4,1062,3,0
20190904T18Z,-7,1002,3,0
20190904T17Z,-7,953,3,0
20190904T16Z,-5,793,4,0
20190904T15Z,-3,654,4,0
20190904T14Z,-5,535,4,0
20190904T13Z,-6,488,4,0
20190904T12Z,-4,427,4,0
20190904T11Z,-5,427,4,0
20190904T10Z,-3,423,4,0
20190904T09Z,-5,426,4,0
20190904T08Z,-6,458,4,0
20190904T07Z,-4,472,4,0
20190904T06Z,-5,524,4,0
20190904T05Z,-4,644,4,0
20190904T04Z,-5,790,4,0
20190904T03Z,-5,952,4,0
20190904T02Z,-5,1058,4,0
20190904T01Z,-5,1082,4,0
20190904T00Z,-3,1072,4,0
20190903T23Z,-5,1066,4,0
20190903T22Z,-7,1066,4,0
20190903T21Z,-3,1065,4,0
20190903T20Z,-5,1066,4,0
20190903T19Z,-4,1068,4,0
20190903T18Z,-6,1015,4,0
20190903T17Z,-6,964,4,0
20190903T16Z,-4,810,4,0
20190903T15Z,-3,677,4,0
20190903T14Z,-7,566,4,0
20190903T13Z,-5,508,4,0
20190903T12Z,-5,444,4,0
20190903T11Z,-4,419,4,0
20190903T10Z,-4,405,4,0
20190903T09Z,-5,406,4,0
20190903T08Z,-5,426,4,0
20190903T07Z,-6,422,3,0
20190903T06Z,-3,473,4,0
20190903T05Z,-5,588,4,0
20190903T04Z,-5,649,4,0
20190903T03Z,-5,733,4,0
20190903T02Z,-4,787,4,0
20190903T01Z,-4,806,4,0
20190903T00Z,-5,802,4,0
20190902T23Z,-6,803,4,0
20190902T22Z,-4,802,4,0
20190902T21Z,-6,798,4,0
20190902T20Z,-3,802,4,0
20190902T19Z,-6,802,4,0
20190902T18Z,-5,805,4,0
20190902T17Z,-4,786,4,0
20190902T16Z,-5,679,4,0
