,coal,natural gas,nuclear,petroleum,other,solar
20191017T06Z,485,1144,73,0.0,8,0
20191017T05Z,618,1135,67,0.0,8,0
20191017T04Z,800,1111,68,0.0,8,0
20191017T03Z,978,1080,72,0.0,8,0
20191017T02Z,1062,1200,67,0.0,8,0
20191017T01Z,1113,1257,70,0.0,8,0
20191017T00Z,1113,1364,68,0.0,8,0
20191016T23Z,1115,1382,70,0.0,8,0
20191016T22Z,1197,1411,70,0.0,8,3
20191016T21Z,1296,1441,70,0.0,8,3
20191016T20Z,1294,1446,69,0.0,7,14
20191016T19Z,1292,1271,71,12.0,8,14
20191016T18Z,1275,1243,68,63.0,6,9
20191016T17Z,1179,1391,70,0.0,6,9
20191016T16Z,1055,1423,70,0.0,6,14
20191016T15Z,955,1334,68,0.0,6,16
20191016T14Z,931,1141,70,0.0,6,12
20191016T13Z,838,1071,67,0.0,6,3
20191016T12Z,731,1120,71,0.0,8,0
20191016T11Z,555,1255,67,0.0,8,0
20191016T10Z,486,1152,65,0.0,8,0
20191016T09Z,487,1051,68,0.0,7,0
20191016T08Z,587,1049,66,0.0,8,0
20191016T07Z,380,1083,67,0.0,8,0
20191016T06Z,492,1138,67,0.0,8,0
20191016T05Z,591,1153,66,0.0,8,0
20191016T04Z,824,1078,67,0.0,8,0
20191016T03Z,1067,1145,65,0.0,8,0
20191016T02Z,1115,1300,67,0.0,8,0
20191016T01Z,1110,1343,65,0.0,8,0
20191016T00Z,1109,1505,66,0.0,8,0
20191015T23Z,1119,1514,68,0.0,8,0
20191015T22Z,1245,1350,66,0.0,8,4
20191015T21Z,1261,1400,67,0.0,7,10
20191015T20Z,1114,1517,65,0.0,6,9
20191015T19Z,984,1579,66,0.0,7,12
20191015T18Z,831,1569,66,0.0,9,15
20191015T17Z,773,1578,67,0.0,10,14
20191015T16Z,766,1584,65,0.0,9,16
20191015T15Z,832,1465,66,0.0,10,16
20191015T14Z,813,1305,65,0.0,10,10
20191015T13Z,787,1194,66,0.0,10,4
20191015T12Z,747,1170,69,0.0,9,0
20191015T11Z,642,1090,65,0.0,9,0
20191015T10Z,432,1120,64,0.0,12,0
20191015T09Z,357,1066,67,0.0,10,0
20191015T08Z,384,1070,66,0.0,12,0
20191015T07Z,407,1082,68,0.0,12,0
20191015T06Z,525,1053,64,0.0,11,0
20191015T05Z,694,999,67,0.0,12,0
20191015T04Z,857,1241,66,0.0,12,0
20191015T03Z,1038,787,66,0.0,10,0
20191015T02Z,1127,1159,66,0.0,12,0
20191015T01Z,1229,1367,66,0.0,12,0
20191015T00Z,1242,1473,69,0.0,11,0
20191014T23Z,1248,1461,66,0.0,12,0
20191014T22Z,1291,1533,66,0.0,12,6
20191014T21Z,1282,1583,65,1.0,12,10
20191014T20Z,1273,1554,66,14.0,12,14
20191014T19Z,1273,1497,67,0.0,11,16
20191014T18Z,1254,1411,67,0.0,11,15
20191014T17Z,1149,1341,65,0.0,12,17
20191014T16Z,1100,1224,66,0.0,11,17
20191014T15Z,979,1173,67,0.0,12,15
20191014T14Z,887,1069,68,0.0,12,12
20191014T13Z,844,932,66,0.0,12,3
20191014T12Z,760,924,65,0.0,11,0
20191014T11Z,582,1064,66,0.0,12,0
20191014T10Z,492,1003,67,0.0,11,0
20191014T09Z,495,921,67,2.0,11,0
20191014T08Z,492,914,65,0.0,11,0
20191014T07Z,493,947,66,0.0,11,0
20191014T06Z,536,978,67,0.0,12,0
20191014T05Z,707,923,67,0.0,11,0
20191014T04Z,842,917,82,0.0,12,0
20191014T03Z,892,995,92,0.0,10,0
20191014T02Z,1054,997,101,0.0,11,0
20191014T01Z,1159,1040,106,0.0,12,0
20191014T00Z,1228,1082,107,0.0,11,0
20191013T23Z,1231,1072,105,0.0,12,0
20191013T22Z,1191,1164,107,0.0,11,6
20191013T21Z,1150,1283,108,0.0,11,7
20191013T20Z,1086,1222,106,0.0,12,14
20191013T19Z,946,1339,105,0.0,11,14
20191013T18Z,841,1322,105,0.0,11,17
20191013T17Z,786,1198,110,0.0,11,19
20191013T16Z,747,1180,106,0.0,11,17
20191013T15Z,706,1123,107,0.0,12,18
20191013T14Z,738,905,105,0.0,11,13
20191013T13Z,706,732,107,0.0,12,3
20191013T12Z,541,752,106,0.0,11,0
20191013T11Z,401,876,108,0.0,12,0
20191013T10Z,390,842,112,0.0,12,0
20191013T09Z,389,857,108,0.0,10,0
20191013T08Z,389,882,110,0.0,12,0
20191013T07Z,386,944,111,0.0,11,0
20191013T06Z,453,960,115,0.0,12,0
20191013T05Z,634,893,115,0.0,12,0
20191013T04Z,836,842,112,0.0,11,0
20191013T03Z,951,979,108,0.0,11,0
20191013T02Z,1011,1078,109,0.0,11,0
20191013T01Z,1103,1227,110,0.0,12,0
20191013T00Z,1119,1289,129,0.0,12,0
20191012T23Z,1205,1255,130,0.0,11,1
20191012T22Z,1245,1311,131,0.0,12,2
20191012T21Z,1268,1323,131,0.0,12,9
20191012T20Z,1235,1333,130,0.0,11,11
20191012T19Z,1209,1306,132,0.0,12,10
20191012T18Z,1166,1264,129,0.0,11,15
20191012T17Z,1079,1128,131,0.0,11,16
20191012T16Z,960,1123,132,0.0,12,14
20191012T15Z,850,1079,129,0.0,12,17
20191012T14Z,728,1021,131,0.0,11,13
20191012T13Z,673,894,129,0.0,13,3
20191012T12Z,639,790,131,0.0,12,0
20191012T11Z,514,764,130,0.0,11,0
20191012T10Z,446,782,129,0.0,12,0
20191012T09Z,402,801,132,0.0,11,0
20191012T08Z,400,810,132,0.0,11,0
20191012T07Z,401,878,128,0.0,12,0
20191012T06Z,434,921,130,0.0,11,0
20191012T05Z,655,812,131,0.0,12,0
20191012T04Z,846,807,132,0.0,11,0
20191012T03Z,1094,817,130,0.0,11,0
20191012T02Z,1266,739,130,0.0,12,0
20191012T01Z,1282,970,129,0.0,11,0
20191012T00Z,1293,1078,131,0.0,12,0
20191011T23Z,1290,1180,131,0.0,12,1
20191011T22Z,1290,1321,132,0.0,11,6
20191011T21Z,1290,1340,127,0.0,12,13
20191011T20Z,1288,1355,131,0.0,12,11
20191011T19Z,1289,1297,131,0.0,12,17
20191011T18Z,1205,1296,132,0.0,10,17
20191011T17Z,1064,1221,127,0.0,12,19
20191011T16Z,1035,1112,130,0.0,11,17
20191011T15Z,1060,1042,132,2.0,12,15
20191011T14Z,983,967,129,0.0,11,13
20191011T13Z,979,828,129,0.0,12,3
20191011T12Z,879,852,131,0.0,11,0
20191011T11Z,688,868,130,0.0,12,0
20191011T10Z,665,715,130,0.0,12,0
20191011T09Z,595,705,131,0.0,10,0
20191011T08Z,497,784,131,0.0,12,0
20191011T07Z,499,823,131,0.0,11,0
20191011T06Z,497,911,129,0.0,9,0
20191011T05Z,597,912,132,0.0,13,0
20191011T04Z,875,803,129,0.0,14,0
20191011T03Z,1080,904,130,0.0,13,0
20191011T02Z,1132,938,132,0.0,13,0
20191011T01Z,1243,1095,131,0.0,14,0
20191011T00Z,1298,1132,130,0.0,13,0
20191010T23Z,1296,1158,131,0.0,14,2
20191010T22Z,1294,1281,130,0.0,13,4
20191010T21Z,1293,1319,132,0.0,14,8
20191010T20Z,1292,1336,127,0.0,14,6
20191010T19Z,1295,1288,131,0.0,13,18
20191010T18Z,1279,1278,132,0.0,10,12
20191010T17Z,1182,1162,130,0.0,8,13
20191010T16Z,1170,1056,129,0.0,8,10
20191010T15Z,1132,1051,130,0.0,8,15
20191010T14Z,1023,971,129,0.0,8,11
20191010T13Z,1015,844,132,0.0,8,3
20191010T12Z,951,842,130,0.0,8,0
20191010T11Z,684,930,131,0.0,8,0
20191010T10Z,499,922,129,0.0,8,0
20191010T09Z,493,813,130,0.0,7,0
20191010T08Z,489,783,132,0.0,8,0
20191010T07Z,492,811,129,0.0,8,0
20191010T06Z,494,865,132,0.0,8,0
20191010T05Z,565,885,129,0.0,8,0
20191010T04Z,742,834,131,0.0,8,0
20191010T03Z,954,799,130,0.0,7,0
20191010T02Z,960,852,130,0.0,8,0
20191010T01Z,1042,1002,131,0.0,8,0
20191010T00Z,1012,969,129,0.0,8,0
20191009T23Z,964,966,131,0.0,8,1
20191009T22Z,956,994,130,0.0,8,0
20191009T21Z,950,1047,131,0.0,8,1
20191009T20Z,927,1078,130,0.0,8,2
20191009T19Z,973,1055,128,0.0,8,2
20191009T18Z,953,1080,132,0.0,7,5
20191009T17Z,915,1002,129,0.0,8,4
20191009T16Z,911,1101,131,0.0,8,2
20191009T15Z,910,1134,129,0.0,8,5
20191009T14Z,914,1032,130,0.0,8,3
20191009T13Z,923,902,131,0.0,8,1
20191009T12Z,924,848,128,0.0,8,0
20191009T11Z,793,892,131,0.0,8,0
20191009T10Z,640,874,130,0.0,8,0
20191009T09Z,475,926,131,0.0,7,0
20191009T08Z,439,935,131,0.0,8,0
20191009T07Z,453,946,129,0.0,8,0
20191009T06Z,492,963,130,0.0,8,0
20191009T05Z,589,956,130,0.0,8,0
20191009T04Z,766,911,131,0.0,8,0
20191009T03Z,834,790,129,0.0,8,0
20191009T02Z,856,833,129,0.0,7,0
20191009T01Z,1357,1027,132,0.0,8,0
20191009T00Z,889,1079,130,0.0,8,0
20191008T23Z,904,1049,132,0.0,8,1
20191008T22Z,930,1091,129,0.0,8,0
20191008T21Z,929,1135,133,0.0,8,1
20191008T20Z,930,1198,130,0.0,2,2
20191008T19Z,932,1224,133,1.0,2,7
20191008T18Z,932,1214,127,0.0,2,9
20191008T17Z,932,1015,130,0.0,2,9
20191008T16Z,930,927,132,0.0,3,7
20191008T15Z,893,945,129,0.0,7,7
20191008T14Z,743,963,133,0.0,7,4
20191008T13Z,725,869,130,0.0,8,3
20191008T12Z,717,828,129,0.0,13,0
20191008T11Z,672,987,131,0.0,13,0
20191008T10Z,552,938,132,0.0,13,0
20191008T09Z,476,896,129,0.0,13,0
20191008T08Z,504,846,132,0.0,13,0
20191008T07Z,531,854,129,0.0,13,0
20191008T06Z,616,824,133,0.0,13,0
20191008T05Z,630,911,130,0.0,13,0
20191008T04Z,748,926,129,0.0,14,0
20191008T03Z,827,818,132,0.0,12,0
20191008T02Z,894,809,131,0.0,13,0
20191008T01Z,931,1017,132,0.0,13,0
20191008T00Z,927,1104,130,0.0,13,0
20191007T23Z,931,1089,131,0.0,14,1
20191007T22Z,932,1135,131,0.0,13,2
20191007T21Z,918,1220,131,0.0,14,3
20191007T20Z,903,1234,131,0.0,13,6
20191007T19Z,903,1248,131,0.0,13,10
20191007T18Z,904,1199,131,0.0,12,12
20191007T17Z,903,988,130,0.0,14,12
20191007T16Z,903,882,132,0.0,10,7
20191007T15Z,904,902,129,0.0,8,4
20191007T14Z,906,794,131,0.0,11,1
20191007T13Z,905,722,129,0.0,14,1
20191007T12Z,901,696,133,0.0,13,0
20191007T11Z,819,918,131,0.0,13,0
20191007T10Z,723,847,130,0.0,13,0
20191007T09Z,597,868,130,0.0,12,0
20191007T08Z,576,855,132,0.0,13,0
20191007T07Z,600,849,130,0.0,14,0
20191007T06Z,737,778,131,0.0,13,0
20191007T05Z,835,782,132,0.0,13,0
20191007T04Z,885,960,132,0.0,13,0
20191007T03Z,930,862,130,0.0,12,0
20191007T02Z,930,919,131,0.0,13,0
20191007T01Z,927,991,130,0.0,13,0
20191007T00Z,931,1148,133,0.0,13,0
20191006T23Z,931,1143,131,0.0,13,0
20191006T22Z,932,1210,132,0.0,14,2
20191006T21Z,930,1253,129,0.0,13,5
20191006T20Z,929,1224,133,0.0,13,10
20191006T19Z,928,1210,132,0.0,13,6
20191006T18Z,927,1180,130,0.0,12,8
20191006T17Z,859,1052,132,0.0,13,10
20191006T16Z,830,988,132,0.0,13,9
20191006T15Z,780,1001,131,0.0,13,10
20191006T14Z,678,879,132,0.0,13,8
20191006T13Z,659,696,132,0.0,14,1
20191006T12Z,471,761,131,0.0,13,0
20191006T11Z,459,961,129,0.0,13,0
20191006T10Z,435,933,134,0.0,13,0
20191006T09Z,424,947,129,0.0,12,0
20191006T08Z,450,942,131,0.0,13,0
20191006T07Z,492,945,132,0.0,13,0
20191006T06Z,516,999,133,0.0,14,0
20191006T05Z,664,969,130,0.0,13,0
20191006T04Z,696,1098,132,0.0,13,0
20191006T03Z,746,976,133,0.0,12,0
20191006T02Z,857,922,131,0.0,13,0
20191006T01Z,921,1118,131,0.0,13,0
20191006T00Z,931,1213,132,0.0,13,0
20191005T23Z,930,1292,131,0.0,14,0
20191005T22Z,931,1425,131,0.0,13,4
20191005T21Z,930,1492,132,0.0,13,10
20191005T20Z,930,1503,130,0.0,13,11
20191005T19Z,925,1461,134,0.0,13,15
20191005T18Z,931,1403,131,0.0,12,17
20191005T17Z,925,1166,131,0.0,13,14
20191005T16Z,865,1070,129,0.0,12,12
20191005T15Z,860,1006,133,0.0,10,13
20191005T14Z,695,970,130,0.0,8,12
20191005T13Z,501,923,131,0.0,13,4
20191005T12Z,452,817,131,0.0,13,0
20191005T11Z,538,928,130,0.0,13,0
20191005T10Z,495,919,133,0.0,13,0
20191005T09Z,490,927,132,0.0,12,0
20191005T08Z,511,934,130,0.0,12,0
20191005T07Z,575,938,131,0.0,13,0
20191005T06Z,653,956,132,0.0,13,0
20191005T05Z,869,882,131,0.0,12,0
20191005T04Z,931,1009,130,0.0,13,0
20191005T03Z,931,1227,130,0.0,13,0
20191005T02Z,932,1323,130,0.0,13,0
20191005T01Z,932,1456,130,0.0,14,0
20191005T00Z,928,1490,131,0.0,13,0
20191004T23Z,929,1410,131,0.0,13,1
20191004T22Z,926,1552,130,0.0,14,7
20191004T21Z,918,1600,130,0.0,13,13
20191004T20Z,926,1531,131,0.0,14,11
20191004T19Z,922,1451,131,0.0,13,14
20191004T18Z,930,1336,129,0.0,13,14
20191004T17Z,931,1239,131,0.0,13,16
20191004T16Z,929,1308,130,0.0,13,15
20191004T15Z,933,1234,132,0.0,13,14
20191004T14Z,836,1123,128,0.0,14,15
20191004T13Z,768,1001,130,0.0,14,4
20191004T12Z,681,1009,130,0.0,13,0
20191004T11Z,535,1022,131,0.0,14,0
20191004T10Z,406,988,128,0.0,13,0
20191004T09Z,401,897,131,0.0,13,0
20191004T08Z,400,895,131,0.0,13,0
20191004T07Z,418,930,129,0.0,14,0
20191004T06Z,522,931,130,0.0,13,0
20191004T05Z,636,937,131,0.0,14,0
20191004T04Z,854,935,130,0.0,13,0
20191004T03Z,933,1166,130,0.0,10,0
20191004T02Z,933,1294,130,0.0,13,0
20191004T01Z,930,1618,128,0.0,14,0
20191004T00Z,959,1710,128,0.0,13,0
20191003T23Z,1038,1575,133,0.0,14,1
20191003T22Z,1039,1700,131,0.0,14,6
20191003T21Z,1040,1739,128,0.0,13,14
20191003T20Z,1055,1676,130,0.0,14,14
20191003T19Z,1095,1556,131,0.0,13,17
20191003T18Z,1111,1454,132,1.0,13,15
20191003T17Z,1115,1360,129,2.0,13,18
20191003T16Z,1112,1214,129,3.0,14,15
20191003T15Z,1114,1146,131,2.0,13,14
20191003T14Z,1100,974,129,3.0,13,14
20191003T13Z,1088,820,132,2.0,13,4
20191003T12Z,1054,756,128,1.0,14,0
20191003T11Z,794,840,130,0.0,13,0
20191003T10Z,679,784,129,0.0,13,0
20191003T09Z,680,693,129,0.0,12,0
20191003T08Z,680,687,130,0.0,13,0
20191003T07Z,680,738,129,0.0,13,0
20191003T06Z,779,723,131,0.0,13,0
20191003T05Z,889,750,129,0.0,13,0
20191003T04Z,1048,767,132,0.0,13,0
20191003T03Z,1112,923,129,0.0,12,0
20191003T02Z,1114,1025,131,0.0,13,0
20191003T01Z,1112,1282,130,0.0,13,0
20191003T00Z,1110,1395,130,0.0,14,0
20191002T23Z,1111,1471,131,0.0,13,1
20191002T22Z,1105,1576,132,0.0,14,7
20191002T21Z,1108,1630,129,0.0,13,14
20191002T20Z,1108,1606,131,0.0,14,16
20191002T19Z,1111,1528,130,0.0,13,21
20191002T18Z,1111,1431,129,0.0,12,20
20191002T17Z,1109,1190,130,2.0,13,20
20191002T16Z,1109,1037,130,0.0,12,18
20191002T15Z,1092,1002,132,0.0,13,18
20191002T14Z,974,937,128,0.0,12,18
20191002T13Z,947,841,129,0.0,13,7
20191002T12Z,934,811,131,0.0,13,1
20191002T11Z,810,856,131,0.0,13,0
20191002T10Z,647,856,131,0.0,14,0
20191002T09Z,580,821,129,0.0,13,0
20191002T08Z,578,815,130,0.0,13,0
20191002T07Z,602,838,129,0.0,14,0
20191002T06Z,694,836,132,0.0,14,0
20191002T05Z,798,855,131,0.0,13,0
20191002T04Z,1008,824,129,0.0,14,0
20191002T03Z,1109,1035,130,0.0,13,0
20191002T02Z,1110,1140,131,0.0,13,0
20191002T01Z,1110,1427,130,0.0,14,0
20191002T00Z,1107,1522,131,0.0,13,0
20191001T23Z,1096,1605,129,0.0,14,3
20191001T22Z,1096,1715,132,0.0,13,12
20191001T21Z,1100,1765,129,0.0,14,18
20191001T20Z,1096,1742,130,0.0,13,17
20191001T19Z,1089,1700,129,0.0,14,17
20191001T18Z,1101,1583,131,0.0,13,23
20191001T17Z,1108,1325,131,0.0,14,20
20191001T16Z,1105,1236,131,0.0,13,12
20191001T15Z,1094,1243,126,0.0,14,15
20191001T14Z,1096,1051,131,0.0,14,15
20191001T13Z,1088,898,132,0.0,14,5
20191001T12Z,1031,885,129,0.0,14,1
20191001T11Z,846,923,130,0.0,13,0
20191001T10Z,796,803,129,0.0,14,0
20191001T09Z,793,708,133,0.0,8,0
20191001T08Z,788,713,130,0.0,8,0
20191001T07Z,790,747,131,0.0,11,0
20191001T06Z,836,794,127,0.0,14,0
20191001T05Z,922,809,129,0.0,14,0
20191001T04Z,1023,843,131,0.0,13,0
20191001T03Z,1121,993,132,0.0,13,0
20191001T02Z,1103,1246,127,0.0,13,0
20191001T01Z,1060,1552,131,0.0,14,656
20191001T00Z,997,1395,130,0.0,14,0
20190930T23Z,894,1592,132,0.0,13,2
20190930T22Z,811,1813,128,0.0,14,9
20190930T21Z,752,1909,130,0.0,14,15
20190930T20Z,750,1883,130,0.0,13,16
20190930T19Z,753,1835,130,0.0,14,16
20190930T18Z,856,1658,130,0.0,13,16
20190930T17Z,863,1464,131,0.0,13,19
20190930T16Z,860,1428,128,0.0,14,18
20190930T15Z,861,1394,131,0.0,13,15
20190930T14Z,823,1262,130,0.0,14,16
20190930T13Z,757,1138,129,0.0,13,9
20190930T12Z,746,1053,130,0.0,13,0
20190930T11Z,629,1066,132,0.0,13,0
20190930T10Z,512,1011,130,0.0,12,0
20190930T09Z,490,943,130,0.0,12,0
20190930T08Z,537,876,129,0.0,12,0
20190930T07Z,591,861,131,0.0,13,0
20190930T06Z,673,866,129,0.0,12,0
20190930T05Z,747,912,131,0.0,13,0
20190930T04Z,801,1032,129,0.0,13,655
20190930T03Z,873,1190,130,0.0,11,0
20190930T02Z,866,1423,131,0.0,13,0
20190930T01Z,879,1686,130,0.0,13,0
20190930T00Z,862,1644,130,0.0,13,0
20190929T23Z,853,1723,129,0.0,13,3
20190929T22Z,849,1831,130,0.0,13,11
20190929T21Z,846,1842,133,0.0,13,15
20190929T20Z,846,1826,130,0.0,12,18
20190929T19Z,865,1751,129,0.0,13,19
20190929T18Z,844,1658,130,0.0,12,18
20190929T17Z,831,1419,132,0.0,12,17
20190929T16Z,746,1357,130,0.0,13,15
20190929T15Z,742,1311,128,0.0,13,16
20190929T14Z,653,1169,131,0.0,12,15
20190929T13Z,499,1077,130,0.0,13,6
20190929T12Z,459,967,129,0.0,13,0
20190929T11Z,415,937,131,0.0,17,0
20190929T10Z,444,863,130,0.0,13,0
20190929T09Z,494,820,130,0.0,12,0
20190929T08Z,475,876,132,0.0,13,0
20190929T07Z,455,970,130,0.0,13,0
20190929T06Z,542,974,130,0.0,13,0
20190929T05Z,712,938,130,0.0,13,0
20190929T04Z,787,1034,134,0.0,14,0
20190929T03Z,807,1210,130,0.0,12,0
20190929T02Z,811,1386,133,0.0,13,0
20190929T01Z,804,1641,133,0.0,13,0
20190929T00Z,762,1648,129,0.0,14,0
20190928T23Z,796,1682,133,0.0,13,2
20190928T22Z,818,1808,134,0.0,13,7
20190928T21Z,819,1858,131,0.0,13,14
20190928T20Z,816,1878,132,0.0,14,13
20190928T19Z,817,1856,131,0.0,13,17
20190928T18Z,812,1787,132,0.0,12,20
20190928T17Z,812,1567,134,0.0,13,18
20190928T16Z,790,1651,131,0.0,14,16
20190928T15Z,720,1187,132,0.0,13,16
20190928T14Z,658,1261,131,0.0,13,16
20190928T13Z,616,1057,131,0.0,13,7
20190928T12Z,461,1039,133,0.0,13,0
20190928T11Z,302,1127,132,0.0,13,0
20190928T10Z,292,1082,132,0.0,14,0
20190928T09Z,329,1043,132,0.0,12,0
20190928T08Z,328,1063,133,0.0,13,0
20190928T07Z,348,1119,130,0.0,14,0
20190928T06Z,355,1197,132,0.0,13,0
20190928T05Z,402,1270,133,0.0,13,0
20190928T04Z,522,1345,132,0.0,14,656
20190928T03Z,634,1303,130,0.0,12,0
20190928T02Z,746,1365,132,0.0,14,655
20190928T01Z,798,1469,129,0.0,13,655
20190928T00Z,789,1579,129,0.0,13,0
20190927T23Z,820,1685,131,0.0,13,4
20190927T22Z,821,1854,132,0.0,13,12
20190927T21Z,818,1914,130,0.0,13,19
20190927T20Z,819,1885,129,0.0,13,21
20190927T19Z,823,1804,132,0.0,12,21
20190927T18Z,821,1704,130,0.0,12,21
20190927T17Z,786,1474,129,0.0,12,21
20190927T16Z,735,1348,130,0.0,13,21
20190927T15Z,685,1334,132,0.0,13,18
20190927T14Z,636,1186,132,0.0,13,15
20190927T13Z,644,1016,128,0.0,13,6
20190927T12Z,637,951,131,0.0,12,0
20190927T11Z,486,1169,131,0.0,14,0
20190927T10Z,330,1175,129,0.0,13,0
20190927T09Z,285,1134,133,0.0,12,0
20190927T08Z,285,1159,129,0.0,13,0
20190927T07Z,310,1181,129,0.0,14,0
20190927T06Z,470,1114,131,0.0,13,0
20190927T05Z,622,1108,131,0.0,13,0
20190927T04Z,696,1202,130,0.0,13,0
20190927T03Z,779,1211,132,0.0,13,655
20190927T02Z,775,1457,133,0.0,13,0
20190927T01Z,818,1744,131,0.0,13,0
20190927T00Z,818,1861,131,0.0,13,0
20190926T23Z,818,1960,133,0.0,14,3
20190926T22Z,803,2022,130,0.0,13,9
20190926T21Z,758,2141,134,0.0,13,14
20190926T20Z,783,2090,132,0.0,13,13
20190926T19Z,818,1974,130,0.0,14,16
20190926T18Z,800,1885,119,0.0,11,19
20190926T17Z,666,1726,120,0.0,9,19
20190926T16Z,635,1544,118,0.0,8,21
20190926T15Z,636,1356,117,0.0,8,14
20190926T14Z,634,1157,119,0.0,8,8
20190926T13Z,609,1014,131,0.0,12,1
20190926T12Z,523,1028,131,0.0,13,0
20190926T11Z,366,1239,133,0.0,13,0
20190926T10Z,284,1160,130,0.0,13,0
20190926T09Z,285,1070,131,0.0,12,0
20190926T08Z,282,1073,131,0.0,14,0
20190926T07Z,316,1083,132,0.0,13,0
20190926T06Z,467,1041,129,0.0,13,0
20190926T05Z,618,1029,133,0.0,13,0
20190926T04Z,633,1228,131,0.0,14,0
20190926T03Z,701,1383,130,0.0,12,0
20190926T02Z,752,1603,130,0.0,13,0
20190926T01Z,809,1879,129,0.0,13,0
20190926T00Z,821,2007,133,0.0,14,0
20190925T23Z,819,2138,131,0.0,13,3
20190925T22Z,819,2292,132,0.0,13,11
20190925T21Z,819,2269,128,0.0,13,18
20190925T20Z,820,2225,132,0.0,13,22
20190925T19Z,821,2118,131,0.0,14,22
20190925T18Z,813,1978,132,0.0,12,20
20190925T17Z,708,1788,129,0.0,13,21
20190925T16Z,677,1606,130,2.0,13,22
20190925T15Z,638,1407,132,0.0,14,22
20190925T14Z,637,1233,130,0.0,13,16
20190925T13Z,617,1091,132,0.0,13,10
20190925T12Z,433,1197,129,0.0,14,0
20190925T11Z,294,1252,134,0.0,13,0
20190925T10Z,283,1095,129,0.0,13,0
20190925T09Z,283,1004,130,0.0,13,0
20190925T08Z,283,993,131,0.0,13,0
20190925T07Z,285,1041,130,0.0,14,0
20190925T06Z,384,1008,133,0.0,13,0
20190925T05Z,562,968,128,0.0,13,0
20190925T04Z,635,1081,134,0.0,13,0
20190925T03Z,639,1300,135,0.0,13,0
20190925T02Z,732,1462,134,0.0,13,0
20190925T01Z,817,1410,134,0.0,14,656
20190925T00Z,820,1834,132,0.0,13,0
20190924T23Z,820,1963,135,0.0,13,3
20190924T22Z,822,2074,132,0.0,14,10
20190924T21Z,823,2073,134,0.0,13,20
20190924T20Z,822,2001,133,0.0,13,22
20190924T19Z,821,1905,133,0.0,12,21
20190924T18Z,824,1750,136,0.0,14,22
20190924T17Z,819,1503,132,0.0,13,22
20190924T16Z,748,1416,132,0.0,13,22
20190924T15Z,650,1306,134,0.0,11,21
20190924T14Z,635,1168,134,0.0,11,19
20190924T13Z,633,999,132,0.0,13,8
20190924T12Z,500,1055,135,0.0,13,0
20190924T11Z,406,1076,132,0.0,13,0
20190924T10Z,338,979,133,0.0,13,0
20190924T09Z,280,946,136,0.0,12,0
20190924T08Z,284,939,131,0.0,13,0
20190924T07Z,283,991,133,0.0,13,0
20190924T06Z,420,939,133,0.0,13,0
20190924T05Z,596,887,134,0.0,13,0
20190924T04Z,635,1041,130,0.0,13,0
20190924T03Z,635,1259,133,0.0,12,0
20190924T02Z,710,1422,132,0.0,14,0
20190924T01Z,810,1656,130,0.0,13,0
20190924T00Z,796,1669,131,0.0,13,0
20190923T23Z,815,1755,129,0.0,14,4
20190923T22Z,820,1804,133,0.0,13,10
20190923T21Z,821,1818,130,0.0,14,17
20190923T20Z,822,1768,133,0.0,13,17
20190923T19Z,818,1693,131,0.0,11,16
20190923T18Z,759,1641,130,0.0,10,17
20190923T17Z,645,1491,131,0.0,11,18
20190923T16Z,638,1478,130,0.0,14,18
20190923T15Z,640,1335,128,0.0,13,18
20190923T14Z,636,1162,132,0.0,12,11
20190923T13Z,626,1042,131,0.0,13,5
20190923T12Z,462,1141,131,0.0,12,0
20190923T11Z,391,1121,132,0.0,13,0
20190923T10Z,363,987,132,0.0,12,0
20190923T09Z,283,971,131,0.0,12,0
20190923T08Z,281,965,130,0.0,13,0
20190923T07Z,282,1007,131,0.0,13,0
20190923T06Z,329,1019,132,0.0,13,0
20190923T05Z,518,948,130,0.0,12,0
20190923T04Z,634,991,132,0.0,13,0
20190923T03Z,635,1204,133,0.0,12,0
20190923T02Z,662,1397,131,0.0,13,0
20190923T01Z,775,1570,129,0.0,12,0
20190923T00Z,796,1623,130,0.0,11,0
20190922T23Z,820,1693,129,0.0,12,3
20190922T22Z,821,1791,129,0.0,13,10
20190922T21Z,819,1822,126,0.0,13,10
20190922T20Z,819,1795,123,0.0,13,18
20190922T19Z,819,1754,120,0.0,13,18
20190922T18Z,820,1664,117,0.0,12,20
20190922T17Z,820,1488,90,0.0,13,21
20190922T16Z,808,1345,84,0.0,13,19
20190922T15Z,709,1308,80,0.0,13,19
20190922T14Z,631,1176,79,0.0,13,17
20190922T13Z,520,1096,71,0.0,13,7
20190922T12Z,479,979,67,0.0,14,0
20190922T11Z,479,958,64,0.0,13,0
20190922T10Z,479,916,64,0.0,14,0
20190922T09Z,479,906,65,0.0,12,0
20190922T08Z,480,935,67,0.0,13,0
20190922T07Z,555,916,65,0.0,14,0
20190922T06Z,637,927,65,0.0,13,0
20190922T05Z,640,1038,66,0.0,13,0
20190922T04Z,637,1194,64,0.0,14,0
20190922T03Z,717,1263,66,0.0,12,0
20190922T02Z,774,1364,65,0.0,13,0
20190922T01Z,777,1603,65,0.0,14,0
20190922T00Z,804,1630,66,0.0,13,0
20190921T23Z,822,1681,65,0.0,13,2146
20190921T22Z,818,1786,64,0.0,12,7
20190921T21Z,819,1809,66,0.0,11,13
20190921T20Z,820,1807,65,0.0,11,14
