,natural gas,solar
20190713T03-07,609,0
20190713T02-07,670,0
20190713T01-07,723,0
20190713T00-07,778,0
20190712T23-07,870,0
20190712T22-07,834,0
20190712T21-07,895,0
20190712T20-07,851,0
20190712T19-07,883,27
20190712T18-07,843,71
20190712T17-07,884,86
20190712T16-07,905,96
20190712T15-07,958,99
20190712T14-07,948,99
20190712T13-07,900,99
20190712T12-07,888,100
20190712T11-07,809,100
20190712T10-07,703,101
20190712T09-07,631,99
20190712T08-07,524,92
20190712T07-07,489,57
20190712T06-07,596,7
20190712T05-07,599,0
20190712T04-07,582,0
20190712T03-07,577,0
20190712T02-07,606,0
20190712T01-07,652,0
20190712T00-07,743,0
20190711T23-07,783,0
20190711T22-07,698,0
20190711T21-07,729,0
20190711T20-07,651,0
20190711T19-07,646,3
20190711T18-07,655,17
20190711T17-07,741,14
20190711T16-07,767,35
20190711T15-07,875,62
20190711T14-07,1048,52
20190711T13-07,1071,75
20190711T12-07,1050,88
20190711T11-07,986,104
20190711T10-07,867,104
20190711T09-07,761,101
20190711T08-07,650,90
20190711T07-07,578,57
20190711T06-07,723,8
20190711T05-07,716,0
20190711T04-07,707,0
20190711T03-07,713,0
20190711T02-07,737,0
20190711T01-07,783,0
20190711T00-07,797,0
20190710T23-07,883,0
20190710T22-07,875,0
20190710T21-07,948,0
20190710T20-07,947,0
20190710T19-07,992,10
20190710T18-07,1049,45
20190710T17-07,1061,84
20190710T16-07,1044,86
20190710T15-07,1047,93
20190710T14-07,1096,93
20190710T13-07,1048,96
20190710T12-07,991,99
20190710T11-07,921,101
20190710T10-07,802,101
20190710T09-07,706,97
20190710T08-07,462,83
20190710T07-07,560,51
20190710T06-07,644,9
20190710T05-07,631,0
20190710T04-07,598,0
20190710T03-07,588,0
20190710T02-07,617,0
20190710T01-07,644,0
20190710T00-07,774,0
20190709T23-07,888,0
20190709T22-07,840,0
20190709T21-07,903,0
20190709T20-07,946,0
20190709T19-07,994,26
20190709T18-07,1020,73
20190709T17-07,1045,86
20190709T16-07,1049,88
20190709T15-07,1009,95
20190709T14-07,1031,96
20190709T13-07,952,91
20190709T12-07,902,102
20190709T11-07,866,102
20190709T10-07,729,102
20190709T09-07,637,101
20190709T08-07,526,92
20190709T07-07,483,61
20190709T06-07,600,10
20190709T05-07,587,0
20190709T04-07,579,0
20190709T03-07,587,0
20190709T02-07,605,0
20190709T01-07,664,0
20190709T00-07,754,0
20190708T23-07,831,0
20190708T22-07,692,0
20190708T21-07,776,0
20190708T20-07,846,0
20190708T19-07,921,27
20190708T18-07,947,72
20190708T17-07,963,89
20190708T16-07,968,92
20190708T15-07,923,97
20190708T14-07,862,101
20190708T13-07,793,104
20190708T12-07,704,107
20190708T11-07,624,106
20190708T10-07,510,104
20190708T09-07,418,101
20190708T08-07,416,89
20190708T07-07,433,54
20190708T06-07,599,9
20190708T05-07,594,0
20190708T04-07,579,0
20190708T03-07,562,0
20190708T02-07,578,0
20190708T01-07,625,0
20190708T00-07,688,0
20190707T23-07,793,0
20190707T22-07,877,0
20190707T21-07,980,0
20190707T20-07,1039,0
20190707T19-07,1059,26
20190707T18-07,1051,63
20190707T17-07,1041,66
20190707T16-07,1030,75
20190707T15-07,990,90
20190707T14-07,927,99
20190707T13-07,891,81
20190707T12-07,819,78
20190707T11-07,701,96
20190707T10-07,593,93
20190707T09-07,525,74
20190707T08-07,523,45
20190707T07-07,533,7
20190707T06-07,526,0
20190707T05-07,532,0
20190707T04-07,554,0
20190707T03-07,560,0
20190707T02-07,580,0
20190707T01-07,629,0
20190707T00-07,663,0
20190706T23-07,662,0
20190706T22-07,628,0
20190706T21-07,618,0
20190706T20-07,651,0
20190706T19-07,698,9
20190706T18-07,727,19
20190706T17-07,764,40
20190706T16-07,792,67
20190706T15-07,799,69
20190706T14-07,772,79
20190706T13-07,723,74
20190706T12-07,694,56
20190706T11-07,626,66
20190706T10-07,584,50
20190706T09-07,531,38
20190706T08-07,506,30
20190706T07-07,458,19
20190706T06-07,567,3
20190706T05-07,595,0
20190706T04-07,613,0
20190706T03-07,644,0
20190706T02-07,680,0
20190706T01-07,742,0
20190706T00-07,802,0
20190705T23-07,914,0
20190705T22-07,837,0
20190705T21-07,937,0
20190705T20-07,977,0
20190705T19-07,1021,7
20190705T18-07,1074,41
20190705T17-07,1089,59
20190705T16-07,1074,74
20190705T15-07,1036,85
20190705T14-07,962,95
20190705T13-07,923,95
20190705T12-07,851,87
20190705T11-07,756,85
20190705T10-07,658,87
20190705T09-07,551,73
20190705T08-07,478,63
20190705T07-07,431,41
20190705T06-07,643,6
20190705T05-07,668,0
20190705T04-07,663,0
20190705T03-07,688,0
20190705T02-07,722,0
20190705T01-07,764,0
20190705T00-07,785,0
20190704T23-07,869,0
20190704T22-07,899,0
20190704T21-07,955,0
20190704T20-07,983,1
20190704T19-07,1009,27
20190704T18-07,1051,72
20190704T17-07,1085,89
20190704T16-07,1112,101
20190704T15-07,1091,102
20190704T14-07,1062,105
20190704T13-07,992,105
20190704T12-07,960,104
20190704T11-07,913,99
20190704T10-07,777,96
20190704T09-07,656,87
20190704T08-07,590,88
20190704T07-07,552,59
20190704T06-07,614,11
20190704T05-07,647,0
20190704T04-07,657,0
20190704T03-07,677,0
20190704T02-07,707,0
20190704T01-07,757,0
20190704T00-07,760,0
20190703T23-07,803,0
20190703T22-07,690,0
20190703T21-07,798,0
20190703T20-07,883,0
20190703T19-07,936,30
20190703T18-07,958,84
20190703T17-07,969,101
20190703T16-07,974,105
20190703T15-07,936,106
20190703T14-07,916,106
20190703T13-07,890,106
20190703T12-07,787,106
20190703T11-07,686,108
20190703T10-07,660,105
20190703T09-07,542,85
20190703T08-07,482,80
20190703T07-07,431,60
20190703T06-07,608,11
20190703T05-07,620,0
20190703T04-07,611,0
20190703T03-07,636,0
20190703T02-07,664,0
20190703T01-07,717,0
20190703T00-07,798,0
20190702T23-07,846,0
20190702T22-07,818,0
20190702T21-07,838,0
20190702T20-07,846,1
20190702T19-07,885,28
20190702T18-07,930,67
20190702T17-07,1016,71
20190702T16-07,1039,80
20190702T15-07,1021,88
20190702T14-07,997,62
20190702T13-07,972,62
20190702T12-07,971,73
20190702T11-07,909,94
20190702T10-07,792,89
20190702T09-07,718,73
20190702T08-07,660,35
20190702T07-07,588,30
20190702T06-07,721,6
20190702T05-07,703,0
20190702T04-07,688,0
20190702T03-07,678,0
20190702T02-07,696,0
20190702T01-07,753,0
20190702T00-07,797,0
20190701T23-07,906,0
20190701T22-07,900,0
20190701T21-07,1015,0
20190701T20-07,1003,0
20190701T19-07,1027,4
20190701T18-07,1056,9
20190701T17-07,1040,15
20190701T16-07,1080,24
20190701T15-07,1089,49
20190701T14-07,1113,81
20190701T13-07,1060,96
20190701T12-07,1061,82
20190701T11-07,940,81
20190701T10-07,825,92
20190701T09-07,697,103
20190701T08-07,583,95
20190701T07-07,519,64
20190701T06-07,610,11
20190701T05-07,593,0
20190701T04-07,574,0
20190701T03-07,590,0
20190701T02-07,602,0
20190701T01-07,654,0
20190701T00-07,819,0
20190630T23-07,928,0
20190630T22-07,992,0
20190630T21-07,1039,0
20190630T20-07,1042,0
20190630T19-07,1036,28
20190630T18-07,1026,79
20190630T17-07,1042,100
20190630T16-07,1048,105
20190630T15-07,1077,107
20190630T14-07,1141,107
20190630T13-07,1076,106
20190630T12-07,991,106
20190630T11-07,912,107
20190630T10-07,795,107
20190630T09-07,683,104
20190630T08-07,595,93
20190630T07-07,537,66
20190630T06-07,621,12
20190630T05-07,667,0
20190630T04-07,677,0
20190630T03-07,718,0
20190630T02-07,763,0
20190630T01-07,818,0
20190630T00-07,891,0
20190629T23-07,984,0
20190629T22-07,994,0
20190629T21-07,1048,0
20190629T20-07,1043,0
20190629T19-07,1092,11
20190629T18-07,1029,46
20190629T17-07,1017,96
20190629T16-07,1083,91
20190629T15-07,1085,105
20190629T14-07,1057,100
20190629T13-07,1051,106
20190629T12-07,1069,106
20190629T11-07,1014,107
20190629T10-07,923,107
20190629T09-07,799,102
20190629T08-07,704,90
20190629T07-07,660,57
20190629T06-07,713,8
20190629T05-07,742,0
20190629T04-07,739,0
20190629T03-07,770,0
20190629T02-07,811,0
20190629T01-07,874,0
20190629T00-07,924,0
20190628T23-07,1012,0
20190628T22-07,973,0
20190628T21-07,987,0
20190628T20-07,975,0
20190628T19-07,1017,6
20190628T18-07,990,36
20190628T17-07,1014,75
20190628T16-07,995,88
20190628T15-07,994,100
20190628T14-07,987,101
20190628T13-07,972,104
20190628T12-07,961,105
20190628T11-07,968,106
20190628T10-07,848,106
20190628T09-07,793,100
20190628T08-07,730,52
20190628T07-07,695,15
20190628T06-07,795,1
20190628T05-07,798,0
20190628T04-07,775,0
20190628T03-07,770,0
20190628T02-07,817,0
20190628T01-07,876,0
20190628T00-07,950,0
20190627T23-07,1066,0
20190627T22-07,1047,0
20190627T21-07,1043,0
20190627T20-07,1078,0
20190627T19-07,1102,18
20190627T18-07,1183,48
20190627T17-07,1185,85
20190627T16-07,1134,92
20190627T15-07,1133,103
20190627T14-07,1154,103
20190627T13-07,1156,103
20190627T12-07,1111,103
20190627T11-07,1061,105
20190627T10-07,938,106
20190627T09-07,831,103
20190627T08-07,752,91
20190627T07-07,685,58
20190627T06-07,784,10
20190627T05-07,773,0
20190627T04-07,745,0
20190627T03-07,756,0
20190627T02-07,773,0
20190627T01-07,784,0
20190627T00-07,928,0
20190626T23-07,1041,0
20190626T22-07,947,0
20190626T21-07,1031,0
20190626T20-07,1047,0
20190626T19-07,1141,13
20190626T18-07,1198,51
20190626T17-07,1191,79
20190626T16-07,1148,94
20190626T15-07,1111,100
20190626T14-07,1131,99
20190626T13-07,1121,100
20190626T12-07,1066,100
20190626T11-07,960,105
20190626T10-07,844,97
20190626T09-07,730,87
20190626T08-07,623,70
20190626T07-07,565,42
20190626T06-07,691,8
20190626T05-07,606,0
20190626T04-07,635,0
20190626T03-07,679,0
20190626T02-07,696,0
20190626T01-07,698,0
20190626T00-07,802,0
20190625T23-07,883,0
20190625T22-07,888,0
20190625T21-07,1009,0
20190625T20-07,1035,0
20190625T19-07,1083,16
20190625T18-07,1121,49
20190625T17-07,1091,71
20190625T16-07,1145,83
20190625T15-07,1120,94
20190625T14-07,1021,105
20190625T13-07,935,105
20190625T12-07,912,105
20190625T11-07,805,106
20190625T10-07,675,101
20190625T09-07,552,90
20190625T08-07,476,74
20190625T07-07,473,45
20190625T06-07,560,9
20190625T05-07,553,0
20190625T04-07,548,0
20190625T03-07,554,0
20190625T02-07,567,0
20190625T01-07,624,0
20190625T00-07,641,0
20190624T23-07,733,0
20190624T22-07,777,0
20190624T21-07,911,0
20190624T20-07,934,0
20190624T19-07,1000,20
20190624T18-07,1041,60
20190624T17-07,1053,83
20190624T16-07,1041,97
20190624T15-07,996,108
20190624T14-07,1007,108
20190624T13-07,923,107
20190624T12-07,810,107
20190624T11-07,712,108
20190624T10-07,611,108
20190624T09-07,504,107
20190624T08-07,427,100
20190624T07-07,423,71
20190624T06-07,484,15
20190624T05-07,482,0
20190624T04-07,461,0
20190624T03-07,468,0
20190624T02-07,503,0
20190624T01-07,543,0
20190624T00-07,591,0
20190623T23-07,726,0
20190623T22-07,819,0
20190623T21-07,942,0
20190623T20-07,912,0
20190623T19-07,940,31
20190623T18-07,939,84
20190623T17-07,934,103
20190623T16-07,909,107
20190623T15-07,871,109
20190623T14-07,833,109
20190623T13-07,805,109
20190623T12-07,732,109
20190623T11-07,665,109
20190623T10-07,573,108
20190623T09-07,474,107
20190623T08-07,415,98
20190623T07-07,412,70
20190623T06-07,424,14
20190623T05-07,442,0
20190623T04-07,460,0
20190623T03-07,492,0
20190623T02-07,525,0
20190623T01-07,602,0
20190623T00-07,619,0
20190622T23-07,739,0
20190622T22-07,767,0
20190622T21-07,817,0
20190622T20-07,846,0
20190622T19-07,878,23
20190622T18-07,911,70
20190622T17-07,923,96
20190622T16-07,912,107
20190622T15-07,866,109
20190622T14-07,803,109
20190622T13-07,754,109
20190622T12-07,686,110
20190622T11-07,622,111
20190622T10-07,550,110
20190622T09-07,513,109
20190622T08-07,454,102
20190622T07-07,410,73
20190622T06-07,487,15
20190622T05-07,512,0
20190622T04-07,527,0
20190622T03-07,562,0
20190622T02-07,639,0
20190622T01-07,643,0
20190622T00-07,716,0
20190621T23-07,798,0
20190621T22-07,848,0
20190621T21-07,896,0
20190621T20-07,897,0
20190621T19-07,945,28
20190621T18-07,976,78
20190621T17-07,990,101
20190621T16-07,981,107
20190621T15-07,966,109
20190621T14-07,971,109
20190621T13-07,908,109
20190621T12-07,829,110
20190621T11-07,754,110
20190621T10-07,682,109
20190621T09-07,625,107
20190621T08-07,557,100
20190621T07-07,504,71
20190621T06-07,570,15
20190621T05-07,577,0
20190621T04-07,563,0
20190621T03-07,572,0
20190621T02-07,588,0
20190621T01-07,659,0
20190621T00-07,839,0
20190620T23-07,943,0
20190620T22-07,828,0
20190620T21-07,964,0
20190620T20-07,975,0
20190620T19-07,1025,29
20190620T18-07,1048,82
20190620T17-07,1091,106
20190620T16-07,1063,107
20190620T15-07,1034,109
20190620T14-07,1043,109
20190620T13-07,979,108
20190620T12-07,898,109
20190620T11-07,824,110
20190620T10-07,688,109
20190620T09-07,628,107
20190620T08-07,568,96
20190620T07-07,542,67
20190620T06-07,691,13
20190620T05-07,688,0
20190620T04-07,671,0
20190620T03-07,687,0
20190620T02-07,717,0
20190620T01-07,756,0
20190620T00-07,837,0
20190619T23-07,926,0
20190619T22-07,851,0
20190619T21-07,989,0
20190619T20-07,995,0
20190619T19-07,1032,26
20190619T18-07,1058,78
20190619T17-07,1072,100
20190619T16-07,1070,107
20190619T15-07,1044,108
20190619T14-07,1060,108
20190619T13-07,1016,108
20190619T12-07,935,109
20190619T11-07,832,109
20190619T10-07,742,109
20190619T09-07,629,99
20190619T08-07,577,96
20190619T07-07,539,70
20190619T06-07,710,14
20190619T05-07,708,0
20190619T04-07,707,0
20190619T03-07,719,0
20190619T02-07,730,0
20190619T01-07,715,0
20190619T00-07,892,0
20190618T23-07,976,0
20190618T22-07,889,0
20190618T21-07,1021,0
20190618T20-07,1055,0
20190618T19-07,1053,27
20190618T18-07,1111,79
20190618T17-07,1139,101
20190618T16-07,1150,107
20190618T15-07,1104,108
20190618T14-07,1093,108
20190618T13-07,1012,108
20190618T12-07,916,109
20190618T11-07,821,109
20190618T10-07,713,109
20190618T09-07,611,107
20190618T08-07,537,98
20190618T07-07,513,69
20190618T06-07,696,14
20190618T05-07,694,0
20190618T04-07,662,0
20190618T03-07,688,0
20190618T02-07,713,0
20190618T01-07,751,0
20190618T00-07,743,0
20190617T23-07,770,0
20190617T22-07,804,0
20190617T21-07,951,0
20190617T20-07,990,0
20190617T19-07,1031,29
20190617T18-07,1044,83
20190617T17-07,1067,102
20190617T16-07,1049,107
20190617T15-07,1014,108
20190617T14-07,962,108
20190617T13-07,892,107
20190617T12-07,853,105
20190617T11-07,781,93
20190617T10-07,689,100
20190617T09-07,593,91
20190617T08-07,505,83
20190617T07-07,466,55
20190617T06-07,585,14
20190617T05-07,582,0
20190617T04-07,573,0
20190617T03-07,574,0
20190617T02-07,580,0
20190617T01-07,630,0
20190617T00-07,708,0
20190616T23-07,798,0
20190616T22-07,926,0
20190616T21-07,1008,0
20190616T20-07,1070,0
20190616T19-07,1120,20
20190616T18-07,1119,76
20190616T17-07,1119,99
20190616T16-07,1101,106
20190616T15-07,1072,107
20190616T14-07,1011,108
20190616T13-07,926,107
20190616T12-07,860,107
20190616T11-07,755,107
20190616T10-07,659,106
20190616T09-07,557,104
20190616T08-07,483,94
20190616T07-07,449,68
20190616T06-07,478,14
20190616T05-07,518,0
20190616T04-07,531,0
20190616T03-07,547,0
20190616T02-07,563,0
20190616T01-07,609,0
20190616T00-07,622,0
20190615T23-07,698,0
20190615T22-07,804,0
20190615T21-07,890,0
20190615T20-07,913,0
20190615T19-07,954,27
20190615T18-07,979,80
20190615T17-07,967,101
20190615T16-07,969,108
20190615T15-07,960,109
20190615T14-07,913,110
20190615T13-07,889,109
20190615T12-07,907,110
20190615T11-07,815,111
20190615T10-07,722,110
20190615T09-07,648,108
20190615T08-07,581,101
20190615T07-07,530,71
20190615T06-07,557,14
20190615T05-07,574,0
20190615T04-07,556,0
20190615T03-07,594,0
20190615T02-07,633,0
20190615T01-07,692,0
20190615T00-07,748,0
20190614T23-07,850,0
20190614T22-07,950,0
20190614T21-07,1042,0
20190614T20-07,1063,0
20190614T19-07,1106,25
20190614T18-07,1081,75
20190614T17-07,1074,95
20190614T16-07,1106,105
20190614T15-07,1096,107
20190614T14-07,1092,104
20190614T13-07,1033,102
20190614T12-07,1030,102
20190614T11-07,963,87
20190614T10-07,855,96
20190614T09-07,734,94
20190614T08-07,630,90
20190614T07-07,608,57
20190614T06-07,585,10
20190614T05-07,592,0
20190614T04-07,582,0
20190614T03-07,591,0
20190614T02-07,609,0
20190614T01-07,656,0
20190614T00-07,646,0
20190613T23-07,810,0
20190613T22-07,841,0
20190613T21-07,919,0
20190613T20-07,942,0
20190613T19-07,950,10
20190613T18-07,992,22
20190613T17-07,1027,55
20190613T16-07,1048,82
20190613T15-07,1028,96
20190613T14-07,1046,92
20190613T13-07,955,100
20190613T12-07,895,101
20190613T11-07,806,105
20190613T10-07,702,106
20190613T09-07,593,106
20190613T08-07,532,93
20190613T07-07,488,62
20190613T06-07,586,10
20190613T05-07,576,0
20190613T04-07,550,0
20190613T03-07,558,0
20190613T02-07,570,0
20190613T01-07,617,0
20190613T00-07,664,0
20190612T23-07,732,0
20190612T22-07,720,0
20190612T21-07,911,0
20190612T20-07,949,0
20190612T19-07,987,17
20190612T18-07,983,62
20190612T17-07,938,100
20190612T16-07,944,108
20190612T15-07,903,110
20190612T14-07,848,110
20190612T13-07,783,109
20190612T12-07,707,109
20190612T11-07,650,109
20190612T10-07,555,110
20190612T09-07,473,107
20190612T08-07,432,98
20190612T07-07,407,71
20190612T06-07,512,15
20190612T05-07,501,0
20190612T04-07,467,0
20190612T03-07,476,0
20190612T02-07,499,0
20190612T01-07,548,0
20190612T00-07,619,0
20190611T23-07,700,0
20190611T22-07,751,0
20190611T21-07,936,0
20190611T20-07,941,0
20190611T19-07,933,22
20190611T18-07,923,65
20190611T17-07,943,63
20190611T16-07,950,54
20190611T15-07,872,78
20190611T14-07,783,98
20190611T13-07,676,98
20190611T12-07,615,98
20190611T11-07,546,95
20190611T10-07,506,90
20190611T09-07,469,77
20190611T08-07,450,56
20190611T07-07,459,35
20190611T06-07,514,7
20190611T05-07,502,0
20190611T04-07,460,0
20190611T03-07,454,0
20190611T02-07,455,0
20190611T01-07,450,0
20190611T00-07,418,0
20190610T23-07,456,0
20190610T22-07,458,0
20190610T21-07,485,0
20190610T20-07,545,0
20190610T19-07,555,2
20190610T18-07,575,4
20190610T17-07,526,4
20190610T16-07,530,6
20190610T15-07,532,7
20190610T14-07,551,7
20190610T13-07,559,8
20190610T12-07,585,10
20190610T11-07,585,17
20190610T10-07,566,22
20190610T09-07,543,10
20190610T08-07,510,5
20190610T07-07,466,7
20190610T06-07,492,2
20190610T05-07,481,0
20190610T04-07,460,0
20190610T03-07,465,0
20190610T02-07,494,0
20190610T01-07,539,0
20190610T00-07,602,0
20190609T23-07,684,0
20190609T22-07,755,0
20190609T21-07,819,0
20190609T20-07,872,0
20190609T19-07,933,10
20190609T18-07,957,67
20190609T17-07,996,51
20190609T16-07,977,80
20190609T15-07,987,98
20190609T14-07,930,95
20190609T13-07,848,97
20190609T12-07,749,102
20190609T11-07,605,106
20190609T10-07,520,107
20190609T09-07,437,107
20190609T08-07,418,100
20190609T07-07,407,73
20190609T06-07,407,16
20190609T05-07,415,0
20190609T04-07,421,0
20190609T03-07,429,0
20190609T02-07,469,0
20190609T01-07,527,0
20190609T00-07,668,0
20190608T23-07,753,0
20190608T22-07,680,0
20190608T21-07,760,0
20190608T20-07,752,0
20190608T19-07,801,27
20190608T18-07,827,79
20190608T17-07,846,100
20190608T16-07,847,107
20190608T15-07,827,108
20190608T14-07,801,108
20190608T13-07,758,108
20190608T12-07,763,109
20190608T11-07,684,109
20190608T10-07,566,109
20190608T09-07,465,107
20190608T08-07,441,88
20190608T07-07,471,49
20190608T06-07,570,7
20190608T05-07,603,0
20190608T04-07,625,0
20190608T03-07,627,0
20190608T02-07,666,0
20190608T01-07,712,0
20190608T00-07,759,0
20190607T23-07,844,0
20190607T22-07,778,0
20190607T21-07,885,0
20190607T20-07,849,0
20190607T19-07,895,10
20190607T18-07,947,56
20190607T17-07,983,81
20190607T16-07,995,85
20190607T15-07,976,105
20190607T14-07,911,107
20190607T13-07,837,107
20190607T12-07,812,108
20190607T11-07,724,108
20190607T10-07,620,108
20190607T09-07,507,107
20190607T08-07,437,98
20190607T07-07,445,70
20190607T06-07,578,14
20190607T05-07,573,0
20190607T04-07,554,0
20190607T03-07,567,0
20190607T02-07,577,0
20190607T01-07,616,0
20190607T00-07,693,0
20190606T23-07,795,0
20190606T22-07,799,0
20190606T21-07,926,0
20190606T20-07,1011,0
20190606T19-07,1045,18
20190606T18-07,1066,70
20190606T17-07,1106,73
20190606T16-07,1102,85
20190606T15-07,1078,76
20190606T14-07,1025,74
20190606T13-07,921,87
20190606T12-07,810,106
20190606T11-07,715,104
20190606T10-07,621,104
20190606T09-07,542,101
20190606T08-07,472,92
20190606T07-07,448,66
20190606T06-07,545,14
20190606T05-07,528,0
20190606T04-07,502,0
20190606T03-07,506,0
20190606T02-07,527,0
20190606T01-07,573,0
20190606T00-07,654,0
20190605T23-07,727,0
20190605T22-07,752,0
20190605T21-07,866,0
20190605T20-07,913,0
20190605T19-07,932,14
20190605T18-07,969,45
20190605T17-07,1014,50
20190605T16-07,1017,60
20190605T15-07,993,65
20190605T14-07,949,78
20190605T13-07,910,67
20190605T12-07,821,75
20190605T11-07,696,103
20190605T10-07,607,103
