,coal,natural gas,wind
20190309T19Z,1763,778.0,134
20190309T18Z,1766,880.0,182
20190309T17Z,1768,867.0,321
20190309T16Z,1774,875.0,355
20190309T15Z,1758,874.0,380
20190309T14Z,1671,698.0,428
20190309T13Z,1642,682.0,405
20190309T12Z,1502,681.0,421
20190309T11Z,1382,678.0,371
20190309T10Z,1352,674.0,326
20190309T09Z,1407,678.0,317
20190309T08Z,1622,674.0,337
20190309T07Z,1770,707.0,329
20190309T06Z,1866,871.0,320
20190309T05Z,2204,710.0,322
20190309T04Z,2331,885.0,237
20190309T03Z,2351,834.0,211
20190309T02Z,2331,866.0,143
20190309T01Z,2349,880.0,122
20190309T00Z,2336,859.0,85
20190308T23Z,2335,867.0,67
20190308T22Z,2362,846.0,40
20190308T21Z,2340,830.0,21
20190308T20Z,2362,838.0,27
20190308T19Z,2342,888.0,23
20190308T18Z,2375,891.0,16
20190308T17Z,2354,866.0,30
20190308T16Z,2354,897.0,24
20190308T15Z,2362,899.0,26
20190308T14Z,2346,892.0,51
20190308T13Z,2365,881.0,55
20190308T12Z,2350,724.0,53
20190308T11Z,2331,711.0,75
20190308T10Z,2285,676.0,77
20190308T09Z,2277,676.0,62
20190308T08Z,2256,676.0,67
20190308T07Z,2243,676.0,81
20190308T06Z,2256,680.0,134
20190308T05Z,2267,804.0,156
20190308T04Z,2288,1016.0,139
20190308T03Z,2276,1093.0,205
20190308T02Z,2231,1127.0,168
20190308T01Z,2194,1173.0,127
20190308T00Z,2137,1162.0,124
20190307T23Z,2106,1132.0,178
20190307T22Z,2078,1114.0,205
20190307T21Z,2083,1099.0,210
20190307T20Z,2082,1148.0,216
20190307T19Z,2088,1142.0,222
20190307T18Z,2079,1122.0,273
20190307T17Z,2087,1136.0,276
20190307T16Z,2079,1105.0,275
20190307T15Z,2076,1126.0,270
20190307T14Z,2088,1139.0,278
20190307T13Z,2081,1153.0,255
20190307T12Z,2088,1127.0,247
20190307T11Z,2075,1150.0,194
20190307T10Z,2100,1142.0,188
20190307T09Z,2064,1127.0,170
20190307T08Z,1942,887.0,146
20190307T07Z,1945,890.0,137
20190307T06Z,2082,955.0,136
20190307T05Z,2085,972.0,167
20190307T04Z,2080,1059.0,163
20190307T03Z,2090,1320.0,140
20190307T02Z,2082,1221.0,108
20190307T01Z,2081,1321.0,94
20190307T00Z,2091,1207.0,115
20190306T23Z,2088,1250.0,130
20190306T22Z,2093,1159.0,138
20190306T21Z,2086,1135.0,115
20190306T20Z,2080,1191.0,112
20190306T19Z,2085,1267.0,82
20190306T18Z,2084,1316.0,63
20190306T17Z,2090,1345.0,75
20190306T16Z,2075,1332.0,83
20190306T15Z,2076,1309.0,100
20190306T14Z,2078,1387.0,173
20190306T13Z,2078,1547.0,157
20190306T12Z,2085,1467.0,133
20190306T11Z,2087,1358.0,129
20190306T10Z,2078,1414.0,74
20190306T09Z,2013,1424.0,61
20190306T08Z,1913,1443.0,107
20190306T07Z,2057,1414.0,112
20190306T06Z,2080,1403.0,129
20190306T05Z,2165,1202.0,151
20190306T04Z,2299,1334.0,118
20190306T03Z,2355,1420.0,91
20190306T02Z,2366,1425.0,88
20190306T01Z,2365,1339.0,121
20190306T00Z,2356,1188.0,171
20190305T23Z,2372,1185.0,167
20190305T22Z,2381,1221.0,192
20190305T21Z,2348,1225.0,217
20190305T20Z,2376,1302.0,240
20190305T19Z,2359,1335.0,228
20190305T18Z,2367,1361.0,221
20190305T17Z,2369,1341.0,213
20190305T16Z,2356,1304.0,174
20190305T15Z,2366,1283.0,163
20190305T14Z,2354,1409.0,229
20190305T13Z,2356,1516.0,269
20190305T12Z,2329,1504.0,244
20190305T11Z,2364,1497.0,207
20190305T10Z,2354,1402.0,214
20190305T09Z,2372,1401.0,224
20190305T08Z,2368,1399.0,248
20190305T07Z,2358,1400.0,248
20190305T06Z,2350,1405.0,222
20190305T05Z,2366,1330.0,240
20190305T04Z,2368,1294.0,226
20190305T03Z,2369,1320.0,174
20190305T02Z,2352,1339.0,190
20190305T01Z,2374,1485.0,169
20190305T00Z,2355,1337.0,187
20190304T23Z,2365,1303.0,157
20190304T22Z,2357,1205.0,148
20190304T21Z,2364,1224.0,122
20190304T20Z,2360,1294.0,119
20190304T19Z,2363,1403.0,105
20190304T18Z,2361,1350.0,91
20190304T17Z,2363,1283.0,94
20190304T16Z,2367,1489.0,97
20190304T15Z,2358,1543.0,109
20190304T14Z,2365,1586.0,100
20190304T13Z,2357,1626.0,105
20190304T12Z,2356,1426.0,107
20190304T11Z,2355,1316.0,102
20190304T10Z,2352,1153.0,144
20190304T09Z,2287,1093.0,163
20190304T08Z,2286,1075.0,181
20190304T07Z,2288,1073.0,218
20190304T06Z,2201,1074.0,234
20190304T05Z,2261,1075.0,224
20190304T04Z,2335,1085.0,222
20190304T03Z,2355,1131.0,224
20190304T02Z,2355,1237.0,221
20190304T01Z,2322,1290.0,221
20190304T00Z,2105,1100.0,266
20190303T23Z,1835,1102.0,283
20190303T22Z,1821,1075.0,283
20190303T21Z,1849,1072.0,287
20190303T20Z,1972,1075.0,280
20190303T19Z,2082,1073.0,303
20190303T18Z,2130,1074.0,328
20190303T17Z,2122,1075.0,336
20190303T16Z,2166,1074.0,342
20190303T15Z,2027,1073.0,353
20190303T14Z,1759,1062.0,389
20190303T13Z,1796,1063.0,398
20190303T12Z,1813,1063.0,399
20190303T11Z,1704,1067.0,387
20190303T10Z,1651,1068.0,378
20190303T09Z,1583,1067.0,399
20190303T08Z,1531,1066.0,389
20190303T07Z,1534,1061.0,369
20190303T06Z,1496,1058.0,353
20190303T05Z,1509,1056.0,331
20190303T04Z,1647,1050.0,330
20190303T03Z,1858,1045.0,220
20190303T02Z,1924,1046.0,176
20190303T01Z,1863,1040.0,113
20190303T00Z,1850,1026.0,100
20190302T23Z,1824,1025.0,153
20190302T22Z,1774,1027.0,196
20190302T21Z,1800,1027.0,205
20190302T20Z,1901,1029.0,144
20190302T19Z,2157,1055.0,112
20190302T18Z,2310,1054.0,120
20190302T17Z,2299,1053.0,117
20190302T16Z,2290,1055.0,114
20190302T15Z,2247,1056.0,118
20190302T14Z,2326,1093.0,86
20190302T13Z,2275,1146.0,100
20190302T12Z,2067,1043.0,132
20190302T11Z,1887,1041.0,143
20190302T10Z,1701,1042.0,153
20190302T09Z,1618,1042.0,159
20190302T08Z,1611,1042.0,170
20190302T07Z,1756,1040.0,137
20190302T06Z,1951,1042.0,118
20190302T05Z,2156,1040.0,159
20190302T04Z,2316,1051.0,106
20190302T03Z,2339,1127.0,62
20190302T02Z,2341,1114.0,45
20190302T01Z,2293,1244.0,13
20190302T00Z,2280,1128.0,0
20190301T23Z,2281,1116.0,2
20190301T22Z,2294,1101.0,0
20190301T21Z,2306,1095.0,7
20190301T20Z,2336,1095.0,2
20190301T19Z,2336,1083.0,2
20190301T18Z,2352,1201.0,1
20190301T17Z,2339,1411.0,8
20190301T16Z,2341,1389.0,0
20190301T15Z,2342,1399.0,7
20190301T14Z,2345,1303.0,15
20190301T13Z,2335,1375.0,4
20190301T12Z,2340,1284.0,4
20190301T11Z,2329,1245.0,0
20190301T10Z,2345,1333.0,2
20190301T09Z,2340,1302.0,1
20190301T08Z,2336,1327.0,0
20190301T07Z,2339,1299.0,0
20190301T06Z,2331,1272.0,0
20190301T05Z,2311,1315.0,5
20190301T04Z,2336,1381.0,2
20190301T03Z,2342,1403.0,2
20190301T02Z,2326,1485.0,4
20190301T01Z,2296,1567.0,0
20190301T00Z,2293,1589.0,0
20190228T23Z,2314,1488.0,0
20190228T22Z,2330,1367.0,0
20190228T21Z,2327,1313.0,0
20190228T20Z,2304,1371.0,0
20190228T19Z,2358,1327.0,0
20190228T18Z,2341,1339.0,0
20190228T17Z,2353,1387.0,0
20190228T16Z,2352,1399.0,0
20190228T15Z,2343,1396.0,1
20190228T14Z,2353,1356.0,0
20190228T13Z,2350,1369.0,1
20190228T12Z,2356,1146.0,6
20190228T11Z,2355,1108.0,9
20190228T10Z,2360,1052.0,10
20190228T09Z,2349,1013.0,10
20190228T08Z,2342,934.0,15
20190228T07Z,2327,958.0,31
20190228T06Z,2345,905.0,32
20190228T05Z,2359,859.0,36
20190228T04Z,2322,907.0,49
20190228T03Z,2329,928.0,27
20190228T02Z,2324,949.0,21
20190228T01Z,2331,946.0,35
20190228T00Z,2330,899.0,84
20190227T23Z,2314,878.0,114
20190227T22Z,2326,787.0,90
20190227T21Z,2320,768.0,55
20190227T20Z,2317,869.0,48
20190227T19Z,2350,893.0,39
20190227T18Z,2323,821.0,44
20190227T17Z,2313,873.0,42
20190227T16Z,2282,900.0,25
20190227T15Z,2293,886.0,33
20190227T14Z,2261,833.0,38
20190227T13Z,2221,823.0,42
20190227T12Z,2090,792.0,82
20190227T11Z,2058,763.0,74
20190227T10Z,2019,749.0,78
20190227T09Z,2024,788.0,88
20190227T08Z,2065,717.0,86
20190227T07Z,2085,778.0,46
20190227T06Z,2172,701.0,22
20190227T05Z,2205,774.0,18
20190227T04Z,2197,859.0,9
20190227T03Z,2213,926.0,6
20190227T02Z,2243,932.0,19
20190227T01Z,2267,928.0,15
20190227T00Z,2252,851.0,19
20190226T23Z,2221,710.0,9
20190226T22Z,2095,675.0,16
20190226T21Z,2135,676.0,20
20190226T20Z,2131,703.0,18
20190226T19Z,2187,755.0,40
20190226T18Z,2195,843.0,42
20190226T17Z,2207,849.0,55
20190226T16Z,2234,831.0,95
20190226T15Z,2239,893.0,129
20190226T14Z,2239,908.0,175
20190226T13Z,2212,883.0,209
20190226T12Z,2168,720.0,244
20190226T11Z,2047,820.0,239
20190226T10Z,1984,790.0,250
20190226T09Z,1942,733.0,286
20190226T08Z,1818,890.0,273
20190226T07Z,1929,919.0,282
20190226T06Z,1967,995.0,272
20190226T05Z,1922,1026.0,270
20190226T04Z,1804,1111.0,271
20190226T03Z,1714,1153.0,293
20190226T02Z,1645,1159.0,284
20190226T01Z,1650,1170.0,254
20190226T00Z,1638,991.0,187
20190225T23Z,1574,865.0,174
20190225T22Z,1630,867.0,170
20190225T21Z,1648,1015.0,184
20190225T20Z,1644,1135.0,189
20190225T19Z,1637,1143.0,178
20190225T18Z,1656,1138.0,167
20190225T17Z,1644,1119.0,147
20190225T16Z,1635,1152.0,140
20190225T15Z,1652,1159.0,161
20190225T14Z,1629,1172.0,198
20190225T13Z,1638,1176.0,190
20190225T12Z,1607,941.0,197
20190225T11Z,1618,921.0,158
20190225T10Z,1607,853.0,144
20190225T09Z,1612,835.0,135
20190225T08Z,1616,864.0,154
20190225T07Z,1606,858.0,158
20190225T06Z,1611,791.0,138
20190225T05Z,1614,861.0,115
20190225T04Z,1612,812.0,119
20190225T03Z,1609,878.0,121
20190225T02Z,1614,871.0,95
20190225T01Z,1603,868.0,100
20190225T00Z,1601,892.0,104
20190224T23Z,1603,848.0,148
20190224T22Z,1601,860.0,165
20190224T21Z,1605,823.0,217
20190224T20Z,1620,802.0,229
20190224T19Z,1625,801.0,246
20190224T18Z,1602,793.0,273
20190224T17Z,1607,814.0,311
20190224T16Z,1595,786.0,334
20190224T15Z,1637,763.0,304
20190224T14Z,1899,720.0,300
20190224T13Z,1772,822.0,298
20190224T12Z,1746,863.0,319
20190224T11Z,1726,846.0,355
20190224T10Z,1650,838.0,391
20190224T09Z,1569,898.0,396
20190224T08Z,1542,836.0,416
20190224T07Z,1449,811.0,412
20190224T06Z,1501,702.0,439
20190224T05Z,1509,746.0,440
20190224T04Z,1591,830.0,445
20190224T03Z,1632,868.0,438
20190224T02Z,1673,778.0,362
20190224T01Z,1714,729.0,278
20190224T00Z,1657,755.0,204
20190223T23Z,1571,713.0,183
20190223T22Z,1616,780.0,181
20190223T21Z,1709,715.0,227
20190223T20Z,1758,847.0,156
20190223T19Z,1754,793.0,244
20190223T18Z,1768,829.0,238
20190223T17Z,1763,837.0,211
20190223T16Z,1763,902.0,170
20190223T15Z,1773,895.0,129
20190223T14Z,1766,852.0,111
20190223T13Z,1771,879.0,57
20190223T12Z,1765,919.0,17
20190223T11Z,1761,906.0,24
20190223T10Z,1763,887.0,23
20190223T09Z,1744,899.0,33
20190223T08Z,1763,843.0,81
20190223T07Z,1761,777.0,76
20190223T06Z,1766,819.0,93
20190223T05Z,1764,908.0,113
20190223T04Z,1762,884.0,162
20190223T03Z,1763,809.0,207
20190223T02Z,1717,743.0,130
20190223T01Z,1677,874.0,136
20190223T00Z,1620,850.0,169
20190222T23Z,1542,915.0,139
20190222T22Z,1540,925.0,156
20190222T21Z,1543,970.0,125
20190222T20Z,1543,943.0,105
20190222T19Z,1542,951.0,64
20190222T18Z,1539,896.0,90
20190222T17Z,1549,894.0,112
20190222T16Z,1600,936.0,130
20190222T15Z,1715,952.0,177
20190222T14Z,1740,912.0,273
20190222T13Z,1763,896.0,268
20190222T12Z,1754,844.0,269
20190222T11Z,1757,809.0,265
20190222T10Z,1750,708.0,261
20190222T09Z,1731,719.0,224
20190222T08Z,1760,724.0,202
20190222T07Z,1744,761.0,204
20190222T06Z,1726,703.0,237
20190222T05Z,1765,749.0,215
20190222T04Z,1762,829.0,230
20190222T03Z,1762,895.0,178
20190222T02Z,1761,855.0,144
20190222T01Z,1761,856.0,107
20190222T00Z,1768,851.0,88
20190221T23Z,1747,772.0,174
20190221T22Z,1680,789.0,155
20190221T21Z,1693,769.0,129
20190221T20Z,1712,777.0,126
20190221T19Z,1835,715.0,124
20190221T18Z,2028,692.0,80
20190221T17Z,2070,705.0,84
20190221T16Z,2254,731.0,124
20190221T15Z,2274,752.0,141
20190221T14Z,2259,868.0,140
20190221T13Z,2243,945.0,123
20190221T12Z,2202,832.0,157
20190221T11Z,2060,701.0,153
20190221T10Z,1870,696.0,145
20190221T09Z,1813,695.0,152
20190221T08Z,1792,695.0,155
20190221T07Z,1904,692.0,168
20190221T06Z,1956,762.0,185
20190221T05Z,2107,856.0,214
20190221T04Z,2145,754.0,236
20190221T03Z,2122,809.0,147
20190221T02Z,2116,860.0,122
20190221T01Z,2131,859.0,92
20190221T00Z,2117,858.0,132
20190220T23Z,2134,850.0,178
20190220T22Z,2122,816.0,238
20190220T21Z,2166,766.0,269
20190220T20Z,2199,860.0,283
20190220T19Z,2167,870.0,275
20190220T18Z,2155,761.0,284
20190220T17Z,2127,861.0,199
20190220T16Z,2177,922.0,85
20190220T15Z,2258,854.0,48
20190220T14Z,2191,829.0,29
20190220T13Z,2186,828.0,20
20190220T12Z,2182,804.0,37
20190220T11Z,2098,690.0,67
20190220T10Z,2077,689.0,89
20190220T09Z,2141,688.0,96
20190220T08Z,2132,688.0,121
20190220T07Z,2168,690.0,159
20190220T06Z,2198,721.0,207
20190220T05Z,2255,860.0,151
20190220T04Z,2319,997.0,248
20190220T03Z,2352,1140.0,237
20190220T02Z,2344,1154.0,252
20190220T01Z,2355,1139.0,239
20190220T00Z,2368,1054.0,207
20190219T23Z,2367,1074.0,167
20190219T22Z,2360,1151.0,133
20190219T21Z,2369,1149.0,105
20190219T20Z,2364,1154.0,158
20190219T19Z,2355,1042.0,200
20190219T18Z,2355,1097.0,154
20190219T17Z,2373,1188.0,112
20190219T16Z,2372,1106.0,148
20190219T15Z,2369,1106.0,120
20190219T14Z,2362,1221.0,128
20190219T13Z,2367,1348.0,85
20190219T12Z,2367,1064.0,82
20190219T11Z,2365,1005.0,96
20190219T10Z,2351,930.0,107
20190219T09Z,2274,890.0,100
20190219T08Z,2194,974.0,93
20190219T07Z,2232,876.0,114
20190219T06Z,2286,878.0,122
20190219T05Z,2358,968.0,98
20190219T04Z,2356,1074.0,63
20190219T03Z,2373,1162.0,61
20190219T02Z,2338,1148.0,75
20190219T01Z,2358,1118.0,87
20190219T00Z,2308,1170.0,50
20190218T23Z,2324,1132.0,47
20190218T22Z,2323,1126.0,40
20190218T21Z,2314,1113.0,29
20190218T20Z,2319,1095.0,28
20190218T19Z,2315,1029.0,32
20190218T18Z,2313,1164.0,51
20190218T17Z,2316,1168.0,74
20190218T16Z,2313,1163.0,104
20190218T15Z,2317,1151.0,98
20190218T14Z,2309,1180.0,68
20190218T13Z,2347,976.0,81
20190218T12Z,2296,945.0,92
20190218T11Z,2282,891.0,185
20190218T10Z,2226,772.0,183
20190218T09Z,2090,806.0,167
20190218T08Z,2060,778.0,224
20190218T07Z,2108,883.0,180
20190218T06Z,2110,873.0,180
20190218T05Z,2198,880.0,154
20190218T04Z,2212,836.0,174
20190218T03Z,2217,845.0,244
20190218T02Z,2261,864.0,245
20190218T01Z,2227,897.0,199
20190218T00Z,2041,828.0,199
20190217T23Z,1993,788.0,185
20190217T22Z,2009,777.0,181
20190217T21Z,2057,777.0,153
20190217T20Z,2237,744.0,114
20190217T19Z,2273,814.0,91
20190217T18Z,2276,914.0,85
20190217T17Z,2269,952.0,72
20190217T16Z,2283,974.0,65
20190217T15Z,2282,994.0,47
20190217T14Z,2285,963.0,64
20190217T13Z,2161,908.0,65
20190217T12Z,2145,911.0,32
20190217T11Z,2078,930.0,15
20190217T10Z,2056,933.0,17
20190217T09Z,2067,951.0,14
20190217T08Z,2108,980.0,12
20190217T07Z,2127,979.0,1
20190217T06Z,2099,979.0,6
20190217T05Z,2186,978.0,11
20190217T04Z,2254,982.0,21
20190217T03Z,2213,978.0,101
20190217T02Z,2258,977.0,78
20190217T01Z,2238,979.0,41
20190217T00Z,2243,998.0,47
20190216T23Z,2254,993.0,69
20190216T22Z,2179,1002.0,72
20190216T21Z,2203,1001.0,31
20190216T20Z,2199,1010.0,13
20190216T19Z,2233,995.0,5
20190216T18Z,2170,991.0,2
20190216T17Z,2169,990.0,1
20190216T16Z,2262,977.0,18
20190216T15Z,2293,982.0,20
20190216T14Z,2302,905.0,20
20190216T13Z,2344,858.0,9
20190216T12Z,2338,859.0,9
20190216T11Z,2325,897.0,14
20190216T10Z,2349,892.0,39
20190216T09Z,2357,911.0,7
20190216T08Z,2344,928.0,20
20190216T07Z,2356,886.0,52
20190216T06Z,2354,893.0,69
20190216T05Z,2347,887.0,92
20190216T04Z,2347,945.0,70
20190216T03Z,2344,1061.0,76
20190216T02Z,2351,1123.0,115
20190216T01Z,2330,1161.0,148
20190216T00Z,2260,1142.0,145
20190215T23Z,2115,1007.0,132
20190215T22Z,2092,759.0,127
20190215T21Z,2073,574.0,142
20190215T20Z,2093,512.0,174
20190215T19Z,2124,508.0,174
20190215T18Z,2137,510.0,149
20190215T17Z,2215,508.0,104
20190215T16Z,2312,509.0,90
20190215T15Z,2219,865.0,137
20190215T14Z,2127,974.0,151
20190215T13Z,2025,949.0,136
20190215T12Z,1806,893.0,170
20190215T11Z,1876,707.0,160
20190215T10Z,1634,604.0,218
20190215T09Z,1550,553.0,256
20190215T08Z,1524,457.0,290
20190215T07Z,1559,369.0,289
20190215T06Z,1698,447.0,281
20190215T05Z,1920,371.0,346
20190215T04Z,2008,414.0,387
20190215T03Z,1979,472.0,391
20190215T02Z,1932,477.0,352
20190215T01Z,1851,408.0,359
20190215T00Z,1504,379.0,363
20190214T23Z,1411,330.0,386
20190214T22Z,1412,343.0,376
20190214T21Z,1467,325.0,303
20190214T20Z,1559,324.0,300
20190214T19Z,1798,316.0,273
20190214T18Z,2107,329.0,215
20190214T17Z,2234,379.0,121
20190214T16Z,2285,461.0,117
20190214T15Z,2321,408.0,171
20190214T14Z,2328,387.0,225
20190214T13Z,2238,357.0,265
20190214T12Z,2154,400.0,272
20190214T11Z,2098,383.0,326
20190214T10Z,2013,370.0,360
20190214T09Z,1928,398.0,345
20190214T08Z,1768,412.0,375
20190214T07Z,1685,407.0,393
20190214T06Z,1707,355.0,421
20190214T05Z,1760,348.0,421
20190214T04Z,1867,341.0,340
20190214T03Z,1959,563.0,250
20190214T02Z,1976,627.0,226
20190214T01Z,1888,669.0,224
20190214T00Z,1737,667.0,258
20190213T23Z,1667,664.0,231
20190213T22Z,1709,657.0,202
20190213T21Z,1864,661.0,210
20190213T20Z,1994,748.0,208
20190213T19Z,1997,874.0,211
20190213T18Z,2067,833.0,202
20190213T17Z,2085,880.0,178
20190213T16Z,2109,878.0,177
20190213T15Z,2072,778.0,176
20190213T14Z,2037,821.0,154
20190213T13Z,2020,749.0,144
20190213T12Z,1938,690.0,136
20190213T11Z,1864,776.0,100
20190213T10Z,1781,886.0,107
20190213T09Z,1742,719.0,132
20190213T08Z,1694,851.0,70
20190213T07Z,1672,1064.0,61
20190213T06Z,1620,1033.0,80
20190213T05Z,1537,1103.0,74
20190213T04Z,1544,1178.0,73
20190213T03Z,1533,1178.0,69
20190213T02Z,1532,1084.0,63
20190213T01Z,1535,1094.0,41
20190213T00Z,1531,1124.0,56
20190212T23Z,1510,1085.0,112
20190212T22Z,1509,1067.0,140
20190212T21Z,1482,1121.0,138
20190212T20Z,1486,1208.0,130
20190212T19Z,1435,1206.0,117
20190212T18Z,1376,1135.0,117
20190212T17Z,1303,1085.0,122
20190212T16Z,1205,1145.0,125
20190212T15Z,1193,1187.0,132
20190212T14Z,1269,1161.0,144
20190212T13Z,1288,1067.0,185
20190212T12Z,1279,1122.0,175
20190212T11Z,1256,1014.0,180
20190212T10Z,1220,936.0,179
20190212T09Z,1165,903.0,176
20190212T08Z,1151,860.0,164
20190212T07Z,1160,860.0,150
20190212T06Z,1216,898.0,154
20190212T05Z,1236,903.0,142
20190212T04Z,1223,1003.0,99
20190212T03Z,1220,1044.0,25
20190212T02Z,1246,1052.0,12
20190212T01Z,1332,970.0,11
20190212T00Z,1396,938.0,10
20190211T23Z,1497,883.0,12
20190211T22Z,1720,939.0,37
20190211T21Z,2115,914.0,37
20190211T20Z,2225,918.0,23
20190211T19Z,2303,910.0,52
20190211T18Z,2342,915.0,89
20190211T17Z,2328,888.0,112
20190211T16Z,2316,915.0,116
20190211T15Z,2323,909.0,106
20190211T14Z,2274,973.0,65
20190211T13Z,2246,990.0,44
20190211T12Z,2181,977.0,54
20190211T11Z,2118,965.0,47
20190211T10Z,2063,967.0,36
20190211T09Z,2056,966.0,21
20190211T08Z,2079,967.0,19
20190211T07Z,2112,966.0,19
20190211T06Z,2206,966.0,9
20190211T05Z,2214,965.0,20
20190211T04Z,2164,966.0,29
20190211T03Z,2168,967.0,20
20190211T02Z,2255,931.0,11
20190211T01Z,2283,961.0,1
20190211T00Z,2290,876.0,0
20190210T23Z,2272,890.0,0
20190210T22Z,2265,886.0,0
20190210T21Z,2292,921.0,4
20190210T20Z,2277,881.0,25
20190210T19Z,2289,909.0,41
20190210T18Z,2265,908.0,51
20190210T17Z,2271,950.0,36
20190210T16Z,2270,930.0,92
20190210T15Z,2293,940.0,113
20190210T14Z,2279,880.0,157
20190210T13Z,2205,934.0,152
20190210T12Z,2067,958.0,132
20190210T11Z,1946,937.0,153
20190210T10Z,1993,818.0,189
20190210T09Z,1961,907.0,146
20190210T08Z,1943,962.0,154
20190210T07Z,2008,941.0,183
20190210T06Z,2063,892.0,197
20190210T05Z,2240,856.0,227
20190210T04Z,2293,832.0,221
20190210T03Z,2292,910.0,217
20190210T02Z,2285,868.0,222
20190210T01Z,2265,859.0,215
20190210T00Z,2179,869.0,172
20190209T23Z,2104,945.0,167
20190209T22Z,2103,890.0,183
20190209T21Z,2120,937.0,146
20190209T20Z,2285,895.0,150
20190209T19Z,2305,907.0,126
20190209T18Z,2342,910.0,147
20190209T17Z,2358,1053.0,171
20190209T16Z,2352,1092.0,245
20190209T15Z,2360,1223.0,274
20190209T14Z,2362,1309.0,214
20190209T13Z,2357,1296.0,175
20190209T12Z,2357,1328.0,137
20190209T11Z,2353,1233.0,113
20190209T10Z,2346,1151.0,119
20190209T09Z,2346,1127.0,94
20190209T08Z,2322,1068.0,127
20190209T07Z,2345,1051.0,159
20190209T06Z,2339,1175.0,91
20190209T05Z,2347,1229.0,53
20190209T04Z,2344,1214.0,45
20190209T03Z,2340,1366.0,36
20190209T02Z,2343,1370.0,12
20190209T01Z,2332,1339.0,14
20190209T00Z,2351,1200.0,5
20190208T23Z,2337,1198.0,0
20190208T22Z,2322,1151.0,0
20190208T21Z,2318,1246.0,0
20190208T20Z,2325,1311.0,3
20190208T19Z,2324,1351.0,5
20190208T18Z,2330,1328.0,7
20190208T17Z,2332,1341.0,15
20190208T16Z,2329,1339.0,53
20190208T15Z,2331,1285.0,94
20190208T14Z,2301,1337.0,76
20190208T13Z,2326,1296.0,90
20190208T12Z,2297,1299.0,116
20190208T11Z,2182,1302.0,148
20190208T10Z,2176,1369.0,186
20190208T09Z,2145,1368.0,164
20190208T08Z,2151,1367.0,176
20190208T07Z,2117,1372.0,237
20190208T06Z,2265,1376.0,282
20190208T05Z,2343,1341.0,308
20190208T04Z,2350,1276.0,314
20190208T03Z,2352,1279.0,319
20190208T02Z,2346,1204.0,306
20190208T01Z,2359,1366.0,270
20190208T00Z,2344,1245.0,306
20190207T23Z,2350,1199.0,332
20190207T22Z,2350,985.0,341
20190207T21Z,2358,857.0,334
20190207T20Z,2351,850.0,308
20190207T19Z,2348,895.0,302
20190207T18Z,2349,865.0,297
20190207T17Z,2345,880.0,269
20190207T16Z,2355,945.0,265
20190207T15Z,2246,1001.0,262
20190207T14Z,2242,992.0,235
20190207T13Z,2204,978.0,178
20190207T12Z,2099,975.0,186
20190207T11Z,1951,975.0,147
20190207T10Z,1874,923.0,116
20190207T09Z,1808,926.0,106
20190207T08Z,1817,932.0,69
20190207T07Z,1869,948.0,36
20190207T06Z,2037,944.0,27
20190207T05Z,2071,955.0,25
20190207T04Z,2104,977.0,23
20190207T03Z,2090,975.0,9
20190207T02Z,2034,978.0,7
20190207T01Z,1937,976.0,8
20190207T00Z,1904,988.0,16
20190206T23Z,1911,988.0,8
20190206T22Z,1919,985.0,10
20190206T21Z,1941,984.0,3
20190206T20Z,1951,972.0,0
20190206T19Z,1998,961.0,2
20190206T18Z,2025,961.0,4
20190206T17Z,2025,940.0,6
20190206T16Z,2046,971.0,0
20190206T15Z,2029,965.0,0
20190206T14Z,2042,936.0,12
20190206T13Z,2028,940.0,0
20190206T12Z,2018,937.0,4
20190206T11Z,1849,943.0,21
20190206T10Z,1790,948.0,34
20190206T09Z,1753,950.0,28
20190206T08Z,1737,939.0,29
20190206T07Z,1778,888.0,16
20190206T06Z,1819,943.0,7
20190206T05Z,1913,974.0,1
20190206T04Z,1838,975.0,0
20190206T03Z,1845,983.0,4
20190206T02Z,1874,1065.0,1
20190206T01Z,1906,1077.0,0
20190206T00Z,1965,1078.0,0
20190205T23Z,1932,1028.0,0
20190205T22Z,1811,991.0,2
20190205T21Z,1719,991.0,1
20190205T20Z,1716,990.0,1
20190205T19Z,1768,876.0,0
20190205T18Z,1823,988.0,0
20190205T17Z,1837,975.0,8
20190205T16Z,1855,988.0,31
20190205T15Z,1853,876.0,49
20190205T14Z,1869,882.0,55
20190205T13Z,2031,730.0,33
20190205T12Z,2261,653.0,51
20190205T11Z,2259,555.0,63
20190205T10Z,2300,335.0,43
20190205T09Z,2190,244.0,110
20190205T08Z,2152,230.0,109
20190205T07Z,2213,239.0,104
20190205T06Z,2173,241.0,102
20190205T05Z,2228,241.0,141
20190205T04Z,2292,240.0,127
20190205T03Z,2280,239.0,134
20190205T02Z,2260,238.0,146
20190205T01Z,2304,235.0,109
20190205T00Z,2275,225.0,93
20190204T23Z,2289,126.0,86
20190204T22Z,2289,73.0,122
20190204T21Z,2265,3.0,149
20190204T20Z,2014,0.0,230
20190204T19Z,1901,0.0,301
20190204T18Z,1907,0.0,330
20190204T17Z,2011,0.0,365
20190204T16Z,1959,0.0,380
20190204T15Z,1812,0.0,386
20190204T14Z,1706,0.0,399
