,coal,natural gas,petroleum,solar,hydro,wind
20191017T04-06,111,78,-3,0,401,57
20191017T03-06,112,70,-3,0,400,69
20191017T02-06,111,44,-3,0,404,80
20191017T01-06,111,16,-3,0,405,70
20191017T00-06,111,33,-3,0,403,70
20191016T23-06,112,64,-3,0,399,59
20191016T22-06,113,106,-3,0,398,63
20191016T21-06,143,109,-3,0,395,54
20191016T20-06,144,108,-3,0,399,61
20191016T19-06,142,124,-3,0,402,57
20191016T18-06,143,171,-3,2,408,71
20191016T17-06,141,134,-3,7,408,117
20191016T16-06,142,128,-3,10,403,135
20191016T15-06,141,126,-3,11,404,143
20191016T14-06,142,108,-3,11,400,156
20191016T13-06,142,114,-3,11,400,127
20191016T12-06,144,125,-3,9,404,86
20191016T11-06,141,125,-3,6,398,108
20191016T10-06,145,127,-3,3,399,117
20191016T09-06,143,93,-3,0,407,126
20191016T08-06,141,65,-3,0,405,125
20191016T07-06,112,68,-3,0,405,132
20191016T06-06,110,63,-3,0,401,165
20191016T05-06,112,63,-3,0,409,163
20191016T04-06,112,68,-3,0,404,131
20191016T03-06,112,85,-3,0,409,120
20191016T02-06,112,81,-3,0,409,91
20191016T01-06,110,28,-3,0,412,76
20191016T00-06,114,26,0,0,409,72
20191015T23-06,142,22,-3,0,411,66
20191015T22-06,138,80,-3,0,409,81
20191015T21-06,144,81,-3,0,412,86
20191015T20-06,145,60,-3,0,410,85
20191015T19-06,144,36,-3,0,412,86
20191015T18-06,143,29,-3,0,412,69
20191015T17-06,145,22,-3,5,409,60
20191015T16-06,136,36,-3,9,410,39
20191015T15-06,141,51,-3,11,409,27
20191015T14-06,145,66,-3,11,411,22
20191015T13-06,144,61,-3,11,410,23
20191015T12-06,144,120,-3,11,411,18
20191015T11-06,143,130,-3,11,406,5
20191015T10-06,144,126,-3,7,409,6
20191015T09-06,144,132,-3,2,411,9
20191015T08-06,142,137,-3,0,407,9
20191015T07-06,139,128,-3,0,407,13
20191015T06-06,140,124,-3,0,413,23
20191015T05-06,141,74,-3,0,411,49
20191015T04-06,140,49,-3,0,411,36
20191015T03-06,140,30,-3,0,423,57
20191015T02-06,140,31,-3,0,415,91
20191015T01-06,140,14,-3,0,424,113
20191015T00-06,-139,11,-3,0,-128,-65
20191014T23-06,-140,12,-3,0,-127,-82
20191014T22-06,-140,27,-3,0,-127,-30
20191014T21-06,-139,25,-3,0,-127,-22
20191014T20-06,-140,29,-3,0,-127,-4
20191014T19-06,-140,15,-3,-3,-125,-16
20191014T18-06,-140,11,-3,-4,-126,-4
20191014T17-06,-139,14,-3,-10,-128,1
20191014T16-06,-139,10,-3,-8,-131,19
20191014T15-06,-140,17,-3,-9,-129,26
20191014T14-06,139,10,-3,11,424,291
20191014T13-06,139,21,-3,8,426,286
20191014T12-06,140,54,-3,8,424,296
20191014T11-06,139,62,-3,6,425,245
20191014T10-06,140,63,-3,2,423,203
20191014T09-06,139,62,-3,0,426,223
20191014T08-06,140,109,-3,0,428,160
20191014T07-06,140,66,-3,0,432,121
20191014T06-06,140,27,-3,0,433,159
20191014T05-06,140,10,-3,0,433,198
20191014T04-06,139,28,-3,0,434,146
20191014T03-06,140,17,-3,0,433,137
20191014T02-06,140,26,-3,0,435,122
20191014T01-06,140,15,-3,0,430,62
20191014T00-06,140,13,-3,0,433,58
20191013T23-06,140,25,-3,0,434,46
20191013T22-06,139,54,-3,0,431,21
20191013T21-06,140,72,-3,0,435,19
20191013T20-06,139,99,-3,0,435,25
20191013T19-06,141,104,-3,0,435,45
20191013T18-06,139,119,-3,2,432,46
20191013T17-06,140,66,-3,8,435,66
20191013T16-06,139,56,-3,11,432,82
20191013T15-06,140,55,-3,12,436,100
20191013T14-06,139,63,-3,11,429,93
20191013T13-06,139,59,-3,11,436,138
20191013T12-06,141,62,-3,10,433,119
20191013T11-06,139,63,-3,8,433,119
20191013T10-06,140,64,-3,5,434,98
20191013T09-06,139,35,-3,0,431,110
20191013T08-06,140,11,-3,0,434,147
20191013T07-06,326,11,-3,0,435,161
20191013T06-06,503,11,-3,0,437,141
20191013T05-06,532,12,-3,0,436,118
20191013T04-06,554,10,-3,0,437,104
20191013T03-06,584,17,-3,0,441,86
20191013T02-06,583,56,-3,0,446,69
20191013T01-06,666,128,-3,0,447,44
20191013T00-06,671,134,3,0,445,45
20191012T23-06,673,137,3,0,444,34
20191012T22-06,670,140,3,0,444,31
20191012T21-06,669,131,3,0,447,35
20191012T20-06,682,137,3,0,444,36
20191012T19-06,916,127,3,0,446,59
20191012T18-06,1258,54,2,3,448,74
20191012T17-06,1552,10,1,10,449,82
20191012T16-06,1843,9,2,11,447,103
20191012T15-06,2097,9,2,11,449,122
20191012T14-06,2105,10,1,11,446,136
20191012T13-06,2148,10,2,10,448,153
20191012T12-06,2157,10,2,11,444,138
20191012T11-06,2149,11,1,12,448,146
20191012T10-06,2148,12,2,7,444,174
20191012T09-06,2125,12,2,2,448,179
20191012T08-06,2126,12,2,0,443,174
20191012T07-06,2152,12,2,0,446,162
20191012T06-06,2152,12,2,0,450,163
20191012T05-06,2150,12,2,0,451,162
20191012T04-06,2156,12,1,0,448,152
20191012T03-06,2153,17,2,0,449,144
20191012T02-06,2134,27,2,0,452,122
20191012T01-06,2128,25,2,0,447,119
20191012T00-06,2086,14,2,0,449,128
20191011T23-06,2105,11,2,0,448,107
20191011T22-06,2095,57,2,0,446,71
20191011T21-06,2045,62,2,0,448,66
20191011T20-06,2048,59,2,0,445,64
20191011T19-06,2037,30,2,0,451,93
20191011T18-06,2021,29,2,3,449,138
20191011T17-06,1944,22,1,10,451,146
20191011T16-06,2008,10,2,12,444,142
20191011T15-06,1980,12,1,10,439,146
20191011T14-06,1976,30,2,10,433,151
20191011T13-06,1970,18,1,10,434,168
20191011T12-06,1974,19,1,12,429,178
20191011T11-06,1966,23,2,12,428,204
20191011T10-06,1964,13,2,8,424,227
20191011T09-06,1964,13,1,2,423,239
20191011T08-06,1964,13,2,0,422,248
20191011T07-06,1977,15,2,0,425,291
20191011T06-06,2009,13,2,0,425,285
20191011T05-06,2050,13,2,0,424,252
20191011T04-06,2053,23,2,0,425,238
20191011T03-06,2059,26,2,0,426,247
20191011T02-06,2054,14,1,0,428,262
20191011T01-06,2036,13,2,0,438,244
20191011T00-06,2018,12,2,0,437,206
20191010T23-06,2021,13,2,0,440,184
20191010T22-06,2000,58,1,0,436,123
20191010T21-06,1977,83,2,0,436,127
20191010T20-06,1972,68,1,0,435,152
20191010T19-06,1981,64,1,0,437,147
20191010T18-06,1977,63,2,4,433,113
20191010T17-06,1976,63,1,8,436,105
20191010T16-06,1974,63,2,11,416,101
20191010T15-06,1974,64,1,12,408,90
20191010T14-06,1975,112,1,9,417,82
20191010T13-06,1975,113,2,8,425,99
20191010T12-06,1975,114,1,9,444,91
20191010T11-06,1984,114,1,7,453,87
20191010T10-06,1981,115,2,5,475,65
20191010T09-06,1981,163,1,1,473,41
20191010T08-06,1973,163,2,0,441,28
20191010T07-06,1971,110,1,0,440,19
20191010T06-06,1959,113,1,0,439,13
20191010T05-06,1970,106,2,0,444,16
20191010T04-06,1970,82,1,0,444,21
20191010T03-06,1884,87,2,0,441,20
20191010T02-06,1866,121,2,0,444,33
20191010T01-06,1865,117,1,0,444,59
20191010T00-06,1884,119,1,0,462,57
20191009T23-06,1887,115,2,0,453,72
20191009T22-06,2044,128,1,0,459,78
20191009T21-06,2039,132,1,0,462,93
20191009T20-06,2052,127,2,0,451,111
20191009T19-06,2065,126,1,0,465,131
20191009T18-06,2048,68,1,0,452,139
20191009T17-06,2054,71,2,3,334,143
20191009T16-06,2052,74,1,4,314,145
20191009T15-06,2065,83,1,4,312,151
20191009T14-06,2051,89,2,7,336,158
20191009T13-06,2053,76,1,5,431,166
20191009T12-06,2054,69,2,3,433,171
20191009T11-06,2060,76,1,3,438,169
20191009T10-06,2057,11,1,0,432,176
20191009T09-06,2053,9,2,0,438,165
20191009T08-06,2023,16,1,0,442,179
20191009T07-06,2029,59,2,0,438,175
20191009T06-06,1978,34,1,0,435,178
20191009T05-06,2021,31,2,0,436,177
20191009T04-06,2029,31,1,0,433,177
20191009T03-06,2020,31,2,0,432,186
20191009T02-06,2031,30,1,0,433,180
20191009T01-06,1982,31,2,0,438,182
20191009T00-06,2107,23,1,0,450,225
20191008T23-06,2090,31,2,0,456,216
20191008T22-06,2062,31,1,0,429,255
20191008T21-06,2062,14,2,0,427,301
20191008T20-06,1973,12,2,0,428,301
20191008T19-06,1955,42,1,0,425,296
20191008T18-06,2001,72,1,0,427,213
20191008T17-06,1981,61,1,2,416,240
20191008T16-06,1970,35,2,3,394,282
20191008T15-06,1945,25,1,5,395,291
20191008T14-06,1945,8,1,6,415,260
20191008T13-06,1947,13,1,6,447,176
20191008T12-06,1945,33,2,7,459,134
20191008T11-06,1942,68,0,6,465,131
20191008T10-06,1951,59,1,3,468,125
20191008T09-06,1945,68,0,0,476,123
20191008T08-06,1942,35,1,0,475,118
20191008T07-06,1941,21,0,0,478,179
20191008T06-06,1893,12,0,0,442,271
20191008T05-06,1790,9,1,0,441,289
20191008T04-06,1728,18,0,0,437,227
20191008T03-06,1681,32,1,0,438,223
20191008T02-06,1706,26,0,0,441,288
20191008T01-06,1915,17,1,0,440,327
20191008T00-06,2018,10,0,0,449,282
20191007T23-06,2042,35,1,0,443,258
20191007T22-06,2043,58,0,0,444,205
20191007T21-06,2044,73,1,0,445,260
20191007T20-06,2047,88,0,0,448,196
20191007T19-06,2036,81,0,0,448,216
20191007T18-06,2034,47,1,4,447,235
20191007T17-06,2048,21,0,5,435,314
20191007T16-06,2053,13,1,9,436,333
20191007T15-06,2019,12,0,10,438,336
20191007T14-06,2053,10,0,8,437,330
20191007T13-06,2052,32,0,10,438,329
20191007T12-06,2055,42,0,8,437,306
20191007T11-06,2051,56,0,7,438,295
20191007T10-06,2073,62,0,2,438,310
20191007T09-06,2069,74,0,1,438,297
20191007T08-06,2034,72,0,0,441,252
20191007T07-06,2078,77,0,0,458,276
20191007T06-06,2080,44,0,0,458,259
20191007T05-06,2077,31,0,0,454,245
20191007T04-06,2079,18,0,0,452,275
20191007T03-06,2078,10,0,0,456,303
20191007T02-06,2085,21,0,0,452,282
20191007T01-06,2059,29,0,0,456,251
20191007T00-06,2053,14,0,0,455,266
20191006T23-06,2079,11,0,0,457,260
20191006T22-06,2084,66,0,0,455,230
20191006T21-06,2079,83,0,0,455,221
20191006T20-06,2077,64,0,0,455,221
20191006T19-06,2081,29,0,0,461,255
20191006T18-06,2084,9,0,3,461,311
20191006T17-06,2081,9,0,10,456,335
20191006T16-06,2064,13,0,13,454,317
20191006T15-06,2077,9,0,11,461,323
20191006T14-06,2082,12,0,11,457,329
20191006T13-06,2080,22,0,11,458,313
20191006T12-06,2083,11,0,12,455,312
20191006T11-06,2080,10,0,13,459,316
20191006T10-06,2086,19,0,8,458,301
20191006T09-06,2077,29,0,3,451,243
20191006T08-06,2059,27,0,0,458,262
20191006T07-06,2059,31,0,0,457,265
20191006T06-06,2060,30,0,0,458,285
20191006T05-06,2058,19,0,0,456,312
20191006T04-06,2057,10,0,0,457,326
20191006T03-06,2059,11,0,0,453,346
20191006T02-06,2054,18,0,0,457,332
20191006T01-06,1990,10,0,0,460,335
20191006T00-06,1870,11,0,0,457,327
20191005T23-06,1715,11,0,0,455,316
20191005T22-06,1712,11,0,0,459,317
20191005T21-06,1719,25,0,0,456,321
20191005T20-06,1716,28,0,0,461,324
20191005T19-06,1714,26,0,0,475,316
20191005T18-06,1702,15,0,4,460,347
20191005T17-06,1705,10,0,6,461,349
20191005T16-06,1698,11,0,6,460,360
20191005T15-06,1699,11,0,7,463,341
20191005T14-06,1699,11,0,9,463,350
20191005T13-06,1698,11,0,8,460,358
20191005T12-06,1696,10,0,9,461,365
20191005T11-06,1698,11,0,7,459,359
20191005T10-06,1699,11,0,5,461,350
20191005T09-06,1705,13,0,0,459,329
20191005T08-06,1693,13,0,0,459,312
20191005T07-06,1644,16,0,0,460,287
20191005T06-06,1599,16,0,0,459,313
20191005T05-06,1598,11,0,0,459,330
20191005T04-06,1598,18,0,0,462,294
20191005T03-06,1596,11,0,0,459,307
20191005T02-06,1598,11,0,0,460,319
20191005T01-06,1596,11,0,0,460,250
20191005T00-06,1540,11,0,0,460,189
20191004T23-06,1575,10,0,0,456,170
20191004T22-06,1592,14,0,0,462,119
20191004T21-06,1597,31,0,0,459,135
20191004T20-06,1626,63,0,0,457,103
20191004T19-06,1582,64,0,0,463,100
20191004T18-06,1650,99,0,1,462,97
20191004T17-06,1958,73,0,5,462,85
20191004T16-06,1946,73,0,6,460,44
20191004T15-06,1961,34,0,6,461,76
20191004T14-06,1926,31,0,11,460,134
20191004T13-06,1958,30,0,8,463,184
20191004T12-06,1967,50,0,8,464,156
20191004T11-06,1967,68,0,7,455,141
20191004T10-06,1968,56,0,6,454,168
20191004T09-06,1978,87,0,2,450,168
20191004T08-06,1973,116,0,0,450,128
20191004T07-06,1984,161,0,0,443,87
20191004T06-06,1984,161,0,0,448,46
20191004T05-06,1928,124,0,0,452,16
20191004T04-06,1963,112,0,0,452,7
20191004T03-06,2032,106,0,0,454,3
20191004T02-06,2031,101,0,0,452,4
20191004T01-06,1994,24,0,0,453,7
20191004T00-06,1987,14,0,0,453,35
20191003T23-06,1990,19,0,0,454,53
20191003T22-06,1966,25,0,0,457,62
20191003T21-06,1966,9,0,0,428,71
20191003T20-06,2018,10,0,0,430,103
20191003T19-06,1995,9,0,0,432,93
20191003T18-06,1966,17,0,2,432,59
20191003T17-06,1992,27,0,6,432,39
20191003T16-06,2002,29,0,9,433,36
20191003T15-06,2047,31,0,11,430,30
20191003T14-06,2076,30,0,11,432,34
20191003T13-06,2059,12,0,11,434,28
20191003T12-06,2055,9,0,13,434,36
20191003T11-06,2058,10,0,13,441,32
20191003T10-06,2053,69,0,8,441,43
20191003T09-06,2030,84,0,3,435,43
20191003T08-06,2077,127,0,0,437,45
20191003T07-06,2019,119,0,0,439,51
20191003T06-06,2016,60,0,0,443,54
20191003T05-06,1993,11,0,0,442,37
20191003T04-06,1955,12,0,0,439,47
20191003T03-06,1893,36,0,0,439,44
20191003T02-06,1503,113,0,0,442,44
20191003T01-06,1093,107,0,0,431,45
20191003T00-06,1040,113,0,0,430,37
20191002T23-06,902,115,0,0,431,36
20191002T22-06,859,147,0,0,429,42
20191002T21-06,861,161,0,0,426,66
20191002T20-06,858,168,0,0,430,113
20191002T19-06,860,123,0,0,426,118
20191002T18-06,859,63,0,6,428,171
20191002T17-06,859,61,0,11,427,144
20191002T16-06,861,77,0,11,430,84
20191002T15-06,896,71,0,11,430,63
20191002T14-06,895,61,0,9,428,72
20191002T13-06,871,75,0,10,429,32
20191002T12-06,829,166,0,10,429,17
20191002T11-06,829,174,0,11,427,12
20191002T10-06,823,162,0,6,432,11
20191002T09-06,829,164,0,3,424,1
20191002T08-06,862,161,0,0,433,1
20191002T07-06,879,164,0,0,440,-1
20191002T06-06,871,168,0,0,443,-1
20191002T05-06,871,164,0,0,437,0
20191002T04-06,874,162,0,0,444,0
20191002T03-06,875,163,0,0,447,-3
20191002T02-06,854,156,0,0,442,-1
20191002T01-06,876,83,0,0,443,-1
20191002T00-06,1015,80,0,0,444,5
20191001T23-06,1000,63,0,0,445,10
20191001T22-06,988,121,0,0,436,7
20191001T21-06,975,150,0,0,432,9
20191001T20-06,1004,141,0,0,429,11
20191001T19-06,1005,74,0,0,436,12
20191001T18-06,1002,62,0,4,437,4
20191001T17-06,1008,63,0,6,433,2
20191001T16-06,996,61,0,9,430,3
20191001T15-06,1006,62,0,11,436,-1
20191001T14-06,1006,89,0,8,432,-2
20191001T13-06,1014,135,0,10,434,-1
20191001T12-06,1016,154,0,9,429,2
20191001T11-06,985,150,0,8,436,2
20191001T10-06,1020,117,0,7,433,2
20191001T09-06,1024,147,0,3,431,1
20191001T08-06,1023,163,0,0,431,0
20191001T07-06,1025,163,0,0,432,4
20191001T06-06,1018,140,0,0,437,8
20191001T05-06,1000,81,0,0,435,13
20191001T04-06,1020,65,0,0,436,14
20191001T03-06,1020,57,0,0,436,25
20191001T02-06,1020,73,0,0,436,29
20191001T01-06,1020,129,0,0,433,18
20191001T00-06,1018,125,0,0,433,18
20190930T23-06,1020,119,0,0,440,28
20190930T22-06,1020,109,0,0,434,58
20190930T21-06,1018,107,0,0,439,98
20190930T20-06,1019,108,0,0,440,122
20190930T19-06,1021,108,0,0,442,121
20190930T18-06,1023,106,0,3,439,125
20190930T17-06,1023,108,0,5,436,126
20190930T16-06,1020,107,0,8,438,125
20190930T15-06,1019,109,0,10,438,105
20190930T14-06,1015,120,0,11,439,79
20190930T13-06,995,119,0,11,439,86
20190930T12-06,1018,114,0,8,438,80
20190930T11-06,1019,120,0,4,433,73
20190930T10-06,1020,122,0,2,440,65
20190930T09-06,1017,111,0,0,442,92
20190930T08-06,998,117,0,0,451,102
20190930T07-06,1014,119,0,0,447,108
20190930T06-06,1004,119,0,0,457,101
20190930T05-06,1020,78,0,0,452,119
20190930T04-06,1021,65,0,0,455,146
20190930T03-06,1017,64,0,0,453,154
20190930T02-06,1020,66,0,0,453,141
20190930T01-06,1003,78,0,0,454,106
20190930T00-06,881,72,0,0,455,119
20190929T23-06,880,100,0,0,461,159
20190929T22-06,879,102,0,0,463,158
20190929T21-06,855,100,0,0,460,180
20190929T20-06,847,88,0,0,464,184
20190929T19-06,867,87,0,0,459,168
20190929T18-06,869,88,0,0,464,159
20190929T17-06,867,90,0,3,460,163
20190929T16-06,870,88,0,2,457,166
20190929T15-06,874,90,0,3,460,180
20190929T14-06,870,88,0,4,458,175
20190929T13-06,918,66,0,3,460,178
20190929T12-06,1435,68,0,2,460,176
20190929T11-06,2056,67,0,2,460,184
20190929T10-06,2066,40,0,0,458,171
20190929T09-06,2082,33,0,0,460,173
20190929T08-06,2078,31,0,0,457,184
20190929T07-06,2042,30,0,0,455,200
20190929T06-06,1983,30,0,0,456,236
20190929T05-06,1984,29,0,0,454,237
20190929T04-06,1964,30,0,0,456,231
20190929T03-06,1969,29,0,0,452,233
20190929T02-06,1980,30,0,0,456,232
20190929T01-06,1987,31,0,0,457,244
20190929T00-06,1982,18,0,0,457,265
20190928T23-06,1964,12,0,0,458,264
20190928T22-06,1959,12,0,0,459,277
20190928T21-06,1925,21,0,0,459,279
20190928T20-06,1790,14,0,0,456,282
20190928T19-06,1764,26,0,0,455,267
20190928T18-06,1789,27,0,0,454,251
20190928T17-06,1788,23,0,0,451,269
20190928T16-06,1780,30,0,3,452,281
20190928T15-06,1793,28,0,2,449,276
20190928T14-06,1886,12,0,1,451,272
20190928T13-06,1880,24,0,1,452,263
20190928T12-06,1880,48,0,1,448,167
20190928T11-06,1881,128,0,0,453,141
20190928T10-06,1882,31,0,0,450,177
20190928T09-06,1883,27,0,0,449,239
20190928T08-06,1890,17,0,0,453,260
20190928T07-06,1882,11,0,0,445,277
20190928T06-06,1880,11,0,0,444,284
20190928T05-06,1842,16,0,0,443,251
20190928T04-06,1862,25,0,0,446,248
20190928T03-06,2018,11,0,0,445,270
20190928T02-06,2072,10,0,0,447,259
20190928T01-06,2075,12,0,0,441,217
20190928T00-06,2070,12,15,0,444,193
20190927T23-06,2082,11,47,0,450,177
20190927T22-06,2097,10,58,0,456,135
20190927T21-06,2078,9,60,0,449,97
20190927T20-06,2078,10,60,0,454,74
20190927T19-06,2074,9,59,0,453,63
20190927T18-06,2080,9,60,0,452,54
20190927T17-06,2079,9,59,2,451,28
20190927T16-06,2078,9,60,5,451,30
20190927T15-06,2081,11,60,5,453,41
20190927T14-06,2085,9,59,8,453,24
20190927T13-06,2081,10,59,10,454,23
20190927T12-06,2079,10,60,8,455,22
20190927T11-06,2077,13,59,6,454,22
20190927T10-06,2079,10,59,3,455,27
20190927T09-06,2072,10,59,0,455,55
20190927T08-06,2072,26,59,0,456,47
20190927T07-06,2061,27,59,0,444,79
20190927T06-06,2061,28,60,0,445,99
20190927T05-06,1986,13,60,0,445,150
20190927T04-06,1926,28,59,0,440,157
20190927T03-06,1967,26,58,0,446,195
20190927T02-06,1967,10,59,0,441,222
20190927T01-06,2015,10,60,0,449,234
20190927T00-06,2065,18,59,0,443,234
20190926T23-06,2026,11,58,0,451,244
20190926T22-06,2007,29,57,0,447,190
20190926T21-06,2006,29,57,0,451,252
20190926T20-06,2064,10,57,0,452,306
20190926T19-06,2065,9,59,0,447,337
20190926T18-06,2063,29,58,4,454,316
20190926T17-06,1994,25,58,4,450,310
20190926T16-06,2014,13,58,5,452,349
20190926T15-06,1942,8,57,3,443,343
20190926T14-06,2010,8,52,3,442,337
20190926T13-06,2027,8,54,4,442,319
20190926T12-06,2026,9,55,5,445,282
20190926T11-06,2025,25,56,6,445,252
20190926T10-06,1976,28,57,6,446,229
20190926T09-06,1975,18,57,1,443,262
20190926T08-06,1946,10,57,0,443,290
20190926T07-06,1979,12,59,0,438,291
20190926T06-06,1965,9,58,0,435,278
20190926T05-06,1963,9,59,0,436,243
20190926T04-06,1959,14,59,0,435,162
20190926T03-06,2026,9,58,0,434,151
20190926T02-06,2047,15,59,0,437,141
20190926T01-06,2064,38,59,0,432,114
20190926T00-06,2064,35,59,0,431,127
20190925T23-06,2080,10,60,0,442,101
20190925T22-06,2090,34,60,0,442,74
20190925T21-06,2093,83,58,0,446,73
20190925T20-06,2088,62,59,0,442,113
20190925T19-06,2080,60,58,0,445,145
20190925T18-06,2080,62,57,7,435,122
20190925T17-06,2085,64,55,11,434,123
20190925T16-06,2084,82,55,12,441,109
20190925T15-06,2085,83,55,10,437,109
20190925T14-06,2080,74,57,10,435,138
20190925T13-06,2092,64,57,11,439,146
20190925T12-06,2081,62,57,11,438,145
20190925T11-06,2084,63,58,10,434,123
20190925T10-06,2055,62,59,7,440,138
20190925T09-06,2056,61,58,1,436,153
20190925T08-06,2080,82,58,0,438,137
20190925T07-06,2080,104,58,0,426,82
20190925T06-06,2079,78,58,0,429,69
20190925T05-06,2040,31,58,0,430,95
20190925T04-06,1960,31,58,0,431,107
20190925T03-06,1923,30,59,0,428,219
20190925T02-06,1991,13,59,0,428,254
20190925T01-06,2040,13,60,0,427,277
20190925T00-06,1976,12,59,0,431,295
20190924T23-06,1954,14,58,0,434,263
20190924T22-06,2034,14,57,0,434,279
20190924T21-06,2067,15,55,0,435,282
20190924T20-06,2085,12,53,0,433,319
20190924T19-06,2088,13,52,0,434,333
20190924T18-06,2087,12,52,7,430,331
20190924T17-06,2043,21,50,9,430,332
20190924T16-06,1984,22,50,9,434,354
20190924T15-06,2012,12,50,9,430,363
20190924T14-06,2018,15,49,8,434,358
20190924T13-06,2093,13,49,9,433,357
20190924T12-06,2080,13,54,9,429,344
20190924T11-06,2039,12,56,8,433,338
20190924T10-06,2035,14,55,3,430,317
20190924T09-06,2075,13,58,1,431,293
20190924T08-06,2091,12,59,0,431,338
20190924T07-06,2088,13,59,0,422,347
20190924T06-06,2061,13,60,0,421,340
20190924T05-06,2010,12,59,0,425,339
20190924T04-06,1979,13,58,0,421,334
20190924T03-06,1919,18,58,0,427,346
20190924T02-06,1875,31,58,0,421,319
20190924T01-06,1831,26,59,0,423,349
20190924T00-06,1837,13,57,0,424,364
20190923T23-06,1822,13,56,0,429,365
20190923T22-06,1905,13,56,0,432,326
20190923T21-06,1991,25,54,0,432,229
20190923T20-06,1967,23,54,0,437,225
20190923T19-06,2045,23,51,0,435,243
20190923T18-06,2047,19,48,2,435,265
20190923T17-06,1885,27,47,6,435,271
20190923T16-06,1913,12,46,11,434,336
20190923T15-06,1909,13,47,10,435,324
20190923T14-06,1968,13,48,12,435,313
20190923T13-06,1970,13,52,11,432,253
20190923T12-06,2028,12,56,12,427,224
20190923T11-06,2050,16,57,11,435,193
20190923T10-06,2052,30,58,9,426,227
20190923T09-06,2035,30,57,4,430,241
20190923T08-06,2031,13,58,0,443,256
20190923T07-06,2041,18,58,0,432,207
20190923T06-06,1985,28,57,0,437,129
20190923T05-06,2013,16,55,0,433,125
20190923T04-06,2045,12,55,0,431,118
20190923T03-06,2082,13,55,0,427,80
20190923T02-06,2071,20,55,0,433,53
20190923T01-06,2082,25,54,0,429,61
20190923T00-06,2085,75,55,0,432,48
20190922T23-06,2074,106,55,0,434,44
20190922T22-06,2080,150,56,0,442,22
20190922T21-06,2082,141,57,0,434,30
20190922T20-06,2091,114,55,0,437,61
20190922T19-06,2082,88,53,1,440,101
20190922T18-06,2079,76,53,8,435,136
20190922T17-06,2083,56,54,10,436,155
20190922T16-06,2047,33,54,12,436,186
20190922T15-06,2011,30,55,13,438,201
20190922T14-06,2014,25,56,13,440,233
20190922T13-06,2079,19,58,13,438,243
20190922T12-06,2070,13,59,13,439,244
20190922T11-06,2058,13,60,12,438,254
20190922T10-06,2024,14,58,9,440,243
20190922T09-06,1976,19,57,3,438,230
20190922T08-06,1978,19,59,0,437,253
20190922T07-06,2014,30,60,0,432,261
20190922T06-06,1993,22,60,0,429,267
20190922T05-06,1980,27,60,0,433,261
20190922T04-06,1958,12,59,0,433,250
20190922T03-06,1986,13,59,0,428,238
20190922T02-06,2046,12,60,0,434,216
20190922T01-06,2027,21,59,0,429,138
20190922T00-06,2077,15,59,0,429,156
20190921T23-06,2072,25,59,0,439,93
20190921T22-06,2073,16,58,0,437,105
20190921T21-06,2074,31,58,0,439,71
20190921T20-06,2080,23,59,0,439,88
20190921T19-06,2073,12,60,0,439,150
20190921T18-06,2076,16,60,5,438,87
