,coal,natural gas,nuclear,petroleum,other,solar,hydro,wind
20191025T06Z,19802,17943,11746,2314,396,0,973,2277
20191025T05Z,21050,18883,11744,2496,401,0,973,1960
20191025T04Z,23006,19957,11779,2864,399,0,989,1581
20191025T03Z,24591,21102,11955,3244,399,0,1093,1331
20191025T02Z,25781,22319,11966,3294,418,0,1339,1030
20191025T01Z,26615,23021,11964,3231,424,0,1629,808
20191025T00Z,26207,22813,11965,3127,425,2,1622,717
20191024T23Z,24807,21724,11966,3046,404,45,1488,1340
20191024T22Z,24236,21100,11963,3015,408,139,1152,1924
20191024T21Z,23789,21218,11963,2945,415,214,1146,2041
20191024T20Z,23395,21928,11967,2987,416,196,1147,2271
20191024T19Z,23581,22072,11963,2937,410,194,1497,2228
20191024T18Z,23975,22381,11964,2843,412,219,1341,1968
