,natural gas,hydro
20180828T16-07,243,41.0
20180828T15-07,242,41.0
20180828T14-07,248,40.0
20180828T13-07,248,38.0
20180828T12-07,236,37.0
20180828T11-07,231,37.0
20180828T10-07,235,37.0
20180828T09-07,244,37.0
20180828T08-07,242,39.0
20180828T07-07,204,40.0
20180828T06-07,196,40.0
20180828T05-07,199,40.0
20180828T04-07,201,40.0
20180828T03-07,204,40.0
20180828T02-07,204,40.0
20180828T01-07,208,40.0
20180828T00-07,212,40.0
20180827T23-07,213,40.0
20180827T22-07,249,40.0
20180827T21-07,291,40.0
20180827T20-07,309,40.0
20180827T19-07,320,40.0
20180827T18-07,321,40.0
20180827T17-07,321,40.0
20180827T16-07,310,40.0
20180827T15-07,284,38.0
20180827T14-07,276,36.0
20180827T13-07,248,36.0
20180827T12-07,241,37.0
20180827T11-07,257,37.0
20180827T10-07,253,37.0
20180827T09-07,243,38.0
20180827T08-07,238,40.0
20180827T07-07,210,48.0
20180827T06-07,194,51.0
20180827T05-07,193,50.0
20180827T04-07,195,50.0
20180827T03-07,195,50.0
20180827T02-07,196,50.0
20180827T01-07,204,51.0
20180827T00-07,215,50.0
20180826T23-07,212,50.0
20180826T22-07,203,50.0
20180826T21-07,218,50.0
20180826T20-07,219,51.0
20180826T19-07,217,50.0
20180826T18-07,212,50.0
20180826T17-07,212,50.0
20180826T16-07,205,50.0
20180826T15-07,198,50.0
20180826T14-07,214,50.0
20180826T13-07,207,50.0
20180826T12-07,204,50.0
20180826T11-07,204,50.0
20180826T10-07,206,50.0
20180826T09-07,207,50.0
20180826T08-07,212,50.0
20180826T07-07,212,50.0
20180826T06-07,200,50.0
20180826T05-07,200,50.0
20180826T04-07,200,50.0
20180826T03-07,200,50.0
20180826T02-07,200,50.0
20180826T01-07,200,51.0
20180826T00-07,206,51.0
20180825T23-07,213,50.0
20180825T22-07,214,50.0
20180825T21-07,210,51.0
20180825T20-07,203,51.0
20180825T19-07,199,50.0
20180825T18-07,194,50.0
20180825T17-07,194,51.0
20180825T16-07,196,50.0
20180825T15-07,205,51.0
20180825T14-07,203,50.0
20180825T13-07,203,50.0
20180825T12-07,202,50.0
20180825T11-07,202,50.0
20180825T10-07,200,50.0
20180825T09-07,200,50.0
20180825T08-07,193,50.0
20180825T07-07,189,50.0
20180825T06-07,185,50.0
20180825T05-07,195,51.0
20180825T04-07,195,51.0
20180825T03-07,195,51.0
20180825T02-07,194,51.0
20180825T01-07,197,51.0
20180825T00-07,203,51.0
20180824T23-07,199,51.0
20180824T22-07,204,51.0
20180824T21-07,207,51.0
20180824T20-07,206,50.0
20180824T19-07,234,51.0
20180824T18-07,280,51.0
20180824T17-07,227,50.0
20180824T16-07,198,51.0
20180824T15-07,194,51.0
20180824T14-07,188,51.0
20180824T13-07,193,51.0
20180824T12-07,201,51.0
20180824T11-07,200,51.0
20180824T10-07,202,51.0
20180824T09-07,205,51.0
20180824T08-07,204,51.0
20180824T07-07,203,51.0
20180824T06-07,198,51.0
20180824T05-07,198,51.0
20180824T04-07,198,51.0
20180824T03-07,198,51.0
20180824T02-07,199,51.0
20180824T01-07,199,51.0
20180824T00-07,198,51.0
20180823T23-07,210,51.0
20180823T22-07,229,51.0
20180823T21-07,252,51.0
20180823T20-07,289,51.0
20180823T19-07,290,51.0
20180823T18-07,287,51.0
20180823T17-07,286,51.0
20180823T16-07,287,51.0
20180823T15-07,272,51.0
20180823T14-07,239,51.0
20180823T13-07,228,50.0
20180823T12-07,213,50.0
20180823T11-07,209,51.0
20180823T10-07,198,51.0
20180823T09-07,199,41.0
20180823T08-07,199,42.0
20180823T07-07,193,42.0
20180823T06-07,192,42.0
20180823T05-07,192,42.0
20180823T04-07,198,42.0
20180823T03-07,198,42.0
20180823T02-07,198,41.0
20180823T01-07,199,41.0
20180823T00-07,200,42.0
20180822T23-07,229,41.0
20180822T22-07,241,41.0
20180822T21-07,272,41.0
20180822T20-07,302,41.0
20180822T19-07,317,41.0
20180822T18-07,316,41.0
20180822T17-07,308,41.0
20180822T16-07,308,41.0
20180822T15-07,297,42.0
20180822T14-07,265,42.0
20180822T13-07,229,42.0
20180822T12-07,221,42.0
20180822T11-07,215,42.0
20180822T10-07,213,42.0
20180822T09-07,214,42.0
20180822T08-07,214,41.0
20180822T07-07,215,32.0
20180822T06-07,208,23.0
20180822T05-07,198,23.0
20180822T04-07,199,23.0
20180822T03-07,200,23.0
20180822T02-07,206,23.0
20180822T01-07,219,23.0
20180822T00-07,247,23.0
20180821T23-07,270,23.0
20180821T22-07,275,23.0
20180821T21-07,307,23.0
20180821T20-07,318,23.0
20180821T19-07,327,23.0
20180821T18-07,329,23.0
20180821T17-07,323,23.0
20180821T16-07,312,23.0
20180821T15-07,296,23.0
20180821T14-07,268,23.0
20180821T13-07,272,23.0
20180821T12-07,240,23.0
20180821T11-07,223,23.0
20180821T10-07,218,23.0
20180821T09-07,218,23.0
20180821T08-07,223,22.0
20180821T07-07,211,23.0
20180821T06-07,206,22.0
20180821T05-07,201,22.0
20180821T04-07,200,22.0
20180821T03-07,200,22.0
20180821T02-07,188,22.0
20180821T01-07,193,22.0
20180821T00-07,204,23.0
20180820T23-07,243,23.0
20180820T22-07,284,23.0
20180820T21-07,321,23.0
20180820T20-07,335,24.0
20180820T19-07,349,40.0
20180820T18-07,380,42.0
20180820T17-07,398,42.0
20180820T16-07,373,42.0
20180820T15-07,364,42.0
20180820T14-07,319,42.0
20180820T13-07,290,42.0
20180820T12-07,261,42.0
20180820T11-07,240,42.0
20180820T10-07,218,42.0
20180820T09-07,190,54.0
20180820T08-07,190,53.0
20180820T07-07,190,54.0
20180820T06-07,190,54.0
20180820T05-07,188,55.0
20180820T04-07,186,54.0
20180820T03-07,186,54.0
20180820T02-07,186,54.0
20180820T01-07,196,54.0
20180820T00-07,223,54.0
20180819T23-07,264,54.0
20180819T22-07,308,54.0
20180819T21-07,335,54.0
20180819T20-07,352,54.0
20180819T19-07,362,54.0
20180819T18-07,361,55.0
20180819T17-07,349,54.0
20180819T16-07,339,55.0
20180819T15-07,319,55.0
20180819T14-07,282,55.0
20180819T13-07,242,55.0
20180819T12-07,236,55.0
20180819T11-07,225,55.0
20180819T10-07,202,55.0
20180819T09-07,192,54.0
20180819T08-07,189,54.0
20180819T07-07,191,54.0
20180819T06-07,186,54.0
20180819T05-07,186,54.0
20180819T04-07,188,54.0
20180819T03-07,192,54.0
20180819T02-07,201,54.0
20180819T01-07,224,54.0
20180819T00-07,258,54.0
20180818T23-07,274,54.0
20180818T22-07,288,54.0
20180818T21-07,301,54.0
20180818T20-07,324,54.0
20180818T19-07,353,54.0
20180818T18-07,367,55.0
20180818T17-07,369,55.0
20180818T16-07,366,55.0
20180818T15-07,358,55.0
20180818T14-07,342,55.0
20180818T13-07,293,55.0
20180818T12-07,253,55.0
20180818T11-07,229,55.0
20180818T10-07,218,54.0
20180818T09-07,198,54.0
20180818T08-07,204,54.0
20180818T07-07,190,55.0
20180818T06-07,186,55.0
20180818T05-07,187,55.0
20180818T04-07,195,54.0
20180818T03-07,197,55.0
20180818T02-07,174,54.0
20180818T01-07,188,55.0
20180818T00-07,223,55.0
20180817T23-07,253,55.0
20180817T22-07,275,55.0
20180817T21-07,306,54.0
20180817T20-07,316,54.0
20180817T19-07,353,55.0
20180817T18-07,359,55.0
20180817T17-07,364,54.0
20180817T16-07,359,54.0
20180817T15-07,346,54.0
20180817T14-07,315,55.0
20180817T13-07,263,63.0
20180817T12-07,238,63.0
20180817T11-07,214,64.0
20180817T10-07,208,63.0
20180817T09-07,199,63.0
20180817T08-07,193,63.0
20180817T07-07,192,63.0
20180817T06-07,189,63.0
20180817T05-07,188,64.0
20180817T04-07,183,63.0
20180817T03-07,187,63.0
20180817T02-07,192,63.0
20180817T01-07,205,63.0
20180817T00-07,230,63.0
20180816T23-07,236,63.0
20180816T22-07,283,63.0
20180816T21-07,306,63.0
20180816T20-07,335,63.0
20180816T19-07,351,63.0
20180816T18-07,348,63.0
20180816T17-07,346,62.0
20180816T16-07,339,63.0
20180816T15-07,324,63.0
20180816T14-07,308,64.0
20180816T13-07,247,64.0
20180816T12-07,226,63.0
20180816T11-07,210,64.0
20180816T10-07,213,63.0
20180816T09-07,207,63.0
20180816T08-07,202,62.0
20180816T07-07,202,63.0
20180816T06-07,198,63.0
20180816T05-07,196,63.0
20180816T04-07,193,63.0
20180816T03-07,193,62.0
20180816T02-07,193,63.0
20180816T01-07,197,63.0
20180816T00-07,209,63.0
20180815T23-07,237,63.0
20180815T22-07,269,63.0
20180815T21-07,292,63.0
20180815T20-07,308,63.0
20180815T19-07,337,64.0
20180815T18-07,347,63.0
20180815T17-07,346,64.0
20180815T16-07,302,64.0
20180815T15-07,271,64.0
20180815T14-07,283,64.0
20180815T13-07,224,64.0
20180815T12-07,215,64.0
20180815T11-07,214,64.0
20180815T10-07,207,63.0
20180815T09-07,204,63.0
20180815T08-07,201,58.0
20180815T07-07,197,54.0
20180815T06-07,197,54.0
20180815T05-07,198,53.0
20180815T04-07,201,54.0
20180815T03-07,204,54.0
20180815T02-07,199,54.0
20180815T01-07,201,53.0
20180815T00-07,220,53.0
20180814T23-07,245,53.0
20180814T22-07,273,53.0
20180814T21-07,296,54.0
20180814T20-07,322,54.0
20180814T19-07,338,54.0
20180814T18-07,340,53.0
20180814T17-07,339,54.0
20180814T16-07,337,54.0
20180814T15-07,331,54.0
20180814T14-07,297,54.0
20180814T13-07,273,54.0
20180814T12-07,222,54.0
20180814T11-07,208,54.0
20180814T10-07,213,54.0
20180814T09-07,207,54.0
20180814T08-07,206,53.0
20180814T07-07,198,53.0
20180814T06-07,194,53.0
20180814T05-07,193,53.0
20180814T04-07,192,53.0
20180814T03-07,193,53.0
20180814T02-07,201,53.0
20180814T01-07,217,53.0
20180814T00-07,228,53.0
20180813T23-07,248,53.0
20180813T22-07,276,54.0
20180813T21-07,325,53.0
20180813T20-07,309,53.0
20180813T19-07,315,54.0
20180813T18-07,318,54.0
20180813T17-07,328,54.0
20180813T16-07,331,53.0
20180813T15-07,339,53.0
20180813T14-07,329,53.0
20180813T13-07,303,53.0
20180813T12-07,264,53.0
20180813T11-07,226,53.0
20180813T10-07,219,53.0
20180813T09-07,217,54.0
20180813T08-07,200,62.0
20180813T07-07,194,62.0
20180813T06-07,186,63.0
20180813T05-07,186,62.0
20180813T04-07,191,62.0
20180813T03-07,192,62.0
20180813T02-07,197,63.0
20180813T01-07,198,63.0
20180813T00-07,211,63.0
20180812T23-07,242,62.0
20180812T22-07,307,63.0
20180812T21-07,357,62.0
20180812T20-07,366,62.0
20180812T19-07,375,62.0
20180812T18-07,362,62.0
20180812T17-07,341,63.0
20180812T16-07,341,62.0
20180812T15-07,314,62.0
20180812T14-07,274,62.0
20180812T13-07,248,62.0
20180812T12-07,214,62.0
20180812T11-07,223,62.0
20180812T10-07,203,63.0
20180812T09-07,199,63.0
20180812T08-07,198,63.0
20180812T07-07,201,64.0
20180812T06-07,193,63.0
20180812T05-07,193,64.0
20180812T04-07,193,63.0
20180812T03-07,189,63.0
20180812T02-07,186,63.0
20180812T01-07,188,63.0
20180812T00-07,200,63.0
20180811T23-07,198,63.0
20180811T22-07,205,63.0
20180811T21-07,270,63.0
20180811T20-07,311,63.0
20180811T19-07,340,62.0
20180811T18-07,337,64.0
20180811T17-07,332,64.0
20180811T16-07,332,64.0
20180811T15-07,326,63.0
20180811T14-07,268,64.0
20180811T13-07,236,63.0
20180811T12-07,225,63.0
20180811T11-07,213,64.0
20180811T10-07,203,64.0
20180811T09-07,197,63.0
20180811T08-07,198,64.0
20180811T07-07,206,64.0
20180811T06-07,206,64.0
20180811T05-07,206,64.0
20180811T04-07,206,64.0
20180811T03-07,207,64.0
20180811T02-07,198,63.0
20180811T01-07,206,64.0
20180811T00-07,249,63.0
20180810T23-07,300,63.0
20180810T22-07,335,63.0
20180810T21-07,361,63.0
20180810T20-07,362,63.0
20180810T19-07,377,63.0
20180810T18-07,376,64.0
20180810T17-07,366,64.0
20180810T16-07,366,64.0
20180810T15-07,365,63.0
20180810T14-07,370,64.0
20180810T13-07,377,64.0
20180810T12-07,320,64.0
20180810T11-07,279,64.0
20180810T10-07,245,64.0
20180810T09-07,204,64.0
20180810T08-07,197,63.0
20180810T07-07,194,63.0
20180810T06-07,194,64.0
20180810T05-07,194,64.0
20180810T04-07,198,63.0
20180810T03-07,198,63.0
20180810T02-07,201,63.0
20180810T01-07,226,63.0
20180810T00-07,264,63.0
20180809T23-07,317,63.0
20180809T22-07,348,63.0
20180809T21-07,373,63.0
20180809T20-07,377,63.0
20180809T19-07,378,64.0
20180809T18-07,379,64.0
20180809T17-07,382,64.0
20180809T16-07,383,64.0
20180809T15-07,372,64.0
20180809T14-07,347,64.0
20180809T13-07,315,64.0
20180809T12-07,265,64.0
20180809T11-07,225,64.0
20180809T10-07,198,64.0
20180809T09-07,193,63.0
20180809T08-07,194,63.0
20180809T07-07,198,63.0
20180809T06-07,193,63.0
20180809T05-07,190,63.0
20180809T04-07,189,63.0
20180809T03-07,187,63.0
20180809T02-07,190,63.0
20180809T01-07,212,63.0
20180809T00-07,200,62.0
20180808T23-07,291,62.0
20180808T22-07,309,64.0
20180808T21-07,341,78.0
20180808T20-07,354,78.0
20180808T19-07,366,79.0
20180808T18-07,366,79.0
20180808T17-07,349,79.0
20180808T16-07,343,79.0
20180808T15-07,300,79.0
20180808T14-07,281,79.0
20180808T13-07,235,79.0
20180808T12-07,210,79.0
20180808T11-07,185,80.0
20180808T10-07,183,80.0
20180808T09-07,185,79.0
20180808T08-07,193,79.0
20180808T07-07,200,79.0
20180808T06-07,199,79.0
20180808T05-07,199,79.0
20180808T04-07,210,79.0
20180808T03-07,208,79.0
20180808T02-07,191,78.0
20180808T01-07,199,79.0
20180808T00-07,228,79.0
20180807T23-07,257,79.0
20180807T22-07,296,79.0
20180807T21-07,290,79.0
20180807T20-07,299,79.0
20180807T19-07,308,79.0
20180807T18-07,295,79.0
20180807T17-07,279,73.0
20180807T16-07,267,71.0
20180807T15-07,262,70.0
20180807T14-07,257,62.0
20180807T13-07,264,52.0
20180807T12-07,254,52.0
20180807T11-07,234,52.0
20180807T10-07,220,53.0
20180807T09-07,219,53.0
20180807T08-07,215,53.0
20180807T07-07,197,65.0
20180807T06-07,162,72.0
20180807T05-07,141,85.0
20180807T04-07,141,88.0
20180807T03-07,140,88.0
20180807T02-07,154,88.0
20180807T01-07,159,88.0
20180807T00-07,167,89.0
20180806T23-07,211,89.0
20180806T22-07,267,89.0
20180806T21-07,265,89.0
20180806T20-07,269,88.0
20180806T19-07,265,88.0
20180806T18-07,265,89.0
20180806T17-07,264,90.0
20180806T16-07,263,89.0
20180806T15-07,255,89.0
20180806T14-07,232,68.0
20180806T13-07,220,64.0
20180806T12-07,165,52.0
20180806T11-07,135,52.0
20180806T10-07,140,52.0
20180806T09-07,143,52.0
20180806T08-07,145,52.0
20180806T07-07,136,52.0
20180806T06-07,97,52.0
20180806T05-07,95,52.0
20180806T04-07,95,52.0
20180806T03-07,94,52.0
20180806T02-07,100,52.0
20180806T01-07,132,54.0
20180806T00-07,164,72.0
20180805T23-07,177,88.0
20180805T22-07,220,88.0
20180805T21-07,255,88.0
20180805T20-07,231,88.0
20180805T19-07,236,89.0
20180805T18-07,227,88.0
20180805T17-07,226,88.0
20180805T16-07,231,72.0
20180805T15-07,208,70.0
20180805T14-07,184,52.0
20180805T13-07,166,51.0
20180805T12-07,143,51.0
20180805T11-07,146,52.0
20180805T10-07,141,52.0
20180805T09-07,146,52.0
20180805T08-07,148,52.0
20180805T07-07,155,52.0
20180805T06-07,139,52.0
20180805T05-07,140,51.0
20180805T04-07,141,51.0
20180805T03-07,125,53.0
20180805T02-07,122,68.0
20180805T01-07,146,88.0
20180805T00-07,161,88.0
20180804T23-07,184,87.0
20180804T22-07,252,87.0
20180804T21-07,258,88.0
20180804T20-07,272,88.0
20180804T19-07,292,88.0
20180804T18-07,305,88.0
20180804T17-07,298,94.0
20180804T16-07,326,92.0
20180804T15-07,328,71.0
20180804T14-07,308,64.0
20180804T13-07,292,53.0
20180804T12-07,271,52.0
20180804T11-07,241,52.0
20180804T10-07,213,52.0
20180804T09-07,190,52.0
20180804T08-07,190,52.0
20180804T07-07,190,52.0
20180804T06-07,194,52.0
20180804T05-07,200,52.0
20180804T04-07,198,52.0
20180804T03-07,184,52.0
20180804T02-07,189,52.0
20180804T01-07,195,52.0
20180804T00-07,213,52.0
20180803T23-07,241,71.0
20180803T22-07,280,76.0
20180803T21-07,294,90.0
20180803T20-07,290,90.0
20180803T19-07,305,90.0
20180803T18-07,311,90.0
20180803T17-07,302,90.0
20180803T16-07,288,90.0
20180803T15-07,267,88.0
20180803T14-07,256,70.0
20180803T13-07,257,59.0
20180803T12-07,248,62.0
20180803T11-07,222,59.0
20180803T10-07,204,59.0
20180803T09-07,198,60.0
20180803T08-07,194,59.0
20180803T07-07,185,59.0
20180803T06-07,185,59.0
20180803T05-07,185,59.0
20180803T04-07,185,58.0
20180803T03-07,184,59.0
20180803T02-07,192,59.0
20180803T01-07,199,62.0
20180803T00-07,208,63.0
20180802T23-07,232,63.0
20180802T22-07,290,69.0
20180802T21-07,321,87.0
20180802T20-07,355,88.0
20180802T19-07,364,89.0
20180802T18-07,351,89.0
20180802T17-07,340,89.0
20180802T16-07,301,89.0
20180802T15-07,275,89.0
20180802T14-07,248,88.0
20180802T13-07,250,67.0
20180802T12-07,249,65.0
20180802T11-07,237,64.0
20180802T10-07,223,64.0
20180802T09-07,196,65.0
20180802T08-07,189,64.0
20180802T07-07,189,65.0
20180802T06-07,186,64.0
20180802T05-07,185,64.0
20180802T04-07,185,65.0
20180802T03-07,189,64.0
20180802T02-07,192,64.0
20180802T01-07,200,65.0
20180802T00-07,217,64.0
20180801T23-07,260,64.0
20180801T22-07,267,67.0
20180801T21-07,311,70.0
20180801T20-07,334,80.0
20180801T19-07,343,88.0
20180801T18-07,346,89.0
20180801T17-07,350,88.0
20180801T16-07,338,88.0
20180801T15-07,329,77.0
20180801T14-07,305,71.0
20180801T13-07,264,72.0
20180801T12-07,215,72.0
20180801T11-07,210,72.0
20180801T10-07,187,72.0
20180801T09-07,190,69.0
20180801T08-07,195,67.0
20180801T07-07,195,67.0
20180801T06-07,195,67.0
20180801T05-07,195,67.0
20180801T04-07,197,67.0
20180801T03-07,198,67.0
20180801T02-07,197,66.0
20180801T01-07,219,66.0
20180801T00-07,234,67.0
20180731T23-07,276,66.0
20180731T22-07,345,66.0
20180731T21-07,377,66.0
20180731T20-07,397,66.0
20180731T19-07,389,66.0
20180731T18-07,363,66.0
20180731T17-07,381,66.0
20180731T16-07,369,66.0
20180731T15-07,334,70.0
20180731T14-07,332,58.0
20180731T13-07,299,52.0
20180731T12-07,252,51.0
20180731T11-07,198,51.0
20180731T10-07,200,43.0
20180731T09-07,201,40.0
20180731T08-07,195,41.0
20180731T07-07,189,40.0
20180731T06-07,189,41.0
20180731T05-07,189,41.0
20180731T04-07,189,40.0
20180731T03-07,189,40.0
20180731T02-07,188,40.0
20180731T01-07,194,40.0
20180731T00-07,241,40.0
20180730T23-07,302,41.0
20180730T22-07,330,41.0
20180730T21-07,383,41.0
20180730T20-07,384,41.0
20180730T19-07,391,41.0
20180730T18-07,395,41.0
20180730T17-07,386,40.0
20180730T16-07,371,41.0
20180730T15-07,338,40.0
20180730T14-07,309,41.0
20180730T13-07,256,46.0
20180730T12-07,218,59.0
20180730T11-07,206,72.0
20180730T10-07,201,71.0
20180730T09-07,186,86.0
20180730T08-07,187,92.0
20180730T07-07,188,97.0
20180730T06-07,188,98.0
20180730T05-07,190,98.0
20180730T04-07,190,97.0
20180730T03-07,190,97.0
20180730T02-07,190,97.0
20180730T01-07,190,97.0
20180730T00-07,195,97.0
20180729T23-07,234,97.0
20180729T22-07,270,97.0
20180729T21-07,304,97.0
20180729T20-07,318,97.0
20180729T19-07,343,97.0
20180729T18-07,343,98.0
20180729T17-07,341,97.0
20180729T16-07,341,97.0
20180729T15-07,325,97.0
20180729T14-07,300,97.0
20180729T13-07,247,98.0
20180729T12-07,222,98.0
20180729T11-07,198,98.0
20180729T10-07,195,98.0
20180729T09-07,191,98.0
20180729T08-07,193,98.0
20180729T07-07,193,98.0
20180729T06-07,194,98.0
20180729T05-07,194,98.0
20180729T04-07,194,98.0
20180729T03-07,193,97.0
20180729T02-07,186,97.0
20180729T01-07,193,98.0
20180729T00-07,204,98.0
20180728T23-07,226,98.0
20180728T22-07,232,98.0
20180728T21-07,252,97.0
20180728T20-07,282,97.0
20180728T19-07,319,98.0
20180728T18-07,322,98.0
20180728T17-07,310,98.0
20180728T16-07,294,98.0
20180728T15-07,271,98.0
20180728T14-07,238,99.0
20180728T13-07,212,98.0
20180728T12-07,191,98.0
20180728T11-07,180,98.0
20180728T10-07,178,98.0
20180728T09-07,186,98.0
20180728T08-07,189,98.0
20180728T07-07,198,98.0
20180728T06-07,199,98.0
20180728T05-07,199,97.0
20180728T04-07,200,97.0
20180728T03-07,201,98.0
20180728T02-07,192,97.0
20180728T01-07,210,98.0
20180728T00-07,251,99.0
20180727T23-07,297,98.0
20180727T22-07,330,98.0
20180727T21-07,348,98.0
20180727T20-07,367,98.0
20180727T19-07,407,98.0
20180727T18-07,412,99.0
20180727T17-07,388,121.0
20180727T16-07,377,119.0
20180727T15-07,368,118.0
20180727T14-07,352,108.0
20180727T13-07,321,119.0
20180727T12-07,229,124.0
20180727T11-07,211,131.0
20180727T10-07,236,98.0
20180727T09-07,219,97.0
20180727T08-07,216,97.0
20180727T07-07,231,97.0
20180727T06-07,232,97.0
20180727T05-07,240,97.0
20180727T04-07,241,97.0
20180727T03-07,242,97.0
20180727T02-07,247,97.0
20180727T01-07,253,97.0
20180727T00-07,305,97.0
20180726T23-07,308,97.0
20180726T22-07,334,97.0
20180726T21-07,355,96.0
20180726T20-07,362,97.0
20180726T19-07,348,97.0
20180726T18-07,374,96.0
20180726T17-07,388,97.0
20180726T16-07,396,97.0
20180726T15-07,396,97.0
20180726T14-07,367,97.0
20180726T13-07,347,97.0
20180726T12-07,314,94.0
20180726T11-07,243,98.0
20180726T10-07,206,97.0
20180726T09-07,182,97.0
20180726T08-07,184,97.0
20180726T07-07,186,97.0
20180726T06-07,181,97.0
20180726T05-07,178,98.0
20180726T04-07,175,97.0
20180726T03-07,182,97.0
20180726T02-07,189,97.0
20180726T01-07,202,97.0
20180726T00-07,240,98.0
20180725T23-07,250,98.0
20180725T22-07,239,97.0
20180725T21-07,279,97.0
20180725T20-07,327,97.0
20180725T19-07,371,97.0
20180725T18-07,400,97.0
20180725T17-07,400,98.0
20180725T16-07,398,98.0
20180725T15-07,386,97.0
20180725T14-07,354,97.0
20180725T13-07,319,98.0
20180725T12-07,292,97.0
20180725T11-07,274,98.0
20180725T10-07,253,98.0
20180725T09-07,261,98.0
20180725T08-07,258,97.0
20180725T07-07,251,98.0
20180725T06-07,232,98.0
20180725T05-07,232,98.0
20180725T04-07,232,98.0
20180725T03-07,232,97.0
20180725T02-07,234,98.0
20180725T01-07,243,97.0
20180725T00-07,304,97.0
20180724T23-07,364,97.0
20180724T22-07,396,97.0
20180724T21-07,420,97.0
20180724T20-07,446,98.0
20180724T19-07,440,97.0
20180724T18-07,438,97.0
20180724T17-07,415,97.0
20180724T16-07,411,98.0
20180724T15-07,405,97.0
20180724T14-07,365,98.0
20180724T13-07,352,98.0
20180724T12-07,318,98.0
20180724T11-07,276,98.0
20180724T10-07,246,99.0
20180724T09-07,221,98.0
20180724T08-07,195,97.0
20180724T07-07,193,97.0
20180724T06-07,191,97.0
20180724T05-07,189,97.0
20180724T04-07,191,97.0
20180724T03-07,200,97.0
20180724T02-07,207,97.0
20180724T01-07,192,98.0
20180724T00-07,226,97.0
20180723T23-07,307,97.0
20180723T22-07,313,97.0
20180723T21-07,345,97.0
20180723T20-07,389,97.0
20180723T19-07,404,97.0
20180723T18-07,406,97.0
20180723T17-07,404,97.0
20180723T16-07,413,96.0
20180723T15-07,419,97.0
20180723T14-07,379,97.0
20180723T13-07,366,97.0
20180723T12-07,304,97.0
20180723T11-07,271,97.0
20180723T10-07,245,98.0
20180723T09-07,232,98.0
20180723T08-07,222,98.0
20180723T07-07,205,97.0
20180723T06-07,204,98.0
20180723T05-07,210,98.0
20180723T04-07,214,97.0
20180723T03-07,213,97.0
20180723T02-07,214,97.0
20180723T01-07,225,97.0
20180723T00-07,243,97.0
20180722T23-07,286,97.0
20180722T22-07,308,97.0
20180722T21-07,331,97.0
20180722T20-07,360,97.0
20180722T19-07,375,97.0
