,Total interchange1
20190924T23-04,742
20190924T22-04,916
20190924T21-04,293
20190924T20-04,-150
20190924T19-04,-157
20190924T18-04,99
20190924T17-04,335
20190924T16-04,673
20190924T15-04,935
20190924T14-04,1296
20190924T13-04,1633
20190924T12-04,1776
20190924T11-04,1859
20190924T10-04,1578
20190924T09-04,1277
20190924T08-04,1072
20190924T07-04,1273
20190924T06-04,1376
20190924T05-04,1361
20190924T04-04,1442
20190924T03-04,1326
20190924T02-04,1226
20190924T01-04,1074
20190924T00-04,1245
20190923T23-04,1083
20190923T22-04,696
20190923T21-04,259
20190923T20-04,196
20190923T19-04,-60
20190923T18-04,135
20190923T17-04,634
20190923T16-04,965
20190923T15-04,1414
20190923T14-04,1824
20190923T13-04,2044
20190923T12-04,2108
20190923T11-04,1934
20190923T10-04,1820
20190923T09-04,1612
20190923T08-04,1305
20190923T07-04,1409
20190923T06-04,1319
20190923T05-04,1269
20190923T04-04,1297
20190923T03-04,1288
20190923T02-04,1478
20190923T01-04,1367
20190923T00-04,1174
20190922T23-04,1323
20190922T22-04,912
20190922T21-04,599
20190922T20-04,434
20190922T19-04,384
20190922T18-04,627
20190922T17-04,1112
20190922T16-04,1726
20190922T15-04,1854
20190922T14-04,2086
20190922T13-04,2006
20190922T12-04,2182
20190922T11-04,2312
20190922T10-04,2134
20190922T09-04,1543
20190922T08-04,1459
20190922T07-04,1443
20190922T06-04,1366
20190922T05-04,1338
20190922T04-04,1336
20190922T03-04,1525
20190922T02-04,1792
20190922T01-04,1594
20190922T00-04,1557
20190921T23-04,1544
20190921T22-04,1218
20190921T21-04,955
20190921T20-04,809
20190921T19-04,398
20190921T18-04,741
20190921T17-04,1389
20190921T16-04,1829
20190921T15-04,2059
20190921T14-04,2074
20190921T13-04,2079
20190921T12-04,2108
20190921T11-04,2045
20190921T10-04,2005
20190921T09-04,1687
20190921T08-04,1352
20190921T07-04,1391
20190921T06-04,1169
20190921T05-04,1130
20190921T04-04,1080
20190921T03-04,1215
20190921T02-04,1386
20190921T01-04,1458
20190921T00-04,1616
20190920T23-04,1358
20190920T22-04,1315
20190920T21-04,992
20190920T20-04,837
20190920T19-04,821
20190920T18-04,1220
20190920T17-04,1654
20190920T16-04,2019
20190920T15-04,2018
20190920T14-04,2114
20190920T13-04,2109
20190920T12-04,2145
20190920T11-04,1959
20190920T10-04,1876
20190920T09-04,1571
20190920T08-04,1140
20190920T07-04,1129
20190920T06-04,1524
20190920T05-04,1504
20190920T04-04,1481
20190920T03-04,1585
20190920T02-04,1883
